sample_id,T_now_C,RH_now_pct,CO2_now_ppm,T_forecast_30min_C,PMV_forecast,comfort_class_now,comfort_class_forecast
1244,22.63,62.9,643.0,22.98,0.008,2,2
1245,19.77,39.9,1013.0,19.69,-0.234,1,2
1246,25.58,62.3,782.0,25.61,0.344,3,0
1247,27.85,30.0,888.0,27.13,0.38,2,2
1248,22.0,56.4,480.0,23.3,0.287,1,2
1249,18.81,59.0,599.0,19.94,-0.254,2,2
1250,24.64,69.9,445.0,24.99,0.268,2,3
1251,18.47,46.4,482.0,18.22,-0.398,4,1
1252,24.25,65.6,537.0,24.03,0.058,2,1
1253,25.12,30.3,925.0,24.38,0.306,2,1
1254,21.55,34.1,846.0,21.33,-0.182,2,1
1255,20.51,42.0,670.0,21.25,-0.139,3,1
1256,26.42,33.3,604.0,26.44,0.458,3,3
1257,22.92,62.4,772.0,23.96,0.146,3,0
1258,20.21,32.1,864.0,19.03,-0.211,3,2
1259,25.14,67.7,1100.0,26.12,0.458,1,3
1260,21.46,32.8,456.0,21.93,-0.074,3,2
1261,27.13,58.2,983.0,28.59,0.615,3,1
1262,25.39,57.0,908.0,26.06,0.364,2,2
1263,19.82,62.1,961.0,19.3,-0.242,2,2
1264,22.38,52.2,599.0,21.49,0.058,3,2
1265,22.76,60.5,1184.0,22.82,-0.003,2,1
1266,26.84,61.6,704.0,26.97,0.578,2,2
1267,20.63,69.8,986.0,19.84,-0.229,2,2
1268,22.69,31.7,1194.0,23.02,0.237,2,2
1269,20.59,42.2,942.0,20.57,-0.35,2,2
1270,24.2,33.4,776.0,24.18,0.239,3,2
1271,24.88,39.9,1139.0,24.19,0.326,3,3
1272,19.29,37.3,1103.0,18.0,-0.519,2,2
1273,25.98,49.7,575.0,25.69,0.371,2,0
1274,22.24,38.4,776.0,22.04,-0.072,2,2
1275,21.05,50.7,521.0,21.07,0.077,2,2
1276,26.07,31.4,762.0,26.96,0.488,2,0
1277,19.57,54.5,723.0,19.12,-0.443,2,2
1278,20.75,39.9,415.0,21.25,0.015,2,1
1279,27.91,38.8,1179.0,26.6,0.476,2,2
1280,18.24,31.6,939.0,19.29,-0.303,3,1
1281,18.9,53.9,475.0,20.53,-0.046,2,2
1282,19.03,42.9,446.0,18.16,-0.339,2,3
1283,27.67,37.8,722.0,28.08,0.778,2,3
1284,25.71,65.1,958.0,25.85,0.404,2,3
1285,27.77,55.5,1023.0,25.96,0.289,2,2
1286,24.01,62.9,915.0,24.85,0.33,1,2
1287,21.02,32.0,961.0,22.65,0.229,2,2
1288,25.35,41.2,466.0,25.84,0.307,2,2
1289,19.78,63.7,567.0,18.94,-0.402,2,2
1290,26.86,43.6,1116.0,27.55,0.44,2,0
1291,18.37,40.4,771.0,16.76,-0.463,1,2
1292,24.22,62.1,1140.0,23.0,0.056,2,2
1293,22.95,63.2,650.0,23.16,0.158,2,2
1294,22.38,52.1,723.0,22.58,0.064,2,2
1295,23.07,65.5,459.0,23.89,0.123,2,4
1296,21.08,65.7,1065.0,20.98,-0.146,2,2
1297,25.12,66.5,1109.0,22.98,0.184,3,2
1298,22.86,43.5,532.0,22.66,-0.035,2,1
1299,26.27,69.6,1009.0,26.28,0.43,2,3
1300,23.84,49.6,1129.0,23.34,0.113,3,2
1301,18.8,31.8,1002.0,19.01,-0.3,2,1
1302,19.58,65.5,612.0,20.24,-0.291,1,1
1303,22.43,43.1,787.0,22.14,-0.152,2,3
1304,20.51,47.6,819.0,19.42,-0.414,3,0
1305,24.87,57.2,851.0,24.35,0.276,2,2
1306,25.0,69.3,930.0,25.8,0.486,1,2
1307,22.6,64.0,556.0,22.22,0.156,4,3
1308,23.74,31.3,733.0,23.92,0.119,2,1
1309,20.46,37.7,1072.0,18.84,-0.389,2,2
1310,23.06,44.4,1029.0,23.13,0.008,3,1
1311,21.65,41.9,935.0,21.6,-0.219,3,2
1312,22.38,54.2,589.0,23.23,0.124,1,2
1313,25.05,62.5,870.0,24.69,0.418,0,2
1314,21.55,33.2,553.0,21.7,0.005,2,2
1315,26.9,42.3,692.0,27.47,0.636,2,2
1316,19.83,37.1,878.0,20.01,-0.197,2,3
1317,20.48,67.5,1179.0,19.56,-0.348,2,2
1318,22.73,54.1,809.0,23.02,0.048,2,1
1319,25.19,34.5,471.0,24.89,0.281,1,4
1320,18.27,58.2,506.0,18.66,-0.279,3,2
1321,21.43,43.1,738.0,20.85,-0.056,3,2
1322,25.06,58.0,1084.0,25.41,0.386,4,2
1323,21.98,67.5,535.0,21.83,-0.066,3,2
1324,25.57,52.7,814.0,24.72,0.141,2,2
1325,27.77,45.9,1142.0,27.1,0.538,3,1
1326,26.29,49.0,834.0,26.84,0.636,3,2
1327,24.32,38.0,748.0,23.97,0.031,1,2
1328,19.11,41.5,1051.0,20.11,-0.373,0,2
1329,22.48,36.8,532.0,23.9,0.258,2,3
1330,26.03,34.3,1193.0,27.39,0.666,2,2
1331,27.77,53.6,403.0,27.87,0.339,2,2
1332,22.6,31.9,775.0,22.46,-0.111,1,2
1333,22.08,54.6,825.0,20.15,-0.195,2,2
1334,19.29,38.0,541.0,19.32,-0.253,2,1
1335,21.48,45.2,722.0,21.45,-0.041,3,2
1336,26.87,35.3,700.0,26.12,0.459,3,2
1337,22.71,57.3,1171.0,24.35,0.388,1,2
1338,25.21,60.6,992.0,24.18,0.177,3,3
1339,27.27,46.8,1160.0,28.25,0.483,2,3
1340,20.09,59.5,1117.0,20.44,-0.331,1,2
1341,26.45,37.0,921.0,25.92,0.2,2,2
1342,27.64,49.6,547.0,27.37,0.522,1,2
1343,20.99,32.4,510.0,21.06,-0.35,2,2
1344,27.1,41.3,708.0,27.14,0.565,2,4
1345,18.39,58.1,632.0,18.42,-0.218,2,2
1346,25.37,41.3,1185.0,25.53,0.317,2,0
1347,23.84,34.4,821.0,24.11,0.182,4,2
1348,18.02,67.8,676.0,17.4,-0.456,2,3
1349,19.19,63.7,739.0,19.87,-0.238,3,1
1350,21.86,60.6,406.0,21.21,0.001,2,2
1351,19.24,64.8,877.0,19.02,-0.39,2,4
1352,26.01,62.4,838.0,24.63,0.273,2,2
1353,27.33,51.3,430.0,28.27,0.69,1,2
1354,19.03,64.3,711.0,19.2,-0.212,1,3
1355,23.21,68.3,674.0,22.85,-0.003,2,2
1356,25.15,51.6,621.0,26.13,0.203,2,1
1357,25.7,35.2,533.0,26.5,0.504,3,2
1358,20.35,47.3,947.0,19.65,-0.39,2,0
1359,19.14,63.9,944.0,18.36,-0.323,2,2
1360,21.66,46.9,1074.0,21.65,0.021,2,1
1361,18.21,36.4,759.0,17.82,-0.56,2,1
1362,24.35,44.8,1171.0,24.27,0.132,2,2
1363,24.93,44.5,721.0,24.16,0.176,3,1
1364,26.01,60.8,590.0,26.69,0.443,2,2
1365,21.4,43.4,1095.0,20.72,-0.196,3,2
1366,19.99,40.5,639.0,20.51,-0.14,2,3
1367,27.41,47.6,464.0,27.98,0.701,3,1
1368,19.83,48.3,665.0,20.73,-0.189,2,2
1369,21.01,53.0,779.0,20.87,-0.07,3,2
1370,25.87,40.9,465.0,26.11,0.373,2,4
1371,20.36,33.2,1106.0,20.68,-0.009,2,1
1372,19.0,38.8,583.0,18.8,-0.31,3,2
1373,26.63,49.5,556.0,26.46,0.412,2,2
1374,25.4,48.2,451.0,24.65,0.335,2,3
1375,21.63,67.2,988.0,20.34,-0.193,2,2
1376,21.0,39.8,456.0,20.79,-0.307,1,3
1377,24.74,50.0,734.0,26.08,0.325,3,2
1378,21.95,62.8,462.0,21.48,-0.098,3,2
1379,23.59,63.7,1003.0,24.97,0.026,1,4
1380,22.21,62.6,1034.0,21.66,-0.13,2,2
1381,22.5,48.8,481.0,22.62,0.14,2,2
1382,20.51,66.2,817.0,20.28,-0.236,2,4
1383,25.56,62.1,493.0,26.27,0.465,0,2
1384,23.64,59.2,755.0,24.62,0.319,2,2
1385,27.35,31.5,1052.0,26.5,0.483,0,3
1386,27.67,30.0,559.0,28.95,0.627,2,1
1387,23.67,59.6,560.0,23.18,0.245,2,2
1388,18.67,48.9,977.0,19.41,-0.354,3,3
1389,25.9,45.6,823.0,26.54,0.601,2,4
1390,25.76,37.3,549.0,26.09,0.345,2,2
1391,26.0,54.7,776.0,27.23,0.563,2,2
1392,19.58,53.6,1099.0,19.6,-0.259,2,3
1393,27.15,63.1,1166.0,27.78,0.533,3,3
1394,22.09,65.8,1066.0,22.26,0.005,2,2
1395,24.99,40.7,925.0,25.91,0.524,2,2
1396,21.41,41.7,717.0,21.47,0.083,2,2
1397,24.75,32.9,740.0,25.15,0.239,2,2
1398,27.39,38.8,923.0,26.3,0.428,2,2
1399,19.24,66.2,648.0,18.86,-0.425,1,0
1400,22.0,33.3,802.0,22.03,0.07,3,2
1401,21.11,69.2,480.0,19.78,-0.29,2,2
1402,21.16,52.0,707.0,19.53,-0.287,3,2
1403,23.87,54.1,1019.0,23.87,0.299,2,1
1404,25.89,43.1,549.0,24.53,0.243,1,2
1405,18.18,30.6,1058.0,17.62,-0.474,2,2
1406,24.67,54.2,895.0,24.52,0.134,0,2
1407,24.32,56.5,671.0,24.03,0.203,2,0
1408,21.83,49.6,772.0,21.76,0.104,2,2
1409,26.85,44.3,925.0,27.18,0.691,2,3
1410,20.43,47.0,827.0,21.83,0.131,2,2
1411,22.23,41.9,560.0,22.39,0.016,3,1
1412,20.4,49.2,905.0,20.35,-0.198,2,2
1413,26.81,40.6,710.0,26.86,0.351,2,2
1414,19.07,60.1,983.0,20.21,-0.22,2,3
1415,23.3,60.6,1160.0,24.53,0.186,1,1
1416,25.03,52.3,813.0,24.18,0.447,4,2
1417,22.45,60.7,1062.0,23.01,0.21,3,0
1418,25.64,34.0,434.0,24.81,0.21,2,4
1419,20.92,36.5,502.0,21.43,-0.167,3,2
1420,24.24,50.9,891.0,23.75,0.3,3,2
1421,21.3,56.9,890.0,21.58,-0.019,2,2
1422,21.36,42.4,843.0,22.39,0.167,1,3
1423,22.6,62.0,847.0,23.7,0.242,1,2
1424,23.85,36.1,1014.0,23.97,0.321,2,3
1425,21.97,52.8,1044.0,22.47,-0.128,2,2
1426,22.43,45.3,858.0,23.12,0.015,2,3
1427,19.95,56.4,823.0,18.45,-0.458,2,1
1428,22.68,31.2,411.0,22.75,0.071,3,2
1429,21.43,34.9,1068.0,22.17,0.081,2,4
1430,18.6,47.8,927.0,18.55,-0.444,2,2
1431,25.21,37.4,455.0,25.37,0.156,2,3
1432,27.53,50.3,403.0,26.21,0.426,2,2
1433,26.19,48.4,1036.0,25.4,0.257,2,1
1434,24.27,45.8,1108.0,24.7,0.26,2,2
1435,25.55,61.0,540.0,25.79,0.375,2,2
1436,25.87,41.4,797.0,26.28,0.422,2,2
1437,26.53,67.9,655.0,28.19,0.492,2,4
1438,25.92,34.8,1067.0,25.12,0.273,1,3
1439,23.83,46.8,723.0,23.42,0.17,2,3
1440,27.71,59.2,1056.0,28.26,0.674,2,2
1441,25.68,52.0,965.0,25.89,0.373,1,2
1442,23.17,61.2,505.0,23.72,0.137,2,2
1443,19.09,48.7,613.0,19.55,-0.115,2,2
1444,19.11,39.5,998.0,17.75,-0.33,2,2
1445,21.5,33.4,866.0,21.8,-0.193,0,2
1446,26.32,39.9,1022.0,27.19,0.439,1,1
1447,27.92,65.4,424.0,27.08,0.39,1,3
1448,18.01,49.5,1119.0,18.83,-0.433,3,2
1449,27.3,49.6,437.0,28.88,0.634,2,2
1450,27.28,55.5,584.0,27.2,0.594,2,4
1451,26.89,31.9,906.0,26.17,0.464,3,2
1452,27.31,47.4,1185.0,25.78,0.411,2,2
1453,24.74,52.9,888.0,25.84,0.301,2,2
1454,24.24,67.2,772.0,23.86,0.051,2,4
1455,18.63,32.4,732.0,19.03,-0.251,1,2
1456,25.55,64.4,730.0,24.68,0.223,2,2
1457,24.23,66.3,642.0,22.37,-0.063,2,2
1458,27.28,34.4,1047.0,27.42,0.568,2,2
1459,26.76,34.4,972.0,26.39,0.37,1,2
1460,18.3,34.4,674.0,18.03,-0.258,2,4
1461,20.97,64.5,1175.0,19.36,-0.126,3,1
1462,22.61,58.0,683.0,19.87,-0.172,3,1
1463,22.85,41.6,1145.0,23.56,0.126,3,2
1464,27.83,51.9,852.0,29.14,0.829,2,2
1465,19.29,57.5,924.0,20.66,-0.086,2,2
1466,19.7,31.6,1038.0,19.7,-0.193,4,3
1467,21.72,65.6,504.0,22.99,0.194,2,3
1468,20.43,50.2,582.0,20.47,-0.074,2,2
1469,24.48,51.9,782.0,24.1,0.246,2,2
1470,19.96,31.3,1006.0,20.42,-0.169,2,0
1471,18.09,34.6,964.0,17.6,-0.558,2,3
1472,27.59,48.9,442.0,26.64,0.519,0,2
1473,26.68,35.6,1006.0,24.84,0.36,2,2
1474,20.13,56.7,770.0,18.41,-0.278,2,2
1475,26.27,55.2,1156.0,26.86,0.447,3,1
1476,18.35,40.6,1046.0,17.71,-0.472,3,2
1477,22.8,52.8,1193.0,21.71,-0.043,2,0
1478,22.36,66.6,851.0,21.29,-0.107,2,2
1479,20.54,40.0,823.0,21.33,-0.135,2,3
1480,22.93,47.5,1034.0,24.48,0.321,2,3
1481,27.05,31.0,555.0,26.24,0.369,2,2
1482,25.43,33.4,436.0,25.83,0.41,2,3
1483,26.8,64.3,790.0,24.76,0.1,3,2
1484,27.86,31.8,689.0,27.96,0.632,2,2
1485,26.02,32.2,793.0,25.82,0.49,0,2
1486,26.39,51.6,1009.0,27.37,0.483,2,1
1487,23.49,56.8,951.0,21.79,-0.157,2,2
1488,21.88,38.9,608.0,23.03,-0.014,0,1
1489,25.35,42.9,643.0,23.56,0.307,3,2
1490,26.93,51.9,639.0,27.31,0.384,1,2
1491,19.41,47.7,757.0,18.76,-0.393,2,1
1492,19.99,63.3,975.0,19.2,-0.266,2,2
1493,23.19,32.5,808.0,23.12,0.096,2,3
1494,21.82,68.0,591.0,22.78,0.143,3,2
1495,18.47,59.9,909.0,17.56,-0.286,2,2
1496,21.65,62.9,715.0,22.67,0.113,4,3
1497,22.88,44.5,801.0,22.92,-0.077,4,2
1498,23.28,44.7,999.0,23.74,0.185,1,4
1499,20.86,52.8,1088.0,19.85,-0.06,1,2
1500,23.99,34.1,460.0,24.05,0.148,3,2
1501,21.61,65.4,881.0,20.18,-0.007,3,2
1502,27.97,60.9,1056.0,28.58,0.743,1,2
1503,20.96,42.3,493.0,20.29,-0.285,1,2
1504,26.95,56.3,506.0,26.04,0.49,4,2
1505,23.73,30.1,1015.0,25.07,0.326,2,3
1506,20.09,68.2,464.0,19.48,-0.271,2,2
1507,19.67,43.2,595.0,19.41,-0.131,2,1
1508,27.66,34.8,1102.0,27.59,0.359,2,4
1509,20.79,44.1,1139.0,21.18,0.013,3,2
1510,22.82,68.1,520.0,22.35,-0.043,2,2
1511,25.09,56.3,1165.0,24.21,0.161,2,1
1512,21.39,47.3,1009.0,19.84,-0.136,1,2
1513,22.75,57.9,587.0,22.53,-0.002,3,2
1514,26.84,66.5,772.0,28.29,0.547,2,1
1515,20.16,60.8,983.0,20.62,-0.087,2,2
1516,25.03,42.5,1066.0,24.47,0.237,2,2
1517,25.6,50.7,635.0,26.97,0.472,2,2
1518,21.71,35.3,926.0,21.84,-0.158,2,2
1519,22.57,40.6,891.0,23.31,0.208,2,3
1520,25.35,54.2,583.0,25.63,0.254,0,2
1521,26.9,68.9,626.0,26.82,0.552,1,2
1522,21.29,36.5,740.0,22.65,0.083,2,2
1523,22.29,48.7,871.0,22.26,0.145,4,0
1524,25.99,64.2,741.0,25.09,0.41,2,2
1525,21.82,44.1,838.0,21.35,-0.17,2,2
1526,23.75,43.1,1048.0,24.58,0.215,2,3
1527,22.51,34.8,927.0,21.25,0.004,2,4
1528,20.77,48.1,627.0,20.73,-0.06,4,3
1529,24.64,45.2,1141.0,23.95,0.221,4,2
1530,18.21,47.4,719.0,18.56,-0.5,2,3
1531,21.64,45.9,713.0,21.3,-0.009,2,2
1532,27.12,59.2,1043.0,27.64,0.667,3,4
1533,24.2,55.9,417.0,24.46,0.403,4,2
1534,19.35,50.1,1003.0,18.55,-0.224,1,2
1535,18.77,47.0,539.0,19.65,-0.161,3,0
1536,24.54,37.4,515.0,25.88,0.381,4,1
1537,22.23,39.0,1173.0,22.41,0.118,2,2
1538,26.07,40.4,992.0,25.83,0.489,1,2
1539,24.41,41.6,840.0,23.47,0.16,1,3
1540,19.24,45.5,1069.0,19.22,-0.074,2,2
1541,23.35,37.2,592.0,22.86,0.053,2,2
1542,26.72,69.8,987.0,27.15,0.727,1,2
1543,23.89,42.4,862.0,25.52,0.459,3,3
1544,22.58,38.0,844.0,23.24,0.292,2,2
1545,21.74,32.0,1043.0,23.61,0.299,2,2
1546,27.32,57.0,966.0,28.29,0.754,2,3
1547,18.76,61.6,664.0,19.23,-0.352,3,3
1548,21.4,40.6,1147.0,21.56,-0.092,1,2
1549,19.48,33.0,538.0,19.8,-0.139,2,2
1550,21.32,58.9,464.0,20.99,-0.105,2,2
1551,27.23,66.5,797.0,26.61,0.503,2,2
1552,19.81,34.4,739.0,20.29,-0.195,2,2
1553,24.76,61.2,780.0,24.58,0.43,2,4
1554,19.51,43.6,761.0,19.09,-0.242,0,2
1555,20.33,51.0,928.0,19.89,-0.215,2,3
1556,21.6,40.8,923.0,22.53,0.081,3,2
1557,26.03,40.7,408.0,26.12,0.349,2,4
1558,18.65,55.4,821.0,17.86,-0.46,0,2
1559,25.61,43.4,501.0,27.04,0.473,4,2
1560,25.81,60.2,616.0,25.94,0.496,2,2
1561,27.94,59.2,1029.0,27.37,0.545,2,2
1562,19.41,68.2,803.0,18.52,-0.422,3,2
1563,27.8,68.7,695.0,28.22,0.688,2,2
1564,24.95,69.8,1173.0,24.49,0.376,2,2
1565,27.35,30.7,1171.0,28.53,0.655,4,2
1566,24.84,65.3,743.0,26.07,0.446,2,2
1567,20.29,64.6,641.0,19.81,-0.123,3,2
1568,20.7,67.9,569.0,19.51,-0.151,2,3
1569,22.23,67.9,462.0,23.08,0.066,2,2
1570,18.89,33.2,415.0,20.46,-0.188,2,2
1571,23.13,32.4,439.0,23.62,0.05,2,2
1572,26.59,49.3,1190.0,27.27,0.543,2,2
1573,20.36,44.5,955.0,21.26,-0.069,1,3
1574,18.59,68.5,992.0,19.67,-0.226,2,2
1575,27.8,59.1,952.0,28.64,0.575,2,2
1576,23.46,58.7,674.0,25.23,0.348,3,2
1577,25.25,49.5,693.0,26.53,0.493,2,2
1578,19.56,67.4,966.0,20.65,-0.174,2,2
1579,19.53,47.2,630.0,18.25,-0.348,2,2
1580,23.54,31.6,423.0,22.1,0.122,1,2
1581,20.76,41.5,981.0,19.65,-0.17,2,2
1582,26.83,49.7,527.0,27.21,0.626,2,2
1583,18.37,32.8,583.0,18.86,-0.262,2,2
1584,26.12,36.9,456.0,26.26,0.411,3,2
1585,24.5,68.2,765.0,24.66,0.446,2,2
1586,19.92,65.4,468.0,19.78,-0.457,1,2
1587,21.07,63.2,690.0,21.6,0.188,3,3
1588,20.9,60.0,460.0,21.7,-0.239,2,2
1589,22.53,68.7,563.0,21.46,-0.368,2,2
1590,25.65,49.7,651.0,26.86,0.467,2,1
1591,25.91,64.6,1144.0,26.67,0.473,4,2
1592,24.65,34.1,842.0,24.83,0.38,2,2
1593,19.59,56.7,975.0,18.61,-0.458,2,2
1594,23.98,55.1,1022.0,25.12,0.379,2,2
1595,27.58,66.5,489.0,28.39,0.597,4,2
1596,23.8,43.5,528.0,23.62,0.261,2,0
1597,19.61,68.5,1012.0,19.39,-0.287,2,2
1598,22.12,47.4,904.0,19.77,-0.365,2,2
1599,23.79,47.0,1135.0,24.58,0.351,2,2
1600,23.55,40.4,943.0,21.8,0.117,2,2
1601,18.46,54.9,584.0,19.37,-0.162,2,2
1602,21.39,69.4,1032.0,21.79,0.023,2,2
1603,19.24,54.9,500.0,19.84,-0.11,3,1
1604,18.21,57.1,1165.0,18.83,-0.244,3,2
1605,24.18,65.9,737.0,22.48,0.141,2,4
1606,23.6,50.5,1140.0,23.3,0.069,2,2
1607,27.73,65.2,1166.0,27.46,0.632,2,0
1608,21.9,42.4,1109.0,21.72,-0.088,2,2
1609,26.24,39.0,535.0,26.11,0.139,2,1
1610,23.9,48.3,1128.0,23.47,0.118,1,0
1611,27.72,63.2,1084.0,26.13,0.451,3,2
1612,18.56,53.0,884.0,19.29,-0.231,2,3
1613,18.89,68.2,686.0,19.34,-0.347,1,3
1614,21.52,47.8,651.0,22.42,-0.109,2,2
1615,26.23,39.7,953.0,27.66,0.573,1,3
1616,21.85,57.8,1147.0,21.97,0.027,2,2
1617,20.35,63.7,887.0,20.64,-0.064,2,2
1618,22.85,44.9,678.0,22.45,0.069,2,2
1619,19.69,50.7,844.0,19.08,-0.349,0,4
1620,21.34,49.4,983.0,22.12,0.1,0,1
1621,27.81,46.2,871.0,27.73,0.675,2,2
1622,22.52,31.7,1004.0,23.9,0.144,2,2
1623,22.91,53.4,1146.0,23.19,0.166,2,2
1624,23.65,57.5,901.0,23.33,0.206,2,1
1625,19.13,43.3,566.0,19.19,-0.414,2,3
1626,21.7,60.6,678.0,21.15,-0.014,3,3
1627,24.4,33.5,1104.0,24.36,0.395,2,1
1628,25.59,58.4,479.0,25.01,0.21,2,1
1629,27.74,66.0,637.0,28.08,0.531,4,2
1630,27.65,33.2,804.0,27.89,0.583,4,2
1631,20.12,68.8,791.0,19.04,-0.377,2,2
1632,21.38,33.6,626.0,20.49,-0.058,0,1
1633,18.4,46.3,1179.0,17.59,-0.472,3,2
1634,25.43,57.9,580.0,25.05,0.489,3,2
1635,27.28,32.6,822.0,28.56,0.719,1,2
1636,20.88,67.0,958.0,20.79,-0.007,2,3
1637,22.48,55.2,891.0,21.29,-0.153,4,2
1638,19.09,63.8,1174.0,19.61,-0.228,2,1
1639,18.43,35.3,1136.0,17.44,-0.47,2,4
1640,25.64,60.6,756.0,27.5,0.604,3,1
1641,27.57,38.4,565.0,28.31,0.615,2,2
1642,21.33,58.6,696.0,20.51,-0.196,1,1
1643,23.21,55.2,701.0,22.76,-0.032,2,1
1644,26.56,61.7,687.0,27.18,0.742,4,4
1645,24.33,39.7,695.0,24.22,0.194,2,4
1646,26.4,69.3,855.0,26.82,0.554,2,3
1647,19.96,41.5,458.0,19.32,-0.372,2,2
1648,18.63,35.9,869.0,19.59,-0.331,4,2
1649,26.1,68.5,764.0,24.62,0.245,1,2
1650,18.64,50.1,1120.0,19.94,-0.021,2,1
1651,25.51,64.2,414.0,25.54,0.459,2,2
1652,27.73,46.3,1172.0,27.66,0.328,2,1
1653,22.94,53.4,1198.0,24.22,0.033,3,2
1654,20.34,44.2,872.0,20.57,-0.316,1,2
1655,27.96,30.8,721.0,26.95,0.498,2,2
1656,23.06,30.3,958.0,23.06,-0.008,2,2
1657,24.9,41.5,706.0,25.33,0.131,2,3
1658,24.03,65.6,753.0,26.27,0.451,2,4
1659,18.36,43.2,523.0,19.26,-0.3,1,1
1660,27.88,42.0,654.0,27.03,0.452,1,3
1661,20.03,67.8,1153.0,20.22,-0.029,2,2
1662,21.26,56.2,462.0,21.55,0.034,2,1
1663,26.47,35.6,458.0,26.91,0.623,4,2
1664,24.59,46.4,463.0,26.09,0.378,2,2
1665,27.93,47.3,594.0,27.17,0.469,3,1
1666,20.24,56.3,832.0,19.75,-0.261,2,3
1667,20.25,51.9,478.0,20.16,-0.361,3,2
1668,27.35,47.4,1119.0,28.06,0.623,2,3
1669,21.13,46.8,483.0,21.03,0.021,2,2
1670,25.59,32.8,865.0,23.85,0.306,2,2
1671,24.92,67.5,917.0,24.81,0.277,4,2
1672,26.65,56.9,485.0,26.98,0.134,2,1
1673,18.08,41.7,750.0,17.47,-0.622,0,4
1674,27.18,46.4,416.0,26.11,0.353,2,2
1675,22.87,51.8,855.0,22.69,0.091,3,2
1676,23.57,63.1,1025.0,24.54,0.184,2,1
1677,18.42,51.5,474.0,19.12,-0.017,1,2
1678,23.72,59.8,709.0,22.59,0.257,4,2
1679,23.56,47.8,563.0,23.92,0.323,2,3
1680,22.61,59.4,672.0,24.62,0.218,2,3
1681,21.52,36.2,757.0,21.54,-0.143,3,2
1682,23.55,38.5,664.0,22.23,-0.003,2,2
1683,21.42,58.2,1186.0,20.35,-0.11,0,2
1684,20.18,44.2,1135.0,20.44,-0.032,3,2
1685,19.99,59.6,595.0,20.3,-0.087,3,1
1686,25.13,32.3,407.0,25.2,0.228,1,2
1687,23.15,35.2,528.0,22.29,-0.012,2,2
1688,25.88,46.5,474.0,25.17,0.446,2,2
1689,19.39,53.7,661.0,19.53,-0.275,1,0
1690,18.17,66.8,1156.0,16.17,-0.705,2,0
1691,24.47,56.0,498.0,25.16,0.34,0,2
1692,20.12,37.2,1043.0,19.55,-0.207,1,2
1693,27.36,58.9,1166.0,26.61,0.444,3,2
1694,27.86,55.1,586.0,27.11,0.535,3,2
1695,18.07,50.6,901.0,19.82,-0.043,2,2
1696,22.57,39.4,1102.0,23.82,0.109,3,1
1697,26.82,55.5,1174.0,27.0,0.393,1,4
1698,27.8,56.6,910.0,28.68,0.679,2,4
1699,24.0,36.8,470.0,24.02,0.115,2,2
1700,24.65,59.0,1021.0,24.71,0.313,2,2
1701,25.56,52.6,492.0,25.18,0.193,2,1
1702,18.42,31.5,484.0,18.39,-0.205,2,2
1703,24.82,39.4,853.0,24.26,0.063,3,2
1704,21.23,52.2,1188.0,21.94,0.067,3,2
1705,21.72,50.7,1046.0,21.45,0.107,2,2
1706,18.49,60.5,1140.0,18.34,-0.363,2,2
1707,24.64,33.8,864.0,24.31,0.261,2,2
1708,23.66,48.7,742.0,23.53,0.016,4,2
1709,24.15,48.5,1117.0,23.57,0.182,2,3
1710,27.33,63.7,881.0,27.26,0.64,3,1
1711,24.23,46.6,815.0,25.07,0.252,3,2
1712,24.36,65.0,938.0,24.65,0.317,3,2
1713,19.73,69.7,831.0,19.13,-0.233,3,0
1714,22.95,35.6,848.0,22.09,-0.044,2,3
1715,22.54,52.6,984.0,22.38,-0.12,2,2
1716,25.81,56.5,931.0,25.81,0.421,2,2
1717,24.18,36.2,859.0,24.08,0.033,2,2
1718,22.77,44.5,1098.0,23.57,0.221,2,2
1719,19.98,33.4,1029.0,21.59,-0.175,2,2
1720,21.7,44.1,407.0,21.07,-0.059,3,2
1721,19.14,30.2,1199.0,19.5,-0.324,2,4
1722,27.92,63.5,480.0,27.99,0.543,2,2
1723,24.28,35.2,551.0,23.08,-0.033,2,2
1724,27.14,63.7,429.0,27.48,0.624,4,2
1725,25.8,37.1,1041.0,25.24,0.256,1,2
1726,24.8,47.6,534.0,25.66,0.506,2,3
1727,19.9,40.3,446.0,19.48,-0.412,3,1
1728,19.34,62.8,487.0,19.25,-0.341,2,2
1729,24.0,69.4,1147.0,24.5,0.4,3,2
1730,26.68,58.9,713.0,26.67,0.534,1,1
1731,20.74,30.4,1107.0,20.62,-0.18,2,3
1732,20.14,56.9,526.0,21.68,0.014,3,2
1733,20.24,40.7,482.0,20.55,-0.241,2,2
1734,18.65,64.3,745.0,18.97,-0.069,2,4
1735,22.59,37.0,649.0,21.17,-0.081,2,1
1736,20.11,50.7,1147.0,20.79,-0.162,2,2
1737,22.37,59.9,899.0,23.11,0.026,2,4
1738,27.88,35.2,421.0,26.85,0.639,2,2
1739,21.57,52.4,915.0,21.11,-0.047,3,1
1740,20.11,47.2,954.0,19.98,-0.107,2,1
1741,23.48,69.5,1079.0,23.95,0.135,2,4
1742,26.95,61.5,941.0,27.96,0.701,3,1
1743,25.54,38.7,870.0,24.86,0.227,3,2
1744,19.11,38.7,812.0,19.5,-0.366,1,2
1745,18.44,42.4,673.0,19.0,-0.225,2,2
1746,24.77,41.6,445.0,23.78,0.164,2,2
1747,21.95,45.3,1054.0,22.4,-0.007,2,2
