day_of_week,hour,zone,occupied,n_occupants,CO2_ppm
6,21,6,0,0,413.0
6,22,1,0,0,407.0
6,22,2,0,0,407.0
6,22,3,0,0,401.0
6,22,4,0,0,424.0
6,22,5,0,0,396.0
6,22,6,0,0,389.0
6,23,1,0,0,405.0
6,23,2,0,0,409.0
6,23,3,0,0,392.0
6,23,4,0,0,408.0
6,23,5,0,0,407.0
6,23,6,0,0,382.0
