hour,month,hour_of_day,T_outdoor_C,kWh_m2_RB,kWh_m2_NA,PMV_NA
1535,3,23,6.59,0.23933,0.19454,-0.138
1536,3,0,7.69,0.25377,0.19795,-0.245
1537,3,1,7.86,0.23781,0.19583,-0.024
1538,3,2,7.15,0.24219,0.20134,-0.216
1539,3,3,7.06,0.2558,0.1945,0.707
1540,3,4,9.05,0.24798,0.19443,-0.563
1541,3,5,10.64,0.25001,0.19918,-0.443
1542,3,6,8.37,0.24336,0.19514,-0.111
1543,3,7,8.9,0.24067,0.20019,0.264
1544,3,8,6.76,0.2528,0.20099,-0.008
1545,3,9,8.09,0.24678,0.20017,0.05
1546,3,10,7.63,0.25453,0.19428,-0.2
1547,3,11,7.35,0.24385,0.19418,0.655
1548,3,12,6.52,0.24615,0.19949,0.44
1549,3,13,6.57,0.24592,0.19729,0.015
1550,3,14,6.13,0.2402,0.19512,0.171
1551,3,15,5.17,0.24909,0.19785,0.409
1552,3,16,5.7,0.23438,0.1974,-0.51
1553,3,17,2.87,0.25125,0.20068,0.64
1554,3,18,5.17,0.25581,0.20074,-0.553
1555,3,19,4.58,0.24342,0.19785,0.337
1556,3,20,5.04,0.25566,0.19871,-0.057
1557,3,21,6.22,0.24137,0.19904,0.104
1558,3,22,6.5,0.24149,0.19711,0.251
1559,3,23,5.74,0.23903,0.20051,-0.265
1560,3,0,6.14,0.24526,0.20098,-0.245
1561,3,1,7.34,0.24163,0.20004,-0.044
1562,3,2,9.32,0.25642,0.2004,0.084
1563,3,3,8.25,0.23388,0.20192,1.0
1564,3,4,7.68,0.24924,0.19637,-0.141
1565,3,5,10.62,0.24382,0.20075,0.668
1566,3,6,8.63,0.24608,0.19938,-0.668
1567,3,7,8.44,0.24873,0.19531,0.531
1568,3,8,8.56,0.25078,0.19428,0.255
1569,3,9,8.35,0.25442,0.1983,-0.58
1570,3,10,7.97,0.24492,0.19507,0.31
1571,3,11,6.89,0.25495,0.20134,0.299
1572,3,12,7.03,0.24949,0.20029,0.276
1573,3,13,6.76,0.23373,0.19806,-0.399
1574,3,14,5.66,0.24184,0.19755,-0.15
1575,3,15,4.92,0.24524,0.19557,0.077
1576,3,16,7.17,0.24654,0.19997,0.409
1577,3,17,6.24,0.2435,0.19796,-0.29
1578,3,18,6.19,0.24049,0.1948,0.616
1579,3,19,4.31,0.24164,0.19881,0.153
1580,3,20,5.68,0.23312,0.19572,-0.111
1581,3,21,5.7,0.23931,0.19465,0.184
1582,3,22,5.79,0.25055,0.2014,0.388
1583,3,23,5.21,0.24557,0.20132,-0.151
1584,3,0,7.66,0.25514,0.19509,0.707
1585,3,1,8.56,0.24295,0.19794,0.037
1586,3,2,7.83,0.24085,0.20161,-0.13
1587,3,3,8.09,0.24935,0.19541,-0.712
1588,3,4,10.45,0.25414,0.19908,-0.039
1589,3,5,8.12,0.25608,0.19517,0.147
1590,3,6,8.26,0.25578,0.19982,0.346
1591,3,7,8.15,0.24375,0.19902,0.283
1592,3,8,8.39,0.25649,0.20117,0.093
1593,3,9,9.2,0.2456,0.19778,-0.224
1594,3,10,8.76,0.25079,0.19738,-0.697
1595,3,11,8.97,0.25033,0.19453,0.375
1596,3,12,6.87,0.23933,0.19604,0.451
1597,3,13,7.49,0.24217,0.20006,-0.018
1598,3,14,5.95,0.2572,0.20022,-0.369
1599,3,15,5.59,0.23862,0.19737,-0.591
1600,3,16,5.96,0.23849,0.20143,0.287
1601,3,17,3.34,0.2452,0.19891,0.534
1602,3,18,4.36,0.24527,0.19552,1.13
1603,3,19,5.25,0.23611,0.20019,0.538
1604,3,20,4.32,0.2456,0.19501,-0.137
1605,3,21,5.02,0.24229,0.20042,-0.598
1606,3,22,4.73,0.23944,0.19815,-0.067
1607,3,23,6.81,0.24676,0.19978,-0.419
1608,3,0,6.6,0.25484,0.20182,-0.298
1609,3,1,7.41,0.23312,0.19763,0.245
1610,3,2,8.06,0.24119,0.19787,-0.242
1611,3,3,9.39,0.24912,0.19756,0.12
1612,3,4,8.82,0.23987,0.19449,-0.414
1613,3,5,9.79,0.23689,0.20056,0.159
1614,3,6,9.45,0.24075,0.1985,-0.105
1615,3,7,8.5,0.23918,0.19563,0.689
1616,3,8,8.28,0.24478,0.19693,-0.486
1617,3,9,8.55,0.24862,0.19431,-0.021
1618,3,10,9.02,0.24028,0.19487,-0.076
1619,3,11,8.1,0.24687,0.19455,0.565
1620,3,12,7.34,0.23799,0.19811,-0.397
1621,3,13,4.71,0.25614,0.2008,0.147
1622,3,14,5.62,0.2355,0.19802,0.081
1623,3,15,5.54,0.24182,0.19919,-0.493
1624,3,16,5.07,0.23963,0.20115,-0.417
1625,3,17,4.55,0.25224,0.19437,0.341
1626,3,18,5.03,0.24033,0.19699,0.207
1627,3,19,5.18,0.24375,0.20164,-0.128
1628,3,20,5.47,0.24472,0.19969,-0.649
1629,3,21,6.28,0.23753,0.19866,-0.334
1630,3,22,6.45,0.25599,0.19823,-0.142
1631,3,23,5.25,0.23411,0.19625,-0.274
1632,3,0,7.46,0.25604,0.19726,0.839
1633,3,1,7.41,0.24546,0.19624,0.777
1634,3,2,6.37,0.25022,0.20157,-1.003
1635,3,3,8.13,0.24506,0.19843,-0.042
1636,3,4,9.24,0.25704,0.20161,-0.26
1637,3,5,9.23,0.25016,0.19772,-0.095
1638,3,6,10.18,0.24466,0.19708,0.055
1639,3,7,11.63,0.23753,0.20126,-0.092
1640,3,8,9.84,0.23533,0.19891,0.577
1641,3,9,5.98,0.24733,0.19483,0.274
1642,3,10,6.75,0.25709,0.19857,-0.106
1643,3,11,6.4,0.23522,0.20185,0.479
1644,3,12,6.4,0.24883,0.19432,-0.67
1645,3,13,6.64,0.23971,0.19461,0.545
1646,3,14,4.9,0.2345,0.19959,0.328
1647,3,15,3.68,0.24181,0.19584,0.578
1648,3,16,5.63,0.24329,0.19766,-0.479
1649,3,17,5.79,0.24479,0.19843,-0.218
1650,3,18,4.08,0.235,0.19978,-0.226
1651,3,19,5.68,0.24246,0.19741,-0.391
1652,3,20,3.04,0.23536,0.19657,-0.207
1653,3,21,6.83,0.23991,0.19777,0.491
1654,3,22,5.43,0.23346,0.20123,-0.24
1655,3,23,5.83,0.23975,0.19513,-0.279
1656,3,0,6.36,0.23618,0.19923,0.083
1657,3,1,8.79,0.24656,0.19615,-0.392
1658,3,2,7.18,0.24604,0.19758,0.129
1659,3,3,9.09,0.25425,0.20204,-0.6
1660,3,4,7.25,0.23841,0.19616,0.669
1661,3,5,6.67,0.2553,0.19704,-0.14
1662,3,6,7.6,0.2534,0.19928,-0.608
1663,3,7,7.36,0.25294,0.19442,0.433
1664,3,8,8.77,0.24266,0.19806,0.437
1665,3,9,8.26,0.2413,0.19522,0.424
1666,3,10,7.82,0.24279,0.1995,-1.16
1667,3,11,8.02,0.24759,0.20052,-0.035
1668,3,12,6.77,0.24115,0.19863,-0.357
1669,3,13,7.13,0.2462,0.20072,-0.44
1670,3,14,6.64,0.24307,0.19671,0.033
1671,3,15,6.26,0.25341,0.20201,0.067
1672,3,16,6.45,0.23989,0.19602,0.161
1673,3,17,5.17,0.24663,0.19989,-0.926
1674,3,18,6.23,0.24724,0.19846,-0.632
1675,3,19,3.75,0.23497,0.19507,0.309
1676,3,20,5.27,0.2535,0.19968,-0.618
1677,3,21,4.98,0.24281,0.19724,0.466
1678,3,22,6.14,0.23698,0.19449,0.01
1679,3,23,5.77,0.25323,0.1997,0.324
1680,3,0,6.88,0.24912,0.1978,0.241
1681,3,1,6.71,0.23752,0.19814,0.842
1682,3,2,9.37,0.25093,0.19938,0.05
1683,3,3,8.75,0.24516,0.2012,-0.237
1684,3,4,9.42,0.23652,0.20003,-0.861
1685,3,5,10.59,0.25537,0.19971,0.249
1686,3,6,8.0,0.23293,0.19507,0.649
1687,3,7,10.92,0.24313,0.19991,0.157
1688,3,8,7.93,0.2376,0.20078,0.016
1689,3,9,8.95,0.23578,0.20197,0.123
1690,3,10,7.0,0.24712,0.20128,0.208
1691,3,11,8.67,0.2375,0.19907,-0.487
1692,3,12,5.89,0.24057,0.19554,-0.252
1693,3,13,6.27,0.23891,0.19767,0.335
1694,3,14,7.14,0.2567,0.19759,-0.335
1695,3,15,5.79,0.23675,0.19959,0.438
1696,3,16,7.45,0.2547,0.19761,0.078
1697,3,17,5.32,0.24487,0.1989,0.16
1698,3,18,4.68,0.2409,0.19906,0.047
1699,3,19,3.1,0.24364,0.1962,-0.235
1700,3,20,5.77,0.24551,0.19571,-0.356
1701,3,21,6.45,0.23466,0.19529,-0.678
1702,3,22,6.82,0.25045,0.19942,0.327
1703,3,23,8.68,0.23383,0.19904,-0.142
1704,3,0,7.0,0.24166,0.19632,0.613
1705,3,1,8.89,0.25425,0.19683,0.408
1706,3,2,8.34,0.25454,0.1983,0.6
1707,3,3,11.06,0.25126,0.20176,0.239
1708,3,4,8.78,0.24797,0.19794,0.289
1709,3,5,9.11,0.25121,0.19659,-0.109
1710,3,6,9.87,0.23467,0.2011,-0.199
1711,3,7,9.51,0.25584,0.19949,-0.603
1712,3,8,10.44,0.24133,0.19632,-0.308
1713,3,9,7.08,0.2341,0.19437,0.535
1714,3,10,9.55,0.24607,0.20078,0.128
1715,3,11,7.42,0.23871,0.19766,-0.133
1716,3,12,7.26,0.24648,0.2015,-0.016
1717,3,13,6.32,0.25578,0.19842,-0.348
1718,3,14,4.86,0.23291,0.20054,0.035
1719,3,15,5.82,0.25532,0.19577,-0.287
1720,3,16,4.68,0.24769,0.19542,0.092
1721,3,17,4.17,0.24425,0.19887,0.425
1722,3,18,5.53,0.24031,0.19937,-0.291
1723,3,19,5.55,0.23604,0.19749,-0.349
1724,3,20,6.09,0.23932,0.20111,-0.335
1725,3,21,5.47,0.24794,0.19482,0.059
1726,3,22,7.53,0.24906,0.19907,-0.311
1727,3,23,5.67,0.23542,0.19982,-0.582
1728,3,0,8.87,0.239,0.19669,0.014
1729,3,1,8.61,0.25489,0.19823,-0.228
1730,3,2,7.52,0.25445,0.19422,-0.018
1731,3,3,8.4,0.24128,0.20144,0.273
1732,3,4,8.8,0.24635,0.19586,-0.149
1733,3,5,10.82,0.25072,0.19413,-0.353
1734,3,6,8.23,0.23382,0.1951,-0.348
1735,3,7,9.66,0.23919,0.19429,0.179
1736,3,8,8.57,0.23853,0.19821,-0.367
1737,3,9,8.56,0.24158,0.19714,0.349
1738,3,10,9.58,0.24397,0.20091,-0.245
1739,3,11,7.36,0.24664,0.19487,0.175
1740,3,12,6.62,0.23795,0.20107,-0.528
1741,3,13,6.33,0.24774,0.1996,-0.484
1742,3,14,6.96,0.24683,0.1976,-0.122
1743,3,15,5.52,0.25301,0.19899,-0.3
1744,3,16,5.24,0.2358,0.19423,0.511
1745,3,17,6.15,0.25227,0.19646,-0.431
1746,3,18,2.29,0.24296,0.19595,-0.06
1747,3,19,4.77,0.23425,0.19569,-0.143
1748,3,20,4.72,0.24167,0.19419,-0.439
1749,3,21,7.88,0.24892,0.19719,0.747
1750,3,22,5.6,0.23422,0.19774,0.052
1751,3,23,7.47,0.23546,0.20064,0.05
1752,3,0,6.52,0.24066,0.19729,-0.522
1753,3,1,7.53,0.25255,0.19762,-0.479
1754,3,2,9.2,0.2502,0.19801,-0.013
1755,3,3,8.93,0.24704,0.19587,-0.131
1756,3,4,9.56,0.23398,0.20198,-0.253
1757,3,5,9.22,0.24257,0.19802,-0.145
1758,3,6,8.78,0.24607,0.19451,0.388
1759,3,7,8.18,0.23568,0.19738,0.144
1760,3,8,10.06,0.23727,0.19475,0.372
1761,3,9,7.81,0.25304,0.20022,0.199
1762,3,10,6.31,0.23933,0.19509,0.403
1763,3,11,10.16,0.2417,0.19789,0.121
1764,3,12,8.39,0.25499,0.19542,-0.538
1765,3,13,5.48,0.24821,0.1999,-0.133
1766,3,14,5.84,0.25619,0.19462,0.123
1767,3,15,4.99,0.2548,0.19832,0.056
1768,3,16,6.24,0.23658,0.19443,0.198
1769,3,17,4.71,0.23606,0.19783,0.297
1770,3,18,4.6,0.23963,0.19438,0.034
1771,3,19,5.98,0.25698,0.19917,-0.073
1772,3,20,4.06,0.25549,0.20012,0.023
1773,3,21,6.51,0.23781,0.19579,0.408
1774,3,22,4.96,0.24365,0.20032,0.28
1775,3,23,6.24,0.25231,0.20077,0.587
1776,3,0,5.81,0.23961,0.19662,0.271
1777,3,1,7.17,0.23803,0.19773,-0.234
1778,3,2,8.96,0.23524,0.20143,0.451
1779,3,3,6.47,0.25144,0.19616,0.391
1780,3,4,8.66,0.25347,0.19767,0.012
1781,3,5,7.69,0.24949,0.20024,0.243
1782,3,6,11.32,0.24408,0.2012,-0.212
1783,3,7,10.17,0.25254,0.19737,-0.003
1784,3,8,8.24,0.25315,0.19592,-0.565
1785,3,9,9.81,0.24156,0.19921,0.044
1786,3,10,7.56,0.25237,0.1949,-0.115
1787,3,11,8.21,0.24139,0.20183,-0.178
1788,3,12,6.07,0.25024,0.19437,-0.045
1789,3,13,6.34,0.25643,0.19961,-0.066
1790,3,14,5.57,0.24114,0.19598,0.509
1791,3,15,8.37,0.24838,0.19616,-0.415
1792,3,16,3.19,0.2439,0.19864,-0.094
1793,3,17,3.09,0.25086,0.19955,-0.6
1794,3,18,4.49,0.24784,0.19876,0.273
1795,3,19,4.82,0.24059,0.19524,-0.921
1796,3,20,5.01,0.24964,0.19936,-0.075
1797,3,21,5.41,0.24726,0.20185,0.439
1798,3,22,6.91,0.23493,0.19563,0.029
1799,3,23,8.54,0.2529,0.20195,-0.575
1800,3,0,6.48,0.25253,0.19891,-0.051
1801,3,1,7.49,0.25109,0.20022,-0.569
1802,3,2,6.06,0.25677,0.19938,-0.002
1803,3,3,6.82,0.25082,0.19604,-0.266
1804,3,4,8.85,0.24,0.1991,-0.514
1805,3,5,9.26,0.23984,0.19412,-0.326
1806,3,6,8.63,0.25198,0.19894,0.202
1807,3,7,8.85,0.2496,0.19462,0.123
1808,3,8,9.17,0.24611,0.1964,-0.039
1809,3,9,8.78,0.2487,0.19708,-0.272
1810,3,10,8.49,0.24076,0.19612,-0.092
1811,3,11,8.82,0.23542,0.20159,0.055
1812,3,12,6.45,0.25035,0.19717,0.204
1813,3,13,7.84,0.2565,0.19512,-0.187
1814,3,14,5.37,0.24212,0.197,-1.047
1815,3,15,5.72,0.24359,0.19566,-0.13
1816,3,16,5.77,0.24482,0.19649,0.211
1817,3,17,3.68,0.23868,0.19991,0.361
1818,3,18,4.23,0.2388,0.20154,-0.185
1819,3,19,2.82,0.2543,0.19725,0.134
1820,3,20,4.17,0.24216,0.19663,-0.248
1821,3,21,4.4,0.24704,0.19464,0.398
1822,3,22,5.62,0.25586,0.19711,-0.508
1823,3,23,5.27,0.23601,0.19458,0.324
1824,3,0,6.15,0.23716,0.20015,-0.193
1825,3,1,7.56,0.2422,0.19813,-0.126
1826,3,2,6.17,0.24013,0.19993,0.246
1827,3,3,8.17,0.23529,0.20123,0.118
1828,3,4,9.43,0.24171,0.19512,-0.811
1829,3,5,9.63,0.23787,0.1977,0.999
1830,3,6,9.4,0.23527,0.19846,0.528
1831,3,7,9.89,0.24832,0.19533,0.265
1832,3,8,9.73,0.23349,0.19738,0.473
1833,3,9,9.64,0.23819,0.1988,-0.484
1834,3,10,9.07,0.23907,0.20189,-0.103
1835,3,11,8.79,0.23499,0.19557,0.197
1836,3,12,5.78,0.24788,0.19964,0.57
1837,3,13,5.72,0.2346,0.19879,-0.122
1838,3,14,7.69,0.24539,0.19747,0.058
1839,3,15,5.24,0.24112,0.20185,-0.03
1840,3,16,4.9,0.2473,0.20083,0.323
1841,3,17,4.73,0.23472,0.19816,-0.017
1842,3,18,5.58,0.24804,0.19923,0.184
1843,3,19,4.38,0.25027,0.19582,0.328
1844,3,20,4.75,0.24315,0.19815,-0.409
1845,3,21,3.83,0.23361,0.19891,-0.071
1846,3,22,4.42,0.25415,0.20004,-0.327
1847,3,23,6.47,0.2361,0.19964,0.463
1848,3,0,6.72,0.23449,0.20066,-0.561
1849,3,1,7.41,0.25114,0.19903,0.445
1850,3,2,7.7,0.25216,0.19778,0.538
1851,3,3,8.39,0.24423,0.20034,0.283
1852,3,4,8.95,0.2373,0.19783,0.516
1853,3,5,11.07,0.25324,0.19451,-0.188
1854,3,6,9.16,0.23773,0.19663,0.462
1855,3,7,9.19,0.23416,0.19538,-0.717
1856,3,8,8.44,0.23862,0.19771,0.098
1857,3,9,10.01,0.24386,0.20038,0.041
1858,3,10,7.12,0.23673,0.19758,0.108
1859,3,11,8.99,0.24713,0.1972,-0.249
1860,3,12,6.5,0.247,0.19748,-0.243
1861,3,13,5.19,0.24914,0.20088,0.023
1862,3,14,5.94,0.25681,0.19676,-0.681
1863,3,15,4.78,0.24775,0.19483,0.075
1864,3,16,5.95,0.24735,0.19769,0.385
1865,3,17,5.84,0.24719,0.19839,-0.001
1866,3,18,3.56,0.23298,0.19603,-0.09
1867,3,19,2.69,0.24389,0.20189,0.077
1868,3,20,4.61,0.23617,0.1945,-0.82
1869,3,21,5.96,0.25154,0.19531,0.582
1870,3,22,4.43,0.23848,0.19421,0.183
1871,3,23,6.09,0.23576,0.20193,-0.305
1872,3,0,6.24,0.23777,0.19878,-0.157
1873,3,1,7.12,0.2486,0.1974,-0.017
1874,3,2,7.15,0.24893,0.19742,-0.268
1875,3,3,8.97,0.24675,0.20092,-0.375
1876,3,4,8.99,0.24941,0.19503,-0.138
1877,3,5,8.39,0.25606,0.19524,0.727
1878,3,6,7.73,0.25635,0.19674,0.614
1879,3,7,9.77,0.2573,0.19612,-0.252
1880,3,8,9.6,0.24012,0.19424,-1.083
1881,3,9,7.69,0.24377,0.19548,-0.37
1882,3,10,8.39,0.23498,0.19927,0.281
1883,3,11,7.89,0.23297,0.19608,0.05
1884,3,12,7.94,0.23514,0.19819,0.311
1885,3,13,5.83,0.25276,0.19519,-0.22
1886,3,14,6.72,0.23745,0.20187,-0.02
1887,3,15,5.6,0.23706,0.19663,0.057
1888,3,16,3.51,0.23977,0.20182,-0.278
1889,3,17,5.54,0.2329,0.19884,-0.281
1890,3,18,4.76,0.23744,0.19928,0.187
1891,3,19,6.07,0.24072,0.19612,0.451
1892,3,20,6.46,0.24398,0.19748,-0.059
1893,3,21,5.34,0.24607,0.1943,-0.465
1894,3,22,7.46,0.24957,0.19915,-0.116
1895,3,23,7.92,0.24616,0.19669,0.114
1896,3,0,8.05,0.24726,0.19946,-0.032
1897,3,1,8.09,0.24265,0.19819,0.435
1898,3,2,7.5,0.24241,0.19488,0.479
1899,3,3,7.37,0.24284,0.1995,0.714
1900,3,4,8.88,0.25182,0.20068,-0.272
1901,3,5,9.74,0.24479,0.19842,0.133
1902,3,6,7.29,0.24253,0.19719,-0.157
1903,3,7,7.93,0.254,0.19467,-0.369
1904,3,8,7.78,0.24134,0.19461,0.207
1905,3,9,9.31,0.25459,0.19588,-0.307
1906,3,10,6.06,0.25431,0.20016,-0.954
1907,3,11,9.58,0.25367,0.1942,0.063
1908,3,12,7.82,0.25104,0.19842,-0.078
1909,3,13,4.36,0.24565,0.19931,0.165
1910,3,14,7.65,0.25401,0.19535,-0.252
1911,3,15,3.37,0.24975,0.1961,-0.467
1912,3,16,6.14,0.24314,0.20134,0.13
1913,3,17,6.27,0.23339,0.19891,0.004
1914,3,18,5.68,0.23984,0.19956,-0.168
1915,3,19,3.97,0.23375,0.19736,0.275
1916,3,20,6.16,0.25251,0.19774,-0.243
1917,3,21,7.12,0.25317,0.19749,0.629
1918,3,22,5.05,0.24604,0.19768,-0.363
1919,3,23,5.62,0.25051,0.19581,-0.051
1920,3,0,6.62,0.23848,0.19875,-0.522
1921,3,1,6.68,0.24606,0.19573,-0.843
1922,3,2,6.04,0.23377,0.19807,-0.592
1923,3,3,10.41,0.25023,0.19553,0.734
1924,3,4,9.48,0.25611,0.1952,-0.239
1925,3,5,7.44,0.23437,0.1967,-0.005
1926,3,6,9.44,0.24598,0.19526,-0.3
1927,3,7,9.32,0.24115,0.19876,-0.471
1928,3,8,8.15,0.23836,0.19561,-0.103
1929,3,9,10.29,0.23936,0.19422,-0.34
1930,3,10,10.44,0.2565,0.19879,0.175
1931,3,11,10.05,0.25564,0.20068,-0.397
1932,3,12,5.88,0.23933,0.19812,-0.302
1933,3,13,6.5,0.23456,0.19985,0.677
1934,3,14,5.38,0.24917,0.1975,0.359
1935,3,15,7.52,0.25455,0.19805,0.103
1936,3,16,6.36,0.23829,0.1972,-0.322
1937,3,17,5.48,0.24279,0.19582,0.267
1938,3,18,3.65,0.23721,0.20001,-0.36
1939,3,19,4.77,0.24235,0.2019,-0.651
1940,3,20,4.54,0.2351,0.1988,-0.076
1941,3,21,4.11,0.24348,0.19455,0.722
1942,3,22,7.01,0.23656,0.19494,1.412
1943,3,23,5.24,0.23906,0.1955,0.18
1944,3,0,6.28,0.23804,0.19802,-0.45
1945,3,1,8.46,0.23692,0.20049,0.022
1946,3,2,7.63,0.24266,0.19547,0.115
1947,3,3,7.55,0.24653,0.19738,-0.356
1948,3,4,8.05,0.2364,0.20092,0.465
1949,3,5,10.0,0.24678,0.19786,-0.514
1950,3,6,10.75,0.23505,0.19941,-0.013
1951,3,7,9.36,0.24361,0.19732,-0.287
1952,3,8,8.75,0.236,0.1979,-0.452
1953,3,9,7.63,0.24468,0.20198,0.341
1954,3,10,8.88,0.24306,0.2002,0.192
1955,3,11,7.09,0.25363,0.19686,-0.52
1956,3,12,8.3,0.24726,0.19695,0.384
1957,3,13,4.64,0.23495,0.20199,0.359
1958,3,14,5.63,0.24884,0.19673,0.281
1959,3,15,4.12,0.2413,0.19737,-0.267
1960,3,16,5.36,0.25603,0.19445,0.722
1961,3,17,7.74,0.25545,0.19451,0.039
1962,3,18,6.12,0.23882,0.20106,0.093
1963,3,19,5.26,0.24366,0.19448,0.215
1964,3,20,5.21,0.2336,0.19959,0.331
1965,3,21,4.52,0.23815,0.19463,-0.021
1966,3,22,7.91,0.24529,0.20059,0.466
1967,3,23,6.8,0.23321,0.19963,0.401
1968,3,0,8.56,0.24881,0.1969,-0.781
1969,3,1,7.24,0.24205,0.19582,-0.269
1970,3,2,6.6,0.23373,0.19665,0.836
1971,3,3,9.0,0.25066,0.19965,0.385
1972,3,4,8.1,0.23957,0.20071,-0.119
1973,3,5,8.93,0.23313,0.19523,0.16
1974,3,6,9.79,0.23473,0.2016,-0.711
1975,3,7,9.65,0.25203,0.20011,-0.093
1976,3,8,10.34,0.24853,0.1991,0.541
1977,3,9,8.71,0.25085,0.20028,0.013
1978,3,10,7.69,0.23495,0.19795,0.162
1979,3,11,8.81,0.24377,0.19864,0.022
1980,3,12,6.44,0.24798,0.20068,0.013
1981,3,13,6.79,0.24745,0.19542,-0.451
1982,3,14,4.64,0.23709,0.19941,-0.213
1983,3,15,7.19,0.23505,0.2012,0.49
1984,3,16,3.7,0.24423,0.19721,-0.373
1985,3,17,5.83,0.25205,0.2015,-0.166
1986,3,18,5.46,0.23962,0.20065,-0.609
1987,3,19,5.08,0.24121,0.19668,-0.037
1988,3,20,6.24,0.24783,0.20088,0.16
1989,3,21,5.73,0.24394,0.19421,-0.69
1990,3,22,7.95,0.2474,0.19995,0.275
1991,3,23,5.77,0.23575,0.19885,0.047
1992,3,0,6.62,0.24343,0.19851,-0.082
1993,3,1,8.72,0.24868,0.19676,-0.375
1994,3,2,8.73,0.24852,0.19851,0.502
1995,3,3,8.97,0.25295,0.19878,-0.063
1996,3,4,7.95,0.24124,0.1979,-0.261
1997,3,5,9.07,0.23695,0.20187,-0.754
1998,3,6,9.05,0.25066,0.19758,0.346
1999,3,7,7.47,0.24028,0.1987,0.477
2000,3,8,11.44,0.23992,0.19703,-0.025
2001,3,9,8.19,0.23544,0.20056,-0.051
2002,3,10,8.1,0.23958,0.20103,-0.119
2003,3,11,5.58,0.24558,0.19715,-0.06
2004,3,12,6.02,0.25734,0.19749,0.065
2005,3,13,7.8,0.24181,0.20072,-0.379
2006,3,14,7.75,0.23553,0.20082,-0.146
2007,3,15,4.75,0.23646,0.19663,0.275
2008,3,16,4.79,0.24263,0.19865,-0.018
2009,3,17,5.09,0.25297,0.19846,0.25
2010,3,18,4.93,0.247,0.20165,-0.074
2011,3,19,4.68,0.23829,0.19571,0.206
2012,3,20,4.74,0.24526,0.1978,0.541
2013,3,21,5.62,0.23364,0.19516,-0.672
2014,3,22,6.31,0.24326,0.19822,0.19
2015,3,23,7.85,0.25212,0.20017,-0.295
2016,3,0,6.12,0.24118,0.19784,0.264
2017,3,1,8.69,0.24097,0.19522,-0.31
2018,3,2,8.27,0.23843,0.19897,-0.023
2019,3,3,7.67,0.24485,0.19968,-0.046
2020,3,4,9.82,0.23998,0.1948,0.015
2021,3,5,8.76,0.24702,0.2004,0.241
2022,3,6,10.19,0.23621,0.19643,-0.386
2023,3,7,9.25,0.23835,0.1998,-0.144
2024,3,8,8.78,0.24613,0.19777,0.275
2025,3,9,8.13,0.24767,0.20193,-0.81
2026,3,10,7.92,0.24901,0.20121,0.396
2027,3,11,7.97,0.24309,0.19888,-0.042
2028,3,12,7.14,0.23889,0.20003,0.026
2029,3,13,4.74,0.25193,0.1985,0.063
2030,3,14,4.73,0.24469,0.19901,0.462
2031,3,15,4.29,0.25647,0.19817,-0.163
2032,3,16,4.68,0.2416,0.19735,0.622
2033,3,17,6.17,0.24622,0.19806,-0.91
2034,3,18,4.99,0.23704,0.19512,-0.448
2035,3,19,5.23,0.24906,0.1973,0.265
2036,3,20,5.51,0.25175,0.19704,0.291
2037,3,21,5.33,0.23954,0.19638,0.111
2038,3,22,6.69,0.23368,0.19472,-0.177
2039,3,23,5.63,0.23858,0.20044,-0.257
2040,3,0,6.88,0.24342,0.19735,0.006
2041,3,1,7.85,0.25011,0.19983,-0.295
2042,3,2,8.72,0.25608,0.19763,0.728
2043,3,3,7.83,0.25576,0.19472,0.981
2044,3,4,10.72,0.25231,0.19874,0.005
2045,3,5,8.78,0.23347,0.19673,-0.263
2046,3,6,9.87,0.25365,0.19513,0.031
2047,3,7,9.11,0.24594,0.19623,-0.334
2048,3,8,9.64,0.24231,0.19996,-0.09
2049,3,9,7.36,0.25564,0.19772,-0.027
2050,3,10,7.23,0.23336,0.19492,0.547
2051,3,11,9.48,0.2411,0.19963,-0.016
2052,3,12,8.08,0.24497,0.20137,0.419
2053,3,13,3.53,0.23778,0.19656,-0.257
2054,3,14,6.12,0.23899,0.19653,-0.168
2055,3,15,4.87,0.23883,0.19546,0.449
2056,3,16,4.81,0.24402,0.19814,0.136
2057,3,17,6.09,0.25277,0.19448,0.575
2058,3,18,3.95,0.23647,0.19641,-0.389
2059,3,19,5.29,0.24916,0.19714,-0.779
2060,3,20,4.34,0.24001,0.19841,0.497
2061,3,21,6.22,0.25058,0.19482,-0.047
2062,3,22,6.47,0.24787,0.20062,0.283
2063,3,23,5.11,0.24545,0.19847,-0.189
2064,3,0,9.37,0.25615,0.20127,0.558
2065,3,1,7.76,0.25602,0.1949,0.121
2066,3,2,7.96,0.25365,0.19812,-0.695
2067,3,3,7.81,0.23908,0.19992,0.165
2068,3,4,8.28,0.23939,0.19689,-0.407
2069,3,5,8.03,0.24651,0.19491,0.568
2070,3,6,8.5,0.24879,0.19987,0.472
2071,3,7,9.24,0.248,0.19752,-0.092
2072,3,8,7.97,0.24117,0.20054,0.265
2073,3,9,9.45,0.24371,0.1998,0.306
2074,3,10,6.71,0.2484,0.20185,-0.202
2075,3,11,7.12,0.24942,0.19841,-0.764
2076,3,12,7.46,0.23432,0.20203,0.244
2077,3,13,7.05,0.24886,0.20091,0.159
2078,3,14,5.69,0.25438,0.19572,-0.318
2079,3,15,5.27,0.25384,0.19956,0.126
2080,3,16,6.55,0.24317,0.19566,0.031
2081,3,17,5.11,0.24592,0.2005,-0.734
