window_id,building,occupant_id,comfort_class_int,comfort_class_str,ashrae_raw
3286,residential,23,3,Warm,0.73
3287,residential,2,2,Neutral,-0.2
3288,mixed_use,5,2,Neutral,-0.03
3289,medium_office,37,2,Neutral,-0.19
3290,residential,9,2,Neutral,0.4
3291,medium_office,21,3,Warm,0.48
3292,residential,4,2,Neutral,0.14
3293,residential,29,2,Neutral,-0.35
3294,mixed_use,6,2,Neutral,-0.11
3295,medium_office,9,2,Neutral,0.01
3296,mixed_use,19,2,Neutral,-0.28
3297,medium_office,37,3,Warm,0.63
3298,medium_office,9,2,Neutral,-0.39
3299,medium_office,30,4,Hot,1.9
3300,medium_office,35,0,Cold,-1.95
3301,medium_office,1,4,Hot,1.11
3302,mixed_use,28,2,Neutral,0.47
3303,residential,23,3,Warm,1.2
3304,residential,16,2,Neutral,-0.32
3305,medium_office,34,2,Neutral,-0.32
3306,residential,6,3,Warm,0.47
3307,medium_office,7,2,Neutral,-0.36
3308,residential,4,2,Neutral,-0.17
3309,medium_office,9,2,Neutral,-0.29
3310,residential,26,2,Neutral,0.25
3311,mixed_use,5,3,Warm,0.31
3312,mixed_use,8,2,Neutral,0.18
3313,mixed_use,37,2,Neutral,-0.11
3314,medium_office,20,3,Warm,1.19
3315,residential,22,2,Neutral,0.03
3316,medium_office,27,2,Neutral,0.49
3317,mixed_use,18,1,Cool,-0.28
3318,residential,13,2,Neutral,-0.08
3319,mixed_use,23,2,Neutral,-0.12
3320,mixed_use,23,1,Cool,-0.98
3321,mixed_use,12,2,Neutral,0.02
3322,mixed_use,14,2,Neutral,-0.22
3323,medium_office,12,2,Neutral,0.2
3324,medium_office,28,2,Neutral,-0.48
3325,medium_office,35,2,Neutral,0.2
3326,residential,31,2,Neutral,-0.34
3327,medium_office,25,1,Cool,-0.89
3328,residential,15,2,Neutral,0.34
3329,residential,37,1,Cool,-0.89
3330,mixed_use,27,2,Neutral,0.03
3331,medium_office,6,4,Hot,1.11
3332,mixed_use,11,2,Neutral,-0.3
3333,mixed_use,32,2,Neutral,-0.23
3334,medium_office,34,2,Neutral,-0.36
3335,medium_office,35,2,Neutral,0.23
3336,mixed_use,4,2,Neutral,0.02
3337,mixed_use,14,2,Neutral,-0.07
3338,residential,37,1,Cool,-0.79
3339,residential,31,3,Warm,0.64
3340,mixed_use,25,3,Warm,0.61
3341,mixed_use,3,2,Neutral,0.01
3342,medium_office,33,1,Cool,-0.69
3343,residential,36,3,Warm,0.51
3344,residential,24,1,Cool,-1.1
3345,mixed_use,28,1,Cool,-0.4
3346,mixed_use,16,2,Neutral,0.25
3347,mixed_use,10,2,Neutral,-0.13
3348,residential,8,2,Neutral,-0.2
3349,medium_office,30,2,Neutral,-0.22
3350,mixed_use,13,1,Cool,-1.0
3351,mixed_use,12,3,Warm,0.5
3352,mixed_use,6,2,Neutral,0.17
3353,mixed_use,8,2,Neutral,0.24
3354,mixed_use,38,2,Neutral,-0.47
3355,mixed_use,13,0,Cold,-1.05
3356,residential,15,2,Neutral,0.01
3357,medium_office,28,2,Neutral,0.25
3358,mixed_use,36,2,Neutral,-0.09
3359,medium_office,18,2,Neutral,0.29
3360,mixed_use,15,3,Warm,0.33
3361,mixed_use,22,2,Neutral,-0.49
3362,residential,27,2,Neutral,0.24
3363,mixed_use,26,4,Hot,1.67
3364,medium_office,19,2,Neutral,0.1
3365,mixed_use,1,4,Hot,1.37
3366,medium_office,17,3,Warm,1.21
3367,mixed_use,3,2,Neutral,-0.01
3368,residential,30,2,Neutral,0.46
3369,medium_office,3,2,Neutral,-0.11
3370,medium_office,22,2,Neutral,0.11
3371,medium_office,1,2,Neutral,-0.27
3372,residential,28,2,Neutral,-0.45
3373,residential,23,2,Neutral,0.38
3374,residential,33,2,Neutral,0.31
3375,medium_office,27,2,Neutral,0.42
3376,medium_office,32,1,Cool,-0.5
3377,medium_office,24,3,Warm,0.9
3378,residential,17,3,Warm,1.02
3379,mixed_use,2,2,Neutral,-0.45
3380,mixed_use,32,2,Neutral,-0.46
3381,medium_office,12,0,Cold,-1.45
3382,medium_office,26,0,Cold,-1.89
3383,medium_office,34,1,Cool,-0.74
3384,medium_office,35,2,Neutral,0.19
3385,mixed_use,13,2,Neutral,0.37
3386,medium_office,18,2,Neutral,-0.17
3387,mixed_use,25,2,Neutral,0.27
3388,residential,23,4,Hot,2.0
3389,medium_office,21,2,Neutral,0.35
3390,mixed_use,14,2,Neutral,0.01
3391,mixed_use,8,4,Hot,1.18
3392,mixed_use,38,3,Warm,1.01
3393,mixed_use,34,2,Neutral,0.44
3394,residential,37,2,Neutral,0.33
3395,mixed_use,33,2,Neutral,0.25
3396,residential,5,1,Cool,-0.27
3397,mixed_use,15,2,Neutral,0.16
3398,residential,24,2,Neutral,-0.13
3399,medium_office,25,2,Neutral,0.12
3400,residential,13,2,Neutral,0.44
3401,medium_office,33,2,Neutral,-0.03
3402,residential,23,2,Neutral,-0.3
3403,medium_office,1,2,Neutral,-0.13
3404,medium_office,35,2,Neutral,0.12
3405,medium_office,32,2,Neutral,0.03
3406,mixed_use,24,2,Neutral,0.05
3407,mixed_use,29,2,Neutral,-0.13
3408,medium_office,21,2,Neutral,-0.39
3409,mixed_use,15,2,Neutral,-0.03
3410,residential,35,1,Cool,-1.17
3411,medium_office,15,2,Neutral,0.25
3412,residential,16,1,Cool,-0.6
3413,medium_office,20,2,Neutral,0.28
3414,medium_office,32,2,Neutral,-0.44
3415,medium_office,20,2,Neutral,-0.37
3416,mixed_use,20,2,Neutral,0.34
3417,residential,15,2,Neutral,0.25
3418,mixed_use,17,2,Neutral,-0.05
3419,medium_office,27,2,Neutral,0.32
3420,mixed_use,8,2,Neutral,0.47
3421,medium_office,9,2,Neutral,0.27
3422,mixed_use,34,4,Hot,1.0
3423,residential,6,2,Neutral,-0.35
3424,medium_office,14,2,Neutral,0.35
3425,mixed_use,28,3,Warm,0.4
3426,medium_office,35,2,Neutral,-0.45
3427,residential,37,2,Neutral,0.47
3428,mixed_use,1,2,Neutral,0.4
3429,medium_office,25,0,Cold,-1.86
3430,medium_office,25,2,Neutral,-0.44
3431,mixed_use,11,2,Neutral,0.32
3432,mixed_use,5,2,Neutral,0.11
3433,residential,16,2,Neutral,-0.4
3434,residential,22,2,Neutral,-0.07
3435,mixed_use,14,4,Hot,1.18
3436,mixed_use,20,2,Neutral,-0.09
3437,residential,14,1,Cool,-0.29
3438,medium_office,20,2,Neutral,0.1
3439,medium_office,11,2,Neutral,-0.04
3440,residential,2,2,Neutral,-0.13
3441,mixed_use,8,2,Neutral,0.28
3442,medium_office,22,3,Warm,1.07
3443,residential,38,1,Cool,-0.46
3444,medium_office,3,2,Neutral,0.22
3445,medium_office,31,2,Neutral,0.4
3446,residential,16,2,Neutral,-0.05
3447,residential,29,3,Warm,0.37
3448,residential,1,3,Warm,0.58
3449,medium_office,25,3,Warm,1.24
3450,residential,8,2,Neutral,-0.07
3451,residential,21,2,Neutral,0.12
3452,medium_office,29,2,Neutral,-0.09
3453,residential,38,3,Warm,0.62
3454,residential,17,2,Neutral,0.15
3455,mixed_use,4,1,Cool,-0.78
3456,residential,33,3,Warm,1.01
3457,mixed_use,1,2,Neutral,-0.3
3458,medium_office,22,3,Warm,0.43
3459,medium_office,10,1,Cool,-1.24
3460,mixed_use,19,3,Warm,0.68
3461,mixed_use,12,2,Neutral,-0.29
3462,mixed_use,21,2,Neutral,0.28
3463,mixed_use,7,2,Neutral,0.38
3464,medium_office,9,2,Neutral,-0.31
3465,medium_office,30,2,Neutral,0.18
3466,mixed_use,24,1,Cool,-1.17
3467,mixed_use,11,2,Neutral,-0.25
3468,mixed_use,17,2,Neutral,0.01
3469,residential,21,1,Cool,-0.82
3470,mixed_use,4,2,Neutral,0.07
3471,residential,7,2,Neutral,-0.22
3472,mixed_use,18,2,Neutral,-0.39
3473,mixed_use,36,2,Neutral,0.19
3474,mixed_use,36,3,Warm,0.63
3475,medium_office,20,2,Neutral,0.09
3476,residential,5,2,Neutral,-0.37
3477,residential,2,2,Neutral,0.4
3478,residential,3,2,Neutral,0.5
3479,mixed_use,10,2,Neutral,0.23
3480,medium_office,22,3,Warm,0.95
3481,mixed_use,34,2,Neutral,0.23
3482,mixed_use,15,2,Neutral,-0.21
3483,medium_office,38,2,Neutral,0.44
3484,residential,29,2,Neutral,-0.38
3485,mixed_use,22,0,Cold,-1.58
3486,mixed_use,27,3,Warm,0.94
3487,medium_office,13,2,Neutral,-0.41
3488,mixed_use,8,2,Neutral,0.41
3489,medium_office,22,3,Warm,0.96
3490,medium_office,36,3,Warm,0.82
3491,residential,33,2,Neutral,0.01
3492,residential,33,2,Neutral,-0.48
3493,mixed_use,12,1,Cool,-0.36
3494,mixed_use,9,3,Warm,0.49
3495,mixed_use,11,2,Neutral,-0.06
3496,mixed_use,1,1,Cool,-0.3
3497,residential,21,2,Neutral,0.25
3498,mixed_use,17,2,Neutral,-0.08
3499,mixed_use,26,1,Cool,-0.53
3500,mixed_use,27,2,Neutral,0.13
3501,mixed_use,8,2,Neutral,0.25
3502,medium_office,25,4,Hot,1.79
3503,medium_office,17,2,Neutral,-0.3
3504,mixed_use,6,2,Neutral,0.19
3505,mixed_use,9,4,Hot,1.14
3506,residential,14,2,Neutral,-0.27
3507,mixed_use,26,2,Neutral,0.29
3508,medium_office,14,2,Neutral,0.31
3509,medium_office,30,3,Warm,0.31
3510,mixed_use,15,3,Warm,0.52
3511,mixed_use,18,2,Neutral,0.02
3512,mixed_use,5,2,Neutral,0.37
3513,mixed_use,20,3,Warm,0.77
3514,residential,35,2,Neutral,-0.08
3515,medium_office,24,2,Neutral,-0.44
3516,residential,34,2,Neutral,0.12
3517,residential,16,2,Neutral,-0.25
3518,residential,35,3,Warm,0.31
3519,medium_office,31,3,Warm,0.28
3520,residential,16,3,Warm,0.75
3521,mixed_use,31,3,Warm,0.25
3522,mixed_use,15,1,Cool,-1.06
3523,mixed_use,22,1,Cool,-0.37
3524,medium_office,12,3,Warm,0.78
3525,residential,34,0,Cold,-1.26
3526,mixed_use,14,3,Warm,0.73
3527,mixed_use,17,3,Warm,0.37
3528,mixed_use,22,2,Neutral,-0.46
3529,medium_office,25,2,Neutral,-0.37
3530,residential,37,2,Neutral,0.5
3531,mixed_use,21,1,Cool,-1.2
3532,mixed_use,22,2,Neutral,-0.25
3533,mixed_use,32,1,Cool,-0.98
3534,medium_office,28,3,Warm,1.08
3535,residential,23,2,Neutral,-0.02
3536,medium_office,24,3,Warm,0.37
3537,medium_office,2,1,Cool,-0.64
3538,medium_office,6,2,Neutral,0.12
3539,residential,36,2,Neutral,-0.27
3540,residential,8,0,Cold,-1.09
3541,residential,4,2,Neutral,0.21
3542,mixed_use,19,3,Warm,0.88
3543,mixed_use,37,0,Cold,-1.26
3544,medium_office,28,2,Neutral,0.48
3545,mixed_use,23,2,Neutral,0.23
3546,medium_office,30,3,Warm,0.72
3547,residential,8,2,Neutral,-0.34
3548,residential,6,1,Cool,-0.26
3549,medium_office,2,0,Cold,-1.25
3550,medium_office,35,2,Neutral,0.49
3551,mixed_use,26,1,Cool,-0.99
3552,medium_office,3,2,Neutral,0.49
3553,medium_office,2,2,Neutral,-0.07
3554,mixed_use,13,2,Neutral,-0.05
3555,mixed_use,6,1,Cool,-1.11
3556,residential,10,2,Neutral,-0.49
3557,residential,1,0,Cold,-1.47
3558,mixed_use,1,2,Neutral,0.36
3559,mixed_use,17,2,Neutral,0.12
3560,mixed_use,20,1,Cool,-0.28
3561,residential,30,3,Warm,0.8
3562,mixed_use,5,2,Neutral,0.19
3563,mixed_use,23,2,Neutral,-0.11
3564,mixed_use,25,2,Neutral,0.19
3565,residential,5,2,Neutral,-0.34
3566,medium_office,28,2,Neutral,-0.29
3567,residential,29,1,Cool,-1.15
3568,residential,11,1,Cool,-0.47
3569,medium_office,5,2,Neutral,0.22
3570,medium_office,3,2,Neutral,-0.16
3571,mixed_use,28,2,Neutral,0.04
3572,medium_office,11,2,Neutral,0.02
3573,mixed_use,38,0,Cold,-1.74
3574,mixed_use,34,4,Hot,1.86
3575,residential,6,2,Neutral,-0.09
3576,medium_office,37,2,Neutral,-0.3
3577,mixed_use,1,3,Warm,0.48
3578,residential,8,0,Cold,-1.18
3579,mixed_use,8,4,Hot,1.38
3580,mixed_use,21,0,Cold,-1.45
3581,mixed_use,19,1,Cool,-0.36
3582,mixed_use,9,2,Neutral,-0.44
3583,medium_office,30,2,Neutral,-0.45
3584,mixed_use,30,2,Neutral,0.42
3585,residential,31,1,Cool,-1.22
3586,medium_office,1,1,Cool,-1.17
3587,residential,4,0,Cold,-1.5
3588,mixed_use,6,2,Neutral,0.47
3589,mixed_use,15,3,Warm,0.76
3590,residential,17,2,Neutral,0.22
3591,residential,29,2,Neutral,0.4
3592,residential,31,2,Neutral,-0.1
3593,residential,1,1,Cool,-0.45
3594,medium_office,26,2,Neutral,-0.24
3595,medium_office,19,3,Warm,0.29
3596,medium_office,27,3,Warm,0.5
3597,residential,32,2,Neutral,-0.15
3598,residential,36,2,Neutral,-0.38
3599,residential,22,1,Cool,-0.63
3600,mixed_use,2,2,Neutral,-0.48
3601,mixed_use,38,2,Neutral,-0.33
3602,residential,31,3,Warm,1.04
3603,mixed_use,19,2,Neutral,0.26
3604,residential,38,3,Warm,0.41
3605,residential,19,2,Neutral,0.45
3606,residential,5,2,Neutral,-0.5
3607,mixed_use,2,2,Neutral,-0.28
3608,mixed_use,2,2,Neutral,0.29
3609,medium_office,22,0,Cold,-1.88
3610,mixed_use,17,2,Neutral,0.39
3611,residential,22,2,Neutral,-0.25
3612,residential,36,2,Neutral,0.44
3613,mixed_use,28,2,Neutral,-0.29
3614,mixed_use,24,2,Neutral,-0.11
3615,medium_office,19,1,Cool,-0.47
3616,residential,18,3,Warm,0.99
3617,residential,1,0,Cold,-1.02
3618,medium_office,22,3,Warm,0.32
3619,medium_office,12,2,Neutral,-0.37
3620,mixed_use,30,3,Warm,0.69
3621,medium_office,6,2,Neutral,0.21
3622,medium_office,11,2,Neutral,0.17
3623,mixed_use,36,2,Neutral,0.12
3624,residential,9,2,Neutral,-0.3
3625,medium_office,34,2,Neutral,0.11
3626,residential,23,2,Neutral,-0.4
3627,mixed_use,26,2,Neutral,0.43
3628,medium_office,26,2,Neutral,-0.35
3629,medium_office,7,2,Neutral,0.44
3630,residential,25,2,Neutral,-0.39
3631,mixed_use,29,3,Warm,1.22
3632,mixed_use,6,3,Warm,0.92
3633,residential,17,2,Neutral,-0.2
3634,mixed_use,35,3,Warm,0.36
3635,mixed_use,37,1,Cool,-0.49
3636,residential,23,2,Neutral,0.38
3637,medium_office,14,2,Neutral,0.16
3638,mixed_use,8,2,Neutral,0.38
3639,medium_office,10,2,Neutral,-0.06
3640,medium_office,14,2,Neutral,-0.16
3641,residential,7,2,Neutral,0.22
3642,mixed_use,6,2,Neutral,-0.31
3643,mixed_use,34,2,Neutral,0.04
3644,mixed_use,37,2,Neutral,-0.34
3645,medium_office,29,2,Neutral,-0.31
3646,residential,31,1,Cool,-1.1
3647,medium_office,11,4,Hot,1.66
3648,mixed_use,33,2,Neutral,0.42
3649,mixed_use,20,3,Warm,1.19
3650,medium_office,4,2,Neutral,-0.39
3651,residential,11,2,Neutral,-0.23
3652,residential,25,2,Neutral,-0.28
3653,residential,15,2,Neutral,-0.31
3654,residential,1,4,Hot,1.38
3655,residential,20,2,Neutral,0.04
3656,medium_office,37,1,Cool,-0.34
3657,residential,14,2,Neutral,0.1
3658,residential,17,2,Neutral,0.18
3659,residential,31,3,Warm,0.81
3660,medium_office,32,2,Neutral,-0.46
3661,medium_office,4,1,Cool,-1.18
3662,medium_office,1,3,Warm,0.55
3663,mixed_use,23,2,Neutral,0.05
3664,mixed_use,8,2,Neutral,-0.13
3665,residential,15,2,Neutral,0.19
3666,medium_office,25,1,Cool,-0.52
3667,residential,1,0,Cold,-1.68
3668,residential,8,1,Cool,-0.27
3669,mixed_use,2,4,Hot,1.56
3670,residential,29,3,Warm,1.11
3671,residential,21,1,Cool,-0.99
3672,medium_office,16,2,Neutral,-0.01
3673,residential,23,2,Neutral,-0.34
3674,mixed_use,8,0,Cold,-1.5
3675,residential,23,2,Neutral,-0.17
3676,medium_office,23,2,Neutral,-0.43
3677,medium_office,36,2,Neutral,0.31
3678,mixed_use,8,3,Warm,0.37
3679,medium_office,17,2,Neutral,0.33
3680,residential,1,0,Cold,-1.28
3681,mixed_use,23,3,Warm,0.45
3682,residential,8,0,Cold,-1.15
3683,residential,5,3,Warm,0.96
3684,mixed_use,15,2,Neutral,0.2
3685,residential,3,2,Neutral,0.29
3686,mixed_use,7,3,Warm,1.09
3687,mixed_use,26,2,Neutral,-0.25
3688,residential,20,2,Neutral,-0.01
3689,mixed_use,29,2,Neutral,-0.01
3690,mixed_use,4,2,Neutral,-0.26
3691,residential,22,2,Neutral,-0.49
3692,residential,5,4,Hot,1.99
3693,residential,35,2,Neutral,0.21
3694,residential,14,2,Neutral,0.11
3695,mixed_use,1,2,Neutral,-0.35
3696,residential,22,2,Neutral,0.35
3697,medium_office,32,3,Warm,0.69
3698,mixed_use,26,2,Neutral,-0.27
3699,mixed_use,12,2,Neutral,0.07
3700,mixed_use,11,1,Cool,-0.78
3701,residential,21,4,Hot,1.46
3702,residential,38,2,Neutral,-0.02
3703,mixed_use,14,2,Neutral,0.17
3704,medium_office,38,2,Neutral,0.05
3705,mixed_use,29,2,Neutral,-0.45
3706,mixed_use,17,2,Neutral,-0.19
3707,medium_office,20,2,Neutral,0.38
3708,residential,2,1,Cool,-0.73
3709,medium_office,17,2,Neutral,-0.24
3710,residential,12,2,Neutral,-0.33
3711,mixed_use,29,2,Neutral,-0.2
3712,medium_office,12,2,Neutral,0.31
3713,medium_office,31,2,Neutral,-0.27
3714,mixed_use,25,1,Cool,-0.98
3715,medium_office,23,2,Neutral,0.23
3716,mixed_use,10,2,Neutral,0.49
3717,mixed_use,5,2,Neutral,0.39
3718,residential,21,2,Neutral,0.12
3719,medium_office,7,2,Neutral,0.17
3720,medium_office,7,2,Neutral,0.25
3721,residential,34,2,Neutral,-0.01
3722,residential,15,2,Neutral,0.28
3723,mixed_use,34,2,Neutral,0.22
3724,residential,34,4,Hot,1.74
3725,mixed_use,8,2,Neutral,-0.05
3726,medium_office,18,1,Cool,-0.6
3727,medium_office,23,2,Neutral,-0.17
3728,mixed_use,25,2,Neutral,0.23
3729,mixed_use,6,2,Neutral,-0.12
3730,residential,27,3,Warm,0.48
3731,mixed_use,29,2,Neutral,0.3
3732,residential,7,2,Neutral,0.31
3733,medium_office,15,4,Hot,1.2
3734,medium_office,4,1,Cool,-0.81
3735,medium_office,10,1,Cool,-0.97
3736,medium_office,33,2,Neutral,0.23
3737,mixed_use,28,1,Cool,-0.7
3738,residential,1,2,Neutral,0.19
3739,mixed_use,7,2,Neutral,-0.16
3740,medium_office,4,2,Neutral,0.4
3741,medium_office,35,2,Neutral,-0.47
3742,medium_office,22,2,Neutral,0.42
3743,medium_office,14,2,Neutral,-0.22
3744,medium_office,7,2,Neutral,0.1
3745,residential,37,3,Warm,1.19
3746,medium_office,28,0,Cold,-1.52
3747,residential,8,2,Neutral,0.44
3748,residential,10,3,Warm,0.96
3749,residential,24,2,Neutral,0.28
3750,residential,27,1,Cool,-0.75
3751,medium_office,31,2,Neutral,-0.35
3752,mixed_use,7,2,Neutral,0.31
3753,mixed_use,38,2,Neutral,0.04
3754,residential,22,3,Warm,0.31
3755,mixed_use,19,2,Neutral,-0.26
3756,residential,31,2,Neutral,0.2
3757,medium_office,4,2,Neutral,0.05
3758,mixed_use,16,3,Warm,0.78
3759,medium_office,3,2,Neutral,0.12
3760,mixed_use,32,2,Neutral,-0.17
3761,residential,2,2,Neutral,-0.24
3762,residential,10,3,Warm,0.83
3763,residential,28,2,Neutral,-0.35
3764,residential,3,2,Neutral,0.06
3765,residential,36,2,Neutral,-0.16
3766,residential,15,2,Neutral,-0.03
3767,medium_office,23,2,Neutral,0.09
3768,mixed_use,22,3,Warm,1.23
3769,medium_office,27,2,Neutral,-0.15
3770,residential,36,2,Neutral,0.49
3771,residential,12,1,Cool,-0.99
3772,mixed_use,38,2,Neutral,0.32
3773,mixed_use,26,1,Cool,-1.09
3774,mixed_use,11,0,Cold,-1.32
3775,residential,33,2,Neutral,0.05
3776,residential,21,2,Neutral,-0.47
3777,residential,16,2,Neutral,0.11
3778,mixed_use,34,4,Hot,1.18
3779,medium_office,35,2,Neutral,0.05
3780,residential,19,3,Warm,0.3
3781,mixed_use,26,2,Neutral,-0.2
3782,mixed_use,30,2,Neutral,-0.2
3783,residential,5,2,Neutral,-0.35
3784,mixed_use,29,0,Cold,-1.97
3785,mixed_use,31,0,Cold,-1.47
3786,medium_office,7,1,Cool,-0.89
3787,mixed_use,28,2,Neutral,-0.46
3788,mixed_use,27,2,Neutral,-0.1
3789,residential,24,2,Neutral,0.41
3790,residential,8,2,Neutral,-0.49
3791,residential,33,2,Neutral,-0.44
3792,mixed_use,14,3,Warm,0.26
3793,mixed_use,22,2,Neutral,0.27
3794,mixed_use,33,2,Neutral,0.31
3795,medium_office,35,3,Warm,0.26
3796,mixed_use,7,2,Neutral,-0.0
3797,mixed_use,15,1,Cool,-1.05
3798,medium_office,4,4,Hot,1.46
3799,mixed_use,38,2,Neutral,-0.33
3800,medium_office,23,2,Neutral,0.27
3801,medium_office,22,2,Neutral,0.33
3802,medium_office,4,2,Neutral,0.23
3803,residential,13,4,Hot,1.95
3804,residential,23,1,Cool,-0.99
3805,residential,5,2,Neutral,-0.15
3806,residential,5,2,Neutral,0.19
3807,residential,4,2,Neutral,-0.25
3808,mixed_use,27,2,Neutral,0.01
3809,medium_office,23,4,Hot,1.96
3810,medium_office,32,3,Warm,1.06
3811,residential,15,2,Neutral,0.09
3812,mixed_use,34,2,Neutral,0.39
3813,medium_office,29,0,Cold,-1.82
3814,residential,8,2,Neutral,0.11
3815,medium_office,19,2,Neutral,0.1
3816,medium_office,37,2,Neutral,0.42
3817,mixed_use,34,2,Neutral,0.21
3818,medium_office,8,2,Neutral,0.31
3819,mixed_use,24,2,Neutral,0.08
3820,medium_office,5,3,Warm,1.25
3821,mixed_use,8,2,Neutral,0.12
3822,mixed_use,28,3,Warm,1.02
3823,residential,34,2,Neutral,-0.29
3824,residential,21,4,Hot,1.67
3825,mixed_use,38,2,Neutral,0.08
3826,residential,7,2,Neutral,0.12
3827,medium_office,37,2,Neutral,0.07
3828,mixed_use,38,2,Neutral,-0.35
3829,mixed_use,38,2,Neutral,-0.4
3830,residential,29,0,Cold,-1.84
3831,residential,21,2,Neutral,0.45
3832,medium_office,10,2,Neutral,0.15
3833,medium_office,36,2,Neutral,-0.22
3834,medium_office,23,2,Neutral,0.45
3835,residential,18,2,Neutral,0.23
3836,mixed_use,3,1,Cool,-0.53
3837,residential,19,2,Neutral,0.34
3838,residential,6,1,Cool,-0.34
3839,mixed_use,21,2,Neutral,-0.41
3840,mixed_use,21,0,Cold,-1.6
3841,residential,38,3,Warm,0.41
3842,medium_office,15,4,Hot,1.07
3843,mixed_use,30,2,Neutral,0.46
3844,residential,35,2,Neutral,-0.31
3845,residential,37,1,Cool,-0.47
3846,residential,11,3,Warm,0.42
3847,residential,17,2,Neutral,-0.37
3848,medium_office,13,2,Neutral,-0.46
3849,medium_office,26,3,Warm,0.49
3850,residential,37,3,Warm,0.85
3851,residential,29,3,Warm,0.92
3852,residential,38,2,Neutral,-0.31
3853,medium_office,13,3,Warm,0.59
3854,medium_office,27,3,Warm,0.6
3855,mixed_use,18,2,Neutral,-0.47
3856,medium_office,3,4,Hot,1.03
3857,mixed_use,35,2,Neutral,0.36
3858,medium_office,27,2,Neutral,0.46
3859,mixed_use,26,2,Neutral,0.22
3860,residential,33,2,Neutral,0.26
3861,mixed_use,19,2,Neutral,0.03
3862,mixed_use,37,3,Warm,0.88
3863,residential,2,1,Cool,-0.58
3864,medium_office,28,3,Warm,0.67
3865,mixed_use,38,2,Neutral,-0.44
3866,medium_office,28,1,Cool,-1.08
3867,medium_office,5,3,Warm,1.15
3868,mixed_use,34,2,Neutral,-0.11
3869,mixed_use,31,3,Warm,0.98
3870,medium_office,22,2,Neutral,0.12
3871,medium_office,2,3,Warm,0.69
3872,residential,17,2,Neutral,-0.32
3873,residential,17,1,Cool,-1.19
3874,residential,9,3,Warm,0.78
3875,mixed_use,23,2,Neutral,0.49
3876,medium_office,11,3,Warm,0.95
3877,mixed_use,16,3,Warm,0.63
3878,medium_office,12,1,Cool,-0.62
3879,medium_office,4,2,Neutral,-0.07
3880,mixed_use,32,1,Cool,-0.54
3881,residential,3,2,Neutral,0.3
3882,mixed_use,23,2,Neutral,-0.33
3883,mixed_use,7,2,Neutral,0.46
3884,residential,13,4,Hot,1.94
3885,mixed_use,25,2,Neutral,0.4
3886,medium_office,37,2,Neutral,0.08
3887,mixed_use,12,2,Neutral,0.08
3888,mixed_use,6,2,Neutral,-0.12
3889,mixed_use,32,2,Neutral,0.46
3890,medium_office,26,2,Neutral,-0.4
3891,mixed_use,34,4,Hot,1.37
3892,medium_office,27,2,Neutral,-0.09
3893,mixed_use,27,2,Neutral,-0.19
3894,residential,21,2,Neutral,0.19
3895,mixed_use,28,3,Warm,0.64
3896,medium_office,26,3,Warm,0.53
3897,medium_office,4,2,Neutral,-0.22
3898,medium_office,24,2,Neutral,-0.34
3899,mixed_use,18,2,Neutral,-0.29
3900,mixed_use,29,2,Neutral,0.13
3901,mixed_use,17,2,Neutral,0.3
3902,residential,6,2,Neutral,0.49
3903,mixed_use,27,0,Cold,-1.42
3904,residential,5,2,Neutral,0.04
3905,residential,22,1,Cool,-1.14
3906,mixed_use,15,1,Cool,-1.06
3907,mixed_use,28,2,Neutral,-0.11
3908,residential,24,2,Neutral,-0.05
3909,mixed_use,9,4,Hot,1.38
3910,medium_office,29,2,Neutral,-0.0
3911,mixed_use,24,2,Neutral,-0.31
3912,mixed_use,32,3,Warm,0.58
3913,residential,32,1,Cool,-0.69
3914,residential,35,1,Cool,-0.28
3915,medium_office,34,2,Neutral,-0.44
3916,mixed_use,29,2,Neutral,0.1
3917,residential,27,3,Warm,1.06
3918,medium_office,19,3,Warm,0.58
3919,medium_office,38,2,Neutral,0.43
3920,residential,7,2,Neutral,-0.46
3921,residential,13,2,Neutral,0.2
3922,residential,3,2,Neutral,-0.01
3923,mixed_use,19,3,Warm,0.36
3924,mixed_use,7,2,Neutral,0.28
3925,mixed_use,23,2,Neutral,0.19
3926,medium_office,4,2,Neutral,-0.12
3927,mixed_use,26,2,Neutral,0.19
3928,mixed_use,10,2,Neutral,0.23
3929,medium_office,36,2,Neutral,0.31
3930,medium_office,12,2,Neutral,0.26
3931,mixed_use,10,2,Neutral,0.24
3932,mixed_use,2,2,Neutral,0.27
3933,residential,31,3,Warm,1.21
3934,mixed_use,26,3,Warm,0.91
3935,medium_office,4,2,Neutral,-0.41
3936,medium_office,12,2,Neutral,0.02
3937,mixed_use,30,2,Neutral,0.16
3938,residential,30,1,Cool,-0.41
3939,medium_office,31,3,Warm,0.69
3940,residential,12,2,Neutral,-0.16
3941,mixed_use,35,3,Warm,1.01
3942,mixed_use,4,2,Neutral,-0.17
3943,mixed_use,35,2,Neutral,-0.5
3944,residential,1,1,Cool,-0.71
3945,residential,28,2,Neutral,-0.03
3946,medium_office,4,1,Cool,-0.98
3947,mixed_use,15,2,Neutral,0.48
3948,medium_office,24,4,Hot,1.52
3949,medium_office,13,1,Cool,-0.62
3950,medium_office,30,2,Neutral,0.3
3951,medium_office,5,2,Neutral,0.37
3952,mixed_use,37,1,Cool,-0.41
3953,residential,6,1,Cool,-0.96
3954,residential,10,1,Cool,-0.6
3955,mixed_use,25,2,Neutral,0.35
