window_id,building,start_minute,rater_1,rater_2,rater_3,comfort_label,split
5931,residential,869,0,1,0,0,train
5932,mixed_use,1178,1,0,0,0,train
5933,mixed_use,1187,0,-2,1,-2,train
5934,medium_office,1977,0,1,0,0,train
5935,medium_office,1951,-2,2,0,-2,train
5936,residential,2250,0,1,0,0,train
5937,mixed_use,1510,-2,2,-1,-2,train
5938,mixed_use,419,0,1,0,0,train
5939,medium_office,2713,0,0,1,0,train
5940,mixed_use,2211,1,-1,1,1,train
5941,medium_office,300,0,0,2,0,train
5942,mixed_use,983,2,-1,-1,-1,train
5943,mixed_use,2069,0,0,2,0,train
5944,medium_office,1406,0,0,-2,0,train
5945,residential,2354,0,-1,-1,-1,train
5946,residential,2118,1,1,0,1,train
5947,mixed_use,463,0,0,0,0,train
5948,residential,675,-2,2,1,-2,train
5949,medium_office,218,-1,0,0,0,train
5950,residential,2222,0,-2,0,0,train
5951,residential,948,0,0,0,0,train
5952,mixed_use,1634,1,-2,1,1,train
5953,residential,583,0,0,2,0,train
5954,mixed_use,316,1,-2,-1,-2,train
5955,mixed_use,694,1,-1,0,-1,train
5956,medium_office,2569,0,0,1,0,train
5957,mixed_use,2807,-2,0,0,0,train
5958,mixed_use,1864,-1,-1,1,-1,train
5959,medium_office,2895,0,1,2,0,train
5960,medium_office,255,-1,0,-1,-1,train
5961,residential,384,0,-2,0,0,train
5962,mixed_use,2259,-2,0,1,-2,train
5963,mixed_use,2499,0,0,0,0,train
5964,mixed_use,519,0,0,0,0,train
5965,mixed_use,2729,1,-1,0,-1,train
5966,mixed_use,1330,0,0,-2,0,train
5967,medium_office,2758,0,0,2,0,train
5968,mixed_use,1663,0,2,0,0,train
5969,mixed_use,2017,0,2,2,2,train
5970,residential,806,1,-1,0,-1,train
5971,residential,2921,0,1,-1,-1,train
5972,residential,2037,0,0,-1,0,train
5973,medium_office,1622,0,0,2,0,train
5974,medium_office,166,1,-1,0,-1,train
5975,residential,1934,-2,-1,0,-2,train
5976,residential,157,0,0,0,0,train
5977,medium_office,614,-1,0,0,0,train
5978,residential,2179,-1,2,0,-1,train
5979,medium_office,101,0,0,1,0,train
5980,medium_office,1503,0,0,-1,0,train
5981,medium_office,1023,0,2,0,0,train
5982,medium_office,2861,2,-1,1,-1,train
5983,mixed_use,1695,0,2,0,0,train
5984,medium_office,798,0,0,-1,0,train
5985,residential,2229,0,0,0,0,train
5986,medium_office,2699,0,0,0,0,train
5987,residential,598,1,0,-2,-2,train
5988,residential,339,0,0,2,0,train
5989,mixed_use,2270,0,2,0,0,train
5990,medium_office,710,-2,1,-2,-2,train
5991,mixed_use,1503,0,0,0,0,train
5992,residential,1486,0,1,0,0,train
5993,mixed_use,198,0,0,2,0,train
5994,mixed_use,1993,-1,0,0,0,train
5995,medium_office,1902,0,0,-1,0,train
5996,mixed_use,419,0,0,-2,0,train
5997,mixed_use,650,-1,-1,0,-1,train
5998,mixed_use,1439,0,2,2,2,train
5999,residential,335,0,0,1,0,train
6000,mixed_use,847,-1,1,-1,-1,train
6001,medium_office,2283,-1,0,-2,-2,train
6002,mixed_use,669,0,0,1,0,train
6003,mixed_use,382,0,1,-1,-1,train
6004,residential,1137,0,1,0,0,train
6005,mixed_use,1890,0,0,1,0,train
6006,residential,164,0,0,0,0,train
6007,mixed_use,2266,1,-2,0,-2,train
6008,mixed_use,2020,0,0,-2,0,train
6009,residential,459,0,-1,-1,-1,train
6010,medium_office,479,1,0,1,1,train
6011,mixed_use,2602,0,0,-1,0,train
6012,residential,619,0,-2,0,0,train
6013,medium_office,1719,0,1,-1,-1,train
6014,mixed_use,2747,1,-2,0,-2,train
6015,residential,2472,0,0,0,0,train
6016,mixed_use,2480,-2,-1,0,-2,train
6017,medium_office,1799,-1,0,0,0,train
6018,residential,300,0,-1,-2,-2,train
6019,medium_office,2487,0,0,0,0,train
6020,residential,1904,0,1,0,0,train
6021,medium_office,879,0,-2,-1,-2,train
6022,residential,2510,-1,0,-1,-1,train
6023,mixed_use,23,-1,-1,1,-1,train
6024,residential,677,0,0,1,0,train
6025,medium_office,1869,-1,0,0,0,train
6026,medium_office,2725,0,-1,0,0,train
6027,residential,54,0,0,0,0,train
6028,medium_office,1857,2,1,0,0,train
6029,mixed_use,2653,2,0,0,0,train
6030,medium_office,707,0,0,1,0,train
6031,residential,559,0,0,-1,0,train
6032,mixed_use,1805,-1,0,2,-1,train
6033,medium_office,1399,0,0,-1,0,train
6034,residential,2289,-2,-2,0,-2,train
6035,medium_office,643,-1,0,0,0,train
6036,residential,1131,-1,-1,-2,-1,train
6037,medium_office,42,0,1,0,0,train
6038,mixed_use,1233,1,0,1,1,train
6039,medium_office,1529,1,0,-1,-1,train
6040,mixed_use,1878,1,0,0,0,train
6041,mixed_use,485,0,0,0,0,train
6042,residential,1852,-2,0,-2,-2,train
6043,residential,550,-2,0,0,0,train
6044,mixed_use,845,0,0,0,0,train
6045,medium_office,2470,-2,0,-2,-2,train
6046,residential,649,-1,0,2,-1,train
6047,residential,1198,-1,-1,0,-1,train
6048,mixed_use,2800,0,0,0,0,train
6049,residential,1533,1,0,-1,-1,train
6050,residential,1975,1,0,1,1,train
6051,mixed_use,1739,0,0,0,0,train
6052,residential,455,0,-1,0,0,train
6053,residential,1756,0,0,0,0,train
6054,medium_office,1247,0,-1,-1,-1,train
6055,mixed_use,1587,0,0,1,0,train
6056,medium_office,187,1,0,0,0,train
6057,mixed_use,1710,0,0,1,0,train
6058,residential,2507,0,-1,1,-1,train
6059,residential,2015,0,2,0,0,train
6060,medium_office,925,-1,0,0,0,train
6061,residential,2426,1,0,0,0,train
6062,mixed_use,1077,0,2,1,0,train
6063,mixed_use,1544,1,0,1,1,train
6064,residential,476,1,2,0,0,train
6065,mixed_use,1194,0,2,1,0,train
6066,residential,2845,0,-1,0,0,train
6067,residential,2340,0,0,0,0,train
6068,medium_office,880,0,0,-1,0,train
6069,mixed_use,1927,1,0,0,0,train
6070,medium_office,220,0,0,0,0,train
6071,mixed_use,2760,0,-1,1,-1,train
6072,residential,88,1,0,0,0,train
6073,medium_office,931,0,0,0,0,train
6074,residential,1578,0,-1,2,-1,train
6075,residential,2963,0,0,0,0,train
6076,residential,53,-1,0,0,0,train
6077,mixed_use,984,0,2,0,0,train
6078,medium_office,2707,1,0,-2,-2,train
6079,medium_office,538,-1,0,0,0,train
6080,residential,1138,0,0,0,0,train
6081,residential,1698,0,-2,0,0,train
6082,mixed_use,742,1,0,1,1,train
6083,medium_office,809,0,0,0,0,train
6084,medium_office,2960,0,1,0,0,train
6085,mixed_use,1128,1,0,0,0,train
6086,mixed_use,1016,0,-2,0,0,train
6087,medium_office,977,0,-1,-2,-2,train
6088,mixed_use,1424,0,0,0,0,train
6089,mixed_use,209,0,0,2,0,train
6090,residential,727,0,0,-1,0,train
6091,residential,2618,0,0,0,0,train
6092,residential,1783,2,2,0,2,train
6093,residential,2784,0,-1,0,0,train
6094,mixed_use,614,0,-2,0,0,train
6095,medium_office,1617,0,1,1,1,train
6096,residential,1515,0,0,1,0,train
6097,residential,387,0,0,1,0,train
6098,medium_office,1806,0,-1,0,0,train
6099,residential,1790,0,1,-1,-1,train
6100,mixed_use,459,1,0,-1,-1,train
6101,mixed_use,1117,0,0,2,0,train
6102,mixed_use,311,0,0,0,0,train
6103,mixed_use,1052,0,-1,0,0,train
6104,residential,2444,1,1,0,1,train
6105,medium_office,1438,0,0,0,0,train
6106,medium_office,1256,0,-1,0,0,train
6107,mixed_use,1979,1,1,1,1,train
6108,residential,1879,0,-1,0,0,train
6109,mixed_use,781,0,1,0,0,train
6110,medium_office,1175,-1,-1,-1,-1,train
6111,medium_office,379,0,0,1,0,train
6112,medium_office,1156,0,2,0,0,train
6113,medium_office,547,-1,0,1,-1,train
6114,residential,2800,0,-1,0,0,train
6115,residential,2372,0,1,0,0,train
6116,residential,2577,0,0,1,0,train
6117,residential,1580,0,0,0,0,train
6118,mixed_use,2434,1,0,-2,-2,train
6119,residential,15,0,0,1,0,train
6120,mixed_use,1727,0,0,0,0,train
6121,residential,705,0,0,0,0,train
6122,mixed_use,1285,0,-1,-1,-1,train
6123,medium_office,2966,0,2,0,0,train
6124,medium_office,1302,0,-1,0,0,train
6125,residential,1085,0,0,0,0,train
6126,medium_office,2043,0,0,0,0,train
6127,mixed_use,1253,-1,-2,2,-2,train
6128,medium_office,889,0,0,1,0,train
6129,medium_office,2363,-1,0,-2,-2,train
6130,mixed_use,1535,0,0,-2,0,train
6131,residential,1999,0,1,0,0,train
6132,medium_office,315,1,0,0,0,train
6133,medium_office,493,2,0,0,0,train
6134,residential,1446,-1,-1,-2,-1,train
6135,residential,671,0,1,0,0,train
6136,residential,2138,0,0,1,0,train
6137,medium_office,902,0,2,-1,-1,train
6138,residential,746,0,0,-2,0,train
6139,mixed_use,1250,1,-1,0,-1,train
6140,medium_office,2320,0,-1,0,0,train
6141,mixed_use,2137,1,-1,0,-1,train
6142,residential,2454,0,0,-1,0,train
6143,residential,1597,0,0,-1,0,train
6144,medium_office,1571,0,-2,0,0,train
6145,residential,1196,0,-1,0,0,train
6146,mixed_use,2054,0,0,1,0,train
6147,medium_office,1049,1,0,2,0,train
6148,mixed_use,2095,1,0,2,0,train
6149,medium_office,1896,-1,0,0,0,train
6150,mixed_use,1895,0,0,0,0,train
6151,medium_office,2744,0,0,1,0,train
6152,medium_office,2239,0,0,-1,0,train
6153,mixed_use,604,-1,-1,-2,-1,train
6154,mixed_use,2251,0,1,0,0,train
6155,residential,413,-1,0,0,0,train
6156,mixed_use,2617,0,1,0,0,train
6157,mixed_use,1372,0,1,0,0,train
6158,residential,756,0,0,1,0,train
6159,medium_office,1732,0,1,0,0,train
6160,medium_office,1000,0,0,2,0,train
6161,mixed_use,181,0,1,-2,-2,train
6162,mixed_use,1268,0,0,-2,0,train
6163,residential,702,0,1,2,0,train
6164,residential,630,0,0,0,0,train
6165,residential,1865,0,1,0,0,train
6166,residential,1692,0,0,-1,0,train
6167,mixed_use,878,0,1,0,0,train
6168,medium_office,482,2,0,0,0,train
6169,medium_office,797,0,-1,-1,-1,train
6170,residential,1263,0,0,2,0,train
6171,residential,2982,0,0,0,0,train
6172,medium_office,1591,0,0,0,0,train
6173,mixed_use,960,-1,-2,0,-2,train
6174,medium_office,323,0,0,0,0,train
6175,medium_office,2934,0,0,0,0,train
6176,medium_office,638,0,1,-2,-2,train
6177,residential,2996,-1,-1,0,-1,train
6178,residential,1890,0,-2,0,0,train
6179,mixed_use,2139,0,-1,0,0,train
6180,mixed_use,2968,1,0,0,0,train
6181,medium_office,2707,-2,0,0,0,train
6182,medium_office,2633,-1,-1,0,-1,train
6183,medium_office,2495,0,0,0,0,train
6184,medium_office,793,0,0,0,0,train
6185,mixed_use,2579,2,0,0,0,train
6186,medium_office,2422,0,0,1,0,train
6187,medium_office,891,-1,1,0,-1,train
6188,medium_office,344,0,1,-2,-2,train
6189,mixed_use,944,-1,-1,0,-1,train
6190,mixed_use,1010,0,0,0,0,train
6191,mixed_use,2142,0,1,1,1,train
6192,medium_office,764,0,-1,0,0,train
6193,mixed_use,1057,0,0,0,0,train
6194,residential,911,0,0,1,0,train
6195,residential,577,0,0,-2,0,train
6196,mixed_use,1045,0,-1,0,0,train
6197,residential,1655,0,1,0,0,train
6198,medium_office,2334,0,0,0,0,train
6199,medium_office,2049,-1,1,1,1,train
6200,residential,1806,1,-2,-1,-2,train
6201,mixed_use,858,0,0,-2,0,train
6202,mixed_use,1641,0,0,0,0,train
6203,residential,2930,0,2,2,2,train
6204,residential,1186,0,0,0,0,train
6205,medium_office,2173,0,0,0,0,train
6206,mixed_use,268,-1,1,1,1,train
6207,medium_office,456,1,-1,0,-1,train
6208,mixed_use,830,1,0,2,0,train
6209,mixed_use,1393,1,0,0,0,train
6210,medium_office,65,0,0,1,0,train
6211,mixed_use,2299,0,-1,0,0,train
6212,residential,1258,-1,0,0,0,train
6213,mixed_use,1026,0,0,0,0,train
6214,mixed_use,230,0,0,0,0,train
6215,mixed_use,1650,0,-1,-1,-1,train
6216,mixed_use,1428,1,2,0,0,train
6217,medium_office,548,0,-1,0,0,train
6218,medium_office,1768,0,0,2,0,train
6219,mixed_use,2972,1,0,0,0,train
6220,mixed_use,2433,1,1,0,1,train
6221,residential,2845,-1,0,0,0,train
6222,mixed_use,812,0,0,0,0,train
6223,residential,2478,0,-1,0,0,train
6224,residential,1320,1,0,1,1,train
6225,medium_office,608,1,0,0,0,train
6226,mixed_use,1741,-1,0,-1,-1,train
6227,medium_office,187,0,0,0,0,train
6228,mixed_use,855,-1,-2,0,-2,train
6229,medium_office,85,1,-1,0,-1,train
6230,mixed_use,1598,0,0,0,0,train
6231,medium_office,1186,0,0,1,0,train
6232,residential,1681,-1,1,1,1,train
6233,residential,1914,1,0,0,0,train
6234,mixed_use,1329,-1,-2,-1,-1,train
6235,mixed_use,2355,-1,-1,-1,-1,train
6236,mixed_use,2974,0,0,-1,0,train
6237,mixed_use,2425,1,0,0,0,train
6238,residential,2975,0,0,0,0,train
6239,mixed_use,2660,0,1,2,0,train
6240,residential,538,0,0,-2,0,train
6241,residential,2748,0,-1,-2,-2,train
6242,residential,1267,0,2,0,0,train
6243,residential,2419,0,0,0,0,train
6244,medium_office,2701,0,0,2,0,train
6245,mixed_use,2572,1,0,-1,-1,train
6246,mixed_use,2869,0,0,0,0,train
6247,residential,1376,-1,0,0,0,train
6248,residential,737,0,1,0,0,train
6249,medium_office,2877,0,0,0,0,train
6250,residential,1708,0,1,0,0,train
6251,residential,2246,0,0,0,0,train
6252,medium_office,1096,0,0,1,0,train
6253,medium_office,615,0,0,2,0,train
6254,mixed_use,1189,0,0,0,0,train
6255,mixed_use,2451,0,0,0,0,train
6256,medium_office,6,0,-1,0,0,train
6257,mixed_use,1927,0,-2,0,0,train
6258,residential,2191,1,0,0,0,train
6259,residential,2866,0,0,2,0,train
6260,mixed_use,442,-1,0,0,0,train
6261,medium_office,2568,0,0,0,0,train
6262,residential,2080,1,0,-1,-1,train
6263,residential,2131,-1,0,0,0,train
6264,residential,217,-1,0,1,-1,train
6265,mixed_use,977,0,0,0,0,train
6266,mixed_use,1029,0,0,0,0,train
6267,mixed_use,93,0,0,-1,0,train
6268,medium_office,2600,0,-1,0,0,train
6269,medium_office,32,0,1,0,0,train
6270,residential,2493,1,1,-1,1,train
6271,medium_office,2553,0,1,0,0,train
6272,residential,457,-1,0,0,0,train
6273,mixed_use,152,0,2,0,0,train
6274,residential,2348,0,-1,0,0,train
6275,residential,1014,0,0,0,0,train
6276,medium_office,2446,0,0,0,0,train
6277,medium_office,2032,2,0,0,0,train
6278,mixed_use,386,0,0,1,0,train
6279,mixed_use,1656,-1,0,0,0,train
6280,medium_office,344,0,0,0,0,train
6281,residential,2591,0,-1,2,-1,train
6282,medium_office,1307,0,0,1,0,train
6283,mixed_use,705,0,-1,0,0,train
6284,medium_office,1408,0,2,0,0,train
6285,residential,2527,1,-1,1,1,train
6286,residential,184,0,0,0,0,train
6287,mixed_use,1325,0,1,0,0,train
6288,residential,2173,0,0,2,0,train
6289,mixed_use,2763,1,-1,0,-1,train
6290,medium_office,579,0,1,0,0,train
6291,mixed_use,2004,0,0,-2,0,train
6292,mixed_use,529,-1,0,0,0,train
6293,residential,2178,0,0,2,0,train
6294,medium_office,2962,1,1,2,1,train
6295,mixed_use,220,1,0,0,0,train
6296,mixed_use,200,0,2,0,0,train
6297,mixed_use,2943,0,-1,-1,-1,train
6298,mixed_use,2894,0,-1,0,0,train
6299,medium_office,1274,2,1,1,1,train
6300,medium_office,2382,0,0,-1,0,train
6301,mixed_use,75,1,0,1,1,train
6302,medium_office,1219,0,0,0,0,train
6303,residential,132,1,0,-1,-1,train
6304,medium_office,2323,0,0,1,0,train
6305,residential,587,-2,1,1,1,train
6306,residential,1479,0,0,1,0,train
6307,residential,1256,0,-1,1,-1,train
6308,residential,781,0,0,-1,0,train
6309,residential,2739,0,0,0,0,train
6310,medium_office,1781,0,-1,-1,-1,train
6311,residential,2532,0,0,0,0,train
6312,medium_office,2997,0,0,0,0,train
6313,medium_office,116,1,-2,-1,-2,train
6314,residential,1440,-1,-1,0,-1,train
6315,residential,242,0,0,1,0,train
6316,residential,2236,0,1,2,0,train
6317,mixed_use,2052,-2,0,0,0,train
6318,medium_office,520,-1,-1,-1,-1,train
6319,mixed_use,2896,0,-2,0,0,train
6320,residential,880,0,0,0,0,train
6321,residential,952,0,-1,-1,-1,train
6322,residential,1593,0,0,0,0,train
6323,mixed_use,394,-2,0,0,0,train
6324,residential,16,0,1,-1,-1,train
6325,medium_office,2475,2,-1,0,-1,train
6326,medium_office,2142,0,0,-1,0,train
6327,mixed_use,1077,0,0,0,0,train
6328,medium_office,115,0,-1,0,0,train
6329,medium_office,466,0,0,0,0,train
6330,medium_office,2838,0,0,0,0,train
6331,mixed_use,1074,0,-1,0,0,train
6332,mixed_use,1974,0,-1,0,0,train
6333,residential,1595,0,2,0,0,train
6334,residential,804,0,0,0,0,train
6335,medium_office,234,1,0,0,0,train
6336,medium_office,2882,-2,0,-1,-2,train
6337,mixed_use,1667,1,0,-1,-1,train
6338,residential,2813,0,-1,1,-1,train
6339,mixed_use,1836,-1,0,0,0,train
6340,mixed_use,1701,0,1,-1,-1,train
6341,mixed_use,2768,0,0,1,0,train
6342,mixed_use,2982,1,2,-1,-1,train
6343,medium_office,854,0,0,-1,0,train
6344,medium_office,534,-2,0,-1,-2,train
6345,mixed_use,761,1,0,1,1,train
6346,medium_office,2198,0,0,2,0,train
6347,mixed_use,1800,-1,0,-2,-2,train
6348,medium_office,2755,0,0,1,0,train
6349,residential,2607,0,-1,0,0,train
6350,mixed_use,627,0,0,0,0,train
6351,mixed_use,2079,0,0,0,0,train
6352,medium_office,1833,0,0,-2,0,train
6353,mixed_use,2438,2,0,0,0,train
6354,residential,1680,0,0,0,0,train
6355,medium_office,2361,-2,-2,0,-2,train
6356,medium_office,2384,0,-1,1,-1,train
6357,medium_office,1108,-1,-1,0,-1,train
6358,mixed_use,70,0,-1,0,0,train
6359,residential,1547,0,-1,0,0,train
6360,mixed_use,2248,0,0,0,0,train
6361,medium_office,856,-2,0,-2,-2,train
6362,residential,2389,0,-2,1,-2,train
6363,mixed_use,1323,1,1,0,1,train
6364,medium_office,1195,0,-1,0,0,train
6365,medium_office,2315,1,0,1,1,train
6366,residential,384,1,0,0,0,train
6367,mixed_use,884,1,1,-2,1,train
6368,mixed_use,796,0,0,0,0,train
6369,residential,2536,0,0,0,0,train
6370,mixed_use,2025,0,1,1,1,train
6371,mixed_use,1445,0,2,1,0,train
6372,medium_office,353,0,-1,0,0,train
6373,medium_office,1960,0,0,0,0,train
6374,mixed_use,1606,0,-1,0,0,train
6375,medium_office,796,0,0,-1,0,train
6376,medium_office,1206,0,0,0,0,train
6377,medium_office,781,0,0,0,0,train
6378,mixed_use,1862,0,-1,1,-1,train
6379,mixed_use,1781,-1,0,0,0,train
6380,mixed_use,1828,0,0,0,0,train
6381,mixed_use,1860,0,1,0,0,train
6382,medium_office,755,0,0,1,0,train
6383,mixed_use,1303,0,0,2,0,train
6384,mixed_use,2835,0,0,0,0,train
6385,residential,203,0,0,0,0,train
6386,mixed_use,1195,0,-1,1,-1,train
6387,medium_office,997,0,0,1,0,train
6388,mixed_use,2322,0,0,0,0,train
6389,mixed_use,2094,2,0,0,0,train
6390,medium_office,2906,0,-1,1,-1,train
6391,residential,1797,0,1,0,0,train
6392,medium_office,2698,0,0,0,0,train
6393,mixed_use,908,0,0,0,0,train
6394,medium_office,1878,-1,-1,0,-1,train
6395,medium_office,923,-1,-1,-1,-1,train
6396,medium_office,2033,0,-1,0,0,train
6397,mixed_use,1731,-1,0,0,0,train
6398,medium_office,1228,-1,0,1,-1,train
6399,medium_office,1488,1,-1,0,-1,train
6400,mixed_use,1126,2,0,0,0,train
6401,mixed_use,288,0,0,0,0,train
6402,residential,2295,-1,0,1,-1,train
6403,mixed_use,2045,-1,1,0,-1,train
6404,residential,2601,0,0,0,0,train
6405,residential,876,1,0,0,0,train
6406,medium_office,2944,0,0,0,0,train
6407,residential,1299,0,-1,0,0,train
6408,residential,1779,-1,1,0,-1,train
6409,residential,1409,0,-1,2,-1,train
6410,residential,2314,1,0,0,0,train
6411,medium_office,979,0,0,0,0,train
6412,medium_office,1943,0,0,-2,0,train
6413,medium_office,955,-1,0,2,-1,train
6414,mixed_use,2284,0,0,1,0,train
6415,mixed_use,1429,1,0,0,0,train
6416,medium_office,2422,0,1,-1,-1,train
6417,residential,857,1,1,0,1,train
6418,medium_office,1006,0,0,0,0,train
6419,residential,459,-1,-2,-1,-1,train
6420,medium_office,961,-1,-2,0,-2,train
6421,mixed_use,515,0,0,-1,0,train
6422,residential,43,0,1,0,0,train
6423,medium_office,1867,-1,2,0,-1,train
6424,mixed_use,1319,0,0,1,0,train
6425,mixed_use,1622,2,0,0,0,train
6426,mixed_use,1714,0,0,0,0,train
6427,mixed_use,1551,1,0,2,0,train
6428,mixed_use,2117,0,0,0,0,train
6429,medium_office,567,0,0,-1,0,train
6430,residential,567,1,0,0,0,train
6431,medium_office,1505,0,-1,2,-1,train
6432,medium_office,421,0,0,2,0,train
6433,mixed_use,2949,0,-1,1,-1,train
6434,residential,2158,1,-2,0,-2,train
6435,mixed_use,2692,1,0,2,0,train
6436,mixed_use,148,0,0,1,0,train
6437,medium_office,1420,0,0,-1,0,train
6438,mixed_use,2894,0,0,-1,0,train
6439,medium_office,226,-2,-2,0,-2,train
6440,residential,2601,1,1,-1,1,train
6441,residential,2763,-1,0,1,-1,train
6442,mixed_use,698,-1,0,0,0,train
6443,mixed_use,1755,0,1,-1,-1,train
6444,medium_office,1410,1,0,1,1,train
6445,medium_office,406,0,0,1,0,train
6446,residential,488,1,0,0,0,train
6447,mixed_use,2314,1,1,-1,1,train
6448,medium_office,83,0,0,1,0,train
6449,medium_office,514,0,0,0,0,train
6450,residential,1180,0,-2,0,0,train
6451,residential,1167,1,0,1,1,train
6452,medium_office,218,0,0,0,0,train
6453,medium_office,1142,-2,1,2,-2,train
6454,mixed_use,2892,-1,0,0,0,train
6455,medium_office,1168,-1,0,1,-1,train
6456,mixed_use,2829,0,0,1,0,train
6457,medium_office,1754,-1,-1,0,-1,train
6458,mixed_use,2066,-2,1,0,-2,train
6459,mixed_use,1755,1,0,0,0,train
6460,residential,1671,0,0,0,0,train
6461,mixed_use,136,2,0,0,0,train
6462,mixed_use,1360,0,0,0,0,train
6463,medium_office,2027,0,-1,0,0,train
6464,residential,2029,0,-1,1,-1,train
6465,mixed_use,2826,2,0,0,0,train
6466,mixed_use,363,1,-1,1,1,train
6467,medium_office,1688,0,1,0,0,train
6468,mixed_use,2927,1,0,0,0,train
6469,residential,1956,0,0,0,0,train
6470,residential,798,0,0,2,0,train
6471,residential,1849,0,1,-1,-1,train
6472,mixed_use,1325,0,0,0,0,train
6473,medium_office,1782,0,1,0,0,train
6474,residential,166,-1,0,-2,-2,train
6475,residential,2972,0,0,-2,0,train
6476,medium_office,1525,0,2,0,0,train
6477,residential,93,0,0,-1,0,train
6478,mixed_use,2209,-1,0,1,-1,train
6479,mixed_use,886,0,1,0,0,train
6480,mixed_use,2005,0,0,0,0,train
6481,medium_office,2229,1,0,-1,-1,train
6482,mixed_use,140,0,1,1,1,train
6483,mixed_use,1966,1,-1,0,-1,train
6484,mixed_use,2173,-1,0,-2,-2,train
6485,residential,2807,0,-1,0,0,train
6486,residential,405,-2,0,-1,-2,train
6487,mixed_use,830,0,0,-1,0,train
6488,residential,2409,0,1,0,0,train
6489,residential,1399,0,1,2,0,train
6490,mixed_use,2879,0,0,2,0,train
6491,residential,2692,0,0,1,0,train
6492,residential,1134,0,0,1,0,train
6493,medium_office,346,0,-1,0,0,train
6494,medium_office,2138,0,2,0,0,train
6495,mixed_use,1089,0,0,0,0,train
6496,mixed_use,2725,1,-2,1,1,train
6497,medium_office,2245,0,0,-1,0,train
6498,mixed_use,1413,0,1,-1,-1,train
6499,mixed_use,2084,2,0,-1,-1,train
6500,residential,2325,2,-1,-1,-1,train
6501,residential,1777,0,0,0,0,train
6502,mixed_use,1353,0,0,-2,0,train
6503,mixed_use,2603,0,0,2,0,train
6504,mixed_use,2842,0,0,-1,0,train
6505,residential,2595,1,0,1,1,train
6506,medium_office,450,0,0,0,0,train
6507,residential,725,0,0,-2,0,train
6508,mixed_use,6,1,0,0,0,train
6509,residential,2804,0,0,0,0,train
6510,residential,2345,0,2,-1,-1,train
6511,residential,148,0,2,0,0,train
6512,mixed_use,993,2,0,0,0,train
6513,residential,2628,0,1,0,0,train
6514,mixed_use,2950,0,1,1,1,train
6515,mixed_use,150,0,1,0,0,train
6516,mixed_use,2428,0,0,0,0,train
6517,residential,643,-1,-1,2,-1,train
6518,mixed_use,2263,0,-1,0,0,train
6519,medium_office,2905,0,0,1,0,train
6520,medium_office,1344,0,0,-1,0,train
6521,mixed_use,1013,0,1,2,0,train
6522,mixed_use,1880,0,0,-1,0,train
6523,residential,1428,0,0,0,0,train
6524,mixed_use,992,0,0,0,0,train
6525,residential,1240,1,0,1,1,train
6526,medium_office,2773,-2,0,0,0,train
6527,residential,190,0,0,0,0,train
6528,mixed_use,181,0,1,1,1,train
6529,mixed_use,1670,-2,2,-1,-2,train
6530,mixed_use,1424,0,0,-2,0,train
6531,residential,2561,0,1,-2,-2,train
6532,mixed_use,374,1,1,2,1,train
6533,residential,1287,-1,0,2,-1,train
6534,mixed_use,1739,-1,0,-2,-2,train
6535,residential,312,2,0,1,0,train
6536,mixed_use,163,0,-1,0,0,train
6537,mixed_use,462,-1,1,1,1,train
6538,mixed_use,339,-1,0,0,0,train
6539,mixed_use,2830,0,0,2,0,train
6540,mixed_use,2179,2,0,0,0,train
6541,residential,2548,-1,0,2,-1,train
6542,medium_office,1150,0,0,0,0,train
6543,residential,329,-1,0,1,-1,train
6544,residential,1402,0,-1,1,-1,train
6545,medium_office,98,0,0,0,0,train
6546,medium_office,1463,0,-1,0,0,train
6547,residential,249,-2,0,0,0,train
6548,residential,2823,0,0,1,0,train
6549,mixed_use,1806,0,0,-1,0,train
6550,medium_office,1275,0,-1,0,0,train
6551,mixed_use,2776,0,0,0,0,train
6552,mixed_use,332,0,0,0,0,train
6553,mixed_use,13,0,-2,0,0,train
6554,mixed_use,1842,0,-2,1,-2,train
6555,residential,1054,0,1,0,0,train
6556,residential,1056,0,-1,0,0,train
6557,mixed_use,1100,0,-1,0,0,train
6558,residential,732,0,0,0,0,train
6559,mixed_use,1871,0,0,1,0,train
6560,mixed_use,1485,0,0,0,0,train
6561,mixed_use,959,1,2,0,0,train
6562,residential,1173,0,0,0,0,train
6563,medium_office,898,2,0,0,0,train
6564,residential,1983,0,-1,1,-1,train
6565,mixed_use,453,0,-2,-1,-2,train
6566,medium_office,1005,2,0,-1,-1,train
6567,residential,1835,1,-1,0,-1,train
6568,mixed_use,2831,-1,1,0,-1,train
6569,residential,1004,0,1,-1,-1,train
6570,mixed_use,200,0,0,1,0,train
6571,residential,2082,1,1,0,1,train
6572,residential,1152,0,-1,0,0,train
6573,mixed_use,1557,1,0,0,0,train
6574,medium_office,1097,0,0,0,0,train
6575,residential,297,0,0,0,0,train
6576,medium_office,725,0,-2,0,0,train
6577,medium_office,1829,1,0,-2,-2,train
6578,medium_office,386,0,-1,1,-1,train
6579,mixed_use,368,0,-1,1,-1,train
6580,residential,1448,0,0,0,0,train
6581,residential,738,0,1,1,1,train
6582,residential,1780,0,0,-1,0,train
6583,medium_office,1049,-1,-1,-1,-1,train
6584,residential,1949,-1,0,0,0,train
6585,residential,2526,0,1,0,0,train
6586,mixed_use,589,1,0,-1,-1,train
6587,mixed_use,2006,0,0,1,0,train
