hour,zone_temp_C,zone_rh_pct,co2_ppm,occupancy_frac,hvac_power_kw,hvac_power_kw_na,lighting_kw,pmv,ppd_pct,ashrae55_ok,outdoor_temp_C,peak_demand_kw
680,27.35,50.3,954.0,1.0,378.43,288.74,10.15,0.429,93.4,1,28.77,388.58
681,26.78,45.0,986.0,1.0,346.2,264.15,10.77,0.251,94.1,1,26.85,356.97
682,26.48,43.1,1040.0,1.0,304.2,232.1,10.86,0.157,94.5,1,24.78,315.06
683,24.87,40.7,955.0,1.0,255.29,194.79,10.35,0.22,94.3,1,22.7,265.64
684,24.14,44.2,990.0,1.0,202.8,154.74,10.49,-0.041,95.0,1,20.74,213.29
685,23.34,41.5,982.0,1.0,255.29,194.79,10.17,-0.479,95.2,1,19.05,265.45
686,23.26,38.3,1060.0,1.0,304.2,232.1,10.3,-0.025,94.9,1,17.73,314.5
687,22.99,39.1,984.0,1.0,346.2,264.15,10.87,-0.19,95.2,1,16.88,357.07
688,21.54,39.5,986.0,1.0,378.43,288.74,10.09,-0.204,95.2,1,16.56,388.52
689,21.26,40.8,969.0,1.0,398.69,304.2,10.76,-0.214,95.2,1,16.77,409.45
690,21.53,45.5,1000.0,1.0,405.6,309.47,10.1,-0.462,95.2,1,17.52,415.7
691,21.36,46.4,408.0,0.19,306.68,234.0,0.29,-0.431,95.3,1,18.74,306.98
692,22.26,53.7,400.0,0.19,291.1,222.11,0.58,-0.232,95.2,1,20.36,291.68
693,21.14,54.6,430.0,0.0,266.31,203.19,0.0,-0.597,95.1,1,22.27,266.31
694,22.47,57.2,408.0,0.1,234.0,178.54,0.68,-0.32,95.3,1,24.32,234.68
695,23.22,58.1,426.0,0.07,196.38,149.83,0.32,-0.141,95.1,1,26.39,196.69
696,23.23,57.6,400.0,0.25,156.0,119.03,0.75,0.184,94.4,1,28.33,156.75
697,24.69,60.7,407.0,0.08,196.38,149.83,0.98,0.022,94.8,1,30.01,197.35
698,25.44,59.3,400.0,0.1,234.0,178.54,0.42,0.108,94.6,1,31.32,234.42
699,26.42,63.0,444.0,0.16,266.31,203.19,0.03,0.267,94.1,1,32.16,266.34
700,27.56,59.7,403.0,0.16,291.1,222.11,0.85,0.527,92.9,1,32.47,291.95
701,27.18,57.9,400.0,0.24,306.68,234.0,0.27,0.469,93.2,1,32.24,306.96
702,26.9,55.7,400.0,0.12,312.0,238.06,0.15,0.21,94.3,1,31.48,312.15
703,27.28,56.5,400.0,0.08,306.68,234.0,0.88,0.232,94.2,1,30.24,307.56
704,27.54,47.6,1007.0,1.0,378.43,288.74,10.23,0.46,93.2,1,28.61,388.66
705,26.06,51.5,1025.0,1.0,346.2,264.15,10.61,0.388,93.6,1,26.69,356.81
706,25.47,45.0,979.0,1.0,304.2,232.1,10.25,0.256,94.1,1,24.62,314.45
707,25.48,40.5,1004.0,1.0,255.29,194.79,10.71,0.035,94.8,1,22.54,266.0
708,24.32,40.1,1006.0,1.0,202.8,154.74,10.65,0.158,94.5,1,20.58,213.45
709,23.98,37.2,1011.0,1.0,255.29,194.79,10.51,-0.056,95.0,1,18.89,265.8
710,22.93,41.3,949.0,1.0,304.2,232.1,10.56,-0.183,95.2,1,17.57,314.76
711,22.67,38.2,972.0,1.0,346.2,264.15,10.23,-0.279,95.3,1,16.72,356.43
712,21.33,41.5,959.0,1.0,378.43,288.74,10.02,-0.114,95.1,1,16.39,388.45
713,21.54,44.9,1001.0,1.0,398.69,304.2,10.8,-0.688,94.9,1,16.61,409.49
714,21.34,43.3,973.0,1.0,405.6,309.47,10.89,-0.584,95.1,1,17.36,416.49
715,20.95,46.4,400.0,0.07,306.68,234.0,0.78,-0.55,95.2,1,18.58,307.46
716,21.08,46.9,400.0,0.22,291.1,222.11,0.71,-0.181,95.2,1,20.2,291.81
717,22.68,51.4,400.0,0.2,266.31,203.19,0.47,-0.428,95.3,1,22.11,266.78
718,22.79,59.7,400.0,0.07,234.0,178.54,0.58,-0.408,95.3,1,24.16,234.58
719,23.18,58.3,423.0,0.3,196.38,149.83,0.69,-0.151,95.2,1,26.23,197.07
720,24.42,57.9,414.0,0.28,156.0,119.03,0.03,0.021,94.8,1,28.17,156.03
721,25.81,58.3,405.0,0.08,196.38,149.83,0.42,0.369,93.7,1,29.85,196.8
722,24.83,59.9,400.0,0.13,234.0,178.54,0.22,0.174,94.4,1,31.16,234.22
723,25.85,60.0,400.0,0.27,266.31,203.19,0.36,0.216,94.3,1,32.0,266.67
724,26.62,58.0,400.0,0.12,291.1,222.11,0.75,0.251,94.1,1,32.31,291.85
725,28.11,58.5,400.0,0.29,306.68,234.0,0.36,0.414,93.5,1,32.08,307.05
726,27.63,53.5,407.0,0.06,312.0,238.06,0.74,1.013,89.6,0,31.32,312.74
727,27.77,51.1,419.0,0.22,306.68,234.0,0.97,0.559,92.7,1,30.08,307.66
728,26.52,51.2,1010.0,1.0,378.43,288.74,10.92,0.553,92.7,1,28.45,389.35
729,26.06,45.5,1038.0,1.0,346.2,264.15,10.83,0.353,93.7,1,26.53,357.03
730,26.22,46.9,983.0,1.0,304.2,232.1,10.85,0.277,94.0,1,24.46,315.05
731,25.31,43.2,982.0,1.0,255.29,194.79,10.39,0.287,94.0,1,22.38,265.68
732,24.78,37.9,1031.0,1.0,202.8,154.74,10.73,0.113,94.6,1,20.42,213.53
733,23.64,40.7,1005.0,1.0,255.29,194.79,10.67,-0.06,95.0,1,18.73,265.96
734,23.15,36.6,993.0,1.0,304.2,232.1,10.98,-0.247,95.2,1,17.41,315.18
735,22.47,41.6,1055.0,1.0,346.2,264.15,10.57,-0.424,95.3,1,16.56,356.78
736,22.31,40.6,1017.0,1.0,378.43,288.74,10.43,-0.348,95.3,1,16.23,388.86
737,22.03,46.3,994.0,1.0,398.69,304.2,10.84,-0.466,95.2,1,16.45,409.53
738,20.71,46.7,979.0,1.0,405.6,309.47,10.75,-0.073,95.0,1,17.2,416.35
739,20.51,44.8,440.0,0.05,306.68,234.0,0.12,-0.273,95.3,1,18.42,306.81
740,22.43,45.5,406.0,0.25,291.1,222.11,0.6,-0.568,95.1,1,20.04,291.7
741,23.01,50.6,401.0,0.03,266.31,203.19,0.59,-0.587,95.1,1,21.95,266.9
742,22.53,52.1,420.0,0.22,234.0,178.54,0.63,-0.33,95.3,1,24.0,234.63
743,22.83,60.4,426.0,0.02,196.38,149.83,0.94,-0.346,95.3,1,26.07,197.32
744,24.59,58.4,416.0,0.01,156.0,119.03,0.6,-0.092,95.1,1,28.01,156.6
745,25.79,61.4,427.0,0.13,196.38,149.83,0.87,-0.065,95.0,1,29.69,197.25
746,26.95,59.4,414.0,0.11,234.0,178.54,0.36,0.185,94.4,1,31.0,234.36
747,26.93,59.4,417.0,0.16,266.31,203.19,0.06,0.291,94.0,1,31.84,266.37
748,26.97,58.8,400.0,0.21,291.1,222.11,0.38,0.462,93.2,1,32.15,291.48
749,27.01,59.6,454.0,0.09,306.68,234.0,0.53,0.442,93.3,1,31.92,307.22
750,27.57,56.0,400.0,0.06,312.0,238.06,0.83,0.32,93.9,1,31.16,312.83
751,27.31,50.9,409.0,0.25,306.68,234.0,0.63,0.726,91.7,0,29.92,307.32
752,26.66,53.7,960.0,1.0,378.43,288.74,10.44,0.514,93.0,1,28.29,388.87
753,27.72,47.3,997.0,1.0,346.2,264.15,10.46,0.245,94.2,1,26.37,356.66
754,26.97,44.5,983.0,1.0,304.2,232.1,11.0,0.073,94.7,1,24.3,315.2
755,25.92,37.6,1004.0,1.0,255.29,194.79,10.14,-0.164,95.2,1,22.22,265.43
756,24.12,42.9,1010.0,1.0,202.8,154.74,10.21,-0.308,95.3,1,20.26,213.01
757,24.23,40.7,971.0,1.0,255.29,194.79,10.63,0.08,94.7,1,18.57,265.91
758,23.41,40.2,999.0,1.0,304.2,232.1,10.7,-0.062,95.0,1,17.25,314.9
759,22.69,39.4,1042.0,1.0,346.2,264.15,10.39,-0.47,95.2,1,16.4,356.6
760,22.62,40.0,961.0,1.0,378.43,288.74,10.03,-0.16,95.2,1,16.08,388.46
761,22.02,41.9,974.0,1.0,398.69,304.2,10.52,-0.36,95.3,1,16.29,409.21
762,21.97,45.5,1026.0,1.0,405.6,309.47,10.14,-0.459,95.2,1,17.04,415.74
763,22.02,48.2,402.0,0.03,306.68,234.0,0.06,-0.311,95.3,1,18.26,306.74
764,22.18,49.1,405.0,0.16,291.1,222.11,0.34,-0.309,95.3,1,19.88,291.44
765,21.59,54.0,431.0,0.29,266.31,203.19,0.14,-0.323,95.3,1,21.79,266.44
766,23.15,54.4,400.0,0.15,234.0,178.54,0.44,-0.298,95.3,1,23.85,234.44
767,23.56,55.7,400.0,0.24,196.38,149.83,0.76,-0.151,95.2,1,25.91,197.14
768,23.98,58.8,400.0,0.14,156.0,119.03,0.05,-0.322,95.3,1,27.86,156.05
769,26.24,56.8,400.0,0.26,196.38,149.83,0.5,-0.031,95.0,1,29.54,196.88
770,26.99,60.5,440.0,0.24,234.0,178.54,0.5,0.61,92.4,1,30.84,234.5
771,27.43,56.7,400.0,0.21,266.31,203.19,0.0,0.188,94.4,1,31.68,266.31
772,27.35,56.8,400.0,0.18,291.1,222.11,0.74,0.063,94.7,1,31.99,291.84
773,28.21,53.4,400.0,0.16,306.68,234.0,0.09,0.664,92.1,1,31.76,306.77
774,27.64,55.1,442.0,0.29,312.0,238.06,0.93,0.55,92.8,1,31.0,312.93
775,27.64,56.3,400.0,0.17,306.68,234.0,0.64,0.544,92.8,1,29.76,307.32
776,26.69,50.2,990.0,1.0,378.43,288.74,10.29,0.402,93.5,1,28.13,388.72
777,26.96,49.2,952.0,1.0,346.2,264.15,10.93,0.536,92.8,1,26.21,357.13
778,26.18,50.1,992.0,1.0,304.2,232.1,10.4,0.556,92.7,1,24.14,314.6
779,24.78,44.1,1026.0,1.0,255.29,194.79,10.26,0.025,94.8,1,22.06,265.55
780,24.63,40.1,1008.0,1.0,202.8,154.74,10.38,0.127,94.6,1,20.11,213.18
781,23.84,39.2,997.0,1.0,255.29,194.79,10.61,0.094,94.7,1,18.41,265.9
782,24.06,40.0,953.0,1.0,304.2,232.1,10.72,-0.366,95.3,1,17.1,314.92
783,22.99,39.0,990.0,1.0,346.2,264.15,10.66,-0.052,95.0,1,16.25,356.86
784,22.07,40.0,1004.0,1.0,378.43,288.74,10.92,-0.21,95.2,1,15.92,389.35
785,21.9,44.6,970.0,1.0,398.69,304.2,10.96,-0.731,94.8,0,16.13,409.65
786,21.69,46.6,1020.0,1.0,405.6,309.47,10.2,-0.181,95.2,1,16.88,415.8
787,21.68,43.7,427.0,0.1,306.68,234.0,0.91,-0.721,94.9,0,18.11,307.6
788,21.54,47.9,400.0,0.3,291.1,222.11,0.11,-0.571,95.1,1,19.73,291.21
789,22.48,51.2,422.0,0.11,266.31,203.19,0.96,-0.217,95.2,1,21.63,267.27
790,22.81,55.8,400.0,0.11,234.0,178.54,0.26,-0.042,95.0,1,23.69,234.26
791,23.29,59.0,434.0,0.29,196.38,149.83,0.27,-0.11,95.1,1,25.76,196.64
792,24.95,63.8,461.0,0.2,156.0,119.03,0.42,-0.126,95.1,1,27.7,156.42
793,25.67,58.6,400.0,0.28,196.38,149.83,0.18,0.077,94.7,1,29.38,196.56
794,25.3,59.2,423.0,0.19,234.0,178.54,0.83,0.174,94.4,1,30.68,234.83
795,26.76,60.9,439.0,0.07,266.31,203.19,0.12,0.522,92.9,1,31.52,266.43
796,27.8,57.5,400.0,0.12,291.1,222.11,0.44,0.352,93.7,1,31.84,291.54
797,28.13,57.1,400.0,0.26,306.68,234.0,0.91,0.353,93.7,1,31.6,307.59
798,28.22,54.6,400.0,0.15,312.0,238.06,0.64,0.205,94.3,1,30.84,312.64
799,27.63,47.8,400.0,0.21,306.68,234.0,0.61,0.364,93.7,1,29.61,307.29
800,26.89,50.7,400.0,0.05,291.1,222.11,0.99,0.409,93.5,1,27.97,292.09
801,26.3,47.5,400.0,0.12,266.31,203.19,0.02,0.127,94.6,1,26.06,266.33
802,26.39,48.0,425.0,0.25,234.0,178.54,0.32,-0.099,95.1,1,23.99,234.32
803,25.69,43.3,400.0,0.28,196.38,149.83,0.13,0.325,93.8,1,21.9,196.5
804,25.37,39.1,400.0,0.1,156.0,119.03,0.18,-0.2,95.2,1,19.95,156.18
805,24.5,40.0,420.0,0.05,196.38,149.83,0.22,-0.391,95.3,1,18.26,196.59
806,23.17,35.8,417.0,0.01,234.0,178.54,0.63,0.064,94.7,1,16.94,234.63
807,21.99,37.8,400.0,0.04,266.31,203.19,0.27,-0.184,95.2,1,16.09,266.58
808,21.98,42.4,417.0,0.25,291.1,222.11,0.66,-0.228,95.2,1,15.76,291.76
809,21.95,42.1,440.0,0.14,306.68,234.0,0.74,-0.382,95.3,1,15.98,307.42
810,21.64,46.4,400.0,0.09,312.0,238.06,0.4,-0.238,95.2,1,16.73,312.4
811,21.56,43.0,400.0,0.23,306.68,234.0,0.54,-0.306,95.3,1,17.95,307.22
812,22.28,49.0,426.0,0.24,291.1,222.11,0.13,-0.502,95.2,1,19.57,291.23
813,22.38,51.2,452.0,0.11,266.31,203.19,0.75,-0.567,95.1,1,21.47,267.06
814,22.94,56.5,400.0,0.27,234.0,178.54,0.42,-0.507,95.2,1,23.53,234.42
815,24.14,58.1,401.0,0.14,196.38,149.83,0.83,-0.157,95.2,1,25.6,197.21
816,24.56,59.7,433.0,0.08,156.0,119.03,0.53,-0.22,95.2,1,27.54,156.53
817,25.66,62.6,403.0,0.27,196.38,149.83,0.7,-0.03,95.0,1,29.22,197.07
818,26.4,59.3,400.0,0.05,234.0,178.54,0.36,0.22,94.3,1,30.53,234.36
819,26.32,62.4,413.0,0.3,266.31,203.19,0.37,0.633,92.3,1,31.36,266.68
820,27.13,56.8,400.0,0.18,291.1,222.11,0.44,0.131,94.6,1,31.68,291.54
821,28.39,55.2,400.0,0.27,306.68,234.0,0.64,0.489,93.1,1,31.45,307.32
822,27.2,56.9,400.0,0.05,312.0,238.06,0.51,0.25,94.1,1,30.69,312.51
823,26.62,50.0,436.0,0.12,306.68,234.0,0.8,0.372,93.6,1,29.45,307.49
824,26.45,51.6,400.0,0.26,291.1,222.11,0.05,0.619,92.4,1,27.82,291.15
825,26.92,48.1,410.0,0.25,266.31,203.19,0.9,0.184,94.4,1,25.9,267.21
826,26.31,47.6,417.0,0.26,234.0,178.54,0.93,0.197,94.3,1,23.83,234.93
827,25.51,43.2,405.0,0.08,196.38,149.83,0.24,0.158,94.5,1,21.75,196.62
828,25.41,41.7,409.0,0.19,156.0,119.03,0.1,0.14,94.5,1,19.79,156.1
829,22.69,41.5,411.0,0.12,196.38,149.83,0.57,-0.239,95.2,1,18.1,196.95
830,23.5,38.7,404.0,0.1,234.0,178.54,0.06,0.002,94.9,1,16.78,234.06
831,23.47,38.8,400.0,0.16,266.31,203.19,0.23,-0.443,95.3,1,15.93,266.54
832,21.65,42.1,400.0,0.21,291.1,222.11,0.51,-0.336,95.3,1,15.61,291.61
833,21.73,42.5,400.0,0.16,306.68,234.0,0.61,-0.521,95.2,1,15.82,307.3
834,21.44,43.8,400.0,0.07,312.0,238.06,0.19,-0.352,95.3,1,16.57,312.19
835,21.47,46.8,413.0,0.24,306.68,234.0,0.93,-0.077,95.0,1,17.8,307.62
836,22.06,52.7,433.0,0.29,291.1,222.11,0.18,-0.489,95.2,1,19.42,291.28
837,23.42,51.2,410.0,0.11,266.31,203.19,0.15,-0.357,95.3,1,21.32,266.46
838,24.25,53.6,400.0,0.25,234.0,178.54,0.16,-0.336,95.3,1,23.38,234.16
839,23.89,53.3,400.0,0.26,196.38,149.83,0.93,-0.247,95.2,1,25.45,197.31
840,25.79,58.3,400.0,0.08,156.0,119.03,0.88,-0.14,95.1,1,27.39,156.88
841,25.63,60.8,400.0,0.21,196.38,149.83,0.03,0.126,94.6,1,29.07,196.41
842,27.22,61.7,400.0,0.28,234.0,178.54,0.73,0.095,94.7,1,30.37,234.73
843,26.92,60.0,407.0,0.22,266.31,203.19,0.07,0.204,94.3,1,31.21,266.38
844,27.51,60.8,403.0,0.01,291.1,222.11,0.08,-0.2,95.2,1,31.52,291.18
845,27.93,58.9,456.0,0.18,306.68,234.0,0.08,0.76,91.5,0,31.29,306.76
846,29.44,57.6,414.0,0.23,312.0,238.06,0.83,0.829,91.0,0,30.53,312.83
847,28.18,55.0,457.0,0.19,306.68,234.0,0.43,0.613,92.4,1,29.3,307.11
848,27.1,53.6,1021.0,1.0,378.43,288.74,10.56,0.258,94.1,1,27.66,388.99
849,27.47,47.5,1033.0,1.0,346.2,264.15,10.03,0.101,94.6,1,25.75,356.23
850,26.18,42.8,989.0,1.0,304.2,232.1,10.9,-0.063,95.0,1,23.68,315.1
851,25.4,44.6,968.0,1.0,255.29,194.79,10.98,0.257,94.1,1,21.59,266.27
852,25.32,43.1,987.0,1.0,202.8,154.74,10.24,0.253,94.1,1,19.64,213.04
853,24.11,43.6,1000.0,1.0,255.29,194.79,10.66,-0.096,95.1,1,17.95,265.95
854,23.51,42.6,981.0,1.0,304.2,232.1,10.68,-0.078,95.0,1,16.63,314.88
855,22.76,44.1,970.0,1.0,346.2,264.15,10.97,-0.265,95.3,1,15.78,357.17
856,22.45,42.4,1013.0,1.0,378.43,288.74,10.48,-0.587,95.1,1,15.45,388.91
857,22.2,43.1,970.0,1.0,398.69,304.2,10.24,-0.281,95.3,1,15.67,408.93
858,20.92,41.8,954.0,1.0,405.6,309.47,10.36,-0.311,95.3,1,16.42,415.96
859,22.32,47.6,400.0,0.09,306.68,234.0,0.64,-0.681,94.9,1,17.64,307.32
860,21.8,48.4,400.0,0.27,291.1,222.11,0.47,-0.272,95.3,1,19.26,291.57
861,22.05,52.6,400.0,0.23,266.31,203.19,0.08,-0.383,95.3,1,21.17,266.39
862,23.37,54.7,400.0,0.18,234.0,178.54,0.81,-0.302,95.3,1,23.22,234.81
863,24.17,57.7,418.0,0.13,196.38,149.83,0.86,-0.051,95.0,1,25.29,197.24
864,24.56,58.2,417.0,0.27,156.0,119.03,0.48,0.072,94.7,1,27.23,156.48
865,26.1,61.4,400.0,0.22,196.38,149.83,0.52,0.307,93.9,1,28.91,196.9
866,25.74,54.5,400.0,0.13,234.0,178.54,0.49,0.08,94.7,1,30.22,234.49
867,26.83,60.2,400.0,0.15,266.31,203.19,0.53,0.467,93.2,1,31.06,266.84
868,27.22,61.3,420.0,0.03,291.1,222.11,0.1,0.201,94.3,1,31.37,291.2
869,27.79,61.1,427.0,0.24,306.68,234.0,0.43,0.447,93.3,1,31.14,307.12
870,28.06,56.9,411.0,0.25,312.0,238.06,0.45,0.478,93.1,1,30.38,312.45
871,27.32,56.4,436.0,0.11,306.68,234.0,1.0,0.677,92.0,1,29.14,307.68
872,27.89,50.8,1052.0,1.0,378.43,288.74,10.05,0.435,93.4,1,27.51,388.48
873,27.08,47.9,986.0,1.0,346.2,264.15,10.31,0.301,93.9,1,25.59,356.51
874,25.49,46.5,1045.0,1.0,304.2,232.1,10.5,0.535,92.8,1,23.52,314.7
875,24.73,43.3,992.0,1.0,255.29,194.79,10.85,0.044,94.8,1,21.44,266.14
876,24.93,40.0,1031.0,1.0,202.8,154.74,10.46,-0.094,95.1,1,19.49,213.26
877,24.05,39.4,1021.0,1.0,255.29,194.79,10.29,-0.505,95.2,1,17.79,265.58
878,23.39,37.8,941.0,1.0,304.2,232.1,10.54,-0.293,95.3,1,16.48,314.74
879,22.81,41.3,971.0,1.0,346.2,264.15,10.3,-0.541,95.2,1,15.63,356.5
880,22.47,41.1,963.0,1.0,378.43,288.74,10.55,-0.483,95.2,1,15.3,388.98
881,22.53,41.9,947.0,1.0,398.69,304.2,10.69,-0.435,95.3,1,15.52,409.38
882,21.4,43.5,1026.0,1.0,405.6,309.47,10.53,-0.717,94.9,0,16.26,416.13
883,21.48,48.0,462.0,0.29,306.68,234.0,0.61,-0.648,95.0,1,17.49,307.29
884,21.82,51.1,400.0,0.17,291.1,222.11,0.04,-0.753,94.8,0,19.11,291.14
885,22.99,49.9,426.0,0.24,266.31,203.19,0.66,-0.456,95.2,1,21.01,266.97
886,24.09,52.0,445.0,0.03,234.0,178.54,0.97,-0.439,95.3,1,23.07,234.97
887,23.98,58.6,406.0,0.1,196.38,149.83,0.49,0.299,94.0,1,25.14,196.87
888,23.72,55.7,400.0,0.27,156.0,119.03,0.8,0.301,94.0,1,27.08,156.8
889,24.9,60.6,400.0,0.24,196.38,149.83,0.55,0.398,93.5,1,28.76,196.92
890,26.06,63.2,416.0,0.22,234.0,178.54,0.7,-0.009,94.9,1,30.07,234.7
891,26.82,63.0,426.0,0.18,266.31,203.19,0.31,0.318,93.9,1,30.9,266.62
892,27.38,60.4,414.0,0.08,291.1,222.11,0.97,0.192,94.4,1,31.22,292.07
893,27.91,58.8,413.0,0.18,306.68,234.0,0.22,0.852,90.8,0,30.99,306.9
894,27.84,59.9,400.0,0.02,312.0,238.06,0.16,0.666,92.1,1,30.23,312.16
895,28.42,48.4,400.0,0.06,306.68,234.0,0.05,0.272,94.1,1,28.99,306.73
896,27.26,49.5,1027.0,1.0,378.43,288.74,10.54,0.507,93.0,1,27.36,388.97
897,26.69,49.6,961.0,1.0,346.2,264.15,10.62,0.057,94.8,1,25.44,356.82
898,26.74,44.7,1019.0,1.0,304.2,232.1,10.65,0.223,94.2,1,23.37,314.85
899,25.01,45.7,1023.0,1.0,255.29,194.79,10.17,0.094,94.7,1,21.29,265.46
900,25.2,41.5,966.0,1.0,202.8,154.74,10.65,0.148,94.5,1,19.34,213.45
901,24.29,40.7,982.0,1.0,255.29,194.79,10.17,0.068,94.7,1,17.64,265.45
902,23.44,39.5,1064.0,1.0,304.2,232.1,10.75,-0.246,95.2,1,16.33,314.95
903,23.69,39.2,998.0,1.0,346.2,264.15,10.28,-0.398,95.3,1,15.48,356.48
904,22.11,40.0,963.0,1.0,378.43,288.74,10.42,-1.08,93.6,0,15.15,388.85
905,23.15,43.1,1024.0,1.0,398.69,304.2,10.37,-0.171,95.2,1,15.37,409.06
906,21.91,43.0,977.0,1.0,405.6,309.47,10.37,-0.632,95.0,1,16.11,415.97
907,21.49,48.9,400.0,0.22,306.68,234.0,0.72,-0.463,95.2,1,17.34,307.41
908,22.47,50.8,416.0,0.03,291.1,222.11,1.0,0.019,94.8,1,18.96,292.1
909,22.37,54.3,400.0,0.19,266.31,203.19,0.53,-0.592,95.1,1,20.86,266.84
910,23.16,52.3,410.0,0.08,234.0,178.54,0.4,-0.246,95.2,1,22.92,234.4
911,24.46,53.3,400.0,0.22,196.38,149.83,0.29,-0.03,95.0,1,24.99,196.67
912,25.32,58.4,421.0,0.16,156.0,119.03,0.62,0.218,94.3,1,26.93,156.62
913,25.51,65.3,406.0,0.05,196.38,149.83,0.45,0.13,94.6,1,28.61,196.83
914,27.04,62.5,400.0,0.12,234.0,178.54,0.77,0.485,93.1,1,29.92,234.77
915,27.75,58.7,411.0,0.15,266.31,203.19,0.61,0.27,94.1,1,30.75,266.92
916,28.37,59.7,400.0,0.3,291.1,222.11,0.41,0.542,92.8,1,31.07,291.51
917,28.22,58.9,443.0,0.14,306.68,234.0,0.95,0.566,92.7,1,30.84,307.64
918,28.74,52.7,412.0,0.05,312.0,238.06,0.01,0.482,93.1,1,30.08,312.01
919,27.02,55.8,423.0,0.17,306.68,234.0,0.69,0.548,92.8,1,28.84,307.37
920,27.5,50.1,979.0,1.0,378.43,288.74,10.41,0.258,94.1,1,27.21,388.84
921,26.76,47.7,976.0,1.0,346.2,264.15,10.12,0.294,94.0,1,25.29,356.32
922,26.63,45.5,999.0,1.0,304.2,232.1,10.09,-0.007,94.9,1,23.22,314.29
923,25.56,45.6,989.0,1.0,255.29,194.79,10.65,0.041,94.8,1,21.14,265.94
924,24.99,40.1,1040.0,1.0,202.8,154.74,10.15,0.228,94.2,1,19.19,212.95
925,25.24,37.1,995.0,1.0,255.29,194.79,10.86,-0.045,95.0,1,17.49,266.14
926,23.5,40.7,963.0,1.0,304.2,232.1,10.31,-0.188,95.2,1,16.18,314.51
927,23.17,36.1,975.0,1.0,346.2,264.15,10.34,-0.673,95.0,1,15.33,356.55
928,22.37,40.5,1029.0,1.0,378.43,288.74,10.66,-0.369,95.3,1,15.0,389.09
929,22.23,45.0,995.0,1.0,398.69,304.2,10.22,-0.496,95.2,1,15.22,408.91
930,22.1,45.8,993.0,1.0,405.6,309.47,10.01,-0.393,95.3,1,15.96,415.61
931,22.42,49.0,432.0,0.17,306.68,234.0,0.45,-0.206,95.2,1,17.19,307.13
932,23.08,50.8,400.0,0.21,291.1,222.11,0.53,-0.515,95.2,1,18.81,291.63
933,23.8,57.0,400.0,0.14,266.31,203.19,0.45,-0.417,95.3,1,20.71,266.75
934,23.76,53.4,400.0,0.22,234.0,178.54,0.46,-0.066,95.0,1,22.77,234.46
935,24.63,57.5,407.0,0.15,196.38,149.83,0.67,-0.25,95.2,1,24.84,197.04
936,24.53,57.5,400.0,0.2,156.0,119.03,0.85,0.017,94.9,1,26.78,156.85
937,25.85,61.4,400.0,0.08,196.38,149.83,0.37,-0.27,95.3,1,28.46,196.74
938,27.09,59.9,430.0,0.16,234.0,178.54,0.79,0.188,94.4,1,29.77,234.79
939,27.67,63.2,405.0,0.14,266.31,203.19,0.06,0.615,92.4,1,30.6,266.37
940,27.83,57.8,412.0,0.09,291.1,222.11,0.48,0.5,93.0,1,30.92,291.58
941,28.47,60.2,413.0,0.02,306.68,234.0,0.38,0.663,92.1,1,30.69,307.06
942,28.37,56.6,400.0,0.15,312.0,238.06,0.47,0.691,91.9,1,29.93,312.47
943,28.63,53.0,409.0,0.0,306.68,234.0,0.09,0.753,91.5,0,28.69,306.78
944,27.88,51.6,1027.0,1.0,378.43,288.74,10.14,0.364,93.7,1,27.06,388.57
945,27.08,48.4,1034.0,1.0,346.2,264.15,10.29,0.542,92.8,1,25.14,356.49
946,26.81,46.1,1022.0,1.0,304.2,232.1,10.27,0.7,91.9,1,23.07,314.47
947,24.45,42.9,1015.0,1.0,255.29,194.79,10.39,0.124,94.6,1,20.99,265.67
948,25.34,40.2,948.0,1.0,202.8,154.74,10.46,-0.264,95.3,1,19.04,213.26
949,22.55,39.8,1000.0,1.0,255.29,194.79,10.22,-0.248,95.2,1,17.34,265.51
950,22.79,36.6,971.0,1.0,304.2,232.1,10.62,-0.156,95.2,1,16.03,314.82
951,23.26,41.9,1038.0,1.0,346.2,264.15,10.38,-0.686,94.9,1,15.18,356.58
952,22.8,38.6,1034.0,1.0,378.43,288.74,10.06,-0.585,95.1,1,14.85,388.49
953,21.68,42.2,971.0,1.0,398.69,304.2,10.24,-0.549,95.2,1,15.07,408.93
954,21.8,45.9,999.0,1.0,405.6,309.47,10.56,-0.478,95.2,1,15.82,416.16
955,22.95,48.6,407.0,0.25,306.68,234.0,0.61,-0.124,95.1,1,17.04,307.29
956,22.33,46.0,427.0,0.27,291.1,222.11,0.8,-0.295,95.3,1,18.66,291.9
957,24.17,51.9,400.0,0.18,266.31,203.19,0.25,-0.576,95.1,1,20.57,266.55
958,23.67,55.5,400.0,0.27,234.0,178.54,0.56,0.524,92.9,1,22.62,234.56
959,24.6,56.8,401.0,0.21,196.38,149.83,0.48,-0.133,95.1,1,24.69,196.85
960,25.99,61.1,400.0,0.13,156.0,119.03,0.85,-0.336,95.3,1,26.63,156.85
961,26.02,57.9,405.0,0.04,196.38,149.83,0.73,-0.078,95.0,1,28.31,197.11
962,26.18,55.9,418.0,0.29,234.0,178.54,0.13,0.044,94.8,1,29.62,234.13
963,27.25,61.4,437.0,0.21,266.31,203.19,0.96,0.084,94.7,1,30.46,267.27
964,27.77,57.8,400.0,0.11,291.1,222.11,0.36,0.536,92.8,1,30.77,291.46
