hour,month,hour_of_day,occupied,T_outdoor_C,T_zone1_RB_C,PMV_zone1_RB,T_zone1_NA_C,PMV_zone1_NA,kWh_m2_RB,kWh_m2_NA
1663,3,7,0,19.9,21.38,-0.09,21.48,0.002,0.0118,0.0104
1664,3,8,0,19.6,20.6,-0.146,21.06,-0.085,0.0118,0.0104
1665,3,9,0,19.12,23.75,0.218,23.56,0.075,0.0118,0.0104
1666,3,10,0,18.5,21.42,-0.121,21.14,-0.092,0.0118,0.0104
1667,3,11,0,17.78,23.08,0.12,23.29,0.109,0.0118,0.0104
1668,3,12,0,17.0,23.05,0.152,23.09,0.132,0.0118,0.0104
1669,3,13,0,16.22,22.55,0.022,22.28,0.011,0.0118,0.0104
1670,3,14,0,15.5,22.03,0.038,22.11,0.009,0.0118,0.0104
1671,3,15,0,14.88,22.52,0.027,22.57,0.029,0.0118,0.0104
1672,3,16,0,14.4,19.87,-0.19,19.66,-0.255,0.0118,0.0104
1673,3,17,0,14.1,22.14,0.04,22.28,-0.004,0.0118,0.0104
1674,3,18,0,14.0,24.0,0.143,24.33,0.209,0.0118,0.0104
1675,3,19,0,14.1,24.29,0.118,24.24,0.182,0.0118,0.0104
1676,3,20,0,14.4,22.13,-0.008,21.78,-0.021,0.0118,0.0104
1677,3,21,0,14.88,24.69,0.323,24.61,0.303,0.0118,0.0104
1678,3,22,0,15.5,24.65,0.167,24.74,0.288,0.0118,0.0104
1679,3,23,0,16.22,24.07,0.294,24.05,0.231,0.0118,0.0104
1680,3,0,0,17.0,23.35,0.152,23.68,0.093,0.0118,0.0104
1681,3,1,0,17.78,21.75,-0.065,22.11,0.004,0.0118,0.0104
1682,3,2,0,18.5,20.93,-0.023,21.47,-0.08,0.0118,0.0104
1683,3,3,0,19.12,22.72,0.103,22.52,0.067,0.0118,0.0104
1684,3,4,0,19.6,23.72,0.319,23.82,0.151,0.0118,0.0104
1685,3,5,0,19.9,19.93,-0.285,19.82,-0.263,0.0118,0.0104
1686,3,6,0,20.0,21.0,-0.148,20.72,-0.112,0.0118,0.0104
1687,3,7,0,19.9,21.74,0.019,21.69,-0.054,0.0118,0.0104
1688,3,8,1,19.6,22.1,-0.087,22.21,-0.05,0.0118,0.0104
1689,3,9,1,19.12,23.02,0.205,23.17,0.121,0.0118,0.0104
1690,3,10,1,18.5,23.73,0.188,23.67,0.217,0.0118,0.0104
1691,3,11,1,17.78,19.31,-0.162,19.44,-0.248,0.0118,0.0104
1692,3,12,1,17.0,24.98,0.296,24.79,0.28,0.0118,0.0104
1693,3,13,1,16.22,19.17,-0.337,18.82,-0.293,0.0118,0.0104
1694,3,14,1,15.5,23.81,0.222,23.91,0.186,0.0118,0.0104
1695,3,15,1,14.88,24.3,0.233,24.31,0.223,0.0118,0.0104
1696,3,16,1,14.4,23.53,0.201,23.4,0.106,0.0118,0.0104
1697,3,17,1,14.1,20.85,-0.119,21.06,-0.108,0.0118,0.0104
1698,3,18,1,14.0,23.84,0.173,23.65,0.207,0.0118,0.0104
1699,3,19,0,14.1,24.81,0.267,25.28,0.365,0.0118,0.0104
1700,3,20,0,14.4,21.08,-0.21,20.8,-0.069,0.0118,0.0104
1701,3,21,0,14.88,21.2,-0.125,21.17,-0.063,0.0118,0.0104
1702,3,22,0,15.5,21.94,0.016,21.55,-0.089,0.0118,0.0104
1703,3,23,0,16.22,21.24,-0.147,20.61,-0.133,0.0118,0.0104
1704,3,0,0,17.0,19.55,-0.245,19.11,-0.305,0.0118,0.0104
1705,3,1,0,17.78,25.49,0.305,26.04,0.421,0.0118,0.0104
1706,3,2,0,18.5,23.62,0.088,23.44,0.144,0.0118,0.0104
1707,3,3,0,19.12,22.24,0.046,22.11,-0.012,0.0118,0.0104
1708,3,4,0,19.6,20.77,-0.104,20.8,-0.155,0.0118,0.0104
1709,3,5,0,19.9,23.89,0.16,23.36,0.128,0.0118,0.0104
1710,3,6,0,20.0,21.55,0.048,21.38,-0.088,0.0118,0.0104
1711,3,7,0,19.9,26.16,0.421,26.29,0.444,0.0118,0.0104
1712,3,8,1,19.6,26.29,0.373,26.0,0.377,0.0118,0.0104
1713,3,9,1,19.12,22.55,0.056,22.03,0.054,0.0118,0.0104
1714,3,10,1,18.5,22.73,0.042,22.64,0.091,0.0118,0.0104
1715,3,11,1,17.78,21.26,0.023,21.82,-0.011,0.0118,0.0104
1716,3,12,1,17.0,22.48,0.103,22.79,0.055,0.0118,0.0104
1717,3,13,1,16.22,21.71,-0.009,21.31,-0.049,0.0118,0.0104
1718,3,14,1,15.5,20.48,-0.22,20.34,-0.193,0.0118,0.0104
1719,3,15,1,14.88,23.33,0.118,23.11,0.062,0.0118,0.0104
1720,3,16,1,14.4,22.78,0.042,22.77,0.071,0.0118,0.0104
1721,3,17,1,14.1,22.77,0.003,22.53,0.107,0.0118,0.0104
1722,3,18,1,14.0,21.55,0.006,21.52,0.058,0.0118,0.0104
1723,3,19,0,14.1,20.63,-0.172,20.77,-0.139,0.0118,0.0104
1724,3,20,0,14.4,21.42,-0.06,21.08,-0.136,0.0118,0.0104
1725,3,21,0,14.88,23.92,0.213,23.94,0.18,0.0118,0.0104
1726,3,22,0,15.5,21.95,-0.063,22.04,-0.007,0.0118,0.0104
1727,3,23,0,16.22,21.21,-0.184,20.94,-0.065,0.0118,0.0104
1728,3,0,0,17.0,21.47,0.0,21.82,-0.057,0.0118,0.0104
1729,3,1,0,17.78,20.87,-0.026,21.64,-0.037,0.0118,0.0104
1730,3,2,0,18.5,22.89,0.11,22.7,0.048,0.0118,0.0104
1731,3,3,0,19.12,19.45,-0.254,19.06,-0.328,0.0118,0.0104
1732,3,4,0,19.6,22.4,0.001,22.08,0.033,0.0118,0.0104
1733,3,5,0,19.9,22.87,0.131,22.87,0.101,0.0118,0.0104
1734,3,6,0,20.0,24.67,0.246,24.53,0.214,0.0118,0.0104
1735,3,7,0,19.9,21.86,0.051,22.15,0.043,0.0118,0.0104
1736,3,8,1,19.6,19.81,-0.311,20.13,-0.16,0.0118,0.0104
1737,3,9,1,19.12,21.95,-0.072,22.16,0.051,0.0118,0.0104
1738,3,10,1,18.5,20.3,-0.22,20.1,-0.242,0.0118,0.0104
1739,3,11,1,17.78,22.64,0.198,23.18,0.121,0.0118,0.0104
1740,3,12,1,17.0,24.18,0.242,24.24,0.214,0.0118,0.0104
1741,3,13,1,16.22,22.79,0.05,22.95,0.093,0.0118,0.0104
1742,3,14,1,15.5,22.41,-0.012,22.66,0.064,0.0118,0.0104
1743,3,15,1,14.88,25.37,0.404,25.72,0.372,0.0118,0.0104
1744,3,16,1,14.4,22.98,0.176,23.28,0.07,0.0118,0.0104
1745,3,17,1,14.1,20.53,-0.161,20.92,-0.128,0.0118,0.0104
1746,3,18,1,14.0,20.62,-0.208,20.45,-0.092,0.0118,0.0104
1747,3,19,0,14.1,22.47,0.076,22.45,0.074,0.0118,0.0104
1748,3,20,0,14.4,23.92,0.16,24.24,0.215,0.0118,0.0104
1749,3,21,0,14.88,23.65,0.165,23.5,0.161,0.0118,0.0104
1750,3,22,0,15.5,23.68,0.204,23.14,0.107,0.0118,0.0104
1751,3,23,0,16.22,23.56,0.237,23.79,0.22,0.0118,0.0104
1752,3,0,0,17.0,24.52,0.267,24.95,0.296,0.0118,0.0104
1753,3,1,0,17.78,23.81,0.165,24.03,0.215,0.0118,0.0104
1754,3,2,0,18.5,22.45,0.109,22.19,0.021,0.0118,0.0104
1755,3,3,0,19.12,25.57,0.329,25.09,0.31,0.0118,0.0104
1756,3,4,0,19.6,24.21,0.236,24.33,0.199,0.0118,0.0104
1757,3,5,0,19.9,20.76,-0.192,20.86,-0.13,0.0118,0.0104
1758,3,6,0,20.0,23.25,0.205,22.96,0.132,0.0118,0.0104
1759,3,7,0,19.9,20.14,-0.3,19.86,-0.237,0.0118,0.0104
1760,3,8,1,19.6,23.65,0.188,23.53,0.107,0.0118,0.0104
1761,3,9,1,19.12,23.7,0.17,23.53,0.15,0.0118,0.0104
1762,3,10,1,18.5,20.59,-0.092,20.25,-0.163,0.0118,0.0104
1763,3,11,1,17.78,24.08,0.215,24.17,0.165,0.0118,0.0104
1764,3,12,1,17.0,22.09,0.107,22.09,0.029,0.0118,0.0104
1765,3,13,1,16.22,24.8,0.245,24.98,0.302,0.0118,0.0104
1766,3,14,1,15.5,22.85,0.066,22.57,0.051,0.0118,0.0104
1767,3,15,1,14.88,24.91,0.351,24.28,0.2,0.0118,0.0104
1768,3,16,1,14.4,20.44,-0.119,20.8,-0.083,0.0118,0.0104
1769,3,17,1,14.1,23.7,0.198,24.32,0.227,0.0118,0.0104
1770,3,18,1,14.0,23.01,0.062,23.39,0.119,0.0118,0.0104
1771,3,19,0,14.1,22.04,0.011,21.41,-0.116,0.0118,0.0104
1772,3,20,0,14.4,22.58,0.034,22.84,0.134,0.0118,0.0104
1773,3,21,0,14.88,20.31,-0.135,20.67,-0.185,0.0118,0.0104
1774,3,22,0,15.5,26.57,0.413,26.55,0.412,0.0118,0.0104
1775,3,23,0,16.22,22.17,0.022,22.13,0.004,0.0118,0.0104
1776,3,0,0,17.0,23.45,0.048,23.33,0.129,0.0118,0.0104
1777,3,1,0,17.78,18.95,-0.354,19.05,-0.29,0.0118,0.0104
1778,3,2,0,18.5,24.47,0.3,24.19,0.206,0.0118,0.0104
1779,3,3,0,19.12,25.13,0.271,25.02,0.323,0.0118,0.0104
1780,3,4,0,19.6,21.85,-0.039,21.59,-0.042,0.0118,0.0104
1781,3,5,0,19.9,24.51,0.252,23.93,0.212,0.0118,0.0104
1782,3,6,0,20.0,22.79,0.075,23.18,0.113,0.0118,0.0104
1783,3,7,0,19.9,23.39,0.119,23.42,0.157,0.0118,0.0104
1784,3,8,1,19.6,21.52,-0.074,21.34,-0.026,0.0118,0.0104
1785,3,9,1,19.12,17.67,-0.431,17.79,-0.472,0.0118,0.0104
1786,3,10,1,18.5,22.96,0.126,23.11,0.031,0.0118,0.0104
1787,3,11,1,17.78,24.55,0.289,24.33,0.255,0.0118,0.0104
1788,3,12,1,17.0,21.18,-0.101,21.38,-0.124,0.0118,0.0104
1789,3,13,1,16.22,24.25,0.182,24.02,0.19,0.0118,0.0104
1790,3,14,1,15.5,22.91,0.118,22.89,0.049,0.0118,0.0104
1791,3,15,1,14.88,21.39,0.034,21.35,-0.068,0.0118,0.0104
1792,3,16,1,14.4,24.13,0.189,24.14,0.207,0.0118,0.0104
1793,3,17,1,14.1,22.25,0.093,22.43,0.054,0.0118,0.0104
1794,3,18,1,14.0,24.28,0.207,23.99,0.177,0.0118,0.0104
1795,3,19,0,14.1,22.97,0.134,22.86,0.058,0.0118,0.0104
1796,3,20,0,14.4,22.56,-0.047,22.77,0.141,0.0118,0.0104
1797,3,21,0,14.88,22.08,0.015,21.47,-0.052,0.0118,0.0104
1798,3,22,0,15.5,22.38,0.075,22.67,0.076,0.0118,0.0104
1799,3,23,0,16.22,23.18,0.206,23.14,0.07,0.0118,0.0104
1800,3,0,0,17.0,22.71,0.112,22.73,0.048,0.0118,0.0104
1801,3,1,0,17.78,19.88,-0.197,19.93,-0.162,0.0118,0.0104
1802,3,2,0,18.5,20.59,-0.022,20.94,-0.117,0.0118,0.0104
1803,3,3,0,19.12,20.56,-0.143,20.44,-0.139,0.0118,0.0104
1804,3,4,0,19.6,21.61,-0.094,22.08,-0.044,0.0118,0.0104
1805,3,5,0,19.9,24.16,0.206,23.48,0.241,0.0118,0.0104
1806,3,6,0,20.0,22.48,0.045,22.15,0.013,0.0118,0.0104
1807,3,7,0,19.9,22.74,0.022,22.94,0.145,0.0118,0.0104
1808,3,8,0,19.6,22.87,0.055,23.09,0.147,0.0118,0.0104
1809,3,9,0,19.12,22.11,-0.035,22.2,-0.01,0.0118,0.0104
1810,3,10,0,18.5,23.53,0.111,23.4,0.121,0.0118,0.0104
1811,3,11,0,17.78,23.55,0.149,23.36,0.136,0.0118,0.0104
1812,3,12,0,17.0,19.62,-0.221,19.18,-0.304,0.0118,0.0104
1813,3,13,0,16.22,24.09,0.244,24.38,0.292,0.0118,0.0104
1814,3,14,0,15.5,22.38,0.008,22.57,0.131,0.0118,0.0104
1815,3,15,0,14.88,25.48,0.367,25.48,0.389,0.0118,0.0104
1816,3,16,0,14.4,22.28,0.072,22.08,0.011,0.0118,0.0104
1817,3,17,0,14.1,22.77,-0.008,22.52,0.06,0.0118,0.0104
1818,3,18,0,14.0,23.86,0.258,23.79,0.158,0.0118,0.0104
1819,3,19,0,14.1,20.92,-0.112,20.9,-0.087,0.0118,0.0104
1820,3,20,0,14.4,21.34,0.032,21.75,-0.026,0.0118,0.0104
1821,3,21,0,14.88,24.37,0.291,24.06,0.237,0.0118,0.0104
1822,3,22,0,15.5,23.8,0.032,23.79,0.16,0.0118,0.0104
1823,3,23,0,16.22,21.56,-0.038,21.27,-0.086,0.0118,0.0104
1824,3,0,0,17.0,21.26,-0.109,20.95,-0.072,0.0118,0.0104
1825,3,1,0,17.78,21.51,-0.072,21.35,-0.054,0.0118,0.0104
1826,3,2,0,18.5,23.18,0.17,22.27,0.07,0.0118,0.0104
1827,3,3,0,19.12,20.92,-0.13,20.63,-0.159,0.0118,0.0104
1828,3,4,0,19.6,22.84,0.028,22.25,0.071,0.0118,0.0104
1829,3,5,0,19.9,21.11,-0.071,21.48,-0.106,0.0118,0.0104
1830,3,6,0,20.0,23.45,0.123,23.42,0.149,0.0118,0.0104
1831,3,7,0,19.9,23.21,0.18,23.42,0.155,0.0118,0.0104
1832,3,8,0,19.6,20.44,-0.009,20.29,-0.149,0.0118,0.0104
1833,3,9,0,19.12,26.05,0.417,26.47,0.456,0.0118,0.0104
1834,3,10,0,18.5,22.45,0.045,21.92,0.029,0.0118,0.0104
1835,3,11,0,17.78,21.6,0.003,21.72,-0.055,0.0118,0.0104
1836,3,12,0,17.0,21.82,-0.059,21.52,-0.087,0.0118,0.0104
1837,3,13,0,16.22,21.15,-0.131,21.58,-0.039,0.0118,0.0104
1838,3,14,0,15.5,21.75,0.04,22.1,0.036,0.0118,0.0104
1839,3,15,0,14.88,22.96,0.036,22.89,0.147,0.0118,0.0104
1840,3,16,0,14.4,21.36,-0.011,21.56,-0.061,0.0118,0.0104
1841,3,17,0,14.1,24.06,0.292,24.29,0.215,0.0118,0.0104
1842,3,18,0,14.0,20.57,-0.132,20.42,-0.156,0.0118,0.0104
1843,3,19,0,14.1,21.91,0.015,21.34,-0.007,0.0118,0.0104
1844,3,20,0,14.4,23.2,0.148,23.38,0.15,0.0118,0.0104
1845,3,21,0,14.88,23.9,0.174,24.02,0.178,0.0118,0.0104
1846,3,22,0,15.5,22.13,-0.003,22.22,0.032,0.0118,0.0104
1847,3,23,0,16.22,23.16,0.18,23.41,0.143,0.0118,0.0104
1848,3,0,0,17.0,20.54,-0.144,20.43,-0.212,0.0118,0.0104
1849,3,1,0,17.78,24.58,0.277,24.63,0.304,0.0118,0.0104
1850,3,2,0,18.5,21.55,-0.05,21.73,-0.033,0.0118,0.0104
1851,3,3,0,19.12,21.34,-0.085,21.84,0.005,0.0118,0.0104
1852,3,4,0,19.6,19.69,-0.179,20.04,-0.193,0.0118,0.0104
1853,3,5,0,19.9,22.16,0.13,22.28,-0.025,0.0118,0.0104
1854,3,6,0,20.0,23.67,0.166,23.4,0.133,0.0118,0.0104
1855,3,7,0,19.9,21.86,-0.071,21.85,0.016,0.0118,0.0104
1856,3,8,1,19.6,19.81,-0.235,19.97,-0.238,0.0118,0.0104
1857,3,9,1,19.12,22.8,0.082,22.34,-0.009,0.0118,0.0104
1858,3,10,1,18.5,23.19,0.097,22.91,0.1,0.0118,0.0104
1859,3,11,1,17.78,21.34,-0.142,21.32,-0.049,0.0118,0.0104
1860,3,12,1,17.0,25.15,0.319,25.99,0.422,0.0118,0.0104
1861,3,13,1,16.22,19.83,-0.178,20.28,-0.187,0.0118,0.0104
1862,3,14,1,15.5,24.36,0.213,24.28,0.242,0.0118,0.0104
1863,3,15,1,14.88,20.9,-0.162,21.21,-0.11,0.0118,0.0104
1864,3,16,1,14.4,21.14,-0.117,21.36,-0.104,0.0118,0.0104
1865,3,17,1,14.1,21.59,-0.1,21.58,-0.076,0.0118,0.0104
1866,3,18,1,14.0,25.67,0.351,25.41,0.33,0.0118,0.0104
1867,3,19,0,14.1,21.87,0.034,22.05,-0.004,0.0118,0.0104
1868,3,20,0,14.4,20.65,-0.14,21.03,-0.045,0.0118,0.0104
1869,3,21,0,14.88,19.13,-0.191,19.19,-0.292,0.0118,0.0104
1870,3,22,0,15.5,22.16,-0.012,22.25,0.016,0.0118,0.0104
1871,3,23,0,16.22,21.99,0.061,21.81,-0.006,0.0118,0.0104
1872,3,0,0,17.0,22.88,0.074,23.12,0.089,0.0118,0.0104
1873,3,1,0,17.78,21.6,-0.093,21.6,-0.055,0.0118,0.0104
1874,3,2,0,18.5,21.73,-0.166,22.36,0.031,0.0118,0.0104
1875,3,3,0,19.12,25.09,0.347,25.13,0.316,0.0118,0.0104
1876,3,4,0,19.6,21.5,-0.04,20.83,-0.141,0.0118,0.0104
1877,3,5,0,19.9,21.3,0.017,21.15,-0.013,0.0118,0.0104
1878,3,6,0,20.0,22.83,0.024,22.69,0.083,0.0118,0.0104
1879,3,7,0,19.9,25.17,0.198,25.1,0.33,0.0118,0.0104
1880,3,8,1,19.6,23.98,0.207,23.5,0.164,0.0118,0.0104
1881,3,9,1,19.12,22.39,0.09,22.15,0.003,0.0118,0.0104
1882,3,10,1,18.5,20.27,-0.11,19.66,-0.216,0.0118,0.0104
1883,3,11,1,17.78,22.63,0.037,22.5,0.018,0.0118,0.0104
1884,3,12,1,17.0,21.85,-0.052,21.22,-0.088,0.0118,0.0104
1885,3,13,1,16.22,23.41,0.181,23.4,0.181,0.0118,0.0104
1886,3,14,1,15.5,24.09,0.209,24.23,0.193,0.0118,0.0104
1887,3,15,1,14.88,23.61,0.178,24.11,0.269,0.0118,0.0104
1888,3,16,1,14.4,20.21,-0.136,19.87,-0.206,0.0118,0.0104
1889,3,17,1,14.1,24.47,0.204,24.47,0.24,0.0118,0.0104
1890,3,18,1,14.0,20.2,-0.131,19.86,-0.188,0.0118,0.0104
1891,3,19,0,14.1,23.04,0.087,22.53,0.016,0.0118,0.0104
1892,3,20,0,14.4,24.26,0.172,24.09,0.21,0.0118,0.0104
1893,3,21,0,14.88,21.54,-0.083,21.98,-0.043,0.0118,0.0104
1894,3,22,0,15.5,19.27,-0.301,19.26,-0.317,0.0118,0.0104
1895,3,23,0,16.22,24.28,0.227,24.48,0.289,0.0118,0.0104
1896,3,0,0,17.0,23.49,0.097,23.25,0.149,0.0118,0.0104
1897,3,1,0,17.78,23.09,0.067,23.15,0.133,0.0118,0.0104
1898,3,2,0,18.5,21.37,0.009,21.34,-0.086,0.0118,0.0104
1899,3,3,0,19.12,20.14,-0.136,19.82,-0.21,0.0118,0.0104
1900,3,4,0,19.6,22.31,0.055,22.15,-0.01,0.0118,0.0104
1901,3,5,0,19.9,22.96,0.051,22.74,0.055,0.0118,0.0104
1902,3,6,0,20.0,21.94,0.005,21.92,-0.118,0.0118,0.0104
1903,3,7,0,19.9,21.29,0.004,21.17,-0.115,0.0118,0.0104
1904,3,8,1,19.6,22.74,0.009,23.19,0.131,0.0118,0.0104
1905,3,9,1,19.12,21.3,-0.11,21.15,-0.107,0.0118,0.0104
1906,3,10,1,18.5,26.58,0.513,26.84,0.498,0.0118,0.0104
1907,3,11,1,17.78,20.09,-0.137,20.21,-0.205,0.0118,0.0104
1908,3,12,1,17.0,23.95,0.287,24.16,0.203,0.0118,0.0104
1909,3,13,1,16.22,20.85,-0.043,20.75,-0.18,0.0118,0.0104
1910,3,14,1,15.5,19.4,-0.282,19.42,-0.257,0.0118,0.0104
1911,3,15,1,14.88,23.92,0.098,23.75,0.237,0.0118,0.0104
1912,3,16,1,14.4,21.0,-0.044,20.69,-0.143,0.0118,0.0104
1913,3,17,1,14.1,22.4,0.095,22.55,0.045,0.0118,0.0104
1914,3,18,1,14.0,24.78,0.316,24.14,0.189,0.0118,0.0104
1915,3,19,0,14.1,24.56,0.222,24.6,0.28,0.0118,0.0104
1916,3,20,0,14.4,23.84,0.132,24.03,0.189,0.0118,0.0104
1917,3,21,0,14.88,22.49,0.087,22.48,-0.012,0.0118,0.0104
1918,3,22,0,15.5,23.0,0.058,22.91,0.069,0.0118,0.0104
1919,3,23,0,16.22,22.18,-0.017,21.1,-0.116,0.0118,0.0104
1920,3,0,0,17.0,23.3,0.119,23.06,0.152,0.0118,0.0104
1921,3,1,0,17.78,23.99,0.174,24.26,0.243,0.0118,0.0104
1922,3,2,0,18.5,22.15,0.035,22.09,-0.009,0.0118,0.0104
1923,3,3,0,19.12,24.74,0.305,24.69,0.313,0.0118,0.0104
1924,3,4,0,19.6,24.05,0.227,23.62,0.188,0.0118,0.0104
1925,3,5,0,19.9,23.84,0.151,23.5,0.18,0.0118,0.0104
1926,3,6,0,20.0,21.36,0.015,21.27,-0.075,0.0118,0.0104
1927,3,7,0,19.9,21.41,-0.042,21.15,-0.125,0.0118,0.0104
1928,3,8,1,19.6,22.13,0.078,22.23,0.043,0.0118,0.0104
1929,3,9,1,19.12,21.43,-0.072,21.78,-0.059,0.0118,0.0104
1930,3,10,1,18.5,22.24,0.032,22.67,0.068,0.0118,0.0104
1931,3,11,1,17.78,24.96,0.231,24.53,0.204,0.0118,0.0104
1932,3,12,1,17.0,23.06,0.183,23.11,0.118,0.0118,0.0104
1933,3,13,1,16.22,21.89,-0.005,21.89,-0.061,0.0118,0.0104
1934,3,14,1,15.5,26.57,0.467,26.72,0.491,0.0118,0.0104
1935,3,15,1,14.88,23.56,0.125,23.52,0.17,0.0118,0.0104
1936,3,16,1,14.4,23.08,0.179,22.84,0.092,0.0118,0.0104
1937,3,17,1,14.1,23.59,0.161,24.01,0.211,0.0118,0.0104
1938,3,18,1,14.0,23.72,0.174,23.5,0.154,0.0118,0.0104
1939,3,19,0,14.1,21.07,-0.164,21.76,-0.063,0.0118,0.0104
1940,3,20,0,14.4,24.47,0.196,24.69,0.287,0.0118,0.0104
1941,3,21,0,14.88,24.7,0.4,24.69,0.218,0.0118,0.0104
1942,3,22,0,15.5,23.54,0.199,23.89,0.183,0.0118,0.0104
1943,3,23,0,16.22,22.06,0.047,22.2,0.038,0.0118,0.0104
1944,3,0,0,17.0,24.06,0.195,23.75,0.147,0.0118,0.0104
1945,3,1,0,17.78,21.92,-0.003,22.23,0.101,0.0118,0.0104
1946,3,2,0,18.5,22.79,0.084,22.81,0.062,0.0118,0.0104
1947,3,3,0,19.12,22.41,0.047,22.75,0.051,0.0118,0.0104
1948,3,4,0,19.6,21.11,-0.085,20.98,-0.066,0.0118,0.0104
1949,3,5,0,19.9,20.49,-0.144,20.39,-0.216,0.0118,0.0104
1950,3,6,0,20.0,21.25,-0.115,21.05,-0.09,0.0118,0.0104
1951,3,7,0,19.9,22.26,0.047,22.09,0.061,0.0118,0.0104
1952,3,8,1,19.6,24.96,0.325,24.38,0.233,0.0118,0.0104
1953,3,9,1,19.12,22.73,0.079,22.61,0.066,0.0118,0.0104
1954,3,10,1,18.5,21.63,-0.059,21.36,-0.057,0.0118,0.0104
1955,3,11,1,17.78,23.4,0.115,23.65,0.174,0.0118,0.0104
1956,3,12,1,17.0,23.94,0.191,24.29,0.223,0.0118,0.0104
1957,3,13,1,16.22,22.79,0.069,22.44,0.067,0.0118,0.0104
1958,3,14,1,15.5,23.46,0.157,23.38,0.113,0.0118,0.0104
1959,3,15,1,14.88,23.56,0.142,23.53,0.142,0.0118,0.0104
1960,3,16,1,14.4,22.41,0.073,22.27,0.015,0.0118,0.0104
1961,3,17,1,14.1,24.89,0.244,25.33,0.335,0.0118,0.0104
1962,3,18,1,14.0,21.52,0.053,21.43,-0.067,0.0118,0.0104
1963,3,19,0,14.1,23.04,0.054,23.2,0.095,0.0118,0.0104
1964,3,20,0,14.4,20.69,-0.273,20.43,-0.141,0.0118,0.0104
1965,3,21,0,14.88,25.58,0.287,25.63,0.343,0.0118,0.0104
1966,3,22,0,15.5,21.81,0.024,21.51,-0.025,0.0118,0.0104
1967,3,23,0,16.22,20.77,-0.047,20.98,-0.044,0.0118,0.0104
1968,3,0,0,17.0,26.8,0.621,26.53,0.442,0.0118,0.0104
1969,3,1,0,17.78,21.61,-0.068,21.71,-0.017,0.0118,0.0104
1970,3,2,0,18.5,20.52,-0.084,20.45,-0.157,0.0118,0.0104
1971,3,3,0,19.12,22.71,0.13,22.85,0.036,0.0118,0.0104
1972,3,4,0,19.6,23.38,0.146,23.3,0.161,0.0118,0.0104
1973,3,5,0,19.9,20.71,-0.226,20.4,-0.176,0.0118,0.0104
1974,3,6,0,20.0,24.5,0.183,24.46,0.231,0.0118,0.0104
1975,3,7,0,19.9,20.27,-0.154,19.93,-0.242,0.0118,0.0104
1976,3,8,0,19.6,24.17,0.221,24.15,0.206,0.0118,0.0104
1977,3,9,0,19.12,23.66,0.183,23.89,0.206,0.0118,0.0104
1978,3,10,0,18.5,22.18,0.001,22.34,0.035,0.0118,0.0104
1979,3,11,0,17.78,22.09,-0.026,21.95,0.009,0.0118,0.0104
1980,3,12,0,17.0,24.47,0.184,24.82,0.32,0.0118,0.0104
1981,3,13,0,16.22,22.02,-0.043,22.2,0.025,0.0118,0.0104
1982,3,14,0,15.5,22.97,0.127,22.53,0.093,0.0118,0.0104
1983,3,15,0,14.88,22.24,0.014,22.65,0.09,0.0118,0.0104
1984,3,16,0,14.4,19.17,-0.208,19.9,-0.219,0.0118,0.0104
1985,3,17,0,14.1,19.54,-0.318,19.63,-0.224,0.0118,0.0104
1986,3,18,0,14.0,23.12,0.168,22.83,0.108,0.0118,0.0104
1987,3,19,0,14.1,23.96,0.126,23.97,0.226,0.0118,0.0104
1988,3,20,0,14.4,22.09,0.077,21.68,0.031,0.0118,0.0104
1989,3,21,0,14.88,22.44,0.048,23.09,0.097,0.0118,0.0104
1990,3,22,0,15.5,21.55,-0.084,22.05,0.027,0.0118,0.0104
1991,3,23,0,16.22,21.66,0.018,21.52,-0.059,0.0118,0.0104
1992,3,0,0,17.0,21.89,0.069,22.23,0.043,0.0118,0.0104
1993,3,1,0,17.78,21.52,-0.044,21.36,-0.054,0.0118,0.0104
1994,3,2,0,18.5,21.02,-0.094,21.24,-0.128,0.0118,0.0104
1995,3,3,0,19.12,21.11,-0.093,20.96,-0.048,0.0118,0.0104
1996,3,4,0,19.6,22.86,0.097,22.61,0.05,0.0118,0.0104
1997,3,5,0,19.9,22.99,0.159,23.16,0.115,0.0118,0.0104
1998,3,6,0,20.0,24.96,0.26,25.23,0.389,0.0118,0.0104
1999,3,7,0,19.9,22.99,0.182,22.74,0.136,0.0118,0.0104
2000,3,8,0,19.6,22.45,0.036,22.3,0.051,0.0118,0.0104
2001,3,9,0,19.12,24.42,0.247,24.59,0.304,0.0118,0.0104
2002,3,10,0,18.5,22.03,-0.011,22.34,0.047,0.0118,0.0104
2003,3,11,0,17.78,22.33,0.014,22.31,0.072,0.0118,0.0104
2004,3,12,0,17.0,21.4,0.046,21.18,-0.053,0.0118,0.0104
2005,3,13,0,16.22,18.92,-0.398,18.75,-0.353,0.0118,0.0104
2006,3,14,0,15.5,17.79,-0.478,17.75,-0.423,0.0118,0.0104
2007,3,15,0,14.88,20.06,-0.215,20.09,-0.146,0.0118,0.0104
2008,3,16,0,14.4,24.62,0.245,24.85,0.345,0.0118,0.0104
2009,3,17,0,14.1,20.17,-0.187,19.75,-0.157,0.0118,0.0104
2010,3,18,0,14.0,22.2,-0.052,22.14,0.043,0.0118,0.0104
2011,3,19,0,14.1,23.93,0.162,24.17,0.195,0.0118,0.0104
2012,3,20,0,14.4,20.56,-0.198,20.59,-0.177,0.0118,0.0104
