hour,dry_bulb_C,rh_pct,solar_rad_Wm2
979,-3.4,86.0,746.0
980,-0.1,83.0,600.0
981,1.6,81.0,400.0
982,2.3,87.0,200.0
983,5.4,80.0,54.0
984,6.3,83.0,0.0
985,7.2,83.0,54.0
986,9.5,78.0,200.0
987,10.9,88.0,400.0
988,11.8,84.0,600.0
989,11.2,91.0,746.0
990,11.2,84.0,800.0
991,8.0,83.0,746.0
992,7.0,80.0,600.0
993,7.1,85.0,400.0
994,1.5,85.0,200.0
995,0.9,89.0,54.0
996,-1.7,85.0,0.0
997,-2.5,95.0,54.0
998,-4.1,87.0,200.0
999,-3.9,80.0,400.0
1000,-4.5,80.0,600.0
1001,-5.9,88.0,746.0
1002,-4.4,80.0,800.0
1003,-2.6,88.0,746.0
1004,-0.2,89.0,600.0
1005,3.4,89.0,400.0
1006,3.7,81.0,200.0
1007,4.1,90.0,54.0
1008,6.9,87.0,0.0
1009,8.9,82.0,54.0
1010,9.5,84.0,200.0
1011,11.3,87.0,400.0
1012,8.9,82.0,600.0
1013,11.5,86.0,746.0
1014,9.7,92.0,800.0
1015,8.8,90.0,746.0
1016,8.8,85.0,600.0
1017,4.1,86.0,400.0
1018,3.6,82.0,200.0
1019,2.0,82.0,54.0
1020,-0.5,77.0,0.0
1021,-4.0,86.0,54.0
1022,-2.4,88.0,200.0
1023,-4.8,85.0,400.0
1024,-5.4,81.0,600.0
1025,-5.0,85.0,746.0
1026,-4.3,92.0,800.0
1027,-3.9,90.0,746.0
1028,-0.9,85.0,600.0
1029,0.3,95.0,400.0
1030,3.6,99.0,200.0
1031,5.5,83.0,54.0
1032,8.6,84.0,0.0
1033,8.4,89.0,54.0
1034,9.1,81.0,200.0
1035,9.3,89.0,400.0
1036,13.3,86.0,600.0
1037,11.5,87.0,746.0
1038,9.4,82.0,800.0
1039,10.6,81.0,746.0
1040,8.6,75.0,600.0
1041,4.0,93.0,400.0
1042,2.5,90.0,200.0
1043,1.0,89.0,54.0
1044,-1.9,87.0,0.0
1045,-2.6,74.0,54.0
1046,-3.1,81.0,200.0
1047,-6.0,84.0,400.0
1048,-4.7,80.0,600.0
1049,-3.6,77.0,746.0
1050,-3.6,80.0,800.0
1051,-2.8,86.0,746.0
1052,-1.8,86.0,600.0
1053,1.6,90.0,400.0
1054,1.7,96.0,200.0
1055,5.2,89.0,54.0
1056,6.9,84.0,0.0
1057,9.7,94.0,54.0
1058,9.3,77.0,200.0
1059,10.2,75.0,400.0
1060,9.8,81.0,600.0
1061,11.2,89.0,746.0
1062,9.6,86.0,800.0
1063,7.9,80.0,746.0
1064,6.4,82.0,600.0
1065,5.8,79.0,400.0
1066,2.1,79.0,200.0
1067,0.1,93.0,54.0
1068,0.0,85.0,0.0
1069,-2.7,94.0,54.0
1070,-2.9,81.0,200.0
1071,-5.1,88.0,400.0
1072,-5.0,87.0,600.0
1073,-4.7,90.0,746.0
1074,-2.7,87.0,800.0
1075,-1.5,90.0,746.0
1076,-0.1,88.0,600.0
1077,0.1,80.0,400.0
1078,1.8,89.0,200.0
1079,5.6,85.0,54.0
1080,8.2,82.0,0.0
1081,9.6,89.0,54.0
1082,9.8,90.0,200.0
1083,11.3,83.0,400.0
1084,11.7,84.0,600.0
1085,10.9,79.0,746.0
1086,10.1,77.0,800.0
1087,8.8,84.0,746.0
1088,6.3,90.0,600.0
1089,4.5,83.0,400.0
1090,2.4,93.0,200.0
1091,-0.6,85.0,54.0
1092,-0.8,85.0,0.0
1093,-2.7,84.0,54.0
1094,-3.2,91.0,200.0
1095,-3.5,81.0,400.0
1096,-3.8,85.0,600.0
1097,-3.5,83.0,746.0
1098,-4.9,83.0,800.0
1099,-4.3,86.0,746.0
1100,-0.3,85.0,600.0
1101,2.0,91.0,400.0
1102,4.2,86.0,200.0
1103,5.2,88.0,54.0
1104,4.7,87.0,0.0
1105,8.8,93.0,54.0
1106,10.3,84.0,200.0
1107,11.8,84.0,400.0
1108,12.3,89.0,600.0
1109,11.5,84.0,746.0
1110,9.3,88.0,800.0
1111,7.6,97.0,746.0
1112,7.5,81.0,600.0
1113,4.3,93.0,400.0
1114,4.5,83.0,200.0
1115,-0.8,92.0,54.0
1116,-0.4,89.0,0.0
1117,-2.4,89.0,54.0
1118,-4.2,85.0,200.0
1119,-5.8,85.0,400.0
1120,-7.2,82.0,600.0
1121,-5.5,86.0,746.0
1122,-4.7,85.0,800.0
1123,-1.9,87.0,746.0
1124,-2.1,79.0,600.0
1125,1.0,86.0,400.0
1126,1.3,92.0,200.0
1127,5.2,91.0,54.0
1128,4.4,86.0,0.0
1129,10.4,99.0,54.0
1130,9.5,83.0,200.0
1131,7.7,85.0,400.0
1132,10.1,79.0,600.0
1133,9.7,84.0,746.0
1134,9.2,95.0,800.0
1135,8.2,84.0,746.0
1136,6.3,78.0,600.0
1137,4.2,90.0,400.0
1138,1.8,88.0,200.0
1139,1.7,90.0,54.0
1140,0.1,84.0,0.0
1141,-3.0,81.0,54.0
1142,-4.1,85.0,200.0
1143,-6.0,89.0,400.0
1144,-5.2,86.0,600.0
1145,-4.8,88.0,746.0
1146,-4.5,83.0,800.0
1147,-2.6,88.0,746.0
1148,-1.1,86.0,600.0
1149,-0.6,82.0,400.0
1150,3.7,87.0,200.0
1151,4.4,84.0,54.0
1152,8.2,89.0,0.0
1153,8.7,90.0,54.0
1154,11.5,89.0,200.0
1155,11.6,78.0,400.0
1156,11.0,81.0,600.0
1157,9.8,83.0,746.0
1158,9.0,82.0,800.0
1159,9.0,83.0,746.0
1160,7.0,91.0,600.0
1161,4.4,90.0,400.0
1162,3.7,84.0,200.0
1163,0.9,89.0,54.0
1164,-0.3,88.0,0.0
1165,-3.8,86.0,54.0
1166,-3.1,92.0,200.0
1167,-4.5,83.0,400.0
1168,-4.1,86.0,600.0
1169,-4.1,81.0,746.0
1170,-4.4,81.0,800.0
1171,-3.3,79.0,746.0
1172,0.3,81.0,600.0
1173,0.1,87.0,400.0
1174,3.2,85.0,200.0
1175,4.2,85.0,54.0
1176,4.6,85.0,0.0
1177,7.0,95.0,54.0
1178,9.9,81.0,200.0
1179,11.0,80.0,400.0
1180,11.1,82.0,600.0
1181,11.6,86.0,746.0
1182,10.1,89.0,800.0
1183,7.7,89.0,746.0
1184,7.4,91.0,600.0
1185,5.1,86.0,400.0
1186,2.3,84.0,200.0
1187,1.2,94.0,54.0
1188,-1.1,72.0,0.0
1189,-3.5,87.0,54.0
1190,-4.4,88.0,200.0
1191,-3.6,96.0,400.0
1192,-4.0,78.0,600.0
1193,-5.0,84.0,746.0
1194,-4.3,80.0,800.0
1195,-4.6,77.0,746.0
1196,0.2,85.0,600.0
1197,1.4,91.0,400.0
1198,3.2,92.0,200.0
1199,2.2,84.0,54.0
1200,6.5,90.0,0.0
1201,8.0,85.0,54.0
1202,10.1,89.0,200.0
1203,9.8,92.0,400.0
1204,10.4,85.0,600.0
1205,11.0,92.0,746.0
1206,8.8,80.0,800.0
1207,7.8,90.0,746.0
1208,6.9,92.0,600.0
1209,6.2,91.0,400.0
1210,3.6,81.0,200.0
1211,1.8,85.0,54.0
1212,-1.2,88.0,0.0
1213,-1.4,89.0,54.0
1214,-6.0,87.0,200.0
1215,-3.1,94.0,400.0
1216,-3.3,80.0,600.0
1217,-4.7,85.0,746.0
1218,-3.6,78.0,800.0
1219,-3.3,90.0,746.0
1220,-1.8,89.0,600.0
1221,-0.3,100.0,400.0
1222,2.3,92.0,200.0
1223,5.0,88.0,54.0
1224,6.8,88.0,0.0
1225,10.1,85.0,54.0
1226,9.5,87.0,200.0
1227,8.7,88.0,400.0
1228,12.2,77.0,600.0
1229,9.1,88.0,746.0
1230,9.0,87.0,800.0
1231,8.6,95.0,746.0
1232,7.1,86.0,600.0
1233,3.3,83.0,400.0
1234,2.0,88.0,200.0
1235,-0.8,87.0,54.0
1236,-0.7,86.0,0.0
1237,-1.8,80.0,54.0
1238,-5.5,86.0,200.0
1239,-4.2,84.0,400.0
1240,-4.5,86.0,600.0
1241,-5.9,90.0,746.0
1242,-6.5,83.0,800.0
1243,-4.3,86.0,746.0
1244,-2.2,89.0,600.0
1245,1.8,85.0,400.0
1246,2.2,100.0,200.0
1247,3.4,88.0,54.0
1248,6.5,80.0,0.0
1249,6.7,83.0,54.0
1250,9.8,82.0,200.0
1251,9.2,83.0,400.0
1252,9.7,89.0,600.0
1253,10.6,81.0,746.0
1254,11.3,85.0,800.0
1255,10.5,92.0,746.0
1256,5.6,84.0,600.0
1257,4.1,90.0,400.0
1258,3.2,78.0,200.0
1259,1.8,85.0,54.0
1260,-3.5,82.0,0.0
1261,-3.0,88.0,54.0
1262,-4.9,82.0,200.0
1263,-7.1,97.0,400.0
1264,-6.9,79.0,600.0
1265,-5.9,92.0,746.0
1266,-4.5,91.0,800.0
1267,-2.3,88.0,746.0
1268,-1.4,87.0,600.0
1269,1.1,96.0,400.0
1270,2.3,99.0,200.0
1271,3.6,86.0,54.0
1272,6.1,88.0,0.0
1273,8.7,84.0,54.0
1274,10.3,81.0,200.0
1275,10.0,89.0,400.0
1276,9.5,88.0,600.0
1277,10.5,79.0,746.0
1278,9.9,89.0,800.0
1279,9.5,88.0,746.0
1280,5.9,84.0,600.0
1281,4.0,84.0,400.0
1282,3.4,89.0,200.0
1283,0.1,95.0,54.0
1284,-1.9,89.0,0.0
1285,-1.8,91.0,54.0
1286,-5.8,83.0,200.0
1287,-3.2,85.0,400.0
1288,-6.2,90.0,600.0
1289,-4.5,80.0,746.0
1290,-4.7,88.0,800.0
1291,-3.1,89.0,746.0
1292,-2.0,87.0,600.0
1293,1.0,89.0,400.0
1294,1.9,87.0,200.0
1295,3.7,84.0,54.0
1296,8.0,81.0,0.0
1297,7.9,87.0,54.0
1298,8.5,94.0,200.0
1299,8.6,92.0,400.0
1300,12.3,85.0,600.0
1301,9.6,85.0,746.0
1302,11.5,85.0,800.0
1303,8.6,85.0,746.0
1304,6.7,89.0,600.0
1305,4.8,92.0,400.0
1306,4.8,98.0,200.0
1307,-1.7,83.0,54.0
1308,-1.2,90.0,0.0
1309,-3.4,90.0,54.0
1310,-4.7,85.0,200.0
1311,-5.2,82.0,400.0
1312,-5.9,88.0,600.0
1313,-5.2,98.0,746.0
1314,-4.7,88.0,800.0
1315,-4.7,83.0,746.0
1316,-1.4,86.0,600.0
1317,0.8,81.0,400.0
1318,1.6,87.0,200.0
1319,6.1,91.0,54.0
1320,7.5,84.0,0.0
1321,8.7,71.0,54.0
1322,10.0,89.0,200.0
1323,10.1,85.0,400.0
1324,11.5,83.0,600.0
1325,11.7,83.0,746.0
1326,10.2,89.0,800.0
1327,7.6,85.0,746.0
1328,6.5,92.0,600.0
1329,5.2,92.0,400.0
1330,3.4,86.0,200.0
1331,0.4,85.0,54.0
1332,-2.1,88.0,0.0
1333,-1.6,87.0,54.0
1334,-5.6,78.0,200.0
1335,-6.3,97.0,400.0
1336,-7.0,91.0,600.0
1337,-6.4,85.0,746.0
1338,-3.5,78.0,800.0
1339,-2.2,86.0,746.0
1340,-1.9,84.0,600.0
1341,0.6,87.0,400.0
1342,2.1,76.0,200.0
1343,3.0,85.0,54.0
1344,8.4,85.0,0.0
1345,9.2,86.0,54.0
1346,9.5,86.0,200.0
1347,9.1,88.0,400.0
1348,10.1,95.0,600.0
1349,9.4,85.0,746.0
1350,9.4,83.0,800.0
1351,8.4,79.0,746.0
1352,6.1,85.0,600.0
1353,3.1,80.0,400.0
1354,4.6,92.0,200.0
1355,0.6,87.0,54.0
1356,-1.1,92.0,0.0
1357,-3.7,95.0,54.0
1358,-6.1,83.0,200.0
1359,-5.5,86.0,400.0
1360,-6.0,94.0,600.0
1361,-4.8,88.0,746.0
1362,-3.8,90.0,800.0
1363,-2.7,93.0,746.0
1364,-0.9,92.0,600.0
1365,1.8,90.0,400.0
1366,2.5,94.0,200.0
1367,5.3,87.0,54.0
1368,6.6,90.0,0.0
1369,5.9,87.0,54.0
1370,8.9,93.0,200.0
1371,9.1,84.0,400.0
1372,10.5,79.0,600.0
1373,9.2,91.0,746.0
1374,9.9,82.0,800.0
1375,9.0,82.0,746.0
1376,7.6,94.0,600.0
1377,6.1,92.0,400.0
1378,0.8,86.0,200.0
1379,-0.8,72.0,54.0
1380,1.3,90.0,0.0
1381,-2.3,91.0,54.0
1382,-4.4,90.0,200.0
1383,-5.4,90.0,400.0
1384,-5.8,87.0,600.0
1385,-7.5,86.0,746.0
1386,-5.6,82.0,800.0
1387,-3.7,84.0,746.0
1388,-2.6,89.0,600.0
1389,-0.6,89.0,400.0
1390,4.6,92.0,200.0
1391,3.9,81.0,54.0
1392,6.3,79.0,0.0
1393,8.0,86.0,54.0
1394,9.6,83.0,200.0
1395,9.4,89.0,400.0
1396,11.5,81.0,600.0
1397,10.4,94.0,746.0
1398,8.0,84.0,800.0
1399,7.9,96.0,746.0
1400,6.2,90.0,600.0
1401,4.2,82.0,400.0
1402,2.9,98.0,200.0
1403,1.0,89.0,54.0
1404,-1.1,89.0,0.0
1405,-3.0,87.0,54.0
1406,-4.5,90.0,200.0
1407,-7.6,90.0,400.0
1408,-5.0,83.0,600.0
1409,-5.1,87.0,746.0
1410,-5.8,88.0,800.0
1411,-3.3,91.0,746.0
1412,-1.3,91.0,600.0
1413,1.1,89.0,400.0
1414,2.5,85.0,200.0
1415,4.4,85.0,54.0
1416,7.0,82.0,0.0
1417,7.4,91.0,54.0
1418,9.4,85.0,200.0
1419,9.2,87.0,400.0
1420,11.3,89.0,600.0
1421,8.4,88.0,746.0
1422,10.0,88.0,800.0
1423,8.0,83.0,746.0
1424,7.3,89.0,600.0
1425,3.7,86.0,400.0
1426,2.5,87.0,200.0
1427,0.4,94.0,54.0
1428,-1.2,90.0,0.0
1429,-4.4,85.0,54.0
1430,-4.0,87.0,200.0
1431,-7.3,96.0,400.0
1432,-6.5,86.0,600.0
1433,-7.2,88.0,746.0
1434,-4.0,91.0,800.0
1435,-3.2,89.0,746.0
1436,-1.5,86.0,600.0
1437,1.4,84.0,400.0
1438,1.7,88.0,200.0
1439,4.7,91.0,54.0
1440,6.1,94.0,0.0
1441,7.6,81.0,54.0
1442,10.3,97.0,200.0
1443,11.9,86.0,400.0
1444,9.7,93.0,600.0
1445,10.8,84.0,746.0
1446,9.5,80.0,800.0
1447,8.3,81.0,746.0
1448,6.6,86.0,600.0
1449,4.1,91.0,400.0
1450,-1.2,88.0,200.0
1451,1.8,87.0,54.0
1452,-2.4,94.0,0.0
1453,-3.6,88.0,54.0
1454,-4.9,89.0,200.0
1455,-6.3,100.0,400.0
1456,-5.6,88.0,600.0
1457,-5.7,84.0,746.0
1458,-5.6,90.0,800.0
1459,-3.5,92.0,746.0
1460,-2.1,89.0,600.0
1461,0.8,89.0,400.0
1462,0.6,95.0,200.0
1463,3.2,95.0,54.0
1464,6.7,87.0,0.0
1465,7.0,85.0,54.0
1466,8.1,90.0,200.0
1467,9.2,85.0,400.0
1468,10.0,92.0,600.0
1469,9.8,90.0,746.0
1470,8.9,100.0,800.0
1471,6.9,95.0,746.0
1472,7.1,83.0,600.0
1473,5.7,85.0,400.0
1474,0.4,78.0,200.0
1475,-1.3,77.0,54.0
1476,-0.7,89.0,0.0
1477,-1.8,82.0,54.0
1478,-6.8,96.0,200.0
1479,-4.7,94.0,400.0
1480,-4.2,87.0,600.0
1481,-6.5,86.0,746.0
1482,-3.3,96.0,800.0
1483,-3.9,97.0,746.0
1484,-1.7,83.0,600.0
1485,-0.9,83.0,400.0
1486,2.9,87.0,200.0
1487,4.8,90.0,54.0
1488,7.7,86.0,0.0
1489,9.1,90.0,54.0
1490,8.9,98.0,200.0
1491,12.9,81.0,400.0
1492,11.4,86.0,600.0
1493,10.4,81.0,746.0
1494,8.1,84.0,800.0
1495,6.4,87.0,746.0
1496,4.8,85.0,600.0
1497,3.4,91.0,400.0
1498,3.7,89.0,200.0
1499,0.7,90.0,54.0
1500,-2.4,87.0,0.0
1501,-3.6,87.0,54.0
1502,-5.0,86.0,200.0
1503,-4.8,87.0,400.0
1504,-6.8,90.0,600.0
1505,-5.3,79.0,746.0
1506,-4.6,90.0,800.0
1507,-4.6,84.0,746.0
1508,-0.5,87.0,600.0
1509,-0.5,80.0,400.0
1510,0.9,86.0,200.0
1511,4.8,90.0,54.0
1512,6.0,91.0,0.0
1513,8.0,82.0,54.0
1514,7.7,90.0,200.0
1515,10.6,94.0,400.0
1516,12.2,86.0,600.0
1517,8.6,88.0,746.0
1518,9.5,78.0,800.0
1519,7.1,84.0,746.0
1520,8.9,90.0,600.0
1521,5.6,93.0,400.0
1522,2.5,85.0,200.0
1523,-1.0,100.0,54.0
1524,-2.8,90.0,0.0
1525,-2.7,82.0,54.0
1526,-6.1,95.0,200.0
1527,-6.9,82.0,400.0
1528,-5.9,90.0,600.0
1529,-5.6,84.0,746.0
1530,-4.6,82.0,800.0
1531,-4.2,93.0,746.0
1532,-1.2,87.0,600.0
1533,-1.1,97.0,400.0
1534,2.5,83.0,200.0
1535,4.2,81.0,54.0
1536,6.5,86.0,0.0
1537,8.8,100.0,54.0
1538,8.4,93.0,200.0
1539,9.1,91.0,400.0
1540,8.4,91.0,600.0
1541,7.8,86.0,746.0
1542,8.9,100.0,800.0
1543,7.7,91.0,746.0
1544,5.1,90.0,600.0
1545,3.4,93.0,400.0
1546,3.8,82.0,200.0
1547,1.0,84.0,54.0
1548,-3.0,87.0,0.0
1549,-3.9,93.0,54.0
1550,-4.4,82.0,200.0
1551,-6.3,88.0,400.0
1552,-6.8,87.0,600.0
1553,-6.1,81.0,746.0
1554,-3.9,86.0,800.0
1555,-2.6,91.0,746.0
1556,-2.9,81.0,600.0
1557,0.3,96.0,400.0
1558,1.8,91.0,200.0
1559,2.9,90.0,54.0
1560,5.6,89.0,0.0
1561,6.3,83.0,54.0
1562,10.0,85.0,200.0
1563,11.3,90.0,400.0
1564,9.6,85.0,600.0
1565,9.2,89.0,746.0
1566,10.1,84.0,800.0
1567,9.0,91.0,746.0
1568,5.1,91.0,600.0
1569,4.1,80.0,400.0
1570,2.2,89.0,200.0
1571,-0.6,81.0,54.0
1572,-1.4,79.0,0.0
1573,-4.2,86.0,54.0
1574,-5.3,100.0,200.0
1575,-5.7,92.0,400.0
1576,-7.5,96.0,600.0
1577,-7.8,92.0,746.0
1578,-4.1,90.0,800.0
1579,-4.5,93.0,746.0
1580,0.0,85.0,600.0
1581,1.8,91.0,400.0
1582,1.3,94.0,200.0
1583,6.3,92.0,54.0
1584,6.8,95.0,0.0
1585,6.9,90.0,54.0
1586,6.3,97.0,200.0
1587,10.4,88.0,400.0
1588,10.1,99.0,600.0
1589,10.2,91.0,746.0
1590,8.8,87.0,800.0
1591,6.7,83.0,746.0
1592,5.8,85.0,600.0
1593,5.0,84.0,400.0
1594,1.9,88.0,200.0
1595,-0.2,82.0,54.0
1596,-3.3,95.0,0.0
1597,-3.4,89.0,54.0
1598,-5.9,89.0,200.0
1599,-4.7,83.0,400.0
1600,-6.7,85.0,600.0
1601,-6.0,78.0,746.0
1602,-2.8,97.0,800.0
1603,-4.1,82.0,746.0
1604,-2.6,82.0,600.0
1605,0.4,96.0,400.0
1606,0.0,91.0,200.0
1607,5.2,89.0,54.0
1608,6.8,90.0,0.0
1609,8.1,93.0,54.0
1610,5.5,89.0,200.0
1611,9.4,81.0,400.0
1612,8.7,92.0,600.0
1613,10.9,91.0,746.0
1614,10.1,95.0,800.0
1615,8.2,82.0,746.0
1616,5.0,85.0,600.0
1617,5.8,91.0,400.0
1618,1.9,84.0,200.0
1619,1.9,77.0,54.0
1620,-1.6,90.0,0.0
1621,-3.0,93.0,54.0
1622,-5.3,88.0,200.0
1623,-4.3,92.0,400.0
1624,-5.4,91.0,600.0
1625,-4.3,89.0,746.0
1626,-4.8,89.0,800.0
1627,-3.8,96.0,746.0
1628,-1.6,84.0,600.0
1629,1.2,93.0,400.0
1630,2.8,83.0,200.0
1631,4.0,85.0,54.0
1632,4.0,95.0,0.0
1633,8.3,83.0,54.0
1634,7.4,88.0,200.0
1635,9.7,100.0,400.0
1636,9.9,94.0,600.0
1637,8.4,85.0,746.0
1638,9.4,86.0,800.0
1639,9.9,88.0,746.0
1640,5.9,95.0,600.0
1641,5.0,84.0,400.0
1642,4.6,84.0,200.0
1643,1.0,92.0,54.0
1644,-2.5,80.0,0.0
1645,-3.3,84.0,54.0
1646,-4.3,88.0,200.0
1647,-4.2,89.0,400.0
1648,-4.8,82.0,600.0
1649,-8.5,91.0,746.0
1650,-5.9,92.0,800.0
1651,-3.9,86.0,746.0
1652,-3.2,97.0,600.0
1653,-3.9,91.0,400.0
1654,1.1,84.0,200.0
1655,3.9,97.0,54.0
1656,5.3,86.0,0.0
1657,6.5,90.0,54.0
1658,8.9,86.0,200.0
1659,10.0,92.0,400.0
1660,9.5,87.0,600.0
1661,11.1,87.0,746.0
1662,9.1,88.0,800.0
1663,6.9,86.0,746.0
1664,5.0,94.0,600.0
1665,4.0,83.0,400.0
1666,3.3,89.0,200.0
1667,-0.7,89.0,54.0
1668,-1.2,88.0,0.0
1669,-3.4,94.0,54.0
1670,-2.8,81.0,200.0
1671,-5.3,92.0,400.0
1672,-6.7,83.0,600.0
1673,-5.0,86.0,746.0
1674,-4.2,82.0,800.0
1675,-4.2,87.0,746.0
1676,-3.3,86.0,600.0
1677,0.3,97.0,400.0
1678,1.9,90.0,200.0
1679,2.4,91.0,54.0
1680,6.1,83.0,0.0
1681,6.9,93.0,54.0
1682,7.3,97.0,200.0
1683,9.3,93.0,400.0
1684,11.3,82.0,600.0
1685,11.0,87.0,746.0
1686,10.0,90.0,800.0
1687,8.1,86.0,746.0
1688,6.8,100.0,600.0
1689,4.4,87.0,400.0
1690,1.1,89.0,200.0
1691,-0.8,86.0,54.0
1692,-2.4,90.0,0.0
1693,-2.1,96.0,54.0
1694,-3.8,90.0,200.0
1695,-6.8,88.0,400.0
1696,-5.9,84.0,600.0
1697,-6.2,95.0,746.0
1698,-5.2,88.0,800.0
1699,-4.3,88.0,746.0
1700,-0.8,77.0,600.0
1701,-0.3,88.0,400.0
1702,2.0,87.0,200.0
1703,4.1,80.0,54.0
1704,4.8,94.0,0.0
1705,7.6,86.0,54.0
1706,9.9,99.0,200.0
1707,11.1,96.0,400.0
1708,8.9,86.0,600.0
1709,8.3,96.0,746.0
1710,9.1,97.0,800.0
1711,8.9,86.0,746.0
1712,6.5,84.0,600.0
1713,4.9,78.0,400.0
1714,0.8,91.0,200.0
1715,-0.5,84.0,54.0
1716,-4.0,91.0,0.0
1717,-3.7,86.0,54.0
1718,-7.0,85.0,200.0
1719,-4.3,86.0,400.0
1720,-4.4,83.0,600.0
1721,-5.6,86.0,746.0
1722,-6.5,85.0,800.0
1723,-3.4,89.0,746.0
1724,-0.3,90.0,600.0
1725,0.2,84.0,400.0
1726,3.0,95.0,200.0
1727,3.4,88.0,54.0
1728,5.0,97.0,0.0
1729,7.5,90.0,54.0
1730,6.9,90.0,200.0
1731,11.9,87.0,400.0
1732,10.1,92.0,600.0
1733,10.6,89.0,746.0
1734,8.6,93.0,800.0
1735,6.3,97.0,746.0
1736,7.6,86.0,600.0
1737,3.1,92.0,400.0
1738,2.5,92.0,200.0
1739,0.6,92.0,54.0
1740,-1.8,87.0,0.0
1741,-4.3,87.0,54.0
1742,-5.0,86.0,200.0
1743,-6.6,86.0,400.0
1744,-5.2,85.0,600.0
1745,-5.2,89.0,746.0
1746,-5.0,85.0,800.0
1747,-4.3,91.0,746.0
1748,-0.0,90.0,600.0
1749,-1.5,90.0,400.0
1750,0.3,88.0,200.0
1751,3.8,90.0,54.0
1752,5.6,88.0,0.0
1753,8.6,93.0,54.0
1754,9.5,87.0,200.0
1755,9.7,91.0,400.0
1756,10.5,83.0,600.0
1757,10.3,93.0,746.0
1758,11.1,86.0,800.0
1759,8.1,85.0,746.0
1760,5.5,84.0,600.0
1761,4.5,83.0,400.0
1762,-0.4,87.0,200.0
1763,0.1,97.0,54.0
1764,-0.7,86.0,0.0
1765,-2.9,78.0,54.0
1766,-4.5,91.0,200.0
1767,-5.0,84.0,400.0
1768,-4.9,93.0,600.0
1769,-4.3,87.0,746.0
1770,-4.6,88.0,800.0
1771,-4.1,95.0,746.0
1772,-4.5,92.0,600.0
1773,0.7,83.0,400.0
1774,2.3,84.0,200.0
1775,4.1,80.0,54.0
1776,5.2,100.0,0.0
1777,8.5,85.0,54.0
1778,8.6,95.0,200.0
1779,9.7,87.0,400.0
1780,10.0,84.0,600.0
1781,10.2,89.0,746.0
1782,7.9,88.0,800.0
1783,8.4,93.0,746.0
1784,5.5,93.0,600.0
1785,3.6,86.0,400.0
1786,3.1,82.0,200.0
1787,-0.9,83.0,54.0
1788,-0.9,78.0,0.0
1789,-3.4,88.0,54.0
1790,-6.5,89.0,200.0
1791,-4.3,84.0,400.0
1792,-5.7,83.0,600.0
1793,-5.4,89.0,746.0
1794,-4.0,86.0,800.0
1795,-2.3,88.0,746.0
1796,-1.9,88.0,600.0
1797,0.4,91.0,400.0
1798,2.2,87.0,200.0
1799,3.6,87.0,54.0
1800,4.3,80.0,0.0
1801,7.8,89.0,54.0
1802,10.2,90.0,200.0
1803,10.3,89.0,400.0
1804,9.0,99.0,600.0
1805,10.9,90.0,746.0
1806,8.7,89.0,800.0
1807,5.7,92.0,746.0
1808,7.2,100.0,600.0
1809,3.3,91.0,400.0
1810,4.0,78.0,200.0
1811,1.3,92.0,54.0
1812,-2.0,85.0,0.0
1813,-3.0,80.0,54.0
1814,-2.4,98.0,200.0
1815,-4.6,97.0,400.0
1816,-5.7,85.0,600.0
1817,-2.8,85.0,746.0
1818,-4.9,90.0,800.0
1819,-3.2,85.0,746.0
1820,-3.1,89.0,600.0
1821,-1.9,86.0,400.0
1822,1.6,87.0,200.0
1823,4.0,82.0,54.0
1824,6.2,94.0,0.0
1825,6.1,96.0,54.0
1826,9.5,89.0,200.0
1827,8.9,89.0,400.0
1828,10.7,93.0,600.0
1829,10.8,90.0,746.0
1830,8.7,98.0,800.0
1831,6.9,83.0,746.0
1832,7.8,94.0,600.0
1833,5.2,89.0,400.0
1834,2.4,84.0,200.0
1835,1.6,100.0,54.0
1836,-1.7,100.0,0.0
1837,-4.1,88.0,54.0
1838,-5.8,92.0,200.0
1839,-5.7,87.0,400.0
1840,-5.2,88.0,600.0
1841,-4.3,84.0,746.0
1842,-4.9,83.0,800.0
1843,-2.5,99.0,746.0
1844,-2.3,89.0,600.0
1845,-1.0,90.0,400.0
1846,0.6,85.0,200.0
1847,3.4,90.0,54.0
1848,4.6,82.0,0.0
1849,9.6,86.0,54.0
1850,9.3,84.0,200.0
1851,9.6,96.0,400.0
1852,11.8,81.0,600.0
1853,8.5,84.0,746.0
1854,9.0,79.0,800.0
1855,9.9,85.0,746.0
1856,6.1,87.0,600.0
1857,6.8,94.0,400.0
1858,3.0,88.0,200.0
1859,1.5,88.0,54.0
1860,-0.4,91.0,0.0
1861,-3.4,87.0,54.0
1862,-5.2,100.0,200.0
1863,-5.7,87.0,400.0
1864,-6.9,92.0,600.0
1865,-5.8,94.0,746.0
1866,-4.9,86.0,800.0
1867,-2.0,90.0,746.0
1868,-1.5,87.0,600.0
1869,2.2,91.0,400.0
1870,-0.3,90.0,200.0
1871,2.8,89.0,54.0
1872,5.6,84.0,0.0
1873,9.1,99.0,54.0
1874,8.8,93.0,200.0
1875,8.3,82.0,400.0
1876,9.8,88.0,600.0
1877,8.7,82.0,746.0
1878,7.7,93.0,800.0
1879,9.9,90.0,746.0
1880,5.9,90.0,600.0
1881,4.5,85.0,400.0
1882,2.2,88.0,200.0
1883,-0.0,94.0,54.0
1884,-2.6,95.0,0.0
1885,-3.7,94.0,54.0
1886,-4.4,82.0,200.0
