hour,dry_bulb_C,rh_pct,solar_rad_Wm2
995,17.7,83.0,54.0
996,16.1,71.0,0.0
997,13.8,84.0,54.0
998,12.5,85.0,200.0
999,12.4,77.0,400.0
1000,11.1,80.0,600.0
1001,10.7,59.0,746.0
1002,11.8,74.0,800.0
1003,14.0,80.0,746.0
1004,15.0,80.0,600.0
1005,17.3,69.0,400.0
1006,19.7,73.0,200.0
1007,20.7,62.0,54.0
1008,23.8,77.0,0.0
1009,25.1,66.0,54.0
1010,24.8,81.0,200.0
1011,28.3,81.0,400.0
1012,26.7,73.0,600.0
1013,25.3,78.0,746.0
1014,25.1,74.0,800.0
1015,23.9,76.0,746.0
1016,23.4,69.0,600.0
1017,21.1,78.0,400.0
1018,19.0,67.0,200.0
1019,17.9,66.0,54.0
1020,15.6,74.0,0.0
1021,13.9,74.0,54.0
1022,12.7,76.0,200.0
1023,12.1,72.0,400.0
1024,9.0,84.0,600.0
1025,11.0,76.0,746.0
1026,9.9,76.0,800.0
1027,13.4,76.0,746.0
1028,14.9,80.0,600.0
1029,17.9,78.0,400.0
1030,20.1,77.0,200.0
1031,21.2,79.0,54.0
1032,22.4,66.0,0.0
1033,25.1,66.0,54.0
1034,25.4,75.0,200.0
1035,26.8,74.0,400.0
1036,28.1,78.0,600.0
1037,26.3,75.0,746.0
1038,26.9,78.0,800.0
1039,25.5,69.0,746.0
1040,22.3,75.0,600.0
1041,22.3,68.0,400.0
1042,19.9,77.0,200.0
1043,17.3,66.0,54.0
1044,14.5,77.0,0.0
1045,12.7,68.0,54.0
1046,11.7,73.0,200.0
1047,11.9,80.0,400.0
1048,10.1,76.0,600.0
1049,11.7,67.0,746.0
1050,10.8,72.0,800.0
1051,13.0,68.0,746.0
1052,15.0,67.0,600.0
1053,19.2,76.0,400.0
1054,17.5,78.0,200.0
1055,22.4,78.0,54.0
1056,23.0,78.0,0.0
1057,24.9,75.0,54.0
1058,26.0,74.0,200.0
1059,27.1,70.0,400.0
1060,26.8,73.0,600.0
1061,28.2,69.0,746.0
1062,25.6,71.0,800.0
1063,25.9,76.0,746.0
1064,22.5,75.0,600.0
1065,21.2,91.0,400.0
1066,18.1,69.0,200.0
1067,17.6,75.0,54.0
1068,16.6,68.0,0.0
1069,13.4,73.0,54.0
1070,11.9,74.0,200.0
1071,10.2,80.0,400.0
1072,10.7,73.0,600.0
1073,9.6,74.0,746.0
1074,11.0,73.0,800.0
1075,13.4,68.0,746.0
1076,16.1,72.0,600.0
1077,19.5,74.0,400.0
1078,18.2,76.0,200.0
1079,22.3,78.0,54.0
1080,23.0,74.0,0.0
1081,24.3,74.0,54.0
1082,26.2,67.0,200.0
1083,26.7,78.0,400.0
1084,27.0,72.0,600.0
1085,26.3,79.0,746.0
1086,24.5,82.0,800.0
1087,23.2,75.0,746.0
1088,23.7,70.0,600.0
1089,20.9,75.0,400.0
1090,18.5,77.0,200.0
1091,17.0,74.0,54.0
1092,15.9,73.0,0.0
1093,13.6,78.0,54.0
1094,11.4,78.0,200.0
1095,12.4,74.0,400.0
1096,12.5,67.0,600.0
1097,11.6,78.0,746.0
1098,12.8,72.0,800.0
1099,14.3,77.0,746.0
1100,15.9,76.0,600.0
1101,17.2,66.0,400.0
1102,19.3,76.0,200.0
1103,21.3,78.0,54.0
1104,21.6,79.0,0.0
1105,25.1,76.0,54.0
1106,24.3,66.0,200.0
1107,25.7,82.0,400.0
1108,28.2,78.0,600.0
1109,27.5,70.0,746.0
1110,27.4,72.0,800.0
1111,24.4,77.0,746.0
1112,21.9,79.0,600.0
1113,20.9,73.0,400.0
1114,19.1,80.0,200.0
1115,17.0,67.0,54.0
1116,16.1,71.0,0.0
1117,13.0,65.0,54.0
1118,12.4,71.0,200.0
1119,10.2,83.0,400.0
1120,11.3,86.0,600.0
1121,11.1,77.0,746.0
1122,11.0,73.0,800.0
1123,12.8,75.0,746.0
1124,14.5,78.0,600.0
1125,16.3,68.0,400.0
1126,20.4,73.0,200.0
1127,20.6,83.0,54.0
1128,22.4,71.0,0.0
1129,22.2,72.0,54.0
1130,24.7,76.0,200.0
1131,26.2,77.0,400.0
1132,26.1,73.0,600.0
1133,27.9,76.0,746.0
1134,25.6,79.0,800.0
1135,25.9,86.0,746.0
1136,23.0,75.0,600.0
1137,21.1,76.0,400.0
1138,18.9,84.0,200.0
1139,16.9,73.0,54.0
1140,16.7,69.0,0.0
1141,10.9,77.0,54.0
1142,9.9,81.0,200.0
1143,10.5,78.0,400.0
1144,10.8,75.0,600.0
1145,11.7,69.0,746.0
1146,12.2,76.0,800.0
1147,12.6,82.0,746.0
1148,15.6,70.0,600.0
1149,17.5,75.0,400.0
1150,18.7,74.0,200.0
1151,21.6,73.0,54.0
1152,22.8,77.0,0.0
1153,23.7,78.0,54.0
1154,26.3,78.0,200.0
1155,26.5,71.0,400.0
1156,26.7,68.0,600.0
1157,28.0,77.0,746.0
1158,23.3,74.0,800.0
1159,23.1,85.0,746.0
1160,21.7,86.0,600.0
1161,20.6,86.0,400.0
1162,18.6,71.0,200.0
1163,15.3,79.0,54.0
1164,13.9,80.0,0.0
1165,12.3,80.0,54.0
1166,14.3,74.0,200.0
1167,12.8,83.0,400.0
1168,10.3,76.0,600.0
1169,10.6,77.0,746.0
1170,10.5,68.0,800.0
1171,11.0,79.0,746.0
1172,14.4,75.0,600.0
1173,15.4,79.0,400.0
1174,18.4,77.0,200.0
1175,19.0,77.0,54.0
1176,21.7,76.0,0.0
1177,24.3,80.0,54.0
1178,25.9,75.0,200.0
1179,26.8,69.0,400.0
1180,25.3,79.0,600.0
1181,27.3,72.0,746.0
1182,24.9,70.0,800.0
1183,25.1,71.0,746.0
1184,22.8,78.0,600.0
1185,19.5,76.0,400.0
1186,18.5,66.0,200.0
1187,17.1,74.0,54.0
1188,15.4,82.0,0.0
1189,13.0,74.0,54.0
1190,13.3,75.0,200.0
1191,12.0,82.0,400.0
1192,10.4,80.0,600.0
1193,11.6,81.0,746.0
1194,13.5,62.0,800.0
1195,14.8,85.0,746.0
1196,13.2,80.0,600.0
1197,15.4,89.0,400.0
1198,19.9,72.0,200.0
1199,19.4,68.0,54.0
1200,21.1,76.0,0.0
1201,23.6,75.0,54.0
1202,25.9,80.0,200.0
1203,26.2,82.0,400.0
1204,25.9,76.0,600.0
1205,25.7,75.0,746.0
1206,24.9,79.0,800.0
1207,23.5,75.0,746.0
1208,25.0,75.0,600.0
1209,21.1,82.0,400.0
1210,19.7,83.0,200.0
1211,16.2,82.0,54.0
1212,14.6,76.0,0.0
1213,12.3,66.0,54.0
1214,9.1,76.0,200.0
1215,9.5,73.0,400.0
1216,8.8,76.0,600.0
1217,8.5,73.0,746.0
1218,10.4,76.0,800.0
1219,14.1,71.0,746.0
1220,14.4,70.0,600.0
1221,17.6,83.0,400.0
1222,18.8,72.0,200.0
1223,21.2,77.0,54.0
1224,21.5,81.0,0.0
1225,24.6,81.0,54.0
1226,26.1,81.0,200.0
1227,25.6,78.0,400.0
1228,27.1,80.0,600.0
1229,26.9,83.0,746.0
1230,25.0,79.0,800.0
1231,23.2,67.0,746.0
1232,21.5,74.0,600.0
1233,20.9,80.0,400.0
1234,19.0,73.0,200.0
1235,15.8,85.0,54.0
1236,14.7,76.0,0.0
1237,13.6,77.0,54.0
1238,12.3,82.0,200.0
1239,12.4,76.0,400.0
1240,11.8,78.0,600.0
1241,9.7,81.0,746.0
1242,13.2,69.0,800.0
1243,12.2,75.0,746.0
1244,15.4,81.0,600.0
1245,16.3,77.0,400.0
1246,17.9,84.0,200.0
1247,18.6,69.0,54.0
1248,22.2,68.0,0.0
1249,22.5,81.0,54.0
1250,26.3,81.0,200.0
1251,27.7,76.0,400.0
1252,25.7,79.0,600.0
1253,26.6,80.0,746.0
1254,24.8,73.0,800.0
1255,23.6,73.0,746.0
1256,23.4,78.0,600.0
1257,20.7,81.0,400.0
1258,20.4,71.0,200.0
1259,16.1,76.0,54.0
1260,15.6,76.0,0.0
1261,13.0,79.0,54.0
1262,12.4,77.0,200.0
1263,10.3,74.0,400.0
1264,10.4,83.0,600.0
1265,10.6,74.0,746.0
1266,10.6,75.0,800.0
1267,13.3,69.0,746.0
1268,14.9,73.0,600.0
1269,16.8,79.0,400.0
1270,19.8,78.0,200.0
1271,21.8,80.0,54.0
1272,21.9,80.0,0.0
1273,24.3,87.0,54.0
1274,24.7,73.0,200.0
1275,26.1,69.0,400.0
1276,25.8,72.0,600.0
1277,27.8,73.0,746.0
1278,25.8,72.0,800.0
1279,24.0,77.0,746.0
1280,23.8,83.0,600.0
1281,18.5,85.0,400.0
1282,16.6,79.0,200.0
1283,17.3,88.0,54.0
1284,14.6,75.0,0.0
1285,13.1,69.0,54.0
1286,10.3,82.0,200.0
1287,10.7,68.0,400.0
1288,12.4,73.0,600.0
1289,11.5,80.0,746.0
1290,11.6,76.0,800.0
1291,12.2,76.0,746.0
1292,13.8,71.0,600.0
1293,14.0,77.0,400.0
1294,18.5,82.0,200.0
1295,21.1,77.0,54.0
1296,20.7,73.0,0.0
1297,23.3,71.0,54.0
1298,24.1,73.0,200.0
1299,25.1,79.0,400.0
1300,26.4,79.0,600.0
1301,24.1,73.0,746.0
1302,26.0,66.0,800.0
1303,24.9,79.0,746.0
1304,22.3,73.0,600.0
1305,18.2,81.0,400.0
1306,17.6,73.0,200.0
1307,17.7,72.0,54.0
1308,11.8,78.0,0.0
1309,12.5,89.0,54.0
1310,10.4,81.0,200.0
1311,11.5,78.0,400.0
1312,9.7,79.0,600.0
1313,11.0,68.0,746.0
1314,11.9,72.0,800.0
1315,14.4,65.0,746.0
1316,14.0,86.0,600.0
1317,16.5,85.0,400.0
1318,16.7,79.0,200.0
1319,21.4,78.0,54.0
1320,21.4,69.0,0.0
1321,23.3,76.0,54.0
1322,25.2,86.0,200.0
1323,24.5,78.0,400.0
1324,26.6,74.0,600.0
1325,27.1,68.0,746.0
1326,25.7,84.0,800.0
1327,22.5,77.0,746.0
1328,22.4,68.0,600.0
1329,21.3,73.0,400.0
1330,16.6,71.0,200.0
1331,15.4,77.0,54.0
1332,15.4,78.0,0.0
1333,13.1,75.0,54.0
1334,11.9,81.0,200.0
1335,12.5,78.0,400.0
1336,10.8,83.0,600.0
1337,11.2,75.0,746.0
1338,14.0,93.0,800.0
1339,12.3,74.0,746.0
1340,13.4,73.0,600.0
1341,16.5,72.0,400.0
1342,18.6,76.0,200.0
1343,19.7,69.0,54.0
1344,21.1,79.0,0.0
1345,26.1,68.0,54.0
1346,25.5,78.0,200.0
1347,25.2,71.0,400.0
1348,27.2,75.0,600.0
1349,26.0,80.0,746.0
1350,25.1,89.0,800.0
1351,24.6,72.0,746.0
1352,21.2,77.0,600.0
1353,20.9,74.0,400.0
1354,20.4,73.0,200.0
1355,16.9,74.0,54.0
1356,14.1,82.0,0.0
1357,12.3,75.0,54.0
1358,11.0,89.0,200.0
1359,10.4,79.0,400.0
1360,9.9,72.0,600.0
1361,11.4,76.0,746.0
1362,9.5,73.0,800.0
1363,13.3,81.0,746.0
1364,13.7,69.0,600.0
1365,16.4,71.0,400.0
1366,17.0,74.0,200.0
1367,21.5,81.0,54.0
1368,23.3,84.0,0.0
1369,24.7,84.0,54.0
1370,23.6,80.0,200.0
1371,26.8,77.0,400.0
1372,26.7,81.0,600.0
1373,24.4,72.0,746.0
1374,25.3,68.0,800.0
1375,24.4,80.0,746.0
1376,23.0,72.0,600.0
1377,20.7,77.0,400.0
1378,18.7,78.0,200.0
1379,17.8,79.0,54.0
1380,15.6,82.0,0.0
1381,9.9,82.0,54.0
1382,11.1,79.0,200.0
1383,10.4,75.0,400.0
1384,8.5,78.0,600.0
1385,10.6,75.0,746.0
1386,12.5,77.0,800.0
1387,11.4,91.0,746.0
1388,14.4,78.0,600.0
1389,15.1,80.0,400.0
1390,17.4,74.0,200.0
1391,21.6,83.0,54.0
1392,21.5,81.0,0.0
1393,24.2,81.0,54.0
1394,23.2,79.0,200.0
1395,27.8,83.0,400.0
1396,26.8,84.0,600.0
1397,25.8,79.0,746.0
1398,25.8,77.0,800.0
1399,22.6,82.0,746.0
1400,23.6,73.0,600.0
1401,20.1,74.0,400.0
1402,18.2,77.0,200.0
1403,15.8,69.0,54.0
1404,13.8,82.0,0.0
1405,13.4,73.0,54.0
1406,11.6,75.0,200.0
1407,11.2,77.0,400.0
1408,10.2,78.0,600.0
1409,10.9,76.0,746.0
1410,10.8,77.0,800.0
1411,14.6,77.0,746.0
1412,12.5,75.0,600.0
1413,17.2,74.0,400.0
1414,19.4,83.0,200.0
1415,19.2,67.0,54.0
1416,24.3,77.0,0.0
1417,24.7,75.0,54.0
1418,26.0,80.0,200.0
1419,25.9,70.0,400.0
1420,26.0,75.0,600.0
1421,25.8,77.0,746.0
1422,25.6,83.0,800.0
1423,25.4,79.0,746.0
1424,22.5,72.0,600.0
1425,19.5,75.0,400.0
1426,19.2,82.0,200.0
1427,17.2,72.0,54.0
1428,15.0,77.0,0.0
1429,13.4,78.0,54.0
1430,11.1,76.0,200.0
1431,9.6,91.0,400.0
1432,9.3,76.0,600.0
1433,8.8,80.0,746.0
1434,11.4,74.0,800.0
1435,12.3,80.0,746.0
1436,13.6,82.0,600.0
1437,13.0,75.0,400.0
1438,16.7,78.0,200.0
1439,21.2,73.0,54.0
1440,21.3,72.0,0.0
1441,24.0,83.0,54.0
1442,23.6,75.0,200.0
1443,27.3,66.0,400.0
1444,26.0,87.0,600.0
1445,26.2,74.0,746.0
1446,27.5,77.0,800.0
1447,25.5,86.0,746.0
1448,22.0,77.0,600.0
1449,19.8,77.0,400.0
1450,18.0,72.0,200.0
1451,16.8,70.0,54.0
1452,14.2,77.0,0.0
1453,12.2,80.0,54.0
1454,12.8,79.0,200.0
1455,10.4,76.0,400.0
1456,12.4,78.0,600.0
1457,10.5,69.0,746.0
1458,12.9,80.0,800.0
1459,12.7,79.0,746.0
1460,14.9,88.0,600.0
1461,15.2,78.0,400.0
1462,17.1,73.0,200.0
1463,20.5,78.0,54.0
1464,23.0,76.0,0.0
1465,23.7,80.0,54.0
1466,23.7,78.0,200.0
1467,24.4,72.0,400.0
1468,24.7,70.0,600.0
1469,24.1,79.0,746.0
1470,25.3,85.0,800.0
1471,25.0,78.0,746.0
1472,22.3,82.0,600.0
1473,18.1,83.0,400.0
1474,18.1,79.0,200.0
1475,16.1,74.0,54.0
1476,16.4,79.0,0.0
1477,11.1,84.0,54.0
1478,10.9,81.0,200.0
1479,12.1,82.0,400.0
1480,10.6,76.0,600.0
1481,10.9,77.0,746.0
1482,11.2,78.0,800.0
1483,12.7,78.0,746.0
1484,14.7,84.0,600.0
1485,15.0,66.0,400.0
1486,18.8,78.0,200.0
1487,18.6,78.0,54.0
1488,22.3,71.0,0.0
1489,23.8,82.0,54.0
1490,24.3,75.0,200.0
1491,25.8,76.0,400.0
1492,25.5,87.0,600.0
1493,24.8,83.0,746.0
1494,24.8,81.0,800.0
1495,22.8,80.0,746.0
1496,22.6,77.0,600.0
1497,19.2,88.0,400.0
1498,19.0,82.0,200.0
1499,15.0,74.0,54.0
1500,13.7,71.0,0.0
1501,11.9,81.0,54.0
1502,12.6,78.0,200.0
1503,10.7,71.0,400.0
1504,9.9,80.0,600.0
1505,10.8,77.0,746.0
1506,9.0,81.0,800.0
1507,12.3,80.0,746.0
1508,15.9,75.0,600.0
1509,16.0,81.0,400.0
1510,18.0,76.0,200.0
1511,20.5,76.0,54.0
1512,22.8,76.0,0.0
1513,21.6,84.0,54.0
1514,23.2,77.0,200.0
1515,26.0,85.0,400.0
1516,25.4,87.0,600.0
1517,27.2,75.0,746.0
1518,24.8,64.0,800.0
1519,21.9,84.0,746.0
1520,21.0,77.0,600.0
1521,17.6,74.0,400.0
1522,18.0,75.0,200.0
1523,16.0,76.0,54.0
1524,13.8,85.0,0.0
1525,13.6,79.0,54.0
1526,12.4,85.0,200.0
1527,10.2,81.0,400.0
1528,7.9,77.0,600.0
1529,10.9,76.0,746.0
1530,11.6,81.0,800.0
1531,12.6,82.0,746.0
1532,14.9,83.0,600.0
1533,14.6,77.0,400.0
1534,19.9,79.0,200.0
1535,19.0,81.0,54.0
1536,22.6,76.0,0.0
1537,21.9,73.0,54.0
1538,24.0,74.0,200.0
1539,27.3,77.0,400.0
1540,25.8,82.0,600.0
1541,26.7,85.0,746.0
1542,25.3,72.0,800.0
1543,23.7,75.0,746.0
1544,23.6,77.0,600.0
1545,20.1,82.0,400.0
1546,16.5,76.0,200.0
1547,15.4,76.0,54.0
1548,14.8,71.0,0.0
1549,12.9,81.0,54.0
1550,9.7,78.0,200.0
1551,9.6,75.0,400.0
1552,9.5,77.0,600.0
1553,9.9,84.0,746.0
1554,9.7,73.0,800.0
1555,11.6,74.0,746.0
1556,13.2,85.0,600.0
1557,16.6,79.0,400.0
1558,18.7,82.0,200.0
1559,19.8,80.0,54.0
1560,21.5,78.0,0.0
1561,23.7,77.0,54.0
1562,24.1,83.0,200.0
1563,24.6,84.0,400.0
1564,25.1,84.0,600.0
1565,25.2,73.0,746.0
1566,23.9,85.0,800.0
1567,24.0,77.0,746.0
1568,22.9,75.0,600.0
1569,18.7,78.0,400.0
1570,18.3,83.0,200.0
1571,15.9,81.0,54.0
1572,14.5,77.0,0.0
1573,12.5,83.0,54.0
1574,9.7,79.0,200.0
1575,9.1,76.0,400.0
1576,10.1,75.0,600.0
1577,11.3,81.0,746.0
1578,8.8,78.0,800.0
1579,12.6,72.0,746.0
1580,15.1,83.0,600.0
1581,15.6,76.0,400.0
1582,18.4,87.0,200.0
1583,19.2,72.0,54.0
1584,21.7,78.0,0.0
1585,21.9,75.0,54.0
1586,22.5,74.0,200.0
1587,26.6,76.0,400.0
1588,25.0,87.0,600.0
1589,25.3,79.0,746.0
1590,23.7,75.0,800.0
1591,22.4,69.0,746.0
1592,22.0,70.0,600.0
1593,19.5,76.0,400.0
1594,18.6,75.0,200.0
1595,16.6,78.0,54.0
1596,14.5,67.0,0.0
1597,12.7,78.0,54.0
1598,12.8,84.0,200.0
1599,9.3,87.0,400.0
1600,10.0,69.0,600.0
1601,11.4,75.0,746.0
1602,12.3,74.0,800.0
1603,10.8,79.0,746.0
1604,13.5,73.0,600.0
1605,17.1,87.0,400.0
1606,18.3,79.0,200.0
1607,20.1,78.0,54.0
1608,21.6,87.0,0.0
1609,23.2,79.0,54.0
1610,25.1,81.0,200.0
1611,25.4,75.0,400.0
1612,26.0,72.0,600.0
1613,25.9,76.0,746.0
1614,24.4,90.0,800.0
1615,24.3,82.0,746.0
1616,25.1,80.0,600.0
1617,18.5,74.0,400.0
1618,18.5,83.0,200.0
1619,15.4,72.0,54.0
1620,14.8,71.0,0.0
1621,12.5,76.0,54.0
1622,11.9,89.0,200.0
1623,11.5,88.0,400.0
1624,10.2,77.0,600.0
1625,11.4,75.0,746.0
1626,8.6,71.0,800.0
1627,13.8,79.0,746.0
1628,14.2,80.0,600.0
1629,16.8,83.0,400.0
1630,16.6,83.0,200.0
1631,19.1,78.0,54.0
1632,22.0,82.0,0.0
1633,23.5,75.0,54.0
1634,25.1,82.0,200.0
1635,26.8,76.0,400.0
1636,24.2,81.0,600.0
1637,26.8,81.0,746.0
1638,25.0,79.0,800.0
1639,23.6,83.0,746.0
1640,20.7,71.0,600.0
1641,20.8,74.0,400.0
1642,15.8,78.0,200.0
1643,16.8,72.0,54.0
1644,12.7,77.0,0.0
1645,12.5,77.0,54.0
1646,11.1,85.0,200.0
1647,11.5,80.0,400.0
1648,9.8,84.0,600.0
1649,9.5,80.0,746.0
1650,10.5,76.0,800.0
1651,13.5,80.0,746.0
1652,14.4,83.0,600.0
1653,15.4,85.0,400.0
1654,17.6,78.0,200.0
1655,18.3,71.0,54.0
1656,22.2,70.0,0.0
1657,21.8,77.0,54.0
1658,25.6,67.0,200.0
1659,25.8,88.0,400.0
1660,28.4,82.0,600.0
1661,24.7,76.0,746.0
1662,24.9,73.0,800.0
1663,25.6,84.0,746.0
1664,23.4,73.0,600.0
1665,19.6,74.0,400.0
1666,18.4,75.0,200.0
1667,16.1,80.0,54.0
1668,14.4,82.0,0.0
1669,11.8,85.0,54.0
1670,11.1,84.0,200.0
1671,8.7,79.0,400.0
1672,10.1,84.0,600.0
1673,10.7,76.0,746.0
1674,10.8,70.0,800.0
1675,10.6,76.0,746.0
1676,14.8,75.0,600.0
1677,16.1,76.0,400.0
1678,17.1,74.0,200.0
1679,19.6,77.0,54.0
1680,20.3,82.0,0.0
1681,22.5,88.0,54.0
1682,24.3,70.0,200.0
1683,26.9,73.0,400.0
1684,25.4,75.0,600.0
1685,26.4,83.0,746.0
1686,24.5,78.0,800.0
1687,24.0,75.0,746.0
1688,22.0,83.0,600.0
1689,21.1,84.0,400.0
1690,17.7,79.0,200.0
1691,14.5,75.0,54.0
1692,12.8,80.0,0.0
1693,11.9,78.0,54.0
1694,9.9,78.0,200.0
1695,10.7,77.0,400.0
1696,9.5,84.0,600.0
1697,12.6,80.0,746.0
1698,9.2,84.0,800.0
1699,12.4,86.0,746.0
1700,12.7,81.0,600.0
1701,15.3,77.0,400.0
1702,18.0,84.0,200.0
1703,17.6,81.0,54.0
1704,22.1,92.0,0.0
1705,25.4,81.0,54.0
1706,24.4,83.0,200.0
1707,25.9,81.0,400.0
1708,27.0,79.0,600.0
1709,25.6,78.0,746.0
1710,24.4,81.0,800.0
1711,21.5,82.0,746.0
1712,22.8,85.0,600.0
1713,20.1,81.0,400.0
1714,17.2,77.0,200.0
1715,16.2,78.0,54.0
1716,13.6,73.0,0.0
1717,12.0,87.0,54.0
1718,11.8,76.0,200.0
1719,9.0,84.0,400.0
1720,11.1,81.0,600.0
1721,8.8,81.0,746.0
1722,10.3,79.0,800.0
1723,14.1,75.0,746.0
1724,15.0,74.0,600.0
1725,15.8,88.0,400.0
1726,16.9,80.0,200.0
1727,19.4,85.0,54.0
1728,21.9,86.0,0.0
1729,23.6,77.0,54.0
1730,24.7,81.0,200.0
1731,25.6,79.0,400.0
1732,25.8,73.0,600.0
1733,24.3,78.0,746.0
1734,24.5,82.0,800.0
1735,24.7,77.0,746.0
1736,20.8,78.0,600.0
1737,20.1,78.0,400.0
1738,17.4,90.0,200.0
1739,16.2,70.0,54.0
1740,13.8,82.0,0.0
1741,14.0,78.0,54.0
1742,11.7,76.0,200.0
1743,9.0,78.0,400.0
1744,10.7,83.0,600.0
1745,9.5,83.0,746.0
1746,10.4,80.0,800.0
1747,12.5,85.0,746.0
1748,13.4,86.0,600.0
1749,16.6,83.0,400.0
1750,17.0,77.0,200.0
1751,19.3,82.0,54.0
1752,21.2,82.0,0.0
1753,23.0,75.0,54.0
1754,25.9,71.0,200.0
1755,26.3,69.0,400.0
1756,27.7,80.0,600.0
1757,28.1,81.0,746.0
1758,24.0,73.0,800.0
1759,23.9,85.0,746.0
1760,21.0,80.0,600.0
1761,19.5,86.0,400.0
1762,17.6,81.0,200.0
1763,15.1,74.0,54.0
1764,13.1,82.0,0.0
1765,12.3,83.0,54.0
1766,10.0,77.0,200.0
1767,11.2,72.0,400.0
1768,9.1,80.0,600.0
1769,13.1,74.0,746.0
1770,10.5,85.0,800.0
1771,12.3,77.0,746.0
1772,12.6,88.0,600.0
1773,17.5,69.0,400.0
1774,18.9,80.0,200.0
1775,20.2,86.0,54.0
1776,20.5,75.0,0.0
1777,23.8,79.0,54.0
1778,23.7,77.0,200.0
1779,27.2,76.0,400.0
1780,26.8,81.0,600.0
1781,25.9,73.0,746.0
1782,22.6,79.0,800.0
1783,22.8,82.0,746.0
1784,22.9,78.0,600.0
1785,21.5,74.0,400.0
1786,19.3,85.0,200.0
1787,14.5,83.0,54.0
1788,14.5,74.0,0.0
1789,13.5,73.0,54.0
1790,9.5,75.0,200.0
1791,10.3,82.0,400.0
1792,10.3,81.0,600.0
1793,10.0,83.0,746.0
1794,9.2,78.0,800.0
1795,11.9,75.0,746.0
1796,13.5,84.0,600.0
1797,15.6,77.0,400.0
1798,17.3,80.0,200.0
1799,19.5,72.0,54.0
1800,21.8,77.0,0.0
1801,24.0,84.0,54.0
1802,24.6,76.0,200.0
1803,25.3,83.0,400.0
1804,26.1,68.0,600.0
1805,23.9,77.0,746.0
1806,25.5,79.0,800.0
1807,23.8,88.0,746.0
1808,22.2,74.0,600.0
1809,21.2,83.0,400.0
1810,16.3,85.0,200.0
1811,14.2,76.0,54.0
1812,14.5,78.0,0.0
1813,12.5,80.0,54.0
1814,11.4,72.0,200.0
1815,9.9,77.0,400.0
1816,10.7,86.0,600.0
1817,11.2,82.0,746.0
1818,11.5,79.0,800.0
1819,12.0,80.0,746.0
1820,11.8,82.0,600.0
1821,16.6,83.0,400.0
1822,19.1,77.0,200.0
1823,20.6,87.0,54.0
1824,21.0,86.0,0.0
1825,24.2,83.0,54.0
1826,25.7,75.0,200.0
1827,27.3,74.0,400.0
1828,25.2,78.0,600.0
1829,25.6,80.0,746.0
1830,25.8,71.0,800.0
1831,23.9,82.0,746.0
1832,21.1,86.0,600.0
1833,20.7,82.0,400.0
1834,18.8,76.0,200.0
1835,16.3,76.0,54.0
1836,14.4,81.0,0.0
1837,12.3,79.0,54.0
1838,12.7,82.0,200.0
1839,9.5,83.0,400.0
1840,9.5,85.0,600.0
1841,10.3,74.0,746.0
1842,11.9,81.0,800.0
1843,10.8,78.0,746.0
1844,12.6,79.0,600.0
1845,13.8,84.0,400.0
1846,17.9,84.0,200.0
1847,18.8,87.0,54.0
1848,21.5,82.0,0.0
1849,24.2,79.0,54.0
1850,24.3,78.0,200.0
1851,26.0,71.0,400.0
1852,25.8,86.0,600.0
1853,26.5,78.0,746.0
1854,25.6,82.0,800.0
1855,23.2,83.0,746.0
1856,22.1,73.0,600.0
1857,21.4,75.0,400.0
1858,18.7,87.0,200.0
1859,14.8,81.0,54.0
1860,14.9,77.0,0.0
1861,11.5,79.0,54.0
1862,12.7,85.0,200.0
1863,11.4,84.0,400.0
1864,10.4,72.0,600.0
1865,10.5,88.0,746.0
1866,10.8,84.0,800.0
1867,13.0,79.0,746.0
1868,13.5,74.0,600.0
1869,16.1,85.0,400.0
1870,18.8,82.0,200.0
1871,19.4,72.0,54.0
1872,21.3,78.0,0.0
1873,22.4,95.0,54.0
1874,23.9,80.0,200.0
1875,23.9,76.0,400.0
1876,26.8,75.0,600.0
1877,27.7,88.0,746.0
1878,26.5,84.0,800.0
1879,22.3,87.0,746.0
1880,23.0,81.0,600.0
1881,21.8,86.0,400.0
1882,17.8,75.0,200.0
1883,16.3,80.0,54.0
1884,12.3,81.0,0.0
1885,12.8,87.0,54.0
1886,10.2,81.0,200.0
1887,10.6,77.0,400.0
1888,8.5,80.0,600.0
1889,10.9,71.0,746.0
1890,12.1,68.0,800.0
1891,11.5,84.0,746.0
1892,12.8,78.0,600.0
1893,13.7,78.0,400.0
1894,17.7,84.0,200.0
1895,19.4,87.0,54.0
1896,20.4,82.0,0.0
1897,24.1,89.0,54.0
1898,24.5,82.0,200.0
1899,24.7,81.0,400.0
1900,25.6,81.0,600.0
1901,27.0,73.0,746.0
1902,25.7,84.0,800.0
1903,23.8,67.0,746.0
1904,22.9,77.0,600.0
1905,19.2,80.0,400.0
1906,18.3,76.0,200.0
1907,16.4,77.0,54.0
1908,13.8,89.0,0.0
1909,13.0,85.0,54.0
1910,10.5,76.0,200.0
1911,11.0,77.0,400.0
1912,10.7,73.0,600.0
1913,7.4,83.0,746.0
1914,12.3,78.0,800.0
1915,9.3,70.0,746.0
1916,13.4,80.0,600.0
1917,16.9,82.0,400.0
1918,17.6,85.0,200.0
1919,18.6,79.0,54.0
1920,20.9,78.0,0.0
1921,24.7,90.0,54.0
1922,23.0,80.0,200.0
1923,26.9,83.0,400.0
1924,26.1,77.0,600.0
1925,24.7,83.0,746.0
