frame,snn_inference_ms,websocket_ms,e2e_latency_ms
2425,5.21,3.66,20.03
2426,4.24,3.57,17.8
2427,4.19,3.23,17.64
2428,4.64,5.33,19.78
2429,4.62,3.89,18.02
2430,4.52,3.74,17.6
2431,4.76,3.69,19.04
2432,7.36,5.24,21.94
2433,4.97,4.61,18.63
2434,4.16,3.67,19.08
2435,5.5,3.53,17.6
2436,4.63,3.45,18.48
2437,4.55,4.37,17.68
2438,7.68,3.21,21.05
2439,4.13,3.57,19.24
2440,5.03,3.72,20.3
2441,5.27,3.82,18.96
2442,4.18,5.62,18.75
2443,4.31,4.12,17.19
2444,4.83,5.67,20.83
2445,4.22,3.27,20.31
2446,4.87,3.82,18.5
2447,5.34,5.07,19.21
2448,4.3,3.54,18.84
2449,4.9,4.05,19.68
2450,5.89,4.69,25.07
2451,4.35,3.7,25.16
2452,5.11,5.79,19.66
2453,4.77,4.2,18.64
2454,4.7,5.46,21.55
2455,5.23,3.26,18.89
2456,4.44,3.98,18.69
2457,4.64,5.07,18.39
2458,4.48,3.48,17.01
2459,4.79,4.17,18.18
2460,4.98,3.57,17.9
2461,4.87,3.43,20.25
2462,4.93,3.39,17.84
2463,4.28,6.0,20.22
2464,4.92,6.36,23.15
2465,4.12,3.44,17.03
2466,5.69,3.6,18.76
2467,4.11,4.8,17.97
2468,4.34,3.31,16.21
2469,5.56,4.59,20.77
2470,4.39,8.49,24.79
2471,4.13,3.2,16.09
2472,4.83,6.6,21.28
2473,4.15,6.19,20.58
2474,4.48,3.33,17.27
2475,4.64,4.7,18.11
2476,4.56,3.38,18.7
2477,4.34,3.42,16.42
2478,4.21,3.72,16.68
2479,4.76,4.33,18.08
2480,5.47,3.96,20.04
2481,5.25,5.43,22.75
2482,6.18,3.43,19.84
2483,5.74,3.3,22.14
2484,4.85,3.74,28.95
2485,4.74,3.48,17.01
2486,4.57,5.3,18.62
2487,4.19,3.59,17.21
2488,4.65,3.47,20.15
2489,4.28,3.73,20.34
2490,4.15,3.33,15.99
2491,6.83,3.23,19.23
2492,4.17,3.72,16.95
2493,5.52,4.07,18.48
2494,6.01,3.33,19.23
2495,4.14,3.33,23.12
2496,4.89,3.28,16.76
2497,4.13,4.06,17.93
2498,5.49,4.03,18.33
2499,6.06,5.9,22.22
2500,7.05,3.66,20.36
2501,4.81,3.57,17.82
2502,4.69,4.79,18.38
2503,4.58,3.32,18.7
2504,4.97,3.88,17.8
2505,6.78,3.5,21.15
2506,4.68,4.46,18.3
2507,4.42,3.35,18.73
2508,7.05,4.03,19.85
2509,4.13,5.66,19.33
2510,4.78,4.92,20.04
2511,4.74,3.84,17.11
2512,4.11,5.53,18.34
2513,4.19,4.41,20.36
2514,4.7,7.9,21.44
2515,4.72,3.9,17.6
2516,5.07,6.52,20.11
2517,4.23,3.84,17.76
2518,6.1,4.73,19.69
2519,5.61,5.1,24.25
2520,6.18,5.01,19.76
2521,5.1,3.43,24.97
2522,5.27,5.01,19.41
2523,4.11,3.34,16.79
2524,5.35,3.25,24.95
2525,4.73,6.59,20.22
2526,4.26,5.83,18.7
2527,5.14,4.02,21.94
2528,5.95,3.84,19.29
2529,4.18,3.98,18.6
2530,4.21,5.87,21.81
2531,5.82,4.88,19.64
2532,5.69,4.74,19.18
2533,4.36,4.03,16.92
2534,4.3,3.25,20.68
2535,4.28,5.12,18.61
2536,4.28,3.76,21.03
2537,4.72,4.26,25.52
2538,4.35,3.89,16.86
2539,6.02,7.25,21.94
2540,4.76,4.25,17.98
2541,5.28,4.58,25.54
2542,4.46,3.63,17.03
2543,4.72,3.91,20.34
2544,4.16,3.59,19.96
2545,4.14,3.65,16.96
2546,6.72,4.02,19.75
2547,4.27,4.76,19.27
2548,5.56,3.6,19.12
2549,4.97,3.28,19.18
2550,6.41,5.32,25.99
2551,4.22,3.25,16.01
2552,5.62,3.32,24.41
2553,4.35,3.62,19.52
2554,6.39,3.6,22.71
2555,4.25,3.52,17.21
2556,4.54,3.23,17.3
2557,5.14,3.62,18.65
2558,4.9,3.9,18.52
2559,4.33,3.56,16.44
2560,5.71,3.65,19.32
2561,4.83,3.99,17.47
2562,4.89,4.01,18.26
2563,4.29,4.74,19.61
2564,4.75,4.35,19.08
2565,5.59,4.11,19.54
2566,4.83,6.6,22.69
2567,4.66,3.81,19.45
2568,4.29,8.94,23.36
2569,4.81,4.75,19.87
2570,6.61,4.36,19.62
2571,4.62,3.38,17.51
2572,4.9,3.74,18.79
2573,4.54,6.19,20.44
2574,4.54,3.73,20.54
2575,4.23,3.73,18.09
2576,4.83,4.54,19.56
2577,4.23,3.84,18.6
2578,6.44,5.38,20.85
2579,4.27,3.64,21.97
2580,4.22,3.51,19.97
2581,5.33,3.81,22.13
2582,4.18,4.01,17.86
2583,7.15,5.36,24.44
2584,4.27,3.86,17.29
2585,4.38,3.44,16.94
2586,4.43,4.94,19.38
2587,4.37,3.48,19.66
2588,4.83,8.4,22.19
2589,4.56,5.89,19.17
2590,4.66,7.02,21.8
2591,4.67,6.26,21.99
2592,4.6,4.21,20.85
2593,4.54,4.12,20.01
2594,5.65,4.16,20.56
2595,5.45,3.3,17.37
2596,4.25,3.44,17.12
2597,4.29,3.7,19.46
2598,5.0,5.04,20.03
2599,5.37,3.34,18.62
2600,4.46,4.25,17.38
2601,4.64,4.52,23.14
2602,4.2,4.53,18.66
2603,4.44,4.59,19.36
2604,4.44,5.35,27.57
2605,4.21,3.64,18.66
2606,4.27,3.21,18.42
2607,4.25,4.36,18.79
2608,4.2,5.31,21.86
2609,8.99,3.44,21.35
2610,4.35,3.48,18.56
2611,4.6,6.54,23.55
2612,6.05,5.68,21.48
2613,4.71,4.67,19.89
2614,4.27,4.51,20.2
2615,4.82,4.81,20.8
2616,4.24,5.4,19.44
2617,4.66,3.64,16.98
2618,4.25,4.35,23.42
2619,4.6,3.26,19.41
2620,4.41,3.41,17.44
2621,6.63,3.25,23.99
2622,6.72,3.57,22.04
2623,4.24,7.69,21.18
2624,4.52,3.93,18.77
2625,4.38,3.69,16.59
2626,5.97,3.47,18.27
2627,6.54,3.62,21.12
2628,4.52,3.65,17.63
2629,4.46,4.04,18.83
2630,6.53,3.34,19.92
2631,4.41,4.62,21.27
2632,4.34,6.52,21.32
2633,5.61,3.71,20.64
2634,4.17,4.3,18.36
2635,4.78,5.36,20.91
2636,4.14,3.92,17.64
2637,4.6,5.63,19.14
2638,4.19,4.82,17.78
2639,4.99,4.52,18.7
2640,5.94,5.44,22.23
2641,4.5,4.16,17.48
2642,4.14,4.35,17.43
2643,4.21,4.54,19.65
2644,4.37,3.35,17.58
2645,4.24,4.4,17.63
2646,4.54,4.21,17.57
2647,4.21,6.2,19.97
2648,4.55,4.0,18.9
2649,5.33,4.85,19.03
2650,7.82,3.29,21.22
2651,4.57,4.5,21.55
2652,4.45,4.06,17.43
2653,5.46,3.97,20.86
2654,5.58,4.2,20.01
2655,4.1,4.39,20.57
2656,6.08,6.06,21.39
2657,5.29,5.98,21.54
2658,4.94,4.43,17.94
2659,5.58,3.29,17.75
2660,4.59,5.94,21.46
2661,6.6,3.36,21.07
2662,4.37,7.51,21.51
2663,4.13,3.21,17.63
2664,5.51,3.3,18.2
2665,6.07,3.3,19.6
2666,5.85,3.25,21.77
2667,4.12,3.47,19.06
2668,6.09,3.83,22.58
2669,4.2,3.76,17.79
2670,5.34,3.37,17.93
2671,5.04,4.06,20.28
2672,4.13,5.8,20.87
2673,4.33,3.23,18.31
2674,4.49,4.57,17.87
2675,4.2,3.67,17.28
2676,4.11,4.27,17.19
2677,5.57,3.41,19.16
2678,4.18,5.46,18.93
2679,5.16,4.23,18.47
2680,4.41,3.58,27.86
2681,4.95,5.9,21.01
2682,5.14,3.6,19.0
2683,4.14,5.38,22.5
2684,4.56,4.71,21.72
2685,4.87,4.31,17.8
2686,4.24,6.01,26.34
2687,4.65,6.03,23.74
2688,5.72,6.53,21.85
2689,4.63,3.76,17.9
2690,4.22,3.86,16.77
2691,4.42,3.85,17.65
2692,5.0,5.66,22.64
2693,6.99,6.16,29.79
2694,4.39,4.54,20.26
2695,5.42,4.18,22.47
2696,4.46,4.53,17.81
2697,6.02,3.79,22.92
2698,4.64,5.24,18.5
2699,4.86,5.51,18.97
2700,4.16,5.69,19.02
2701,5.2,3.68,22.56
2702,5.69,6.3,20.52
2703,5.04,4.8,21.08
2704,4.65,4.48,19.48
2705,4.11,3.64,16.67
2706,4.1,3.27,15.9
2707,7.05,3.82,21.68
2708,4.54,4.46,18.08
2709,4.29,3.56,19.8
2710,4.89,4.82,28.4
2711,5.65,4.52,22.46
2712,5.81,3.85,26.46
2713,6.56,4.49,20.48
2714,4.89,5.74,20.81
2715,4.44,3.91,17.05
2716,4.57,3.63,18.2
2717,4.47,4.66,19.42
2718,5.08,3.28,21.1
2719,4.46,4.33,17.81
2720,5.43,4.63,21.22
2721,4.28,4.82,17.81
2722,5.82,5.89,21.51
2723,4.5,6.24,19.32
2724,4.54,4.1,17.15
2725,7.58,4.09,20.56
2726,4.43,3.5,22.5
2727,4.45,3.79,17.01
2728,4.95,4.19,20.72
2729,5.15,3.71,19.7
2730,5.0,3.28,18.45
2731,4.63,3.6,19.73
2732,5.93,4.31,19.37
2733,5.16,3.49,17.54
2734,4.24,4.83,18.7
2735,4.21,4.63,17.36
2736,5.97,3.57,18.78
2737,5.24,3.22,19.71
2738,6.0,4.01,18.69
2739,4.32,3.46,17.31
2740,4.58,5.41,21.69
2741,5.68,4.35,18.98
2742,5.18,3.55,18.77
2743,5.23,5.28,19.57
2744,4.33,4.25,18.77
2745,5.2,6.43,21.36
2746,4.7,3.61,17.24
2747,10.23,3.45,24.29
2748,4.26,3.22,18.74
2749,4.34,4.18,21.23
2750,5.9,4.72,19.69
2751,4.92,3.44,18.86
2752,4.88,4.29,22.43
2753,4.3,3.62,16.79
2754,6.71,3.89,19.19
2755,5.97,5.23,19.77
2756,5.04,3.48,17.64
2757,5.02,3.41,17.19
2758,5.25,4.69,20.05
2759,4.54,3.26,18.23
2760,4.24,4.17,19.0
2761,4.52,10.29,24.16
2762,4.11,4.89,18.05
2763,6.39,3.72,21.82
2764,4.89,3.74,21.49
2765,4.17,3.26,19.59
2766,4.16,4.37,17.95
2767,4.51,6.4,19.72
2768,7.22,4.36,20.32
2769,6.59,3.55,20.61
2770,6.64,3.89,20.11
2771,4.37,3.3,16.35
2772,4.32,4.38,20.73
2773,5.99,4.08,21.55
2774,5.03,3.52,17.42
2775,5.82,3.5,20.06
2776,5.97,3.45,20.79
2777,4.19,3.69,17.32
2778,4.8,3.52,16.87
2779,4.47,4.22,17.97
2780,4.24,3.87,20.48
2781,6.34,7.23,24.11
2782,4.27,3.79,18.86
2783,4.22,4.44,18.09
2784,4.27,8.77,24.68
2785,4.24,5.82,19.45
2786,6.36,3.76,20.12
2787,4.36,3.33,23.46
2788,4.28,4.62,17.79
2789,4.13,5.58,18.66
2790,4.11,4.03,20.74
2791,5.05,3.9,18.81
2792,4.62,3.45,16.78
2793,4.67,6.02,21.13
2794,5.31,5.71,22.34
2795,4.6,4.38,21.1
2796,4.33,3.27,20.34
2797,5.79,3.64,20.06
2798,4.25,8.18,21.48
2799,4.25,4.32,18.01
2800,4.77,3.3,16.84
2801,6.34,3.75,20.39
2802,4.24,3.62,16.64
2803,4.25,4.52,18.37
2804,4.82,3.36,18.29
2805,4.78,3.23,17.58
2806,5.03,3.92,22.45
2807,5.73,4.01,18.56
2808,4.3,6.04,18.97
2809,4.5,4.88,17.97
2810,4.96,4.61,19.39
2811,4.56,3.41,20.38
2812,5.0,4.4,19.03
2813,4.75,3.62,22.96
2814,4.8,3.95,18.21
2815,4.17,5.63,19.89
2816,4.8,3.83,17.14
2817,4.36,3.53,16.55
2818,4.39,5.46,18.64
2819,5.09,4.52,20.65
2820,4.28,8.04,24.53
2821,4.42,5.01,19.46
2822,4.32,3.57,22.91
2823,5.34,3.67,18.29
2824,4.16,3.3,17.6
2825,4.17,3.38,17.68
2826,5.82,4.17,19.11
2827,4.14,5.01,20.96
2828,4.16,3.47,19.45
2829,4.39,3.37,26.4
2830,4.24,4.67,18.92
2831,5.82,4.4,19.79
2832,4.69,3.68,19.65
2833,5.45,3.4,18.89
2834,4.55,3.5,18.84
2835,5.17,4.62,26.12
2836,4.44,4.66,18.32
2837,4.85,3.32,17.09
2838,5.14,3.41,20.02
2839,4.63,3.62,17.46
2840,5.04,7.55,22.35
2841,5.28,3.23,24.68
2842,4.54,4.17,18.7
2843,4.61,3.73,17.44
2844,4.49,4.28,18.91
2845,4.13,4.52,19.94
2846,5.05,3.77,19.59
2847,5.06,4.02,21.65
2848,5.17,6.28,23.51
2849,4.43,10.62,27.4
2850,5.12,4.73,18.37
2851,4.29,3.72,16.61
2852,4.28,5.94,19.15
2853,9.02,3.45,22.25
2854,4.16,3.41,19.21
2855,6.03,3.64,20.65
2856,4.87,10.05,24.17
2857,4.39,3.64,19.57
2858,4.97,11.78,25.45
2859,4.19,4.07,20.02
2860,4.66,4.27,18.44
2861,4.15,4.23,18.09
2862,5.22,4.55,30.1
2863,4.27,3.81,20.75
2864,4.4,3.22,17.25
2865,4.74,5.56,18.96
2866,5.1,3.4,18.01
2867,4.9,3.55,18.97
2868,4.17,4.81,27.59
2869,4.16,7.56,20.26
2870,5.3,3.86,18.31
2871,4.5,3.29,16.54
2872,4.48,3.68,17.11
2873,5.26,3.48,24.54
2874,4.25,4.23,26.41
2875,7.11,5.62,23.97
2876,4.86,5.18,18.57
2877,4.24,4.42,17.82
2878,4.71,4.57,19.0
2879,4.23,3.65,22.77
2880,6.12,4.09,20.31
2881,4.41,3.6,17.84
2882,6.58,3.78,20.82
2883,4.19,5.3,19.19
2884,4.2,3.3,16.11
2885,4.15,4.55,22.43
2886,4.13,6.15,20.31
2887,6.35,3.24,21.98
2888,6.92,3.69,20.64
2889,5.34,8.72,24.52
2890,4.81,6.29,19.99
2891,4.53,6.11,29.03
2892,4.51,4.41,17.52
2893,5.44,3.8,18.2
2894,5.3,4.82,22.11
2895,4.17,3.37,16.4
2896,4.74,4.8,18.09
2897,4.29,3.27,21.79
2898,5.23,3.66,20.21
2899,4.17,4.57,18.17
2900,4.52,6.76,24.84
2901,4.65,4.51,19.26
2902,4.87,4.52,20.22
2903,4.2,4.29,18.93
2904,4.15,4.14,20.59
2905,4.53,4.25,18.34
2906,4.16,5.54,22.4
2907,4.24,4.43,18.45
2908,5.89,3.29,17.89
2909,4.89,4.16,18.11
2910,4.28,6.57,19.63
2911,4.78,4.49,19.68
2912,4.11,4.22,21.53
2913,4.82,3.21,17.0
2914,4.19,3.25,17.21
2915,4.87,4.09,17.6
2916,4.87,4.02,19.53
2917,6.13,3.23,19.39
2918,4.46,3.22,19.71
2919,4.38,4.5,22.53
2920,4.77,3.73,18.94
2921,5.28,4.74,20.95
2922,4.35,3.57,18.25
2923,4.75,5.46,20.99
2924,5.85,3.62,20.21
2925,5.25,5.34,20.41
2926,5.2,3.67,17.53
2927,4.35,3.24,16.2
2928,4.18,3.34,16.91
2929,4.33,4.9,20.96
2930,4.7,3.6,17.02
2931,4.79,6.04,24.58
2932,4.32,4.07,18.41
2933,4.57,3.33,19.62
2934,4.31,4.86,20.17
2935,4.34,3.48,19.2
2936,5.81,3.87,19.84
2937,5.8,4.76,22.91
2938,4.19,3.26,17.13
2939,4.19,3.49,16.25
2940,4.53,4.75,20.25
2941,4.61,4.96,19.01
2942,5.9,4.49,20.2
2943,4.57,3.28,16.66
2944,4.52,7.15,22.57
2945,4.72,4.47,18.49
2946,4.22,3.23,16.07
2947,5.8,6.4,21.3
2948,5.05,4.22,21.74
2949,6.04,4.44,25.37
2950,4.84,4.02,20.15
2951,4.52,4.8,18.42
2952,4.96,3.62,17.24
2953,4.96,3.93,18.93
2954,4.31,3.36,16.44
2955,4.78,3.48,19.38
2956,5.18,4.05,17.95
2957,4.61,3.88,19.04
2958,4.3,4.26,17.99
2959,4.34,3.39,19.16
2960,4.62,3.63,17.08
2961,4.24,4.76,20.66
2962,4.45,4.34,17.31
2963,4.13,3.37,19.28
2964,4.32,5.71,24.88
2965,5.04,3.94,18.18
2966,4.97,3.39,18.07
2967,4.8,3.34,18.55
2968,5.84,3.6,19.53
2969,5.05,4.01,18.81
2970,4.25,3.42,22.4
2971,4.83,4.62,29.0
2972,4.56,4.16,17.25
2973,5.04,4.23,19.46
2974,4.56,4.73,18.3
2975,5.51,4.4,23.27
2976,4.87,5.42,23.53
2977,4.25,4.66,17.88
2978,5.11,3.45,18.38
2979,5.42,3.26,19.1
2980,7.78,3.7,21.94
2981,5.26,7.03,21.57
2982,5.23,4.14,23.3
2983,4.97,3.93,18.13
2984,4.46,5.98,21.1
2985,5.83,4.33,20.15
2986,5.4,3.56,19.08
2987,4.75,4.46,19.15
2988,4.61,4.63,17.89
2989,5.12,3.49,17.17
2990,4.44,9.78,23.17
2991,5.48,3.44,18.29
2992,5.97,3.79,19.54
2993,4.68,3.5,17.04
2994,4.62,3.47,23.66
2995,4.74,3.93,19.12
2996,4.99,3.9,19.9
2997,4.78,4.49,19.09
2998,4.28,4.25,21.24
2999,4.23,4.43,17.72
3000,4.34,4.78,19.57
3001,4.61,4.9,18.47
3002,4.45,3.27,18.46
3003,5.11,3.97,19.39
3004,4.22,5.31,18.43
3005,5.54,3.85,18.84
3006,4.4,3.35,18.4
3007,4.61,4.46,24.65
3008,4.23,3.86,19.07
3009,4.42,4.37,20.48
3010,4.43,3.23,16.75
3011,4.94,3.25,17.35
3012,7.41,3.8,19.86
3013,4.31,3.72,17.26
3014,4.19,3.86,17.81
3015,4.89,3.53,17.44
3016,4.86,5.25,19.04
3017,4.53,3.51,18.24
3018,4.22,3.24,17.08
3019,4.67,3.83,21.26
3020,5.22,4.22,18.45
3021,5.69,3.71,19.04
3022,4.14,3.46,16.15
3023,4.36,3.26,16.4
3024,4.88,4.3,17.71
3025,5.6,4.13,18.72
3026,4.24,4.03,17.65
3027,4.99,4.56,18.59
3028,4.14,3.58,16.38
3029,4.39,3.34,17.83
3030,4.13,4.06,17.12
3031,5.49,3.27,19.4
3032,4.14,4.88,18.49
3033,5.07,3.27,17.47
3034,4.22,3.93,20.16
3035,4.82,3.23,19.95
3036,4.71,3.28,20.59
3037,4.93,3.88,19.28
3038,4.12,3.68,19.53
3039,4.17,3.48,19.23
3040,4.6,3.4,17.94
3041,4.92,4.26,19.45
3042,4.73,3.63,19.91
3043,5.42,4.23,22.7
3044,4.51,3.81,18.61
3045,5.41,5.05,19.26
3046,4.15,5.98,18.96
3047,4.9,3.22,17.98
3048,4.6,3.36,20.58
3049,4.43,5.97,21.63
3050,4.34,4.76,19.17
3051,5.42,4.09,22.65
3052,4.47,3.22,16.82
3053,4.63,6.08,19.29
3054,8.29,4.98,22.9
3055,6.12,3.36,18.64
3056,5.17,4.64,18.62
3057,4.16,4.94,18.63
3058,5.17,7.22,21.44
3059,4.54,4.21,17.99
3060,5.62,4.77,22.07
3061,4.18,4.61,20.08
3062,4.83,4.32,20.24
3063,4.47,3.39,16.45
3064,4.75,5.91,19.41
3065,4.51,6.8,21.23
3066,4.26,4.54,20.03
3067,4.7,3.24,19.85
3068,5.07,3.85,21.1
3069,4.3,4.53,18.22
3070,4.37,4.12,18.74
3071,4.42,3.77,19.71
3072,5.66,5.45,22.2
3073,4.18,3.54,20.48
3074,4.37,5.56,19.51
3075,5.08,3.31,17.0
3076,4.12,3.6,16.57
3077,4.45,4.25,17.85
3078,4.71,4.79,22.3
3079,4.17,4.64,20.66
3080,4.48,3.61,21.02
3081,5.77,3.29,22.09
3082,5.73,3.33,20.23
3083,5.13,3.51,18.04
3084,4.73,5.06,27.01
3085,4.64,3.61,17.32
3086,4.71,3.24,16.6
3087,4.72,3.42,22.69
3088,4.23,5.04,18.66
3089,7.84,3.73,20.63
3090,5.29,3.61,18.02
3091,4.15,7.21,21.72
3092,5.37,4.11,18.21
3093,4.74,4.59,20.57
3094,4.39,4.61,18.24
3095,4.23,3.28,16.06
3096,4.25,6.78,22.47
3097,5.33,3.95,19.25
3098,4.75,5.04,20.78
3099,4.89,3.92,17.7
3100,4.79,6.6,21.58
3101,4.4,3.91,16.89
3102,4.3,3.28,16.09
3103,6.53,3.79,19.62
3104,4.63,4.69,18.0
3105,4.23,4.5,18.47
3106,4.97,4.21,20.35
3107,5.44,4.07,20.23
3108,4.24,3.86,18.31
3109,4.21,3.49,16.57
3110,4.11,4.43,20.14
3111,4.14,3.27,16.78
3112,4.63,3.79,23.3
3113,5.81,5.4,21.17
3114,5.36,3.66,19.66
3115,4.63,4.32,19.21
3116,4.9,3.29,17.56
3117,7.22,3.4,20.46
3118,6.1,3.37,19.87
3119,5.16,3.97,19.18
3120,4.67,6.21,20.76
3121,4.87,6.79,22.96
3122,4.17,3.63,16.32
3123,4.31,3.23,20.18
3124,5.08,4.58,18.46
3125,4.47,3.41,17.95
3126,4.11,4.17,17.34
3127,4.1,3.76,16.98
3128,4.99,5.89,20.24
3129,5.51,4.37,19.48
3130,4.15,3.81,20.62
3131,4.61,3.41,20.15
3132,4.5,3.84,17.69
3133,4.36,3.82,18.78
3134,5.93,3.21,18.64
3135,7.21,5.09,21.42
3136,4.11,5.15,19.67
3137,4.17,4.35,17.02
3138,4.32,3.29,17.81
3139,4.74,3.53,23.05
3140,4.12,5.17,21.62
3141,4.19,3.49,20.67
3142,4.96,4.19,20.86
3143,4.51,3.84,19.54
3144,4.67,3.48,19.27
3145,5.38,4.57,18.52
3146,5.41,3.41,19.57
3147,7.19,3.95,20.94
3148,4.86,4.96,23.13
3149,4.62,4.56,25.46
3150,4.94,4.73,20.4
3151,4.72,4.53,18.8
3152,4.48,3.43,20.45
3153,4.4,4.51,22.0
3154,5.54,3.89,18.42
3155,5.17,3.54,28.32
3156,4.62,4.13,17.92
3157,4.33,5.55,21.34
3158,4.2,3.25,18.16
3159,4.37,6.6,20.82
3160,4.12,3.29,22.29
3161,4.47,3.56,16.7
3162,4.11,3.59,16.41
3163,5.12,4.5,20.23
3164,4.3,4.37,23.46
3165,4.21,3.29,16.06
3166,4.86,3.2,19.65
3167,4.96,9.02,24.44
3168,4.89,3.56,18.47
3169,4.71,3.27,18.2
3170,5.29,3.21,17.48
3171,5.07,7.2,21.56
3172,5.64,5.99,21.96
3173,5.04,3.32,18.45
3174,6.04,5.26,21.02
3175,5.68,6.17,20.48
3176,4.11,3.46,16.89
3177,4.4,5.21,18.84
3178,4.84,5.81,19.81
3179,4.19,3.92,19.55
3180,4.22,3.69,21.79
3181,5.3,5.13,20.42
3182,4.23,3.65,18.24
3183,4.88,3.74,19.29
3184,5.15,3.28,18.84
3185,5.67,3.66,17.94
3186,4.25,3.31,19.09
3187,6.14,3.41,18.16
3188,4.15,4.04,18.08
3189,5.35,3.33,20.14
3190,4.19,8.52,22.08
3191,5.12,4.22,21.46
3192,4.29,4.62,17.7
3193,5.2,4.28,18.32
3194,4.65,4.1,17.37
3195,4.67,3.64,16.82
3196,5.65,3.44,20.04
3197,4.99,4.18,21.57
3198,4.91,3.33,19.65
3199,7.05,4.26,25.42
3200,5.33,3.28,22.21
3201,5.57,3.95,18.09
3202,5.21,4.87,19.09
3203,4.2,3.45,20.49
3204,4.97,5.34,20.61
3205,4.38,4.62,21.65
3206,4.5,5.58,19.2
3207,5.52,3.45,19.25
3208,6.21,3.49,20.11
3209,4.14,5.5,20.08
3210,4.1,3.9,17.06
3211,4.31,3.74,18.55
3212,4.93,3.9,24.44
3213,4.23,3.2,18.73
3214,7.36,5.94,24.69
3215,4.31,4.16,25.6
3216,4.43,6.09,20.71
3217,7.53,3.66,20.14
3218,4.53,3.28,17.47
3219,4.69,3.6,18.51
3220,7.34,3.31,19.32
3221,4.43,3.24,17.12
3222,6.56,3.51,19.26
3223,4.54,3.48,17.61
3224,5.78,3.37,20.37
3225,4.2,3.54,17.3
3226,4.25,3.66,17.75
3227,6.36,3.67,19.48
3228,4.58,4.15,17.93
3229,4.11,5.1,18.65
3230,4.28,4.24,17.04
3231,4.63,3.68,20.21
3232,4.18,4.21,18.19
3233,4.64,4.21,21.79
3234,4.39,6.81,20.38
3235,4.64,4.22,18.21
3236,5.87,3.44,18.1
3237,4.26,4.0,19.49
3238,4.39,7.92,22.68
3239,4.64,4.51,18.45
3240,4.41,3.72,16.85
3241,4.22,8.52,22.39
3242,4.8,3.32,25.84
3243,4.96,3.71,17.28
3244,6.41,3.46,19.04
3245,4.71,4.63,19.48
3246,4.32,4.27,18.52
3247,5.06,10.47,26.14
3248,4.95,4.02,18.19
3249,4.94,3.76,18.52
3250,4.12,3.21,18.41
3251,5.3,6.94,23.36
3252,4.39,3.24,17.36
3253,5.42,3.52,18.66
3254,4.47,4.95,17.96
3255,6.05,5.33,19.91
3256,4.59,4.44,19.93
3257,4.84,3.26,20.68
3258,4.36,4.01,18.92
3259,4.6,5.35,19.47
3260,4.16,4.13,17.55
3261,5.73,3.26,20.35
3262,4.31,4.57,17.6
3263,4.8,3.45,17.83
3264,4.56,3.22,20.62
3265,5.07,3.22,20.63
3266,5.43,3.46,21.95
3267,4.59,3.36,17.64
3268,4.24,7.46,22.51
3269,4.57,3.4,16.82
3270,4.45,3.59,17.0
3271,5.09,5.32,19.58
3272,4.89,3.97,21.11
3273,4.35,3.26,17.6
3274,4.2,3.67,17.49
3275,4.18,3.3,16.81
3276,4.88,3.42,16.98
3277,5.0,4.58,18.64
3278,4.74,3.63,19.54
3279,4.87,5.44,23.04
3280,4.93,4.73,19.42
3281,4.53,3.78,18.95
3282,5.08,3.88,18.35
3283,4.94,3.56,19.32
3284,4.87,5.03,18.59
3285,4.7,5.71,19.69
3286,4.65,5.43,19.57
3287,4.8,5.08,22.05
3288,4.45,4.09,22.42
3289,4.53,3.26,19.33
3290,4.92,4.02,17.76
3291,4.13,3.62,17.93
3292,5.34,3.3,17.89
3293,5.84,4.79,19.76
3294,4.13,3.82,18.29
3295,4.73,3.85,18.11
3296,4.76,6.26,19.61
3297,4.28,4.27,23.08
3298,4.13,4.15,17.87
3299,4.87,3.39,17.38
3300,4.75,3.9,19.48
3301,4.21,3.92,18.04
3302,4.44,4.36,19.96
3303,4.38,3.91,21.36
3304,4.91,5.88,20.8
3305,5.25,3.45,18.64
3306,4.14,5.63,18.57
3307,5.12,3.84,22.9
3308,5.77,4.09,18.74
3309,5.29,3.56,20.19
3310,5.48,4.07,23.04
3311,4.18,6.27,21.78
3312,5.54,6.72,23.43
3313,4.47,3.31,17.33
3314,4.5,5.07,19.85
3315,4.31,3.58,18.37
3316,4.99,3.77,17.71
3317,4.52,3.77,19.06
3318,4.36,3.35,18.6
3319,6.81,3.23,22.09
3320,4.27,3.23,16.72
3321,4.84,3.25,17.31
3322,6.11,3.3,22.14
3323,4.56,3.86,17.16
3324,4.78,4.84,22.35
3325,5.01,3.86,18.23
3326,4.48,3.23,16.83
3327,4.88,3.23,16.63
3328,4.21,3.46,20.31
3329,4.4,3.59,19.77
3330,8.0,3.38,21.53
3331,4.53,3.37,17.67
3332,4.61,3.4,18.77
3333,4.57,4.71,19.14
3334,8.56,3.56,22.98
3335,4.79,3.89,18.11
3336,4.79,5.74,23.89
3337,5.21,3.37,17.28
3338,4.35,3.53,22.78
3339,6.65,4.65,19.9
3340,4.31,3.88,16.7
3341,5.95,3.66,19.55
3342,5.24,4.05,21.18
3343,5.03,4.25,18.65
3344,4.31,4.83,18.66
3345,6.11,3.23,18.59
3346,4.68,3.69,18.52
3347,4.46,3.23,18.34
3348,4.59,3.85,17.06
3349,4.56,3.84,20.15
3350,4.51,3.41,19.89
3351,4.19,4.55,17.43
3352,4.96,7.45,24.25
3353,4.41,3.74,19.37
3354,4.39,4.15,17.35
3355,4.6,4.98,19.36
