hour,zone,T_outdoor_C,T_zone_C,PMV_NA,PPD_NA_pct,kWh_m2_NA,supply_temp_C,blind_angle
167,6,28.33,23.26,0.109,8.7,0.00242,20.8,0.88
168,1,29.1,20.37,-0.151,11.9,0.00219,19.8,0.6
168,2,29.1,21.92,-0.005,5.0,0.00128,23.6,0.16
168,3,29.1,24.15,0.217,18.6,0.00185,22.5,0.51
168,4,29.1,22.89,0.086,7.3,0.0023,22.0,0.57
168,5,29.1,21.61,-0.066,6.3,0.00177,18.9,0.33
168,6,29.1,20.72,-0.132,10.3,0.00151,22.3,0.36
169,1,30.57,21.6,-0.013,5.1,0.00257,19.8,0.53
169,2,30.57,21.24,-0.1,8.1,0.00163,22.3,0.68
169,3,30.57,20.25,-0.179,14.6,0.00254,20.2,0.04
169,4,30.57,22.05,-0.007,5.0,0.00192,17.0,0.47
169,5,30.57,21.75,0.01,5.0,0.00185,19.8,0.6
169,6,30.57,18.9,-0.3,29.5,0.00162,16.9,0.79
170,1,28.64,20.47,-0.116,9.2,0.00126,18.9,0.8
170,2,28.64,20.25,-0.205,17.3,0.00215,16.0,0.38
170,3,28.64,20.98,-0.067,6.4,0.00188,16.8,0.11
170,4,28.64,20.87,-0.06,6.1,0.00162,23.2,0.27
170,5,28.64,21.63,-0.094,7.7,0.00146,23.9,0.04
170,6,28.64,21.61,-0.058,6.1,0.00155,20.5,0.82
171,1,31.81,23.45,0.172,13.9,0.00228,16.5,0.1
171,2,31.81,22.04,-0.031,5.3,0.00219,16.2,0.74
171,3,31.81,20.21,-0.16,12.7,0.00133,20.7,0.28
171,4,31.81,20.87,-0.056,6.0,0.0013,21.8,0.06
171,5,31.81,20.69,-0.11,8.7,0.00207,16.7,0.14
171,6,31.81,21.85,0.019,5.1,0.00148,22.3,0.26
172,1,31.54,21.81,-0.029,5.3,0.00207,23.7,0.08
172,2,31.54,22.01,-0.007,5.0,0.00242,20.5,0.32
172,3,31.54,21.25,-0.068,6.4,0.0016,21.1,0.28
172,4,31.54,21.46,-0.025,5.2,0.00276,18.1,0.77
172,5,31.54,20.33,-0.207,17.5,0.00224,17.9,0.61
172,6,31.54,24.29,0.238,21.2,0.00259,18.1,0.35
173,1,31.85,21.12,-0.105,8.4,0.0024,19.1,0.36
173,2,31.85,20.96,-0.146,11.4,0.00249,22.5,0.79
173,3,31.85,20.27,-0.185,15.1,0.00158,16.7,0.55
173,4,31.85,24.62,0.274,25.8,0.00175,20.8,0.94
173,5,31.85,22.05,0.07,6.5,0.00162,17.3,0.15
173,6,31.85,20.84,-0.127,9.9,0.00207,20.8,0.93
174,1,30.83,19.59,-0.234,20.6,0.00264,21.1,0.73
174,2,30.83,23.71,0.117,9.2,0.00237,17.6,0.92
174,3,30.83,21.35,-0.027,5.2,0.00135,20.8,0.43
174,4,30.83,20.2,-0.167,13.4,0.00142,19.9,0.34
174,5,30.83,20.56,-0.09,7.5,0.00183,20.8,0.07
174,6,30.83,20.66,-0.118,9.3,0.0015,19.3,0.97
175,1,31.35,21.07,-0.064,6.3,0.00257,23.6,0.75
175,2,31.35,22.4,0.12,9.4,0.0018,16.7,0.86
175,3,31.35,20.95,-0.175,14.1,0.00169,22.5,0.59
175,4,31.35,19.85,-0.24,21.5,0.00212,19.8,0.26
175,5,31.35,22.92,0.086,7.3,0.00178,23.4,0.83
175,6,31.35,20.34,-0.129,10.1,0.00206,19.7,0.94
176,1,29.67,20.94,-0.132,10.3,0.00198,17.0,0.3
176,2,29.67,21.92,-0.041,5.5,0.00264,20.8,0.66
176,3,29.67,22.33,0.008,5.0,0.00206,18.5,0.0
176,4,29.67,21.49,-0.098,8.0,0.00214,17.9,0.51
176,5,29.67,22.72,0.073,6.7,0.00263,19.4,0.62
176,6,29.67,21.27,-0.117,9.2,0.00254,19.0,0.15
177,1,30.15,23.24,0.081,7.0,0.00139,18.1,0.92
177,2,30.15,22.86,0.119,9.4,0.00231,16.0,0.81
177,3,30.15,21.57,-0.051,5.8,0.00266,21.4,0.2
177,4,30.15,19.95,-0.187,15.4,0.00254,23.7,0.22
177,5,30.15,23.63,0.157,12.4,0.00229,16.8,0.95
177,6,30.15,21.84,-0.06,6.1,0.00157,18.8,0.44
178,1,30.27,21.72,-0.031,5.3,0.00162,17.2,0.17
178,2,30.27,20.9,-0.099,8.0,0.00222,18.7,0.88
178,3,30.27,22.09,-0.061,6.1,0.00254,16.5,0.15
178,4,30.27,24.28,0.289,27.8,0.00139,21.0,0.87
178,5,30.27,21.86,-0.02,5.1,0.00226,17.4,0.92
178,6,30.27,21.75,-0.024,5.2,0.0018,23.8,0.64
179,1,29.5,21.06,-0.123,9.7,0.00185,22.7,0.3
179,2,29.5,19.87,-0.232,20.4,0.00135,16.4,0.4
179,3,29.5,21.3,-0.068,6.4,0.0018,19.0,0.34
179,4,29.5,22.0,0.036,5.4,0.00224,16.2,0.77
179,5,29.5,21.02,-0.058,6.1,0.00208,21.3,0.2
179,6,29.5,21.81,-0.083,7.1,0.00155,21.7,0.67
180,1,28.71,23.01,0.067,6.4,0.00265,17.3,0.89
180,2,28.71,22.5,0.06,6.1,0.00137,17.8,0.8
180,3,28.71,22.63,0.018,5.1,0.00135,22.0,0.02
180,4,28.71,23.93,0.157,12.4,0.00185,19.3,0.91
180,5,28.71,21.41,-0.053,5.9,0.00197,16.5,0.29
180,6,28.71,19.52,-0.253,23.0,0.00245,20.6,0.22
181,1,28.53,21.01,-0.09,7.5,0.00274,19.1,0.49
181,2,28.53,22.48,0.063,6.2,0.00154,16.0,0.13
181,3,28.53,21.45,-0.049,5.7,0.00169,17.4,0.12
181,4,28.53,22.05,0.041,5.5,0.00263,20.3,0.78
181,5,28.53,23.1,0.133,10.4,0.00175,20.6,0.17
181,6,28.53,21.45,-0.014,5.1,0.00276,21.0,0.76
182,1,29.68,21.15,-0.125,9.8,0.00244,20.8,0.55
182,2,29.68,21.29,-0.142,11.1,0.00202,22.5,0.2
182,3,29.68,23.09,0.071,6.6,0.00168,18.4,0.25
182,4,29.68,23.42,0.161,12.8,0.002,22.3,0.89
182,5,29.68,22.21,0.02,5.1,0.00134,17.5,0.97
182,6,29.68,21.87,-0.011,5.0,0.00252,22.0,0.52
183,1,28.36,19.11,-0.252,22.9,0.00208,17.3,0.12
183,2,28.36,20.35,-0.147,11.5,0.00172,17.1,0.08
183,3,28.36,20.62,-0.157,12.4,0.00255,19.1,0.63
183,4,28.36,21.77,-0.007,5.0,0.00215,20.5,0.71
183,5,28.36,21.98,0.043,5.6,0.00227,22.5,0.9
183,6,28.36,19.88,-0.238,21.2,0.00232,21.1,0.63
184,1,27.7,20.36,-0.15,11.8,0.00206,17.7,0.74
184,2,27.7,22.74,0.064,6.3,0.00239,21.1,0.38
184,3,27.7,20.88,-0.078,6.9,0.00242,16.9,0.73
184,4,27.7,21.64,-0.091,7.5,0.00197,18.2,0.19
184,5,27.7,21.7,-0.051,5.8,0.00183,23.7,0.45
184,6,27.7,20.79,-0.088,7.4,0.00229,20.0,0.61
185,1,25.12,22.91,0.113,8.9,0.00236,17.2,0.09
185,2,25.12,19.66,-0.238,21.1,0.00178,22.2,0.72
185,3,25.12,20.86,-0.105,8.4,0.00265,21.3,0.41
185,4,25.12,19.58,-0.217,18.7,0.00166,20.2,0.58
185,5,25.12,20.77,-0.088,7.4,0.00207,20.1,0.35
185,6,25.12,22.26,0.003,5.0,0.00157,21.0,0.93
186,1,28.86,20.21,-0.144,11.3,0.00197,19.6,0.93
186,2,28.86,21.4,-0.062,6.2,0.0022,20.7,0.43
186,3,28.86,21.78,-0.03,5.3,0.0015,20.8,0.55
186,4,28.86,21.04,-0.099,8.0,0.00176,19.2,0.76
186,5,28.86,21.16,-0.105,8.4,0.00238,21.0,0.65
186,6,28.86,20.64,-0.146,11.4,0.00211,16.3,0.76
187,1,26.46,20.43,-0.184,15.1,0.00249,21.5,0.68
187,2,26.46,21.85,-0.08,7.0,0.00227,18.4,0.6
187,3,26.46,20.78,-0.069,6.5,0.00244,20.2,0.77
187,4,26.46,21.4,-0.106,8.4,0.00162,20.0,0.02
187,5,26.46,23.5,0.096,7.8,0.00215,23.3,0.33
187,6,26.46,20.72,-0.158,12.5,0.00143,22.9,0.55
188,1,27.08,21.01,-0.089,7.5,0.00277,20.8,0.28
188,2,27.08,21.74,-0.042,5.5,0.00271,18.3,0.64
188,3,27.08,19.84,-0.196,16.3,0.0019,18.9,0.68
188,4,27.08,22.59,0.072,6.6,0.00249,18.6,0.19
188,5,27.08,22.07,0.031,5.3,0.00209,16.4,0.43
188,6,27.08,20.66,-0.126,9.9,0.00244,17.8,0.13
189,1,27.05,21.54,-0.05,5.8,0.00173,18.7,0.99
189,2,27.05,21.49,-0.021,5.1,0.00141,16.9,0.86
189,3,27.05,19.98,-0.18,14.7,0.00143,19.6,0.57
189,4,27.05,20.56,-0.189,15.6,0.00266,17.6,0.34
189,5,27.05,24.05,0.257,23.6,0.00145,21.0,0.23
189,6,27.05,21.37,-0.122,9.6,0.00192,21.5,0.76
190,1,29.45,20.83,-0.146,11.5,0.00237,18.3,0.53
190,2,29.45,21.93,0.006,5.0,0.0025,21.3,0.31
190,3,29.45,21.39,-0.038,5.5,0.00212,16.4,0.23
190,4,29.45,21.23,-0.093,7.7,0.00141,21.9,0.56
190,5,29.45,22.13,0.025,5.2,0.00252,16.3,0.82
190,6,29.45,20.3,-0.129,10.1,0.00184,18.7,0.3
191,1,26.56,22.63,0.086,7.3,0.00157,20.9,0.24
191,2,26.56,20.06,-0.274,25.9,0.00232,17.6,0.62
191,3,26.56,23.61,0.192,15.9,0.00276,18.3,0.33
191,4,26.56,20.08,-0.19,15.7,0.00156,20.9,0.47
191,5,26.56,20.0,-0.215,18.4,0.00221,20.0,0.93
191,6,26.56,19.97,-0.235,20.8,0.00232,21.3,0.09
192,1,28.64,18.8,-0.288,27.8,0.00242,22.3,0.02
192,2,28.64,20.74,-0.128,10.0,0.00155,16.2,0.36
192,3,28.64,24.11,0.199,16.6,0.00221,20.4,0.66
192,4,28.64,20.29,-0.194,16.1,0.00181,16.6,0.41
192,5,28.64,20.15,-0.241,21.5,0.00152,21.1,0.78
192,6,28.64,22.97,0.105,8.4,0.00139,16.0,0.46
193,1,29.46,20.84,-0.091,7.6,0.00198,22.2,0.0
193,2,29.46,22.7,0.052,5.9,0.00201,19.2,0.07
193,3,29.46,23.55,0.154,12.2,0.00234,18.5,0.1
193,4,29.46,21.19,-0.088,7.4,0.00252,22.4,0.81
193,5,29.46,21.72,-0.057,6.0,0.00152,21.6,0.56
193,6,29.46,22.43,0.072,6.6,0.00131,21.7,0.21
194,1,31.77,21.29,0.009,5.0,0.00141,17.0,0.35
194,2,31.77,25.35,0.369,39.3,0.00262,23.0,0.31
194,3,31.77,22.59,0.064,6.3,0.00246,20.3,0.43
194,4,31.77,20.46,-0.12,9.4,0.00158,21.8,0.44
194,5,31.77,21.21,-0.054,5.9,0.00273,16.4,0.93
194,6,31.77,22.66,0.056,6.0,0.00197,22.7,0.25
195,1,28.86,21.8,0.056,6.0,0.00265,21.4,0.04
195,2,28.86,20.31,-0.13,10.2,0.00166,18.4,0.82
195,3,28.86,22.35,0.076,6.8,0.00247,23.6,0.02
195,4,28.86,19.38,-0.272,25.6,0.0015,18.3,0.98
195,5,28.86,22.73,0.069,6.5,0.00133,18.4,0.93
195,6,28.86,20.9,-0.161,12.8,0.00258,23.4,0.12
196,1,30.11,20.86,-0.138,10.8,0.00131,19.6,0.12
196,2,30.11,22.11,0.034,5.4,0.00182,21.6,0.91
196,3,30.11,21.27,-0.083,7.1,0.00201,20.7,0.54
196,4,30.11,20.08,-0.238,21.1,0.00262,23.6,0.17
196,5,30.11,22.19,0.029,5.3,0.00199,20.3,0.69
196,6,30.11,22.25,0.074,6.7,0.00193,21.9,0.94
197,1,29.61,21.78,-0.041,5.5,0.00253,21.4,0.97
197,2,29.61,23.31,0.083,7.1,0.00243,20.9,0.77
197,3,29.61,23.37,0.108,8.6,0.00215,17.9,0.35
197,4,29.61,22.03,-0.003,5.0,0.00137,20.5,0.22
197,5,29.61,22.29,-0.009,5.0,0.00277,17.6,0.54
197,6,29.61,21.94,0.054,5.9,0.00152,23.8,0.13
198,1,29.06,21.88,-0.07,6.5,0.00219,22.3,0.91
198,2,29.06,19.4,-0.276,26.1,0.00201,18.0,0.69
198,3,29.06,21.98,-0.0,5.0,0.00267,17.8,0.3
198,4,29.06,20.79,-0.106,8.5,0.0022,23.0,0.44
198,5,29.06,21.06,-0.109,8.6,0.00278,20.5,0.01
198,6,29.06,21.19,-0.09,7.5,0.00198,17.6,0.26
199,1,32.11,20.34,-0.152,12.0,0.00265,19.7,0.61
199,2,32.11,22.18,-0.032,5.3,0.00203,20.3,0.1
199,3,32.11,21.77,0.026,5.2,0.00153,21.1,0.82
199,4,32.11,21.79,-0.079,7.0,0.00215,17.0,0.27
199,5,32.11,21.37,-0.058,6.1,0.00226,22.0,0.46
199,6,32.11,22.19,0.036,5.4,0.00137,21.8,1.0
200,1,31.33,22.83,0.102,8.2,0.00237,23.0,0.71
200,2,31.33,21.31,-0.015,5.1,0.00268,16.0,0.57
200,3,31.33,21.12,-0.059,6.1,0.00236,19.9,0.28
200,4,31.33,21.13,-0.079,6.9,0.0021,23.6,0.45
200,5,31.33,22.25,-0.015,5.1,0.00226,22.0,0.07
200,6,31.33,22.28,0.014,5.1,0.00214,23.8,0.38
201,1,29.94,21.47,0.011,5.0,0.00205,21.8,0.03
201,2,29.94,22.42,0.031,5.3,0.00229,17.1,0.03
201,3,29.94,19.71,-0.226,19.7,0.00136,22.0,0.06
201,4,29.94,21.14,-0.079,6.9,0.00162,22.7,0.78
201,5,29.94,20.33,-0.236,21.0,0.0016,19.2,0.21
201,6,29.94,20.49,-0.137,10.7,0.00161,18.3,0.06
202,1,29.21,23.46,0.094,7.8,0.00184,18.9,0.59
202,2,29.21,21.38,0.009,5.0,0.0016,17.1,0.31
202,3,29.21,20.05,-0.148,11.6,0.0021,17.9,0.47
202,4,29.21,20.64,-0.168,13.4,0.00251,21.1,0.54
202,5,29.21,18.19,-0.389,42.4,0.00251,18.1,1.0
202,6,29.21,21.23,-0.031,5.3,0.00141,22.7,0.96
203,1,29.69,19.62,-0.228,20.0,0.00277,20.2,0.74
203,2,29.69,22.45,0.029,5.3,0.00199,22.6,0.55
203,3,29.69,23.31,0.133,10.4,0.00218,23.1,0.0
203,4,29.69,20.2,-0.23,20.2,0.00274,18.9,0.84
203,5,29.69,21.08,-0.129,10.0,0.00238,16.0,0.8
203,6,29.69,21.79,-0.04,5.5,0.00162,17.8,0.55
204,1,29.44,20.88,-0.131,10.3,0.00275,20.2,0.48
204,2,29.44,21.48,-0.016,5.1,0.00262,17.1,0.39
204,3,29.44,20.6,-0.154,12.2,0.00208,18.0,0.74
204,4,29.44,20.87,-0.109,8.6,0.00269,17.2,0.05
204,5,29.44,20.23,-0.232,20.4,0.00132,21.3,0.39
204,6,29.44,19.42,-0.253,23.1,0.00161,17.7,0.38
205,1,27.6,22.4,0.003,5.0,0.00129,17.0,0.66
205,2,27.6,22.66,0.063,6.2,0.00257,21.8,0.87
205,3,27.6,22.66,0.066,6.4,0.00185,19.4,0.67
205,4,27.6,22.49,0.095,7.8,0.00191,19.5,0.55
205,5,27.6,21.93,0.016,5.1,0.00217,21.7,0.97
205,6,27.6,20.81,-0.148,11.7,0.00137,23.6,0.23
206,1,27.01,21.7,-0.001,5.0,0.00167,16.9,0.76
206,2,27.01,20.27,-0.197,16.4,0.00172,19.4,0.13
206,3,27.01,23.14,0.178,14.5,0.00143,16.7,0.14
206,4,27.01,22.28,0.014,5.1,0.00131,21.5,0.07
206,5,27.01,20.82,-0.15,11.8,0.00231,23.9,0.5
206,6,27.01,21.16,-0.088,7.4,0.00171,20.9,0.25
207,1,27.23,19.35,-0.297,29.0,0.00213,18.0,0.53
207,2,27.23,21.67,-0.018,5.1,0.00185,18.9,0.21
207,3,27.23,21.75,-0.004,5.0,0.00227,22.6,0.68
207,4,27.23,23.19,0.104,8.4,0.0027,20.1,0.05
207,5,27.23,23.72,0.146,11.4,0.00128,22.9,0.03
207,6,27.23,20.89,-0.046,5.7,0.00269,22.4,0.21
208,1,26.42,20.85,-0.097,7.9,0.00278,19.7,0.03
208,2,26.42,20.38,-0.158,12.5,0.00139,20.4,0.21
208,3,26.42,21.73,-0.049,5.8,0.00127,17.7,0.17
208,4,26.42,22.77,0.122,9.6,0.00249,23.4,0.89
208,5,26.42,23.05,0.083,7.1,0.0023,23.3,0.81
208,6,26.42,20.4,-0.195,16.2,0.00141,16.6,0.61
209,1,27.32,24.3,0.213,18.2,0.00138,23.5,0.92
209,2,27.32,24.13,0.214,18.3,0.00219,23.4,0.99
209,3,27.32,22.32,0.04,5.5,0.00131,19.7,0.5
209,4,27.32,24.91,0.239,21.3,0.00253,18.0,0.33
209,5,27.32,21.62,-0.054,5.9,0.0017,22.7,0.77
209,6,27.32,21.15,-0.006,5.0,0.00164,22.5,0.35
210,1,25.99,22.15,-0.002,5.0,0.00158,18.6,0.52
210,2,25.99,18.57,-0.385,41.8,0.00262,22.9,0.7
210,3,25.99,23.19,0.093,7.7,0.00216,20.7,0.4
210,4,25.99,21.54,-0.037,5.4,0.0021,20.1,0.83
210,5,25.99,21.05,-0.092,7.6,0.00158,16.6,0.31
210,6,25.99,22.31,-0.009,5.0,0.00275,23.3,0.36
211,1,28.92,22.04,-0.02,5.1,0.0024,19.9,0.42
211,2,28.92,20.89,-0.148,11.6,0.00162,17.0,0.94
211,3,28.92,21.08,-0.178,14.5,0.00264,16.5,0.84
211,4,28.92,20.88,-0.185,15.1,0.00245,21.3,0.47
211,5,28.92,21.69,-0.087,7.4,0.00168,24.0,0.49
211,6,28.92,21.3,-0.059,6.1,0.00135,16.3,0.07
212,1,27.71,20.2,-0.154,12.1,0.00182,18.4,0.93
212,2,27.71,21.41,-0.114,9.0,0.0022,23.7,0.43
212,3,27.71,22.86,0.127,10.0,0.00223,18.4,0.86
212,4,27.71,23.09,0.062,6.2,0.00216,16.9,0.61
212,5,27.71,20.31,-0.145,11.3,0.00245,17.0,0.49
212,6,27.71,21.32,-0.039,5.5,0.00224,21.5,0.83
213,1,27.76,19.97,-0.229,20.1,0.00227,18.8,0.41
213,2,27.76,22.51,0.067,6.4,0.00252,23.4,0.81
213,3,27.76,21.34,-0.056,6.0,0.00272,19.1,0.58
213,4,27.76,23.26,0.12,9.4,0.00231,21.1,0.6
213,5,27.76,20.87,-0.14,11.0,0.00148,23.7,0.08
213,6,27.76,18.31,-0.398,43.6,0.00272,22.8,0.83
214,1,28.26,21.14,-0.107,8.6,0.00204,20.7,0.78
214,2,28.26,21.12,-0.105,8.4,0.00261,21.1,0.89
214,3,28.26,21.35,-0.023,5.2,0.00231,24.0,0.0
214,4,28.26,20.79,-0.086,7.3,0.00252,17.9,0.2
214,5,28.26,20.52,-0.128,10.0,0.00249,22.1,0.1
214,6,28.26,22.2,-0.019,5.1,0.0026,20.5,0.35
215,1,27.92,22.49,0.063,6.2,0.00234,23.9,0.8
215,2,27.92,21.96,0.042,5.5,0.00148,20.5,0.34
215,3,27.92,22.24,0.048,5.7,0.00151,22.9,0.7
215,4,27.92,21.99,0.048,5.7,0.00152,16.9,0.91
215,5,27.92,20.1,-0.134,10.5,0.00263,17.9,0.1
215,6,27.92,20.33,-0.168,13.5,0.00249,19.3,0.58
216,1,28.69,21.45,-0.006,5.0,0.00276,21.7,0.34
216,2,28.69,20.47,-0.137,10.7,0.00132,22.0,0.23
216,3,28.69,21.67,-0.005,5.0,0.00211,21.8,0.49
216,4,28.69,18.85,-0.346,36.0,0.00265,20.9,0.46
216,5,28.69,23.12,0.112,8.9,0.00247,16.2,0.98
216,6,28.69,21.47,-0.07,6.5,0.00203,18.7,0.63
217,1,29.19,21.42,-0.06,6.1,0.00274,18.2,0.77
217,2,29.19,21.25,-0.066,6.4,0.00138,21.7,0.76
217,3,29.19,22.31,0.004,5.0,0.00262,18.8,0.39
217,4,29.19,21.08,-0.119,9.3,0.00203,23.5,0.18
217,5,29.19,20.77,-0.101,8.1,0.00174,17.3,0.19
217,6,29.19,19.39,-0.305,30.1,0.00276,22.1,0.06
218,1,30.53,20.54,-0.113,8.9,0.00175,17.2,0.12
218,2,30.53,24.23,0.203,17.1,0.00267,17.2,0.67
218,3,30.53,21.51,-0.078,6.9,0.00199,23.4,0.83
218,4,30.53,24.25,0.227,19.9,0.00275,16.4,1.0
218,5,30.53,21.71,-0.07,6.5,0.00198,16.2,0.43
218,6,30.53,24.29,0.212,18.0,0.00154,21.7,0.95
219,1,30.46,21.55,-0.074,6.7,0.00133,23.9,0.41
219,2,30.46,22.93,0.107,8.5,0.0022,18.4,0.5
219,3,30.46,21.07,-0.08,7.0,0.00158,20.4,0.42
219,4,30.46,23.15,0.102,8.2,0.00134,20.2,0.3
219,5,30.46,22.33,0.067,6.4,0.00194,16.9,0.53
219,6,30.46,21.31,-0.076,6.8,0.00157,16.6,0.37
220,1,30.22,20.61,-0.12,9.4,0.00221,20.5,0.49
220,2,30.22,20.4,-0.191,15.8,0.00264,17.3,0.92
220,3,30.22,21.81,-0.008,5.0,0.00139,17.8,0.83
220,4,30.22,20.42,-0.191,15.8,0.00189,16.2,0.76
220,5,30.22,21.44,-0.039,5.5,0.00138,20.1,0.3
220,6,30.22,24.08,0.175,14.1,0.00241,16.4,0.34
221,1,30.62,22.36,0.011,5.0,0.00219,16.9,0.47
221,2,30.62,21.42,-0.056,6.0,0.00208,16.0,0.53
221,3,30.62,20.94,-0.104,8.3,0.00149,19.9,0.39
221,4,30.62,19.29,-0.349,36.5,0.0015,16.5,0.68
221,5,30.62,23.36,0.177,14.4,0.00265,22.0,0.94
221,6,30.62,22.32,0.032,5.3,0.00275,18.9,0.73
222,1,30.59,19.9,-0.185,15.2,0.00145,23.0,0.44
222,2,30.59,22.37,0.04,5.5,0.00222,19.5,0.8
222,3,30.59,21.34,-0.075,6.8,0.00126,19.2,0.83
222,4,30.59,20.47,-0.157,12.5,0.00204,16.5,0.46
222,5,30.59,22.45,0.108,8.6,0.00189,16.5,0.62
222,6,30.59,22.38,0.066,6.4,0.00146,17.1,0.21
223,1,30.77,21.34,-0.074,6.7,0.00191,16.6,0.48
223,2,30.77,21.78,-0.018,5.1,0.00213,19.5,0.63
223,3,30.77,22.81,0.079,6.9,0.00135,20.7,0.38
223,4,30.77,22.51,0.051,5.8,0.0014,16.6,0.53
223,5,30.77,20.78,-0.109,8.6,0.00191,17.4,0.72
223,6,30.77,21.28,-0.072,6.6,0.0023,22.8,0.99
224,1,31.24,21.73,-0.059,6.1,0.00241,16.6,0.03
224,2,31.24,23.11,0.044,5.6,0.00195,16.2,0.2
224,3,31.24,20.54,-0.139,10.9,0.00147,23.1,0.12
224,4,31.24,21.1,-0.134,10.5,0.0022,20.7,0.43
224,5,31.24,22.46,0.049,5.7,0.00143,23.6,0.15
224,6,31.24,21.79,0.0,5.0,0.00247,21.5,0.15
225,1,30.28,21.96,-0.024,5.2,0.00131,16.1,0.48
225,2,30.28,21.23,-0.037,5.4,0.0021,16.0,0.22
225,3,30.28,22.35,0.014,5.1,0.00134,19.2,0.51
225,4,30.28,21.29,-0.043,5.6,0.00259,22.1,0.23
225,5,30.28,21.56,-0.039,5.5,0.00153,21.3,0.88
225,6,30.28,22.7,0.041,5.5,0.0013,19.6,0.94
226,1,28.94,21.33,-0.067,6.4,0.00264,17.6,0.95
226,2,28.94,21.22,-0.046,5.7,0.00187,19.2,0.44
226,3,28.94,19.82,-0.224,19.5,0.00166,16.3,0.94
226,4,28.94,23.25,0.061,6.1,0.00202,21.1,0.4
226,5,28.94,21.26,-0.075,6.7,0.0024,21.2,0.3
226,6,28.94,22.78,0.084,7.2,0.00221,17.3,0.73
227,1,31.79,22.76,0.066,6.4,0.00175,21.4,0.08
227,2,31.79,21.79,-0.042,5.5,0.00212,19.2,0.81
227,3,31.79,20.97,-0.116,9.2,0.00245,20.8,0.33
227,4,31.79,21.6,-0.044,5.6,0.00264,19.9,0.64
227,5,31.79,23.77,0.185,15.2,0.00216,20.4,0.92
227,6,31.79,20.79,-0.154,12.2,0.0021,23.2,0.15
228,1,28.03,21.47,-0.105,8.4,0.0015,19.4,0.51
228,2,28.03,23.28,0.063,6.2,0.00227,17.5,0.46
228,3,28.03,21.49,0.007,5.0,0.00183,23.9,0.89
228,4,28.03,22.89,0.107,8.5,0.00205,23.8,0.7
228,5,28.03,20.96,-0.055,6.0,0.00218,16.0,0.37
228,6,28.03,22.89,0.071,6.5,0.00176,16.5,0.36
229,1,30.01,21.56,-0.048,5.7,0.00146,16.2,0.01
229,2,30.01,21.31,-0.101,8.1,0.00191,18.9,0.1
229,3,30.01,23.06,0.146,11.5,0.00223,22.9,0.01
229,4,30.01,18.37,-0.31,30.8,0.00131,23.9,0.36
229,5,30.01,21.98,0.03,5.3,0.00185,16.6,0.06
229,6,30.01,23.29,0.11,8.7,0.00207,21.0,0.0
230,1,28.25,20.05,-0.21,17.9,0.00269,20.3,0.12
230,2,28.25,21.38,-0.12,9.4,0.00138,23.1,0.32
230,3,28.25,21.09,-0.095,7.8,0.00251,21.3,0.32
230,4,28.25,20.96,-0.079,7.0,0.00128,19.0,0.82
230,5,28.25,20.34,-0.192,15.8,0.00238,23.9,0.52
230,6,28.25,21.72,0.019,5.1,0.00166,19.7,0.64
231,1,28.36,21.95,0.018,5.1,0.00143,22.2,0.11
231,2,28.36,21.77,0.035,5.4,0.00205,16.8,0.06
231,3,28.36,19.72,-0.217,18.6,0.0022,19.2,0.11
231,4,28.36,21.07,-0.06,6.1,0.00189,16.4,0.17
231,5,28.36,20.33,-0.149,11.7,0.00228,22.5,0.28
231,6,28.36,22.82,0.05,5.8,0.00211,19.0,0.76
232,1,29.5,21.18,-0.032,5.3,0.00267,17.5,0.69
232,2,29.5,18.96,-0.289,27.9,0.00159,23.5,0.8
232,3,29.5,21.77,-0.028,5.2,0.00208,19.0,0.7
232,4,29.5,22.98,0.092,7.6,0.00158,18.7,0.12
232,5,29.5,20.73,-0.163,13.0,0.00256,20.1,0.77
232,6,29.5,21.67,-0.001,5.0,0.00189,20.6,0.48
233,1,29.3,21.99,-0.009,5.0,0.00152,21.9,0.98
233,2,29.3,21.73,-0.029,5.3,0.00135,19.5,0.6
233,3,29.3,22.01,-0.019,5.1,0.00213,16.5,0.54
233,4,29.3,22.27,0.004,5.0,0.0021,23.2,0.98
233,5,29.3,22.09,0.002,5.0,0.0013,16.4,0.27
233,6,29.3,20.48,-0.129,10.1,0.00207,18.4,0.19
234,1,27.22,17.98,-0.38,41.0,0.00263,20.6,0.33
234,2,27.22,22.64,0.04,5.5,0.00137,17.8,0.23
234,3,27.22,20.75,-0.171,13.7,0.00192,23.0,0.2
234,4,27.22,20.15,-0.176,14.2,0.00151,19.0,0.56
234,5,27.22,19.91,-0.208,17.7,0.00224,18.6,0.18
234,6,27.22,22.99,0.097,7.9,0.00218,21.8,0.78
235,1,25.55,20.91,-0.109,8.7,0.00187,18.8,0.26
235,2,25.55,20.49,-0.166,13.2,0.00186,23.5,0.43
235,3,25.55,21.65,-0.012,5.0,0.00223,17.0,0.79
235,4,25.55,22.65,-0.005,5.0,0.00244,19.4,0.22
235,5,25.55,22.43,0.081,7.0,0.00242,19.6,0.46
235,6,25.55,22.33,0.019,5.1,0.00172,22.9,0.02
236,1,26.33,22.95,0.073,6.6,0.00266,22.0,0.07
236,2,26.33,20.08,-0.228,19.9,0.00234,21.7,0.9
236,3,26.33,22.78,0.045,5.6,0.00248,23.1,0.49
236,4,26.33,21.56,-0.087,7.4,0.00188,18.7,0.74
236,5,26.33,21.79,0.002,5.0,0.00212,22.0,0.14
