sample_id,T_now_C,RH_now_pct,CO2_now_ppm,T_forecast_30min_C,PMV_forecast,comfort_class_now,comfort_class_forecast
1208,22.32,69.9,850.0,23.42,0.149,1,2
1209,22.07,45.0,875.0,21.32,-0.279,2,1
1210,22.16,63.8,973.0,21.41,-0.125,1,1
1211,25.47,60.0,503.0,25.38,0.214,3,2
1212,26.79,35.4,410.0,26.82,0.427,2,2
1213,26.96,65.6,1162.0,26.27,0.394,2,1
1214,25.44,48.6,820.0,26.02,0.414,2,2
1215,26.47,68.0,605.0,24.69,0.165,4,2
1216,21.14,31.2,1101.0,22.11,-0.057,2,3
1217,24.51,54.2,1129.0,24.6,0.189,3,4
1218,27.21,58.0,483.0,27.71,0.515,2,2
1219,21.07,50.6,769.0,21.68,0.015,2,1
1220,26.68,63.8,974.0,25.9,0.401,1,2
1221,18.01,38.4,1115.0,18.35,-0.311,2,1
1222,26.77,36.4,888.0,25.84,0.451,2,2
1223,20.68,30.3,889.0,21.23,0.033,2,3
1224,22.38,50.7,1040.0,21.72,0.181,2,2
1225,24.53,40.9,726.0,24.88,0.286,1,2
1226,23.32,47.6,833.0,24.82,0.446,2,2
1227,23.85,32.8,729.0,22.84,0.071,2,2
1228,26.73,42.2,442.0,28.52,0.562,2,3
1229,26.83,57.4,434.0,26.38,0.372,2,2
1230,22.96,49.8,404.0,23.36,0.234,2,1
1231,18.41,54.4,693.0,19.65,-0.286,3,2
1232,22.68,48.3,489.0,22.37,0.0,4,1
1233,22.72,69.6,469.0,21.91,-0.105,2,3
1234,24.4,41.5,1024.0,25.01,0.211,2,0
1235,27.31,52.1,446.0,26.33,0.386,2,2
1236,27.42,30.4,451.0,27.61,0.719,0,3
1237,23.58,61.8,456.0,22.76,0.115,1,2
1238,24.42,49.8,632.0,22.68,-0.123,2,2
1239,21.24,39.1,680.0,20.62,-0.073,3,1
1240,20.78,47.0,1060.0,21.08,-0.08,2,3
1241,20.01,61.1,1159.0,21.35,-0.06,2,1
1242,24.06,61.8,679.0,22.52,0.166,2,2
1243,18.05,39.7,667.0,18.98,-0.356,4,2
1244,27.33,66.2,851.0,26.68,0.446,1,2
1245,23.42,47.7,873.0,22.54,-0.027,2,2
1246,26.02,40.8,898.0,25.97,0.362,2,1
1247,25.03,57.2,1154.0,23.95,0.192,3,2
1248,18.53,58.7,764.0,18.82,-0.37,2,3
1249,18.07,65.7,477.0,18.59,-0.411,3,3
1250,23.07,34.3,1173.0,22.7,-0.095,2,0
1251,20.55,44.8,1129.0,20.35,-0.134,4,2
1252,24.64,45.1,1125.0,25.28,0.24,1,2
1253,22.57,52.0,1053.0,21.99,-0.122,4,2
1254,23.09,37.2,1154.0,22.51,-0.105,3,1
1255,27.51,52.9,695.0,27.4,0.402,4,3
1256,27.74,53.6,1153.0,27.85,0.68,2,3
1257,22.89,67.8,669.0,22.89,-0.038,2,2
1258,24.25,64.2,459.0,24.64,0.341,2,1
1259,23.6,59.4,885.0,23.95,0.123,1,3
1260,23.92,48.5,636.0,24.35,0.183,2,0
1261,21.39,67.1,1072.0,21.47,0.045,2,2
1262,23.44,41.4,924.0,22.25,0.166,3,4
1263,23.69,61.2,1002.0,25.13,0.291,3,2
1264,22.3,58.5,750.0,21.15,-0.208,2,2
1265,24.66,54.1,583.0,24.48,0.2,1,0
1266,19.93,34.2,1091.0,18.61,-0.534,2,3
1267,21.54,47.2,452.0,22.65,0.204,0,4
1268,23.85,48.4,507.0,24.0,0.186,2,1
1269,27.28,41.1,857.0,27.78,0.719,0,3
1270,21.78,66.0,1003.0,22.67,0.238,2,2
1271,27.06,42.1,616.0,26.48,0.591,2,2
1272,24.13,35.6,426.0,24.06,0.205,2,1
1273,20.97,60.0,477.0,21.9,0.069,2,0
1274,27.98,42.4,464.0,27.92,0.722,2,2
1275,18.21,63.2,730.0,18.37,-0.186,2,2
1276,26.16,44.3,570.0,25.95,0.357,2,2
1277,26.08,47.1,1105.0,24.83,0.34,2,2
1278,23.4,45.5,736.0,23.23,0.29,3,2
1279,23.45,62.9,706.0,22.61,0.108,2,2
1280,27.88,55.3,850.0,28.63,0.67,2,3
1281,26.4,65.8,466.0,25.74,0.404,1,3
1282,19.76,65.7,666.0,19.43,-0.109,3,2
1283,18.95,47.0,1124.0,19.86,-0.054,2,2
1284,25.59,61.2,582.0,26.91,0.513,2,2
1285,27.73,49.3,441.0,26.12,0.313,3,1
1286,23.3,37.6,448.0,23.4,0.261,2,2
1287,27.41,39.7,913.0,27.06,0.5,2,1
1288,24.01,64.4,1092.0,22.34,-0.088,4,2
1289,22.14,65.1,688.0,22.03,0.059,2,2
1290,25.26,56.6,1079.0,24.83,0.455,3,2
1291,22.41,63.5,810.0,21.79,-0.09,2,1
1292,24.06,50.8,1061.0,24.39,0.052,3,3
1293,23.64,33.4,1194.0,24.22,0.141,2,4
1294,22.33,44.1,570.0,21.59,-0.033,2,2
1295,21.18,66.1,1009.0,20.36,-0.112,2,2
1296,22.33,38.7,928.0,22.55,-0.004,2,3
1297,23.44,33.8,950.0,22.57,0.038,2,2
1298,24.0,65.0,1049.0,23.35,0.033,2,2
1299,21.92,61.6,693.0,22.17,-0.19,0,2
1300,24.27,45.5,1024.0,25.4,0.34,2,2
1301,23.31,36.4,716.0,22.93,0.055,2,2
1302,25.16,38.5,646.0,24.71,0.383,2,3
1303,19.59,41.3,1142.0,19.4,-0.46,2,2
1304,24.71,51.9,587.0,24.13,0.288,2,2
1305,27.97,31.0,1184.0,27.49,0.413,2,2
1306,20.81,38.4,1134.0,22.1,0.017,2,2
1307,26.73,30.7,1154.0,26.79,0.589,2,4
1308,21.28,53.8,401.0,21.49,-0.047,2,2
1309,18.9,30.4,1035.0,19.55,-0.175,2,2
1310,21.55,69.2,441.0,22.22,0.117,2,1
1311,18.23,39.1,415.0,19.26,-0.162,3,2
1312,19.2,61.3,550.0,18.87,-0.213,2,4
1313,22.79,37.2,623.0,22.43,0.133,2,2
1314,22.58,49.0,894.0,21.74,0.011,3,1
1315,25.99,31.9,1130.0,27.01,0.425,2,2
1316,24.8,68.8,906.0,25.25,0.368,3,2
1317,23.41,65.2,638.0,24.84,0.358,4,2
1318,26.58,54.1,632.0,27.54,0.396,1,0
1319,22.86,68.8,793.0,23.35,-0.148,3,2
1320,27.93,49.7,1083.0,28.64,0.57,2,2
1321,25.91,54.9,1094.0,25.21,0.35,2,3
1322,22.78,52.2,922.0,23.01,0.01,2,2
1323,19.33,58.8,1014.0,18.66,-0.149,2,2
1324,19.72,52.3,1182.0,19.17,-0.489,2,2
1325,27.06,49.2,1095.0,26.74,0.413,2,2
1326,21.28,56.3,552.0,20.9,-0.122,2,2
1327,19.34,62.0,430.0,19.04,-0.267,2,1
1328,24.21,36.5,1003.0,24.79,0.257,2,2
1329,24.26,35.0,774.0,24.34,0.202,2,2
1330,21.77,64.7,1121.0,21.08,-0.064,2,2
1331,21.46,64.3,452.0,21.77,0.094,2,1
1332,24.16,33.8,898.0,23.08,0.217,2,2
1333,21.53,42.9,728.0,21.79,-0.034,2,2
1334,23.68,31.8,603.0,24.81,0.347,3,1
1335,23.35,42.1,840.0,23.8,0.214,3,3
1336,23.25,37.9,783.0,24.26,0.283,2,2
1337,26.39,57.4,512.0,26.37,0.534,1,2
1338,22.48,53.3,487.0,23.16,0.032,2,2
1339,23.83,39.8,461.0,24.49,0.179,2,2
1340,19.2,48.9,781.0,22.24,0.049,3,3
1341,25.69,51.4,461.0,24.49,0.439,0,2
1342,27.98,45.0,568.0,28.53,0.617,2,2
1343,26.86,50.6,563.0,25.71,0.272,2,1
1344,19.71,46.0,790.0,18.97,-0.308,1,3
1345,24.97,54.2,931.0,24.21,0.342,2,2
1346,24.19,68.9,462.0,25.33,0.431,3,2
1347,20.17,52.1,1025.0,20.68,-0.19,2,2
1348,18.93,49.3,1141.0,19.5,-0.123,4,2
1349,21.47,34.1,980.0,22.6,-0.085,2,2
1350,26.13,46.6,1168.0,25.61,0.317,2,3
1351,21.8,67.4,458.0,20.93,-0.17,2,1
1352,20.86,39.7,438.0,20.97,-0.145,2,2
1353,23.99,44.9,740.0,24.45,0.157,2,2
1354,22.35,59.8,786.0,23.15,0.046,2,1
1355,21.89,49.6,464.0,21.69,-0.336,2,2
1356,22.65,59.7,767.0,21.48,0.043,3,1
1357,23.34,31.9,1153.0,24.23,0.177,3,2
1358,21.23,69.9,1100.0,21.55,0.103,3,2
1359,24.98,60.3,765.0,24.59,0.267,0,2
1360,26.16,40.8,587.0,25.21,0.483,2,2
1361,21.13,66.0,486.0,20.38,-0.209,2,2
1362,22.23,54.6,1059.0,23.14,0.172,2,3
1363,23.89,58.4,1172.0,24.44,0.412,2,2
1364,19.27,31.9,788.0,19.6,-0.228,2,2
1365,24.58,53.9,503.0,24.51,0.338,1,3
1366,24.96,61.1,1038.0,24.77,0.219,2,0
1367,19.48,55.7,1137.0,17.45,-0.463,1,4
1368,22.98,63.4,516.0,23.32,0.226,2,2
1369,19.9,41.0,607.0,19.35,-0.165,2,3
1370,18.19,41.1,637.0,18.58,-0.291,2,2
1371,18.84,57.2,1054.0,20.09,-0.318,2,1
1372,22.41,65.2,1013.0,22.53,0.167,2,2
1373,24.25,58.3,1076.0,24.97,0.357,3,4
1374,25.87,35.7,1130.0,25.43,0.576,2,2
1375,18.86,46.5,646.0,18.32,-0.224,0,2
1376,22.94,67.7,1187.0,22.82,0.131,1,3
1377,20.47,48.8,756.0,20.49,-0.167,1,3
1378,19.6,62.7,850.0,18.9,-0.417,2,2
1379,18.32,38.3,598.0,16.69,-0.622,1,3
1380,19.49,47.4,659.0,20.25,-0.202,2,3
1381,19.04,62.7,1118.0,18.24,-0.456,2,1
1382,22.88,46.8,844.0,23.74,0.217,3,2
1383,18.66,63.9,1014.0,20.15,-0.194,2,3
1384,21.0,40.2,422.0,21.04,-0.095,2,2
1385,27.19,48.0,405.0,27.24,0.547,2,2
1386,22.6,46.8,533.0,24.39,0.173,2,1
1387,23.56,49.2,402.0,23.11,0.206,1,2
1388,18.62,37.4,622.0,19.43,-0.221,2,2
1389,22.57,56.4,421.0,21.55,-0.154,3,0
1390,22.66,52.5,889.0,22.18,-0.074,3,1
1391,26.77,44.1,1133.0,24.75,0.201,2,1
1392,24.18,63.5,1007.0,24.8,0.362,2,0
1393,24.19,39.0,619.0,23.78,0.172,2,4
1394,27.35,66.3,402.0,27.49,0.527,1,2
1395,25.44,62.9,1140.0,25.81,0.236,2,3
1396,20.2,32.0,495.0,20.81,0.018,2,2
1397,25.65,63.0,639.0,24.99,0.124,0,3
1398,19.11,50.9,521.0,21.18,0.063,3,3
1399,24.83,47.3,1200.0,25.86,0.36,2,2
1400,19.84,68.5,641.0,20.11,-0.408,2,2
1401,22.64,56.8,1148.0,22.66,0.171,2,3
1402,26.6,69.7,867.0,26.31,0.536,2,2
1403,23.87,42.5,976.0,22.48,0.194,3,3
1404,19.19,41.0,895.0,19.98,-0.186,2,2
1405,22.39,61.7,1101.0,22.23,0.026,2,2
1406,24.13,37.0,549.0,23.88,0.3,3,4
1407,18.41,38.9,732.0,17.73,-0.459,3,2
1408,19.29,31.7,645.0,18.58,-0.321,3,2
1409,22.56,52.5,465.0,21.68,0.01,2,1
1410,27.1,34.4,745.0,27.26,0.685,0,3
1411,27.09,40.4,980.0,28.14,0.463,4,2
1412,24.48,45.9,946.0,24.11,0.187,2,2
1413,26.41,45.8,978.0,26.23,0.372,2,2
1414,18.29,37.8,1061.0,18.65,-0.165,0,2
1415,19.68,42.5,932.0,19.39,-0.254,2,2
1416,21.97,69.4,746.0,20.84,-0.068,2,2
1417,22.55,61.9,624.0,22.79,0.034,2,1
1418,20.37,34.5,859.0,20.38,-0.097,2,3
1419,26.78,57.4,740.0,26.58,0.351,3,1
1420,23.54,49.7,696.0,23.11,0.243,2,2
1421,20.2,64.4,423.0,21.46,0.051,1,3
1422,26.15,68.7,1018.0,23.62,0.07,2,2
1423,19.92,53.7,998.0,21.24,-0.146,3,3
1424,20.0,68.1,814.0,20.57,0.01,2,4
1425,24.75,42.4,440.0,24.42,0.173,1,3
1426,24.36,48.7,653.0,24.23,0.163,2,2
1427,22.18,55.7,404.0,21.46,-0.061,3,2
1428,18.21,40.7,1097.0,17.02,-0.441,2,4
1429,18.54,42.7,638.0,18.86,-0.195,2,2
1430,24.54,44.4,728.0,26.56,0.447,1,2
1431,24.47,69.4,1011.0,24.57,-0.004,2,4
1432,23.96,42.7,957.0,23.53,0.207,2,2
1433,18.41,52.7,1042.0,18.81,-0.311,2,3
1434,25.4,31.4,496.0,25.65,0.443,3,2
1435,23.97,65.8,537.0,24.46,0.255,2,3
1436,25.97,58.2,560.0,26.15,0.361,2,2
1437,27.43,59.7,971.0,27.45,0.654,2,3
1438,23.97,62.5,445.0,24.85,0.492,2,2
1439,22.87,61.7,1098.0,22.68,0.142,2,0
1440,24.99,47.0,972.0,25.32,0.303,3,1
1441,26.47,38.2,1030.0,26.92,0.57,3,1
1442,18.84,35.7,1006.0,18.16,-0.312,2,3
1443,27.25,43.5,824.0,27.49,0.396,3,2
1444,26.98,30.3,599.0,26.19,0.299,2,2
1445,19.35,41.2,592.0,18.43,-0.368,1,3
1446,18.36,44.4,769.0,17.98,-0.498,2,2
1447,21.15,39.9,1075.0,21.24,-0.044,2,2
1448,27.08,32.8,612.0,28.04,0.493,2,4
1449,18.46,58.2,674.0,18.95,-0.276,2,2
1450,26.61,38.0,409.0,27.41,0.399,2,2
1451,24.57,67.5,1102.0,24.91,0.373,3,2
1452,25.15,40.1,628.0,26.02,0.718,2,1
1453,20.64,44.8,669.0,20.48,-0.283,4,0
1454,26.68,63.4,1010.0,27.29,0.65,3,1
1455,18.83,50.0,1121.0,19.6,-0.244,2,2
1456,19.78,40.4,770.0,18.78,-0.256,2,1
1457,20.91,48.7,810.0,20.97,-0.062,2,2
1458,23.43,49.7,544.0,23.68,0.263,3,3
1459,20.01,48.8,755.0,19.72,-0.119,2,2
1460,27.44,51.7,519.0,28.25,0.57,2,2
1461,24.61,44.3,683.0,24.56,0.258,0,2
1462,25.3,38.2,1048.0,25.24,0.344,3,2
1463,26.45,62.9,464.0,27.03,0.617,3,2
1464,24.12,55.7,1174.0,23.9,0.235,2,1
1465,27.1,49.3,836.0,28.03,0.784,2,3
1466,21.77,40.5,823.0,21.4,-0.036,2,2
1467,24.94,31.4,431.0,24.96,0.247,2,2
1468,20.71,60.1,1066.0,20.37,-0.1,2,2
1469,23.7,62.2,885.0,24.3,0.2,3,3
1470,23.96,42.5,807.0,24.69,0.027,2,2
1471,26.78,37.7,603.0,25.85,0.417,4,2
1472,25.94,50.9,663.0,26.19,0.291,3,3
1473,18.54,67.1,840.0,19.44,-0.27,2,2
1474,24.76,54.5,946.0,26.23,0.415,2,2
1475,22.24,58.4,417.0,22.36,-0.157,2,2
1476,26.22,44.7,538.0,25.46,0.499,2,2
1477,23.15,32.6,594.0,22.41,-0.158,1,2
1478,26.41,50.3,697.0,26.25,0.426,4,4
1479,18.22,37.6,1034.0,18.17,-0.236,2,3
1480,24.03,35.1,964.0,24.67,0.244,2,2
1481,25.13,47.1,758.0,25.25,0.377,0,2
1482,27.61,47.4,1000.0,27.1,0.433,2,1
1483,27.55,37.3,1024.0,27.78,0.643,4,2
1484,24.84,62.5,510.0,25.17,0.492,1,2
1485,21.31,53.6,1179.0,20.92,-0.291,2,2
1486,19.17,65.5,641.0,19.31,-0.134,2,2
1487,21.23,44.1,519.0,21.27,0.14,2,2
1488,22.83,64.4,1103.0,22.59,0.061,0,2
1489,21.98,60.5,710.0,20.68,-0.169,2,2
1490,18.29,43.4,1165.0,19.35,-0.328,2,3
1491,27.07,54.7,836.0,27.81,0.643,2,3
1492,19.4,33.8,598.0,17.84,-0.288,2,2
1493,22.39,61.1,559.0,23.12,0.051,2,2
1494,25.83,58.6,671.0,26.07,0.377,2,2
1495,25.17,64.9,666.0,24.15,0.305,2,2
1496,23.08,40.9,1060.0,21.84,-0.001,2,2
1497,25.44,62.9,1014.0,24.24,0.257,2,2
1498,18.5,45.3,535.0,18.77,-0.357,2,2
1499,25.07,46.4,724.0,24.64,0.157,2,2
1500,24.97,40.0,1111.0,24.96,0.325,2,1
1501,21.14,35.2,473.0,21.97,0.139,3,2
1502,26.22,65.5,1096.0,25.64,0.148,2,2
1503,18.57,35.0,923.0,17.8,-0.595,3,2
1504,25.55,46.1,1121.0,25.3,0.473,2,2
1505,24.8,38.5,1072.0,23.98,0.161,2,2
1506,18.96,45.9,902.0,18.46,-0.275,0,0
1507,27.39,56.6,935.0,27.47,0.49,2,1
1508,24.28,52.8,1178.0,25.02,0.437,3,2
1509,19.84,69.9,1141.0,21.84,-0.16,2,4
1510,21.87,51.3,449.0,22.41,0.088,2,2
1511,23.05,64.2,825.0,22.32,-0.019,2,1
1512,18.81,42.1,672.0,19.03,-0.189,2,1
1513,25.96,58.5,479.0,24.63,0.199,3,2
1514,18.92,30.8,535.0,19.53,-0.309,3,4
1515,23.98,30.1,711.0,23.7,0.252,2,2
1516,23.63,54.6,986.0,23.73,0.154,2,2
1517,24.32,32.3,569.0,24.2,0.15,2,2
1518,25.07,66.0,1037.0,24.58,0.248,2,1
1519,20.93,35.6,798.0,22.39,0.091,3,3
1520,18.0,66.3,676.0,17.75,-0.479,1,2
1521,25.16,48.1,847.0,26.33,0.539,2,2
1522,23.13,41.6,1033.0,22.16,0.117,2,2
1523,19.44,36.5,1090.0,20.07,-0.111,2,2
1524,27.18,63.2,843.0,27.18,0.544,2,3
1525,24.55,70.0,618.0,23.58,0.125,2,2
1526,26.19,32.9,845.0,25.75,0.263,3,2
1527,23.85,66.0,1083.0,24.5,0.235,2,2
1528,22.82,31.1,793.0,23.08,0.066,1,2
1529,24.12,68.2,881.0,24.35,0.232,1,2
1530,24.49,32.3,815.0,24.87,0.361,2,2
1531,25.84,45.1,1016.0,26.16,0.443,4,3
1532,26.33,67.8,504.0,26.68,0.58,2,2
1533,18.54,43.2,1026.0,18.65,-0.393,3,2
1534,20.35,56.9,1008.0,19.84,-0.218,2,2
1535,18.97,53.9,808.0,18.03,-0.227,4,2
1536,21.06,59.1,504.0,21.13,0.02,3,2
1537,18.95,48.4,676.0,18.31,-0.453,4,3
1538,19.95,46.3,1138.0,18.54,-0.392,4,4
1539,25.91,46.5,1193.0,26.97,0.534,2,2
1540,21.79,58.1,517.0,22.83,-0.016,2,2
1541,21.03,44.1,550.0,20.37,-0.095,2,2
1542,20.53,56.9,930.0,21.4,0.112,2,2
1543,26.33,47.5,995.0,27.41,0.531,1,3
1544,19.38,41.6,582.0,20.48,-0.112,2,2
1545,19.3,51.8,737.0,18.89,-0.299,0,2
1546,26.12,42.8,1056.0,27.56,0.542,3,2
1547,21.86,50.9,995.0,20.68,-0.212,2,2
1548,27.08,30.2,697.0,27.59,0.573,1,1
1549,25.18,66.9,994.0,23.95,0.284,2,2
1550,23.26,68.9,1089.0,21.44,-0.07,4,2
1551,26.29,33.1,893.0,25.32,0.417,2,2
1552,22.25,55.8,801.0,21.04,0.02,3,2
1553,18.63,63.6,906.0,18.53,-0.282,2,2
1554,23.31,47.0,589.0,22.03,0.058,0,2
1555,18.05,36.6,1120.0,16.53,-0.804,3,2
1556,19.42,45.6,864.0,19.21,-0.403,1,2
1557,20.47,35.9,857.0,19.96,-0.184,2,2
1558,23.06,38.7,1043.0,22.83,0.177,2,2
1559,23.68,55.9,410.0,24.35,0.436,2,0
1560,26.98,65.2,1133.0,25.33,0.286,2,2
1561,26.41,57.2,1050.0,26.12,0.423,2,2
1562,22.27,69.4,912.0,23.32,0.108,3,3
1563,25.98,53.1,1199.0,25.27,0.229,2,2
1564,18.62,36.9,1099.0,18.64,-0.422,2,2
1565,25.88,35.2,622.0,26.22,0.377,2,2
1566,21.82,35.0,764.0,21.48,0.098,2,2
1567,25.08,52.8,557.0,24.58,0.225,2,4
1568,22.12,50.3,692.0,22.58,0.124,3,2
1569,27.78,52.7,762.0,27.57,0.433,2,3
1570,20.38,70.0,744.0,19.35,-0.501,2,2
1571,24.1,41.0,937.0,24.42,0.203,2,2
1572,22.19,38.2,1084.0,22.48,0.073,2,3
1573,23.0,37.5,609.0,21.31,-0.027,2,2
1574,20.09,31.0,540.0,19.72,-0.348,2,2
1575,19.08,64.5,836.0,18.82,-0.227,3,3
1576,18.53,60.0,1058.0,18.89,-0.452,2,2
1577,24.51,58.7,473.0,25.0,0.249,2,2
1578,18.97,35.9,475.0,19.96,-0.17,2,1
1579,27.65,39.8,929.0,27.94,0.535,1,0
1580,20.86,31.3,905.0,20.59,-0.021,1,3
1581,18.39,54.4,794.0,19.45,-0.371,3,1
1582,19.06,32.3,667.0,18.66,-0.365,2,2
1583,22.73,34.4,1048.0,22.05,0.003,2,2
1584,23.04,60.8,498.0,22.53,0.083,4,4
1585,21.38,39.0,703.0,21.23,-0.108,3,2
1586,23.57,60.9,923.0,23.96,0.242,2,1
1587,24.15,31.3,506.0,24.63,0.212,4,1
1588,19.52,63.3,479.0,18.73,-0.379,1,2
1589,21.08,65.1,715.0,20.61,-0.304,2,2
1590,18.14,60.0,799.0,19.21,-0.213,1,2
1591,23.93,39.0,584.0,23.73,0.202,3,4
1592,22.36,53.0,568.0,21.36,-0.052,1,1
1593,25.36,55.2,1130.0,25.15,0.226,3,0
1594,23.95,36.0,1157.0,23.34,0.179,2,2
1595,26.1,35.4,451.0,24.79,0.387,1,2
1596,18.07,67.1,729.0,17.52,-0.48,2,2
1597,26.14,69.5,429.0,25.79,0.333,2,2
1598,27.25,62.9,995.0,28.51,0.704,2,2
1599,18.69,48.9,703.0,20.14,-0.319,2,2
1600,22.97,54.1,960.0,21.92,-0.052,2,4
1601,21.9,42.1,935.0,20.95,-0.114,2,0
1602,26.9,34.2,1144.0,26.35,0.373,2,2
1603,18.11,58.2,1133.0,17.66,-0.529,3,0
1604,18.17,52.7,748.0,18.21,-0.348,2,3
1605,21.73,67.8,1003.0,20.07,-0.205,2,2
1606,18.16,43.2,992.0,18.62,-0.36,4,3
1607,21.86,59.3,1134.0,21.07,-0.262,1,3
1608,25.9,64.2,576.0,25.86,0.442,1,2
1609,21.31,36.9,562.0,21.23,-0.178,1,2
1610,25.62,30.8,1005.0,25.48,0.533,3,2
1611,22.26,31.3,427.0,23.4,0.15,1,3
1612,26.74,32.1,708.0,26.92,0.291,3,2
1613,20.58,32.6,960.0,22.33,-0.077,1,4
1614,20.86,57.6,852.0,20.71,-0.141,1,2
1615,24.86,59.7,1168.0,23.9,0.015,1,2
1616,19.02,64.6,608.0,19.36,-0.276,2,3
1617,19.83,36.2,740.0,19.38,-0.069,2,3
1618,23.14,31.5,1166.0,23.48,0.14,4,2
1619,24.62,59.0,405.0,24.32,0.197,3,2
1620,21.55,51.4,532.0,21.99,-0.001,2,2
1621,23.66,35.0,441.0,23.51,0.096,3,1
1622,22.66,46.4,743.0,22.21,-0.007,4,3
1623,25.41,34.0,1149.0,24.28,-0.043,2,2
1624,26.23,44.9,474.0,25.89,0.329,2,1
1625,25.3,52.5,841.0,23.88,0.053,1,2
1626,27.47,50.9,834.0,27.0,0.682,2,3
1627,21.62,68.7,542.0,21.63,-0.208,0,2
1628,27.46,35.1,900.0,27.04,0.587,4,2
1629,23.43,57.2,602.0,22.79,-0.051,2,0
1630,19.7,44.8,655.0,20.72,-0.14,3,0
1631,26.42,61.5,612.0,23.92,0.097,1,2
1632,18.8,32.6,939.0,19.2,-0.26,3,2
1633,22.73,37.3,764.0,22.92,-0.01,2,2
1634,21.64,60.0,858.0,20.87,-0.073,3,2
1635,25.3,56.6,1156.0,25.02,0.232,2,2
1636,26.52,59.2,522.0,25.55,0.261,2,2
1637,19.29,42.7,679.0,19.32,-0.182,3,1
1638,24.96,65.7,474.0,25.75,0.384,3,3
1639,25.49,53.4,1190.0,25.66,0.42,2,2
1640,22.44,52.8,1141.0,22.76,-0.025,1,1
1641,27.6,31.3,1182.0,27.0,0.557,1,2
1642,24.78,46.5,555.0,25.4,0.3,2,1
1643,25.74,33.4,790.0,25.23,0.285,2,2
1644,23.88,51.4,1067.0,25.25,0.286,2,2
1645,18.44,57.1,646.0,18.05,-0.102,2,1
1646,26.21,66.3,796.0,25.99,0.453,2,2
1647,19.38,69.1,535.0,18.52,-0.454,2,3
1648,21.19,51.8,557.0,21.63,0.179,2,2
1649,27.92,60.4,1092.0,28.52,0.63,4,2
1650,27.81,61.8,1075.0,27.53,0.556,2,2
1651,26.79,64.5,968.0,27.37,0.418,2,2
1652,24.79,49.8,545.0,25.24,0.08,2,2
1653,19.63,52.1,817.0,18.79,-0.213,2,2
1654,19.25,34.0,529.0,19.18,-0.249,2,2
1655,27.92,51.6,497.0,28.29,0.474,2,2
1656,25.84,59.5,688.0,25.79,0.329,2,2
1657,22.84,53.9,793.0,22.89,0.249,3,3
1658,22.26,51.1,529.0,22.73,0.341,2,2
1659,26.35,66.1,998.0,25.35,0.346,1,2
1660,27.4,43.5,1081.0,28.09,0.596,2,2
1661,21.75,44.8,820.0,21.49,-0.081,2,2
1662,27.93,42.3,963.0,28.31,0.664,2,3
1663,23.36,53.7,750.0,22.96,0.038,4,2
1664,18.73,32.4,905.0,19.95,0.049,2,1
1665,18.46,58.9,1099.0,19.06,-0.241,2,2
1666,21.22,37.6,900.0,21.58,-0.051,2,2
1667,26.45,39.4,1038.0,25.87,0.4,2,3
1668,27.07,33.9,615.0,26.64,0.637,2,4
1669,18.35,36.9,1148.0,16.85,-0.373,3,2
1670,27.14,56.8,871.0,25.49,0.368,3,1
1671,25.17,39.8,619.0,24.42,0.37,4,3
1672,27.29,44.9,438.0,28.13,0.733,1,2
1673,27.53,53.0,504.0,27.52,0.47,2,2
1674,21.95,54.9,592.0,22.1,-0.075,2,3
1675,27.97,69.2,779.0,28.54,0.683,3,2
1676,20.1,39.8,1174.0,20.57,-0.109,1,1
1677,20.97,38.1,737.0,20.5,-0.054,4,2
1678,20.95,49.1,582.0,20.4,-0.218,3,3
1679,20.9,43.9,454.0,20.24,-0.117,4,2
1680,19.22,47.7,1062.0,17.36,-0.439,2,2
1681,26.1,43.2,626.0,26.3,0.315,2,2
1682,19.04,60.0,497.0,19.51,-0.442,1,2
1683,24.77,45.1,1126.0,25.56,0.323,2,2
1684,24.57,69.6,549.0,23.78,0.177,3,3
1685,22.89,33.6,402.0,22.89,-0.026,1,2
1686,18.26,49.8,867.0,17.51,-0.547,1,2
1687,25.78,59.4,658.0,25.64,0.354,2,2
1688,18.79,68.7,1167.0,18.86,-0.461,3,2
1689,21.87,65.7,977.0,22.68,0.132,2,2
1690,21.6,50.0,552.0,22.37,-0.107,2,1
1691,21.7,40.1,1047.0,21.95,-0.019,2,2
1692,20.24,36.9,1160.0,19.64,-0.227,2,4
1693,20.5,69.4,928.0,19.8,-0.021,0,4
1694,20.45,67.3,1186.0,20.45,-0.45,2,2
1695,23.51,46.6,602.0,23.24,0.067,2,2
1696,18.4,56.6,567.0,18.09,-0.494,2,3
1697,22.16,43.9,1133.0,21.07,-0.079,2,4
1698,21.54,52.2,736.0,22.39,0.193,2,3
1699,25.31,53.5,750.0,25.07,0.207,2,2
1700,18.03,47.1,497.0,18.25,-0.428,2,3
1701,22.1,53.7,646.0,22.63,0.064,2,2
1702,23.34,58.2,627.0,22.47,0.232,3,2
1703,24.99,37.8,1106.0,26.1,0.354,2,3
1704,19.85,54.2,725.0,18.73,-0.267,2,2
1705,27.95,56.1,905.0,27.45,0.562,3,2
1706,22.32,63.9,1096.0,21.7,0.007,2,1
1707,25.57,56.8,1123.0,24.55,0.315,3,2
1708,20.21,42.3,1047.0,20.38,-0.125,2,0
1709,26.42,47.2,1182.0,27.11,0.602,2,1
1710,27.78,36.0,624.0,27.66,0.472,2,2
