hour,zone_temp_C,zone_rh_pct,co2_ppm,occupancy_frac,hvac_power_kw,hvac_power_kw_na,lighting_kw,pmv,ppd_pct,ashrae55_ok,outdoor_temp_C,peak_demand_kw
1243,22.97,46.1,441.0,0.01,176.93,135.0,0.38,-0.683,94.9,1,15.4,177.31
1244,23.45,51.7,404.0,0.15,167.94,128.14,0.32,-0.649,95.0,1,17.02,168.26
1245,22.96,48.9,400.0,0.27,153.64,117.23,0.42,-0.424,95.3,1,18.92,154.06
1246,23.83,53.7,400.0,0.24,135.0,103.01,0.57,-0.027,94.9,1,20.98,135.57
1247,25.59,58.7,401.0,0.26,113.29,86.44,0.19,-0.044,95.0,1,23.05,113.49
1248,25.77,57.9,412.0,0.21,90.0,68.67,0.2,0.209,94.3,1,24.99,90.2
1249,27.1,59.2,400.0,0.26,113.29,86.44,0.14,0.354,93.7,1,26.67,113.44
1250,27.34,61.8,433.0,0.02,135.0,103.0,0.3,0.4,93.5,1,27.98,135.3
1251,28.12,60.6,437.0,0.06,153.64,117.23,0.65,0.346,93.8,1,28.82,154.28
1252,28.77,60.5,473.0,0.22,167.94,128.14,0.51,-0.217,95.2,1,29.13,168.46
1253,28.53,59.7,400.0,0.24,176.93,135.0,0.29,0.62,92.4,1,28.91,177.22
1254,28.58,52.4,400.0,0.05,180.0,137.34,0.96,0.969,90.0,0,28.15,180.96
1255,28.47,52.0,400.0,0.24,176.93,135.0,0.63,0.335,93.8,1,26.91,177.57
1256,28.48,48.7,1018.0,1.0,218.32,166.58,10.27,0.425,93.4,1,25.28,228.59
1257,28.33,48.4,1035.0,1.0,199.73,152.4,10.05,0.709,91.8,0,23.36,209.78
1258,27.22,47.4,1000.0,1.0,175.5,133.91,10.24,0.356,93.7,1,21.29,185.74
1259,27.28,38.2,989.0,1.0,147.28,112.38,10.49,0.224,94.2,1,19.21,157.77
1260,26.8,38.3,984.0,1.0,117.0,89.27,10.21,-0.083,95.1,1,17.26,127.21
1261,24.71,36.2,993.0,1.0,147.28,112.38,10.32,-0.073,95.0,1,15.57,157.61
1262,25.03,38.2,1010.0,1.0,175.5,133.91,10.99,-0.21,95.2,1,14.25,186.49
1263,23.8,40.2,1010.0,1.0,199.73,152.4,10.94,-0.271,95.3,1,13.4,210.67
1264,23.53,44.2,1044.0,1.0,218.32,166.58,10.51,-0.663,95.0,1,13.08,228.83
1265,22.97,39.8,994.0,1.0,230.01,175.5,10.84,-0.0,94.9,1,13.3,240.85
1266,23.55,49.2,1026.0,1.0,234.0,178.54,10.28,-0.497,95.2,1,14.04,244.28
1267,23.22,47.8,400.0,0.16,176.93,135.0,0.75,-0.684,94.9,1,15.27,177.68
1268,23.17,50.5,400.0,0.12,167.94,128.14,0.9,-0.574,95.1,1,16.89,168.84
1269,23.62,53.4,429.0,0.21,153.64,117.23,0.83,-0.575,95.1,1,18.8,154.47
1270,23.85,51.6,412.0,0.1,135.0,103.01,0.63,-0.301,95.3,1,20.85,135.63
1271,24.89,55.4,400.0,0.0,113.29,86.44,0.83,-0.194,95.2,1,22.93,114.12
1272,26.56,56.2,400.0,0.14,90.0,68.67,0.01,0.197,94.3,1,24.87,90.01
1273,27.27,60.6,400.0,0.18,113.29,86.44,0.39,-0.126,95.1,1,26.55,113.68
1274,27.14,58.0,406.0,0.2,135.0,103.0,0.77,-0.027,94.9,1,27.85,135.77
1275,27.53,59.1,404.0,0.25,153.64,117.23,0.41,-0.049,95.0,1,28.69,154.05
1276,29.04,57.4,400.0,0.3,167.94,128.14,0.19,0.506,93.0,1,29.01,168.13
1277,29.08,60.1,400.0,0.23,176.93,135.0,0.77,0.619,92.4,1,28.78,177.71
1278,27.98,54.0,404.0,0.09,180.0,137.34,0.61,-0.182,95.2,1,28.02,180.61
1279,30.31,50.6,417.0,0.28,176.93,135.0,0.52,0.567,92.7,1,26.79,177.46
1280,28.58,51.2,976.0,1.0,218.32,166.58,10.34,0.29,94.0,1,25.15,228.66
1281,28.95,47.5,957.0,1.0,199.73,152.4,10.1,0.561,92.7,1,23.24,209.83
1282,27.56,48.0,1001.0,1.0,175.5,133.91,10.86,0.634,92.3,1,21.17,186.36
1283,26.23,43.7,934.0,1.0,147.28,112.38,10.2,-0.213,95.2,1,19.09,157.48
1284,26.08,41.9,988.0,1.0,117.0,89.27,10.63,-0.116,95.1,1,17.14,127.63
1285,24.47,42.0,1018.0,1.0,147.28,112.38,10.29,0.077,94.7,1,15.44,157.58
1286,24.42,40.7,993.0,1.0,175.5,133.91,10.23,-0.043,95.0,1,14.13,185.73
1287,23.32,41.6,953.0,1.0,199.73,152.4,10.45,-0.383,95.3,1,13.28,210.18
1288,23.29,42.3,1045.0,1.0,218.32,166.58,10.73,-0.248,95.2,1,12.95,229.06
1289,23.22,41.7,1000.0,1.0,230.01,175.5,10.23,-0.388,95.3,1,13.17,240.24
1290,23.14,42.0,1006.0,1.0,234.0,178.54,10.09,-0.303,95.3,1,13.92,244.09
1291,22.37,46.4,426.0,0.08,176.93,135.0,0.49,-0.273,95.3,1,15.15,177.42
1292,23.08,45.3,400.0,0.01,167.94,128.14,0.55,-0.458,95.2,1,16.77,168.49
1293,22.89,50.5,400.0,0.04,153.64,117.23,0.66,-0.186,95.2,1,18.67,154.3
1294,24.81,53.6,437.0,0.18,135.0,103.01,0.45,-0.272,95.3,1,20.73,135.45
1295,25.33,59.1,400.0,0.01,113.29,86.44,0.39,0.045,94.8,1,22.8,113.68
1296,25.42,57.9,427.0,0.14,90.0,68.67,0.15,-0.149,95.2,1,24.75,90.15
1297,27.49,62.8,400.0,0.18,113.29,86.44,0.3,0.219,94.3,1,26.43,113.59
1298,27.74,60.7,400.0,0.07,135.0,103.0,0.25,0.335,93.8,1,27.73,135.25
1299,28.08,56.3,409.0,0.3,153.64,117.23,0.13,0.543,92.8,1,28.57,153.77
1300,28.38,61.0,443.0,0.14,167.94,128.14,0.95,0.411,93.5,1,28.89,168.9
1301,28.6,59.3,404.0,0.23,176.93,135.0,0.18,0.295,94.0,1,28.66,177.12
1302,28.63,51.9,400.0,0.07,180.0,137.34,0.57,0.485,93.1,1,27.9,180.57
1303,29.51,54.3,421.0,0.01,176.93,135.0,0.4,0.193,94.4,1,26.66,177.34
1304,28.76,53.2,400.0,0.02,167.94,128.14,0.55,0.349,93.7,1,25.03,168.49
1305,27.62,43.4,419.0,0.09,153.64,117.23,0.58,0.039,94.8,1,23.12,154.22
1306,28.18,43.1,409.0,0.09,135.0,103.0,0.52,0.266,94.1,1,21.05,135.52
1307,26.76,45.0,400.0,0.06,113.29,86.44,0.33,0.349,93.7,1,18.97,113.62
1308,25.57,41.0,411.0,0.1,90.0,68.67,0.34,0.189,94.4,1,17.01,90.34
1309,26.25,43.2,400.0,0.04,113.29,86.44,0.17,-0.469,95.2,1,15.32,113.46
1310,23.99,41.7,441.0,0.27,135.0,103.0,0.41,-0.2,95.2,1,14.01,135.41
1311,23.5,41.7,400.0,0.09,153.64,117.23,0.36,0.148,94.5,1,13.16,154.0
1312,23.44,43.3,400.0,0.22,167.94,128.14,0.99,-0.545,95.2,1,12.83,168.93
1313,23.31,40.8,400.0,0.27,176.93,135.0,0.09,-0.389,95.3,1,13.05,177.03
1314,22.67,43.8,442.0,0.28,180.0,137.34,0.58,-0.257,95.3,1,13.8,180.58
1315,22.04,50.7,400.0,0.17,176.93,135.0,0.99,-0.782,94.7,0,15.03,177.92
1316,23.47,48.7,470.0,0.1,167.94,128.14,0.93,-0.359,95.3,1,16.65,168.87
1317,23.41,54.2,400.0,0.27,153.64,117.23,0.69,-0.162,95.2,1,18.55,154.33
1318,24.37,54.0,400.0,0.29,135.0,103.01,0.4,-0.316,95.3,1,20.61,135.4
1319,24.87,55.0,423.0,0.23,113.29,86.44,0.73,-0.422,95.3,1,22.68,114.02
1320,25.52,56.3,400.0,0.17,90.0,68.67,0.94,0.253,94.1,1,24.63,90.94
1321,26.7,60.5,400.0,0.05,113.29,86.44,0.54,-0.225,95.2,1,26.31,113.84
1322,27.25,62.4,400.0,0.19,135.0,103.0,0.34,-0.203,95.2,1,27.61,135.34
1323,27.77,60.6,400.0,0.07,153.64,117.23,0.01,0.068,94.7,1,28.45,153.65
1324,29.15,59.2,400.0,0.05,167.94,128.14,0.51,0.349,93.7,1,28.77,168.45
1325,28.47,54.9,424.0,0.12,176.93,135.0,0.09,0.167,94.4,1,28.54,177.03
1326,28.94,55.2,403.0,0.12,180.0,137.34,0.32,0.259,94.1,1,27.78,180.32
1327,28.95,53.2,414.0,0.15,176.93,135.0,0.62,0.341,93.8,1,26.54,177.56
1328,27.83,48.5,400.0,0.12,167.94,128.14,0.28,0.699,91.9,1,24.91,168.22
1329,27.64,48.6,419.0,0.01,153.64,117.23,0.22,0.445,93.3,1,23.0,153.86
1330,27.56,43.9,400.0,0.14,135.0,103.0,0.59,0.296,94.0,1,20.93,135.59
1331,26.82,42.3,400.0,0.09,113.29,86.44,0.07,0.461,93.2,1,18.85,113.37
1332,25.69,43.0,400.0,0.18,90.0,68.67,0.93,0.343,93.8,1,16.9,90.93
1333,25.3,43.5,443.0,0.13,113.29,86.44,0.98,-0.319,95.3,1,15.2,114.28
1334,24.72,42.9,400.0,0.12,135.0,103.0,0.99,-0.453,95.2,1,13.89,135.99
1335,24.26,39.8,400.0,0.26,153.64,117.23,0.01,-0.483,95.2,1,13.04,153.65
1336,23.83,42.1,407.0,0.22,167.94,128.14,0.0,-0.382,95.3,1,12.71,167.94
1337,23.8,43.7,400.0,0.24,176.93,135.0,0.1,-0.2,95.2,1,12.93,177.04
1338,23.15,45.7,400.0,0.19,180.0,137.34,0.92,-0.717,94.9,0,13.68,180.92
1339,22.5,47.1,400.0,0.26,176.93,135.0,0.87,-0.499,95.2,1,14.91,177.8
1340,23.35,52.0,422.0,0.19,167.94,128.14,0.02,-0.46,95.2,1,16.53,167.96
1341,23.35,50.7,400.0,0.01,153.64,117.23,0.07,-0.059,95.0,1,18.43,153.71
1342,25.03,52.2,427.0,0.15,135.0,103.01,0.3,-0.068,95.0,1,20.49,135.3
1343,26.02,57.3,400.0,0.17,113.29,86.44,0.28,-0.342,95.3,1,22.56,113.57
1344,26.1,57.6,400.0,0.27,90.0,68.67,0.0,0.167,94.4,1,24.51,90.0
1345,27.47,63.2,419.0,0.15,113.29,86.44,0.08,0.07,94.7,1,26.19,113.38
1346,28.16,58.9,424.0,0.07,135.0,103.0,0.68,0.306,93.9,1,27.49,135.68
1347,28.39,61.7,417.0,0.14,153.64,117.23,0.59,0.095,94.7,1,28.33,154.23
1348,28.98,59.7,400.0,0.13,167.94,128.14,0.35,0.022,94.8,1,28.65,168.3
1349,29.49,54.4,400.0,0.17,176.93,135.0,0.24,0.422,93.4,1,28.42,177.18
1350,28.42,56.4,400.0,0.08,180.0,137.34,0.47,0.299,94.0,1,27.66,180.47
1351,29.14,51.6,400.0,0.1,176.93,135.0,0.64,0.443,93.3,1,26.43,177.57
1352,29.0,55.1,1008.0,1.0,218.32,166.58,10.3,0.297,94.0,1,24.8,228.63
1353,27.53,46.1,994.0,1.0,199.73,152.4,10.13,0.363,93.7,1,22.88,209.86
1354,28.58,43.4,986.0,1.0,175.5,133.91,10.92,0.3,94.0,1,20.81,186.42
1355,27.45,38.8,979.0,1.0,147.28,112.38,10.12,0.278,94.0,1,18.73,157.4
1356,26.68,39.9,1004.0,1.0,117.0,89.27,10.84,0.146,94.5,1,16.78,127.84
1357,25.56,41.8,1038.0,1.0,147.28,112.38,10.56,0.138,94.5,1,15.09,157.84
1358,24.16,37.8,1004.0,1.0,175.5,133.91,10.47,-0.23,95.2,1,13.77,185.97
1359,23.38,41.1,959.0,1.0,199.73,152.4,10.26,-0.606,95.1,1,12.92,209.99
1360,23.49,41.5,999.0,1.0,218.32,166.58,10.7,-0.23,95.2,1,12.6,229.02
1361,23.59,40.5,1014.0,1.0,230.01,175.5,10.49,-0.426,95.3,1,12.82,240.5
1362,23.42,44.2,1021.0,1.0,234.0,178.54,10.1,-0.341,95.3,1,13.56,244.1
1363,24.1,44.9,415.0,0.17,176.93,135.0,0.82,-0.315,95.3,1,14.79,177.75
1364,23.39,51.1,404.0,0.23,167.94,128.14,0.69,-0.488,95.2,1,16.41,168.63
1365,23.85,48.3,481.0,0.15,153.64,117.23,0.77,-0.412,95.3,1,18.32,154.41
1366,24.66,55.9,400.0,0.18,135.0,103.01,0.23,0.159,94.5,1,20.38,135.23
1367,24.8,55.1,445.0,0.11,113.29,86.44,0.32,-0.395,95.3,1,22.45,113.62
1368,26.91,58.5,417.0,0.1,90.0,68.67,0.33,-0.094,95.1,1,24.39,90.33
1369,26.81,60.3,469.0,0.22,113.29,86.44,0.16,0.306,93.9,1,26.07,113.45
1370,27.79,60.1,400.0,0.11,135.0,103.0,0.88,0.211,94.3,1,27.38,135.88
1371,28.69,63.7,446.0,0.12,153.64,117.23,0.37,0.238,94.2,1,28.22,154.01
1372,28.39,57.9,449.0,0.09,167.94,128.14,0.31,0.597,92.5,1,28.53,168.25
1373,29.2,54.5,400.0,0.24,176.93,135.0,0.48,0.761,91.5,0,28.31,177.41
1374,29.16,59.6,400.0,0.25,180.0,137.34,0.96,0.536,92.8,1,27.55,180.96
1375,29.56,53.6,464.0,0.05,176.93,135.0,0.37,0.167,94.4,1,26.31,177.3
1376,28.77,50.6,975.0,1.0,218.32,166.58,10.93,0.458,93.2,1,24.68,229.25
1377,26.87,52.2,1031.0,1.0,199.73,152.4,10.93,0.437,93.3,1,22.77,210.66
1378,27.21,42.7,1045.0,1.0,175.5,133.91,10.32,0.042,94.8,1,20.7,185.82
1379,26.2,43.0,995.0,1.0,147.28,112.38,10.59,0.44,93.3,1,18.62,157.88
1380,27.14,39.3,995.0,1.0,117.0,89.27,10.64,0.112,94.6,1,16.66,127.64
1381,26.11,40.1,1053.0,1.0,147.28,112.38,10.29,-0.328,95.3,1,14.97,157.57
1382,23.61,37.0,991.0,1.0,175.5,133.91,10.99,-0.135,95.1,1,13.66,186.49
1383,23.56,40.3,983.0,1.0,199.73,152.4,10.6,-0.242,95.2,1,12.81,210.33
1384,22.9,41.0,919.0,1.0,218.32,166.58,10.71,-0.558,95.1,1,12.48,229.04
1385,23.4,42.4,1034.0,1.0,230.01,175.5,10.69,-0.74,94.8,0,12.7,240.7
1386,22.71,39.9,989.0,1.0,234.0,178.54,10.22,-0.558,95.1,1,13.45,244.22
1387,23.16,48.4,423.0,0.0,176.93,135.0,0.59,-0.612,95.1,1,14.68,177.53
1388,22.91,48.9,400.0,0.18,167.94,128.14,0.86,-0.379,95.3,1,16.3,168.81
1389,24.29,57.3,440.0,0.25,153.64,117.23,0.76,-0.41,95.3,1,18.2,154.4
1390,23.86,53.5,441.0,0.18,135.0,103.01,0.46,-0.149,95.2,1,20.26,135.46
1391,26.68,55.3,400.0,0.25,113.29,86.44,0.54,-0.081,95.1,1,22.33,113.84
1392,26.96,58.6,400.0,0.0,90.0,68.67,0.64,0.155,94.5,1,24.28,90.64
1393,28.22,56.9,417.0,0.07,113.29,86.44,0.37,0.251,94.1,1,25.96,113.67
1394,28.01,62.3,442.0,0.2,135.0,103.0,0.33,0.456,93.3,1,27.26,135.33
1395,29.11,57.8,403.0,0.11,153.64,117.23,0.45,0.176,94.4,1,28.1,154.09
1396,29.26,57.1,406.0,0.06,167.94,128.14,1.0,0.649,92.2,1,28.42,168.94
1397,28.61,59.0,410.0,0.27,176.93,135.0,0.7,0.881,90.6,0,28.19,177.63
1398,29.03,55.8,400.0,0.12,180.0,137.34,0.13,0.751,91.5,0,27.43,180.13
1399,29.33,53.4,400.0,0.25,176.93,135.0,0.12,0.18,94.4,1,26.2,177.06
1400,29.39,47.8,994.0,1.0,218.32,166.58,10.14,0.77,91.4,0,24.57,228.46
1401,28.34,49.8,1030.0,1.0,199.73,152.4,10.88,0.512,93.0,1,22.65,210.61
1402,28.0,43.4,1054.0,1.0,175.5,133.91,10.15,0.459,93.2,1,20.58,185.65
1403,26.83,39.8,973.0,1.0,147.28,112.38,10.45,-0.034,95.0,1,18.5,157.73
1404,26.02,42.3,1022.0,1.0,117.0,89.27,10.64,-0.296,95.3,1,16.55,127.64
1405,24.72,40.0,1007.0,1.0,147.28,112.38,10.81,0.172,94.4,1,14.86,158.09
1406,24.95,39.5,985.0,1.0,175.5,133.91,10.32,-0.347,95.3,1,13.55,185.82
1407,23.86,41.6,971.0,1.0,199.73,152.4,10.23,-0.523,95.2,1,12.7,209.96
1408,22.99,40.5,1007.0,1.0,218.32,166.58,10.1,-0.752,94.8,0,12.37,228.43
1409,23.04,39.1,982.0,1.0,230.01,175.5,10.08,-0.836,94.5,0,12.59,240.09
1410,23.38,43.9,1011.0,1.0,234.0,178.54,10.15,-0.5,95.2,1,13.34,244.15
1411,23.68,47.5,400.0,0.29,176.93,135.0,0.69,-0.298,95.3,1,14.56,177.62
1412,23.55,49.9,400.0,0.09,167.94,128.14,0.07,-0.372,95.3,1,16.19,168.01
1413,24.66,51.8,432.0,0.16,153.64,117.23,0.65,-0.382,95.3,1,18.09,154.29
1414,25.49,59.4,406.0,0.06,135.0,103.01,0.86,0.023,94.8,1,20.15,135.86
1415,25.33,60.0,405.0,0.1,113.29,86.44,0.52,0.172,94.4,1,22.22,113.81
1416,26.74,56.0,400.0,0.08,90.0,68.67,0.94,-0.187,95.2,1,24.17,90.94
1417,26.69,56.8,423.0,0.15,113.29,86.44,0.46,0.168,94.4,1,25.85,113.76
1418,27.1,62.6,400.0,0.08,135.0,103.0,0.47,0.276,94.1,1,27.15,135.47
1419,27.9,61.9,423.0,0.01,153.64,117.23,0.16,0.291,94.0,1,27.99,153.8
1420,28.42,61.8,400.0,0.08,167.94,128.14,0.63,0.527,92.9,1,28.31,168.58
1421,28.94,56.5,400.0,0.04,176.93,135.0,0.76,0.781,91.3,0,28.08,177.69
1422,30.25,55.1,400.0,0.01,180.0,137.34,0.2,0.096,94.7,1,27.32,180.2
1423,28.9,49.5,413.0,0.14,176.93,135.0,0.61,0.53,92.9,1,26.09,177.55
1424,28.67,50.8,970.0,1.0,218.32,166.58,10.42,0.463,93.2,1,24.46,228.74
1425,28.46,46.6,1054.0,1.0,199.73,152.4,10.98,0.305,93.9,1,22.54,210.71
1426,27.11,43.9,959.0,1.0,175.5,133.91,10.07,0.404,93.5,1,20.47,185.57
1427,27.12,45.1,996.0,1.0,147.28,112.38,10.39,0.076,94.7,1,18.39,157.67
1428,26.6,41.3,1036.0,1.0,117.0,89.27,10.41,-0.146,95.1,1,16.44,127.41
1429,26.24,42.1,1009.0,1.0,147.28,112.38,10.47,0.03,94.8,1,14.75,157.75
1430,25.43,39.8,989.0,1.0,175.5,133.91,10.3,-0.503,95.2,1,13.43,185.8
1431,24.34,41.3,1035.0,1.0,199.73,152.4,10.28,-0.493,95.2,1,12.59,210.01
1432,23.57,38.5,972.0,1.0,218.32,166.58,10.35,-0.602,95.1,1,12.26,228.68
1433,23.3,40.6,991.0,1.0,230.01,175.5,10.16,-0.143,95.1,1,12.48,240.17
1434,23.49,45.5,951.0,1.0,234.0,178.54,10.13,-0.471,95.2,1,13.23,244.13
1435,23.36,50.3,427.0,0.12,176.93,135.0,0.89,-0.76,94.8,0,14.46,177.83
1436,23.64,50.5,417.0,0.26,167.94,128.14,0.51,-0.382,95.3,1,16.08,168.45
1437,23.7,52.2,417.0,0.01,153.64,117.23,0.78,-0.579,95.1,1,17.98,154.42
1438,25.13,57.6,404.0,0.06,135.0,103.01,0.34,-0.193,95.2,1,20.04,135.34
1439,25.66,56.3,402.0,0.18,113.29,86.44,0.93,-0.397,95.3,1,22.11,114.22
1440,25.92,56.8,403.0,0.0,90.0,68.67,0.81,-0.306,95.3,1,24.06,90.81
1441,27.82,59.5,409.0,0.17,113.29,86.44,0.96,0.272,94.1,1,25.74,114.26
1442,27.9,60.7,404.0,0.08,135.0,103.0,0.77,0.124,94.6,1,27.04,135.77
1443,27.71,57.2,400.0,0.16,153.64,117.23,0.72,0.605,92.4,1,27.88,154.36
1444,29.37,59.1,400.0,0.22,167.94,128.14,0.59,-0.008,94.9,1,28.2,168.54
1445,28.86,53.9,463.0,0.19,176.93,135.0,0.8,0.599,92.5,1,27.97,177.73
1446,29.1,54.8,400.0,0.22,180.0,137.34,0.32,0.402,93.5,1,27.22,180.32
1447,29.11,52.7,400.0,0.1,176.93,135.0,0.07,0.63,92.3,1,25.98,177.0
1448,29.34,50.4,1033.0,1.0,218.32,166.58,10.36,0.349,93.8,1,24.35,228.68
1449,28.4,44.0,1010.0,1.0,199.73,152.4,10.77,0.476,93.2,1,22.43,210.5
1450,28.12,45.6,957.0,1.0,175.5,133.91,10.11,0.195,94.3,1,20.37,185.61
1451,26.3,45.0,965.0,1.0,147.28,112.38,10.89,0.149,94.5,1,18.28,158.17
1452,25.76,44.4,1026.0,1.0,117.0,89.27,10.54,0.262,94.1,1,16.33,127.54
1453,25.56,43.4,1018.0,1.0,147.28,112.38,10.8,-0.118,95.1,1,14.64,158.08
1454,24.46,40.1,985.0,1.0,175.5,133.91,10.51,-0.375,95.3,1,13.33,186.01
1455,24.1,45.2,999.0,1.0,199.73,152.4,10.84,-0.545,95.2,1,12.48,210.57
1456,24.1,39.6,1001.0,1.0,218.32,166.58,10.99,-0.335,95.3,1,12.15,229.32
1457,23.03,41.1,1007.0,1.0,230.01,175.5,10.81,-0.258,95.3,1,12.37,240.82
1458,22.96,44.6,1013.0,1.0,234.0,178.54,10.88,-0.366,95.3,1,13.12,244.88
1459,23.49,48.6,400.0,0.26,176.93,135.0,0.82,-0.134,95.1,1,14.35,177.76
1460,22.67,50.8,421.0,0.25,167.94,128.14,0.45,-0.374,95.3,1,15.97,168.39
1461,24.71,47.4,418.0,0.29,153.64,117.23,0.35,-0.466,95.2,1,17.88,153.99
1462,24.9,52.7,426.0,0.13,135.0,103.01,0.57,0.023,94.8,1,19.93,135.57
1463,25.61,58.3,423.0,0.08,113.29,86.44,0.21,-0.399,95.3,1,22.01,113.5
1464,26.07,56.6,422.0,0.3,90.0,68.67,0.44,-0.161,95.2,1,23.95,90.44
1465,27.46,59.3,400.0,0.18,113.29,86.44,0.13,0.145,94.5,1,25.63,113.43
1466,27.76,60.7,400.0,0.27,135.0,103.0,0.3,0.045,94.8,1,26.94,135.3
1467,29.08,60.7,400.0,0.11,153.64,117.23,0.7,0.462,93.2,1,27.78,154.34
1468,28.09,60.6,406.0,0.23,167.94,128.14,0.07,0.347,93.8,1,28.09,168.02
1469,29.28,59.9,400.0,0.23,176.93,135.0,0.92,0.695,91.9,1,27.87,177.85
1470,29.37,56.7,414.0,0.2,180.0,137.34,0.05,0.598,92.5,1,27.11,180.05
1471,29.4,50.6,436.0,0.07,176.93,135.0,0.25,0.862,90.8,0,25.87,177.19
1472,29.65,51.6,400.0,0.25,167.94,128.14,0.96,0.08,94.7,1,24.24,168.9
1473,27.79,50.0,400.0,0.14,153.64,117.23,0.87,0.448,93.3,1,22.33,154.51
1474,27.16,46.3,415.0,0.23,135.0,103.0,0.1,0.276,94.0,1,20.26,135.1
1475,26.96,45.8,431.0,0.16,113.29,86.44,0.87,0.154,94.5,1,18.18,114.17
1476,25.41,42.1,400.0,0.03,90.0,68.67,0.85,-0.083,95.1,1,16.23,90.85
1477,26.74,40.2,403.0,0.13,113.29,86.44,0.48,-0.064,95.0,1,14.54,113.77
1478,25.33,38.3,409.0,0.11,135.0,103.0,0.87,-0.644,95.0,1,13.22,135.87
1479,24.5,44.3,400.0,0.28,153.64,117.23,0.48,-0.754,94.8,0,12.37,154.12
1480,24.16,39.0,415.0,0.25,167.94,128.14,0.15,-0.599,95.1,1,12.05,168.09
1481,24.11,42.6,400.0,0.1,176.93,135.0,0.23,-0.885,94.4,0,12.27,177.16
1482,23.06,43.9,410.0,0.18,180.0,137.34,0.33,-0.423,95.3,1,13.01,180.33
1483,23.29,44.3,454.0,0.13,176.93,135.0,0.34,-0.683,94.9,1,14.24,177.27
1484,23.95,51.3,417.0,0.2,167.94,128.14,0.74,-0.449,95.3,1,15.86,168.68
1485,24.0,53.1,401.0,0.13,153.64,117.23,0.21,-0.298,95.3,1,17.77,153.85
1486,24.41,55.1,400.0,0.12,135.0,103.01,0.75,-0.285,95.3,1,19.83,135.75
1487,25.34,55.5,400.0,0.23,113.29,86.44,0.55,-0.001,94.9,1,21.9,113.85
1488,26.57,59.5,409.0,0.28,90.0,68.67,0.6,-0.099,95.1,1,23.85,90.6
1489,27.61,59.0,403.0,0.01,113.29,86.44,0.71,0.112,94.6,1,25.53,114.0
1490,27.25,61.0,400.0,0.01,135.0,103.0,0.79,0.143,94.5,1,26.83,135.79
1491,28.41,62.6,407.0,0.16,153.64,117.23,0.38,0.536,92.8,1,27.67,154.02
1492,28.96,54.0,400.0,0.22,167.94,128.14,0.68,0.16,94.5,1,27.99,168.63
1493,28.59,59.4,400.0,0.27,176.93,135.0,0.04,0.553,92.7,1,27.76,176.98
1494,29.61,60.1,427.0,0.09,180.0,137.34,0.77,0.802,91.2,0,27.0,180.77
1495,29.24,56.5,400.0,0.14,176.93,135.0,0.76,0.572,92.6,1,25.77,177.7
1496,28.52,52.0,400.0,0.25,167.94,128.14,0.97,0.308,93.9,1,24.14,168.91
1497,28.28,50.3,400.0,0.1,153.64,117.23,0.18,0.415,93.4,1,22.22,153.82
1498,28.16,43.7,400.0,0.02,135.0,103.0,0.13,0.114,94.6,1,20.16,135.13
1499,27.66,43.8,400.0,0.25,113.29,86.44,0.92,0.342,93.8,1,18.07,114.22
1500,26.57,41.3,426.0,0.08,90.0,68.67,0.33,0.086,94.7,1,16.12,90.33
1501,26.58,39.5,400.0,0.3,113.29,86.44,0.61,-0.102,95.1,1,14.43,113.9
1502,25.46,42.0,436.0,0.08,135.0,103.0,0.95,0.027,94.8,1,13.12,135.95
1503,24.56,39.8,400.0,0.19,153.64,117.23,0.68,-0.345,95.3,1,12.27,154.32
1504,23.46,37.4,439.0,0.28,167.94,128.14,0.26,-0.73,94.8,0,11.94,168.21
1505,24.08,43.5,400.0,0.08,176.93,135.0,0.13,-0.476,95.2,1,12.16,177.06
1506,23.03,44.5,400.0,0.13,180.0,137.34,0.34,-0.561,95.1,1,12.91,180.34
1507,23.89,48.3,400.0,0.13,176.93,135.0,0.67,-0.494,95.2,1,14.14,177.6
1508,22.59,48.7,468.0,0.16,167.94,128.14,0.95,-0.339,95.3,1,15.76,168.89
1509,24.05,48.7,400.0,0.11,153.64,117.23,0.06,-0.219,95.2,1,17.67,153.7
1510,24.22,52.6,462.0,0.16,135.0,103.01,0.43,-0.473,95.2,1,19.73,135.43
1511,25.5,54.9,426.0,0.19,113.29,86.44,0.8,-0.131,95.1,1,21.8,114.1
1512,25.65,56.4,400.0,0.09,90.0,68.67,0.87,-0.045,95.0,1,23.74,90.87
1513,27.21,58.4,400.0,0.19,113.29,86.44,0.86,0.166,94.4,1,25.42,114.15
1514,28.16,61.4,406.0,0.06,135.0,103.0,0.78,0.328,93.8,1,26.73,135.78
1515,28.22,57.0,403.0,0.08,153.64,117.23,0.18,0.334,93.8,1,27.57,153.82
1516,28.87,60.7,400.0,0.02,167.94,128.14,0.35,0.184,94.4,1,27.89,168.29
1517,29.44,54.9,400.0,0.26,176.93,135.0,0.59,0.459,93.2,1,27.66,177.52
1518,29.41,54.6,446.0,0.13,180.0,137.34,0.13,0.728,91.7,0,26.9,180.13
1519,30.0,53.0,405.0,0.09,176.93,135.0,0.39,0.255,94.1,1,25.67,177.33
1520,28.69,49.9,1014.0,1.0,218.32,166.58,10.21,0.7,91.9,1,24.04,228.54
1521,28.83,49.1,1004.0,1.0,199.73,152.4,10.3,0.01,94.9,1,22.12,210.03
1522,28.07,45.2,1001.0,1.0,175.5,133.91,10.79,0.284,94.0,1,20.05,186.29
