hour,zone,T_outdoor_C,T_zone_C,PMV_NA,PPD_NA_pct,kWh_m2_NA,supply_temp_C,blind_angle
103,1,30.54,19.0,-0.301,29.6,0.00231,19.9,0.89
103,2,30.54,22.62,0.017,5.1,0.00273,17.7,0.93
103,3,30.54,21.22,-0.11,8.7,0.0017,18.2,0.97
103,4,30.54,21.88,0.029,5.3,0.00257,17.7,0.93
104,1,30.98,23.51,0.154,12.1,0.00133,17.9,0.52
104,2,30.98,23.59,0.147,11.6,0.00128,22.0,0.86
104,3,30.98,20.47,-0.153,12.0,0.0018,22.1,0.76
104,4,30.98,21.67,-0.039,5.5,0.00164,19.9,0.52
105,1,31.14,21.4,-0.115,9.1,0.00229,18.9,0.42
105,2,31.14,21.8,-0.061,6.2,0.00164,20.0,0.76
105,3,31.14,23.68,0.171,13.7,0.00158,18.9,0.64
105,4,31.14,21.01,-0.091,7.6,0.00152,17.6,0.02
106,1,31.06,21.25,-0.064,6.3,0.00261,17.2,0.9
106,2,31.06,21.91,-0.027,5.2,0.00131,16.1,0.76
106,3,31.06,19.34,-0.294,28.5,0.00263,22.7,0.32
106,4,31.06,20.61,-0.132,10.3,0.00144,16.3,0.57
107,1,30.5,20.66,-0.136,10.7,0.00265,18.5,0.38
107,2,30.5,23.14,0.08,7.0,0.00155,23.7,0.77
107,3,30.5,21.35,-0.063,6.3,0.0026,23.8,0.74
107,4,30.5,22.54,0.047,5.7,0.00195,16.4,0.11
108,1,30.43,23.14,0.108,8.6,0.0016,20.1,0.55
108,2,30.43,20.9,-0.111,8.8,0.00263,16.5,0.38
108,3,30.43,21.8,-0.013,5.1,0.00163,19.5,0.98
108,4,30.43,20.81,-0.081,7.0,0.00212,18.1,0.66
109,1,29.59,24.35,0.201,16.8,0.00208,22.7,0.13
109,2,29.59,20.07,-0.201,16.9,0.00162,17.1,0.13
109,3,29.59,21.58,-0.061,6.2,0.00144,23.1,0.08
109,4,29.59,20.46,-0.1,8.1,0.00189,16.6,0.6
110,1,28.04,24.02,0.219,19.0,0.00176,21.3,0.57
110,2,28.04,20.28,-0.212,18.1,0.00128,17.0,0.06
110,3,28.04,21.72,-0.042,5.5,0.00267,19.5,0.87
110,4,28.04,21.64,-0.059,6.1,0.00214,17.4,0.33
111,1,26.36,21.71,-0.089,7.5,0.0024,16.6,0.56
111,2,26.36,22.4,0.084,7.2,0.00176,18.8,0.95
111,3,26.36,22.6,0.023,5.2,0.00259,16.3,0.63
111,4,26.36,21.62,-0.061,6.1,0.00277,19.1,0.82
112,1,26.3,22.7,0.067,6.4,0.00164,16.4,0.79
112,2,26.3,22.98,0.136,10.7,0.00221,16.6,0.5
112,3,26.3,21.47,0.032,5.3,0.00171,21.8,0.43
112,4,26.3,22.15,0.025,5.2,0.00263,18.4,0.14
113,1,26.47,22.62,0.068,6.5,0.00212,17.1,0.4
113,2,26.47,24.36,0.228,20.0,0.00203,19.1,0.23
113,3,26.47,23.58,0.125,9.7,0.0021,20.7,0.05
113,4,26.47,23.16,0.141,11.0,0.00245,20.4,0.06
114,1,27.59,21.11,-0.101,8.2,0.00221,21.1,0.27
114,2,27.59,21.65,-0.021,5.1,0.00208,22.3,0.17
114,3,27.59,22.44,0.066,6.4,0.00196,19.3,0.13
114,4,27.59,24.0,0.216,18.5,0.002,19.2,0.89
115,1,25.09,21.03,-0.121,9.4,0.00277,17.2,0.46
115,2,25.09,20.06,-0.181,14.7,0.00244,18.6,0.12
115,3,25.09,22.15,-0.027,5.2,0.0017,21.1,0.97
115,4,25.09,20.98,-0.141,11.0,0.00194,17.4,0.62
116,1,25.9,20.12,-0.2,16.7,0.00259,18.9,0.12
116,2,25.9,21.58,-0.046,5.7,0.00195,16.8,0.24
116,3,25.9,21.86,-0.002,5.0,0.00256,20.6,0.9
116,4,25.9,20.05,-0.189,15.5,0.0027,21.1,0.92
117,1,29.53,18.73,-0.345,35.9,0.00145,21.3,0.53
117,2,29.53,22.15,0.007,5.0,0.00151,18.0,0.58
117,3,29.53,21.79,-0.008,5.0,0.0022,22.9,0.72
117,4,29.53,22.4,0.024,5.2,0.00142,20.6,1.0
118,1,28.5,20.62,-0.142,11.1,0.00176,22.6,0.99
118,2,28.5,19.99,-0.186,15.3,0.00153,20.7,0.57
118,3,28.5,22.12,-0.013,5.1,0.00209,16.7,0.06
118,4,28.5,21.19,-0.056,6.0,0.00186,18.3,0.06
119,1,29.41,21.13,-0.107,8.5,0.00241,19.2,0.48
119,2,29.41,20.3,-0.154,12.2,0.00133,18.3,0.39
119,3,29.41,24.37,0.195,16.2,0.00132,20.1,0.66
119,4,29.41,22.28,0.045,5.6,0.00157,16.7,0.65
120,1,29.28,20.81,-0.097,7.9,0.00149,17.1,0.43
120,2,29.28,19.92,-0.177,14.4,0.00127,18.3,0.78
120,3,29.28,21.85,0.023,5.2,0.002,22.3,0.86
120,4,29.28,22.16,0.032,5.3,0.00273,16.2,0.26
121,1,29.45,20.2,-0.149,11.7,0.0019,23.7,0.82
121,2,29.45,22.31,0.056,6.0,0.00199,23.9,0.6
121,3,29.45,22.19,-0.012,5.0,0.0013,19.4,0.12
121,4,29.45,19.87,-0.218,18.7,0.00187,18.2,0.05
122,1,31.81,23.47,0.137,10.7,0.00166,19.1,0.34
122,2,31.81,20.75,-0.094,7.7,0.00128,17.1,0.98
122,3,31.81,20.43,-0.146,11.4,0.00267,18.8,0.22
122,4,31.81,20.55,-0.146,11.5,0.00209,17.0,0.42
123,1,32.05,21.16,-0.109,8.6,0.00225,19.6,0.5
123,2,32.05,20.6,-0.112,8.8,0.00267,21.0,0.67
123,3,32.05,22.57,0.024,5.2,0.00232,21.0,0.45
123,4,32.05,21.56,-0.065,6.3,0.00143,17.2,0.75
124,1,29.78,21.73,0.006,5.0,0.0026,20.8,0.68
124,2,29.78,22.16,0.01,5.0,0.00145,20.8,0.83
124,3,29.78,20.91,-0.135,10.6,0.0014,17.7,0.78
124,4,29.78,20.41,-0.166,13.3,0.00128,20.3,0.27
125,1,30.01,20.42,-0.18,14.6,0.00222,22.4,0.94
125,2,30.01,19.77,-0.197,16.4,0.00234,22.6,0.03
125,3,30.01,20.68,-0.096,7.8,0.00195,18.7,0.2
125,4,30.01,22.67,0.049,5.7,0.00265,22.7,0.56
126,1,31.67,21.63,-0.045,5.6,0.0021,16.0,0.9
126,2,31.67,21.78,-0.018,5.1,0.00172,20.7,0.02
126,3,31.67,24.26,0.239,21.3,0.00213,19.5,0.58
126,4,31.67,23.17,0.126,9.8,0.00231,22.7,0.17
127,1,30.88,22.19,-0.003,5.0,0.00203,17.6,0.63
127,2,30.88,22.56,0.079,6.9,0.00233,23.3,0.04
127,3,30.88,23.06,0.067,6.4,0.00133,17.0,0.62
127,4,30.88,22.79,0.109,8.7,0.00234,17.9,0.38
128,1,31.84,20.52,-0.12,9.4,0.00166,22.7,0.68
128,2,31.84,23.05,0.139,10.9,0.00167,23.3,0.7
128,3,31.84,19.2,-0.24,21.5,0.00277,21.0,0.7
128,4,31.84,23.29,0.157,12.4,0.00243,21.5,0.81
129,1,31.02,22.54,0.072,6.6,0.00228,18.6,0.85
129,2,31.02,19.22,-0.307,30.4,0.00153,23.3,0.71
129,3,31.02,22.31,0.064,6.3,0.00269,17.9,0.55
129,4,31.02,18.74,-0.31,30.8,0.00252,16.3,0.5
130,1,29.78,23.34,0.144,11.3,0.0023,23.9,0.6
130,2,29.78,21.39,-0.07,6.5,0.00207,16.1,0.57
130,3,29.78,22.15,0.01,5.0,0.00205,23.3,0.1
130,4,29.78,21.74,-0.0,5.0,0.00195,16.5,0.22
131,1,31.63,22.65,0.05,5.8,0.00129,17.8,0.53
131,2,31.63,21.66,-0.052,5.9,0.00131,21.1,0.76
131,3,31.63,21.74,-0.024,5.2,0.00215,19.7,0.04
131,4,31.63,21.56,-0.066,6.3,0.00249,23.3,0.4
132,1,29.31,19.99,-0.21,17.9,0.00166,22.7,0.22
132,2,29.31,22.16,0.027,5.2,0.00214,18.1,0.61
132,3,29.31,22.47,0.079,6.9,0.00198,22.9,0.86
132,4,29.31,21.06,-0.113,8.9,0.00272,18.8,0.14
133,1,28.54,22.62,0.061,6.1,0.00274,19.2,0.47
133,2,28.54,23.01,0.11,8.7,0.00223,19.0,0.47
133,3,28.54,20.66,-0.08,7.0,0.00142,22.6,0.22
133,4,28.54,21.45,-0.06,6.1,0.00234,20.7,0.6
134,1,29.12,20.35,-0.104,8.3,0.00244,20.9,0.2
134,2,29.12,21.32,-0.042,5.5,0.0025,21.8,0.95
134,3,29.12,22.08,-0.021,5.1,0.00278,17.2,0.83
134,4,29.12,21.16,-0.106,8.5,0.00247,21.1,0.28
135,1,25.77,20.89,-0.059,6.1,0.00234,16.5,0.08
135,2,25.77,20.36,-0.122,9.6,0.00228,21.8,0.87
135,3,25.77,21.12,-0.053,5.9,0.00178,18.2,0.54
135,4,25.77,20.76,-0.141,11.0,0.00141,22.2,0.81
136,1,27.72,20.66,-0.106,8.4,0.00151,16.5,0.12
136,2,27.72,22.45,0.074,6.7,0.00239,16.2,0.44
136,3,27.72,20.72,-0.115,9.1,0.00255,16.6,0.31
136,4,27.72,21.48,-0.098,8.0,0.0022,22.8,0.78
137,1,27.08,20.4,-0.155,12.2,0.00192,23.8,0.02
137,2,27.08,23.41,0.146,11.4,0.00203,16.1,0.07
137,3,27.08,21.0,-0.069,6.5,0.00186,23.2,0.1
137,4,27.08,21.37,-0.053,5.9,0.00272,18.1,0.47
138,1,24.76,22.37,0.004,5.0,0.00135,21.6,0.76
138,2,24.76,22.43,0.048,5.7,0.00212,23.4,0.41
138,3,24.76,21.61,-0.084,7.2,0.00253,20.4,0.52
138,4,24.76,21.79,-0.066,6.4,0.00202,16.4,0.98
139,1,27.04,21.74,-0.03,5.3,0.00235,16.1,0.19
139,2,27.04,20.68,-0.101,8.1,0.00258,19.1,0.82
139,3,27.04,21.0,-0.136,10.6,0.00244,17.2,0.05
139,4,27.04,23.13,0.114,9.0,0.00142,19.3,0.27
140,1,28.41,21.77,0.046,5.7,0.00246,17.0,0.83
140,2,28.41,20.38,-0.161,12.8,0.00174,16.7,0.06
140,3,28.41,20.86,-0.116,9.1,0.00234,22.7,0.43
140,4,28.41,20.56,-0.167,13.3,0.00233,20.1,0.34
141,1,27.02,20.79,-0.099,8.0,0.0013,23.3,0.6
141,2,27.02,22.33,0.007,5.0,0.0023,17.5,0.35
141,3,27.02,23.17,0.114,9.0,0.00189,23.9,0.79
141,4,27.02,22.05,-0.083,7.1,0.00269,16.3,0.28
142,1,27.32,21.38,-0.04,5.5,0.00168,19.8,0.18
142,2,27.32,20.97,-0.074,6.7,0.00174,21.2,0.25
142,3,27.32,19.86,-0.243,21.8,0.00167,18.3,0.07
142,4,27.32,22.45,0.054,5.9,0.00221,19.8,0.79
143,1,28.4,21.53,-0.079,6.9,0.00261,19.8,0.22
143,2,28.4,19.81,-0.219,18.9,0.00154,20.2,0.1
143,3,28.4,21.17,-0.084,7.2,0.00127,22.6,0.73
143,4,28.4,20.87,-0.122,9.6,0.00158,22.3,0.25
144,1,30.91,19.84,-0.163,13.0,0.00249,23.3,0.47
144,2,30.91,21.4,-0.079,7.0,0.00278,22.8,0.43
144,3,30.91,20.19,-0.18,14.6,0.00163,21.2,0.05
144,4,30.91,19.57,-0.252,23.0,0.00276,23.3,0.17
145,1,28.93,21.61,-0.005,5.0,0.0013,23.8,0.29
145,2,28.93,20.39,-0.165,13.1,0.00209,21.2,0.75
145,3,28.93,20.33,-0.185,15.1,0.00212,18.7,0.42
145,4,28.93,22.31,0.043,5.6,0.00165,20.9,0.74
146,1,28.49,21.18,-0.102,8.2,0.00202,16.0,0.94
146,2,28.49,21.95,-0.053,5.9,0.00152,19.2,0.43
146,3,28.49,21.4,-0.066,6.3,0.00193,16.7,0.45
146,4,28.49,21.5,-0.046,5.7,0.00267,16.5,0.43
147,1,31.24,21.27,-0.065,6.3,0.00127,23.0,0.1
147,2,31.24,20.25,-0.136,10.6,0.00271,22.3,0.83
147,3,31.24,19.58,-0.216,18.6,0.00233,20.0,0.08
147,4,31.24,21.75,-0.035,5.4,0.00207,17.8,0.3
148,1,31.99,23.58,0.159,12.6,0.00255,20.6,0.56
148,2,31.99,22.82,0.056,6.0,0.00188,19.9,0.02
148,3,31.99,22.29,0.043,5.6,0.00247,23.7,0.04
148,4,31.99,19.31,-0.26,23.9,0.0014,19.5,0.17
149,1,32.0,22.58,0.054,5.9,0.00265,16.9,0.68
149,2,32.0,21.28,-0.097,7.9,0.00251,19.0,0.59
149,3,32.0,24.49,0.234,20.7,0.00157,23.9,0.23
149,4,32.0,22.36,0.007,5.0,0.00172,21.3,0.77
150,1,32.01,19.94,-0.188,15.4,0.00197,22.7,0.37
150,2,32.01,21.97,-0.034,5.4,0.00184,16.5,0.7
150,3,32.01,20.75,-0.144,11.2,0.00254,16.5,0.95
150,4,32.01,22.71,0.094,7.7,0.00255,22.3,0.56
151,1,31.82,23.58,0.198,16.5,0.00197,17.0,0.89
151,2,31.82,22.69,0.106,8.4,0.00131,17.1,0.68
151,3,31.82,22.4,0.047,5.7,0.00156,24.0,0.48
151,4,31.82,23.57,0.189,15.5,0.00196,18.5,0.63
152,1,28.53,22.07,-0.022,5.1,0.00216,20.6,0.75
152,2,28.53,21.47,-0.029,5.3,0.00251,19.2,0.68
152,3,28.53,21.84,-0.05,5.8,0.00229,19.8,0.53
152,4,28.53,24.39,0.223,19.4,0.00203,23.8,0.54
153,1,29.37,20.42,-0.147,11.5,0.00235,22.3,0.44
153,2,29.37,19.92,-0.209,17.7,0.00215,18.5,0.12
153,3,29.37,22.25,0.048,5.7,0.00206,19.9,0.11
153,4,29.37,22.24,0.088,7.4,0.0015,23.6,0.43
154,1,28.74,21.54,-0.08,7.0,0.00145,21.0,0.62
154,2,28.74,21.65,-0.03,5.3,0.00168,22.4,0.57
154,3,28.74,21.3,-0.082,7.1,0.00138,22.8,0.42
154,4,28.74,22.18,0.014,5.1,0.00255,19.9,0.91
155,1,29.24,21.1,-0.102,8.2,0.00152,16.7,0.23
155,2,29.24,21.43,-0.01,5.0,0.0015,21.6,0.28
155,3,29.24,20.57,-0.114,9.0,0.00235,23.3,0.63
155,4,29.24,20.61,-0.132,10.3,0.00148,23.9,0.73
156,1,28.73,19.74,-0.256,23.4,0.00211,21.2,0.15
156,2,28.73,21.14,-0.086,7.3,0.002,16.8,0.84
156,3,28.73,22.15,0.031,5.3,0.00159,23.4,0.58
156,4,28.73,22.98,0.128,10.0,0.002,18.4,0.37
157,1,28.9,22.14,0.017,5.1,0.00159,19.4,0.49
157,2,28.9,24.58,0.249,22.5,0.00259,22.2,0.58
157,3,28.9,22.85,0.12,9.4,0.00202,20.0,0.59
157,4,28.9,20.7,-0.189,15.6,0.00146,17.2,0.94
158,1,30.13,21.16,-0.151,11.9,0.00189,20.1,0.4
158,2,30.13,21.93,0.017,5.1,0.00237,20.8,0.03
158,3,30.13,22.17,0.029,5.3,0.00175,22.9,0.41
158,4,30.13,20.88,-0.172,13.8,0.0027,17.8,0.51
159,1,27.66,19.57,-0.211,18.0,0.00254,19.6,0.71
159,2,27.66,24.45,0.244,21.9,0.00243,21.0,0.35
159,3,27.66,21.31,-0.088,7.4,0.00269,16.7,0.15
159,4,27.66,20.03,-0.213,18.2,0.00276,21.6,0.32
160,1,27.33,20.01,-0.169,13.5,0.0015,18.7,0.11
160,2,27.33,22.29,0.058,6.0,0.00173,22.3,0.38
160,3,27.33,21.09,-0.083,7.2,0.00172,16.0,1.0
160,4,27.33,22.55,0.059,6.1,0.00233,19.2,0.34
161,1,25.51,20.28,-0.159,12.6,0.00261,22.0,0.62
161,2,25.51,21.94,0.007,5.0,0.00179,19.5,0.07
161,3,25.51,22.74,0.056,6.0,0.00215,20.1,0.77
161,4,25.51,23.09,0.063,6.2,0.00206,17.9,0.46
162,1,27.03,20.4,-0.159,12.6,0.00184,18.5,0.54
162,2,27.03,24.58,0.216,18.5,0.00169,22.2,0.35
162,3,27.03,21.41,-0.056,6.0,0.00237,17.6,0.26
162,4,27.03,19.89,-0.192,15.9,0.00178,16.4,0.77
163,1,28.04,21.51,-0.054,5.9,0.00191,20.5,0.57
163,2,28.04,21.48,-0.01,5.0,0.00131,21.1,0.89
163,3,28.04,22.55,0.01,5.0,0.00156,20.0,0.52
163,4,28.04,19.79,-0.209,17.7,0.00188,21.7,0.96
164,1,26.82,21.97,0.022,5.1,0.0024,16.8,0.27
164,2,26.82,23.74,0.192,15.9,0.00182,19.8,0.58
164,3,26.82,20.09,-0.216,18.5,0.00137,19.4,0.88
164,4,26.82,23.49,0.183,14.9,0.00236,21.3,0.45
165,1,28.41,19.43,-0.21,17.8,0.00185,20.3,0.2
165,2,28.41,22.26,0.006,5.0,0.00229,22.6,0.74
165,3,28.41,20.52,-0.195,16.2,0.00203,16.7,0.77
165,4,28.41,21.98,0.019,5.1,0.00213,23.0,0.06
166,1,27.4,23.03,0.112,8.9,0.00188,22.3,0.58
166,2,27.4,21.48,-0.066,6.4,0.00196,16.8,0.71
166,3,27.4,25.26,0.332,34.0,0.00208,22.2,0.9
166,4,27.4,21.59,-0.112,8.8,0.00232,18.4,0.15
167,1,27.32,21.49,-0.099,8.0,0.00272,22.6,0.84
167,2,27.32,20.11,-0.189,15.5,0.00205,22.4,0.08
167,3,27.32,21.99,0.001,5.0,0.00187,21.3,0.49
167,4,27.32,20.99,-0.076,6.8,0.00172,23.3,0.53
168,1,29.65,20.68,-0.127,9.9,0.0025,16.4,0.94
168,2,29.65,20.03,-0.182,14.9,0.00151,18.1,0.47
168,3,29.65,23.03,0.032,5.3,0.00216,16.8,0.4
168,4,29.65,19.72,-0.232,20.5,0.00205,17.7,0.74
169,1,28.3,21.85,0.003,5.0,0.00204,20.5,0.45
169,2,28.3,23.96,0.177,14.3,0.00137,17.4,0.3
169,3,28.3,22.59,0.057,6.0,0.00161,20.4,0.41
169,4,28.3,20.99,-0.094,7.7,0.00189,17.7,0.27
170,1,29.63,20.26,-0.153,12.1,0.0015,19.1,0.1
170,2,29.63,22.6,0.081,7.0,0.00134,19.4,0.96
170,3,29.63,20.7,-0.186,15.3,0.00142,21.8,0.59
170,4,29.63,19.46,-0.267,24.9,0.00258,21.8,0.72
171,1,31.71,20.42,-0.129,10.1,0.00248,16.2,0.46
171,2,31.71,21.38,-0.112,8.9,0.00258,18.9,0.74
171,3,31.71,23.5,0.104,8.3,0.0021,17.7,0.34
171,4,31.71,21.58,-0.001,5.0,0.00151,17.5,0.47
172,1,31.37,22.98,0.091,7.6,0.00166,19.1,0.37
172,2,31.37,20.11,-0.229,20.1,0.00247,23.8,0.46
172,3,31.37,20.57,-0.14,10.9,0.00254,20.1,0.04
172,4,31.37,24.37,0.212,18.1,0.00177,18.5,0.88
173,1,31.07,20.99,-0.081,7.0,0.0025,22.6,0.19
173,2,31.07,21.92,-0.011,5.0,0.00186,20.5,0.59
173,3,31.07,21.61,-0.068,6.4,0.00173,23.7,0.7
173,4,31.07,22.59,0.053,5.9,0.00214,22.0,0.96
174,1,31.02,20.94,-0.158,12.5,0.00188,22.6,0.62
174,2,31.02,21.04,-0.109,8.6,0.00252,20.7,0.05
174,3,31.02,22.22,0.002,5.0,0.00141,23.7,0.46
174,4,31.02,20.93,-0.127,9.9,0.00217,16.6,0.52
175,1,29.88,23.18,0.129,10.1,0.00224,23.2,0.08
175,2,29.88,20.12,-0.174,14.1,0.00173,21.2,0.53
175,3,29.88,21.73,-0.052,5.8,0.00141,18.3,0.68
175,4,29.88,20.81,-0.093,7.7,0.00254,20.2,0.93
176,1,28.46,22.35,-0.027,5.2,0.00164,18.1,0.81
176,2,28.46,21.98,0.021,5.1,0.00146,21.2,0.35
176,3,28.46,22.37,0.057,6.0,0.00134,17.6,0.57
176,4,28.46,21.18,-0.108,8.6,0.00159,16.2,0.26
177,1,28.47,21.51,-0.031,5.3,0.00256,23.9,0.33
177,2,28.47,21.03,-0.079,6.9,0.00135,16.5,0.92
177,3,28.47,19.86,-0.188,15.4,0.0015,17.2,0.29
177,4,28.47,22.27,0.012,5.0,0.00209,23.1,0.65
178,1,30.27,23.9,0.2,16.7,0.0016,16.3,0.32
178,2,30.27,22.17,0.053,5.9,0.00164,20.2,0.26
178,3,30.27,21.27,-0.06,6.1,0.00246,18.5,0.26
178,4,30.27,20.1,-0.178,14.4,0.00168,20.5,0.63
179,1,30.19,22.34,-0.034,5.4,0.00194,21.4,0.13
179,2,30.19,19.86,-0.189,15.6,0.00267,16.7,0.57
179,3,30.19,22.97,0.079,6.9,0.00263,16.9,0.07
179,4,30.19,23.5,0.197,16.4,0.00173,23.5,0.67
180,1,28.46,23.27,0.124,9.7,0.00239,17.9,0.64
180,2,28.46,21.93,-0.032,5.3,0.00164,19.6,0.14
180,3,28.46,20.52,-0.172,13.8,0.0015,16.2,0.89
180,4,28.46,22.19,0.032,5.3,0.00154,22.8,0.91
181,1,28.13,20.62,-0.147,11.5,0.00242,20.5,0.17
181,2,28.13,21.68,-0.033,5.3,0.00145,16.4,0.42
181,3,28.13,21.76,-0.01,5.0,0.00274,21.4,0.88
181,4,28.13,19.91,-0.246,22.3,0.00221,20.7,0.49
182,1,27.92,21.5,-0.043,5.6,0.0018,21.0,0.48
182,2,27.92,20.94,-0.111,8.8,0.00162,22.4,0.52
182,3,27.92,23.39,0.155,12.3,0.00203,16.9,0.34
182,4,27.92,21.04,-0.094,7.7,0.00217,16.7,0.66
183,1,29.03,22.52,0.045,5.6,0.00145,17.5,0.53
183,2,29.03,22.02,-0.022,5.1,0.00172,23.3,0.28
183,3,29.03,21.56,-0.041,5.5,0.00136,17.8,0.2
183,4,29.03,18.58,-0.355,37.4,0.00199,18.3,0.32
184,1,26.16,20.75,-0.096,7.8,0.00164,21.3,0.95
184,2,26.16,21.18,-0.067,6.4,0.00142,21.7,0.85
184,3,26.16,21.49,-0.093,7.7,0.00181,23.4,0.75
184,4,26.16,23.42,0.176,14.3,0.00182,20.3,0.01
185,1,26.32,21.21,-0.093,7.7,0.00249,17.8,0.93
185,2,26.32,21.45,-0.054,5.9,0.00255,22.1,0.32
185,3,26.32,21.95,-0.04,5.5,0.00157,21.6,0.54
185,4,26.32,18.62,-0.347,36.2,0.0021,21.6,0.72
186,1,27.26,22.13,0.017,5.1,0.00247,19.5,0.98
186,2,27.26,19.94,-0.2,16.7,0.00266,17.9,0.65
186,3,27.26,22.25,-0.006,5.0,0.00244,18.4,0.09
186,4,27.26,22.24,0.047,5.7,0.00218,22.1,0.49
187,1,27.57,25.35,0.308,30.6,0.00232,21.7,0.42
187,2,27.57,21.43,-0.045,5.6,0.00204,20.1,0.45
187,3,27.57,23.42,0.158,12.5,0.00156,16.5,0.28
187,4,27.57,22.25,0.044,5.6,0.00162,21.2,0.01
188,1,26.98,22.08,0.032,5.3,0.00208,16.7,0.11
188,2,26.98,19.84,-0.213,18.2,0.00162,20.1,0.44
188,3,26.98,22.91,0.076,6.8,0.00245,19.3,0.93
188,4,26.98,22.26,0.079,7.0,0.00129,17.2,0.36
189,1,29.33,20.89,-0.131,10.2,0.00257,22.8,0.83
189,2,29.33,19.13,-0.312,31.1,0.00155,18.2,0.12
189,3,29.33,24.49,0.22,19.1,0.00217,20.3,0.45
189,4,29.33,21.27,-0.108,8.6,0.00276,19.0,0.83
190,1,28.13,21.98,0.038,5.5,0.00259,18.2,0.18
190,2,28.13,18.52,-0.309,30.7,0.00224,21.4,0.17
190,3,28.13,21.65,-0.076,6.8,0.00169,20.7,0.69
190,4,28.13,22.86,0.091,7.6,0.00274,23.2,0.31
191,1,30.13,19.63,-0.304,30.0,0.00133,22.9,0.28
191,2,30.13,22.71,0.067,6.4,0.00255,16.8,0.3
191,3,30.13,23.54,0.145,11.4,0.00204,16.8,0.91
191,4,30.13,21.39,-0.048,5.7,0.00256,19.6,0.12
192,1,29.04,21.43,-0.063,6.2,0.00147,18.6,0.99
192,2,29.04,17.76,-0.422,47.2,0.00179,24.0,0.44
192,3,29.04,23.13,0.065,6.3,0.00148,17.7,0.62
192,4,29.04,23.63,0.139,10.9,0.00223,23.4,0.6
193,1,29.21,23.72,0.227,19.8,0.00152,20.1,0.83
193,2,29.21,22.83,0.102,8.2,0.00274,23.3,0.3
193,3,29.21,20.57,-0.126,9.9,0.00243,23.8,0.06
193,4,29.21,23.33,0.205,17.3,0.00214,19.3,0.91
194,1,29.44,21.67,-0.057,6.0,0.00277,22.7,0.12
194,2,29.44,21.44,-0.055,5.9,0.00247,19.9,0.62
194,3,29.44,22.01,0.042,5.5,0.00192,16.4,0.5
194,4,29.44,20.64,-0.156,12.3,0.00204,20.0,0.85
195,1,28.73,21.25,-0.06,6.1,0.00192,17.0,0.6
195,2,28.73,22.27,0.033,5.3,0.00278,18.6,0.51
195,3,28.73,22.18,-0.041,5.5,0.0019,23.9,0.27
195,4,28.73,22.53,0.054,5.9,0.00168,23.1,0.75
196,1,33.09,22.97,0.082,7.1,0.00267,20.3,0.55
196,2,33.09,20.98,-0.096,7.8,0.00262,18.3,0.36
196,3,33.09,22.6,0.069,6.5,0.00221,22.0,0.92
196,4,33.09,20.8,-0.084,7.2,0.00138,20.8,0.85
197,1,30.38,22.48,0.067,6.4,0.00184,23.1,0.68
197,2,30.38,22.3,0.034,5.4,0.00137,20.2,0.9
197,3,30.38,19.49,-0.256,23.5,0.00248,20.2,0.51
197,4,30.38,20.98,-0.042,5.6,0.0023,16.1,0.3
198,1,31.02,20.32,-0.138,10.8,0.0024,19.1,0.67
198,2,31.02,20.18,-0.189,15.6,0.00237,20.7,0.29
198,3,31.02,21.02,-0.095,7.8,0.00138,17.7,0.01
198,4,31.02,21.52,-0.044,5.6,0.00161,18.6,0.26
199,1,29.67,21.2,-0.136,10.6,0.00268,17.4,0.39
199,2,29.67,21.65,-0.026,5.2,0.00179,19.1,0.5
199,3,29.67,24.66,0.323,32.7,0.00203,21.5,0.45
199,4,29.67,23.29,0.11,8.7,0.00238,18.7,0.59
200,1,31.22,23.04,0.101,8.1,0.00252,16.2,0.55
200,2,31.22,23.83,0.202,16.9,0.00243,17.5,0.46
200,3,31.22,19.98,-0.226,19.8,0.0023,23.4,0.33
200,4,31.22,21.59,-0.055,5.9,0.00218,22.3,1.0
201,1,30.37,19.88,-0.232,20.5,0.00217,18.0,0.89
201,2,30.37,20.21,-0.19,15.6,0.00254,17.6,0.83
201,3,30.37,21.51,-0.072,6.6,0.0021,17.9,0.15
201,4,30.37,21.49,-0.026,5.2,0.00273,20.9,0.17
202,1,29.55,22.49,-0.008,5.0,0.00223,18.0,0.97
202,2,29.55,23.35,0.117,9.2,0.0024,17.8,0.92
202,3,29.55,20.87,-0.125,9.8,0.00219,17.4,0.13
202,4,29.55,22.44,0.072,6.6,0.00137,16.7,0.13
203,1,28.94,22.09,-0.048,5.7,0.00233,21.6,0.76
203,2,28.94,21.22,-0.089,7.4,0.00196,16.2,0.51
203,3,28.94,21.5,-0.044,5.6,0.00192,23.4,0.76
203,4,28.94,22.09,-0.012,5.0,0.00267,20.2,0.85
204,1,29.09,20.64,-0.148,11.6,0.00278,20.8,0.59
204,2,29.09,20.59,-0.12,9.4,0.00269,16.5,0.9
204,3,29.09,21.57,-0.06,6.1,0.00226,19.9,0.02
204,4,29.09,22.08,-0.01,5.0,0.00242,17.0,0.67
205,1,29.34,19.21,-0.281,26.8,0.00179,23.5,0.09
205,2,29.34,21.86,0.013,5.1,0.0019,20.9,0.74
205,3,29.34,21.4,-0.042,5.6,0.00188,21.7,0.95
205,4,29.34,20.69,-0.124,9.7,0.00267,23.9,0.15
206,1,27.49,21.32,-0.062,6.2,0.00219,21.9,0.27
206,2,27.49,23.01,0.119,9.3,0.00259,17.2,0.01
