hour,zone,T_outdoor_C,T_zone_C,PMV_NA,PPD_NA_pct,kWh_m2_NA,supply_temp_C,blind_angle
199,6,31.41,20.98,-0.091,7.5,0.00188,16.2,0.59
199,7,31.41,22.82,0.031,5.3,0.00208,16.7,0.07
199,8,31.41,20.37,-0.157,12.4,0.00234,23.3,0.02
200,1,31.01,22.08,-0.003,5.0,0.00188,23.2,0.39
200,2,31.01,19.13,-0.267,24.9,0.00177,20.3,0.61
200,3,31.01,21.61,-0.061,6.1,0.00185,19.9,0.46
200,4,31.01,20.19,-0.201,16.9,0.00197,17.6,0.42
200,5,31.01,20.8,-0.128,10.0,0.00127,18.0,0.74
200,6,31.01,20.26,-0.153,12.0,0.00161,22.4,0.26
200,7,31.01,21.58,-0.05,5.8,0.00237,21.0,0.44
200,8,31.01,20.94,-0.163,13.0,0.00141,19.0,0.37
201,1,30.21,19.94,-0.198,16.5,0.00164,20.8,0.94
201,2,30.21,20.8,-0.096,7.8,0.00246,16.0,0.16
201,3,30.21,22.8,0.132,10.3,0.00223,21.5,0.12
201,4,30.21,20.59,-0.119,9.4,0.0015,22.2,0.32
201,5,30.21,20.58,-0.182,14.8,0.0018,19.3,0.45
201,6,30.21,20.64,-0.193,16.0,0.00273,17.5,0.71
201,7,30.21,23.1,0.158,12.5,0.00177,23.3,0.69
201,8,30.21,20.29,-0.152,12.0,0.0014,23.7,0.9
202,1,29.31,23.89,0.186,15.3,0.00175,21.0,0.13
202,2,29.31,22.02,-0.034,5.4,0.00147,20.1,0.71
202,3,29.31,20.41,-0.14,11.0,0.00214,19.6,0.22
202,4,29.31,21.83,-0.021,5.1,0.00134,23.3,0.53
202,5,29.31,21.81,0.044,5.6,0.00278,23.1,0.34
202,6,29.31,19.99,-0.177,14.4,0.00165,19.5,0.07
202,7,29.31,20.55,-0.144,11.2,0.00183,17.2,0.62
202,8,29.31,22.42,0.045,5.6,0.00258,16.9,0.96
203,1,28.29,21.92,0.025,5.2,0.00154,22.1,0.18
203,2,28.29,20.9,-0.098,8.0,0.00199,19.0,0.62
203,3,28.29,23.15,0.12,9.4,0.00133,18.0,0.29
203,4,28.29,22.74,0.133,10.4,0.00137,18.3,0.68
203,5,28.29,23.38,0.121,9.5,0.00157,17.8,0.74
203,6,28.29,23.43,0.127,9.9,0.00212,23.1,0.33
203,7,28.29,23.23,0.095,7.8,0.00236,20.1,0.07
203,8,28.29,21.76,-0.038,5.4,0.00183,16.7,0.95
204,1,26.78,21.06,-0.04,5.5,0.00259,23.1,0.5
204,2,26.78,22.43,0.025,5.2,0.00128,16.4,0.19
204,3,26.78,22.71,0.101,8.1,0.00271,16.1,0.56
204,4,26.78,21.83,-0.011,5.0,0.00213,20.5,0.34
204,5,26.78,20.03,-0.2,16.8,0.0025,21.8,0.45
204,6,26.78,21.97,0.034,5.4,0.00139,16.6,0.88
204,7,26.78,21.94,-0.036,5.4,0.00182,17.5,0.18
204,8,26.78,21.56,-0.05,5.8,0.00167,17.5,0.6
205,1,28.14,21.32,-0.044,5.6,0.00228,20.2,0.86
205,2,28.14,21.97,0.019,5.1,0.00239,23.6,0.41
205,3,28.14,21.52,-0.082,7.1,0.00229,21.8,0.13
205,4,28.14,21.42,-0.057,6.0,0.00202,19.1,0.55
205,5,28.14,23.2,0.12,9.4,0.00152,22.4,0.74
205,6,28.14,21.52,-0.025,5.2,0.00218,17.7,0.98
205,7,28.14,22.51,0.087,7.3,0.00252,22.8,0.39
205,8,28.14,21.76,-0.005,5.0,0.00203,16.5,0.58
206,1,28.79,22.51,0.052,5.8,0.00261,19.3,0.29
206,2,28.79,23.2,0.137,10.7,0.00155,17.3,0.24
206,3,28.79,22.86,0.067,6.4,0.00207,20.5,0.81
206,4,28.79,21.8,-0.069,6.5,0.00186,21.0,0.9
206,5,28.79,21.89,0.039,5.5,0.00164,18.2,0.92
206,6,28.79,19.41,-0.241,21.6,0.00262,18.0,0.48
206,7,28.79,22.06,-0.003,5.0,0.00219,20.9,0.39
206,8,28.79,22.77,0.017,5.1,0.00176,23.4,0.89
207,1,30.01,22.84,0.06,6.1,0.00222,17.4,0.93
207,2,30.01,21.39,-0.062,6.2,0.00174,19.4,0.71
207,3,30.01,22.57,0.084,7.2,0.00247,17.2,0.13
207,4,30.01,22.0,-0.033,5.3,0.00262,20.3,0.14
207,5,30.01,21.86,-0.04,5.5,0.00198,23.1,0.98
207,6,30.01,20.01,-0.225,19.6,0.00277,18.8,0.86
207,7,30.01,22.24,0.025,5.2,0.0014,19.1,0.8
207,8,30.01,21.57,-0.05,5.8,0.00268,20.0,0.3
208,1,26.72,21.46,-0.076,6.8,0.00199,20.9,0.68
208,2,26.72,22.61,0.075,6.7,0.00157,18.3,0.93
208,3,26.72,20.42,-0.102,8.2,0.00252,23.1,0.31
208,4,26.72,21.57,-0.073,6.6,0.00139,21.1,0.97
208,5,26.72,20.87,-0.117,9.2,0.00277,21.1,0.69
208,6,26.72,20.92,-0.116,9.1,0.00144,23.0,0.51
208,7,26.72,20.82,-0.108,8.6,0.00261,23.9,0.57
208,8,26.72,21.54,-0.073,6.7,0.00226,19.0,0.5
209,1,27.47,20.08,-0.203,17.0,0.00169,23.4,0.48
209,2,27.47,21.54,-0.047,5.7,0.00272,21.2,0.82
209,3,27.47,23.11,0.101,8.2,0.00278,22.6,0.04
209,4,27.47,20.94,-0.068,6.4,0.00134,21.3,0.53
209,5,27.47,21.97,-0.001,5.0,0.00196,21.9,0.78
209,6,27.47,20.88,-0.141,11.0,0.00134,18.5,0.08
209,7,27.47,18.89,-0.272,25.5,0.00245,22.7,0.58
209,8,27.47,20.34,-0.157,12.4,0.00265,19.8,0.26
210,1,25.74,22.44,0.002,5.0,0.00274,16.6,0.3
210,2,25.74,19.14,-0.263,24.4,0.00276,18.4,0.22
210,3,25.74,23.16,0.086,7.3,0.00221,18.8,0.22
210,4,25.74,23.81,0.153,12.1,0.00179,23.7,0.74
210,5,25.74,22.6,0.104,8.3,0.00237,22.8,0.72
210,6,25.74,22.63,0.035,5.4,0.00179,18.8,0.31
210,7,25.74,19.42,-0.199,16.6,0.00139,18.1,0.72
210,8,25.74,23.42,0.149,11.7,0.00264,21.8,0.64
211,1,27.88,22.07,-0.041,5.5,0.0014,18.0,0.24
211,2,27.88,22.79,0.016,5.1,0.00134,22.8,0.51
211,3,27.88,21.4,-0.102,8.2,0.00202,16.1,0.7
211,4,27.88,22.84,0.081,7.0,0.00192,17.4,0.44
211,5,27.88,22.01,-0.016,5.1,0.00161,19.5,0.35
211,6,27.88,22.08,0.017,5.1,0.00263,18.3,0.37
211,7,27.88,20.15,-0.183,15.0,0.00136,17.5,0.99
211,8,27.88,22.34,0.118,9.3,0.00213,16.6,0.39
212,1,28.42,19.9,-0.245,22.1,0.00164,17.6,0.39
212,2,28.42,21.52,-0.053,5.9,0.00144,24.0,0.4
212,3,28.42,19.56,-0.222,19.2,0.00231,21.6,0.89
212,4,28.42,21.29,-0.077,6.8,0.00221,18.2,0.38
212,5,28.42,20.75,-0.09,7.5,0.0019,21.2,0.79
212,6,28.42,21.27,-0.111,8.8,0.00209,22.4,0.65
212,7,28.42,22.29,0.019,5.1,0.00139,16.0,0.96
212,8,28.42,23.39,0.184,15.1,0.00278,23.7,0.94
213,1,29.13,21.01,-0.117,9.2,0.00197,23.4,0.39
213,2,29.13,22.68,0.016,5.1,0.00259,18.8,0.75
213,3,29.13,20.03,-0.188,15.5,0.00189,23.6,0.19
213,4,29.13,22.88,0.105,8.4,0.00137,17.6,0.74
213,5,29.13,24.01,0.178,14.4,0.00207,16.5,0.96
213,6,29.13,21.88,0.016,5.1,0.00147,21.8,0.67
213,7,29.13,22.55,-0.008,5.0,0.00167,17.5,0.39
213,8,29.13,19.76,-0.211,17.9,0.00238,22.7,0.23
214,1,25.98,22.32,0.003,5.0,0.00208,22.7,0.79
214,2,25.98,22.17,0.028,5.2,0.0021,23.5,0.71
214,3,25.98,22.64,0.136,10.6,0.0014,17.9,0.47
214,4,25.98,23.45,0.116,9.1,0.00133,20.6,0.24
214,5,25.98,19.98,-0.202,17.0,0.00275,17.5,0.08
214,6,25.98,21.12,-0.131,10.2,0.00238,18.6,0.64
214,7,25.98,22.2,0.033,5.3,0.00134,17.0,0.84
214,8,25.98,22.37,0.069,6.5,0.00191,20.7,0.35
215,1,28.82,23.47,0.109,8.6,0.0015,17.6,0.51
215,2,28.82,22.48,0.057,6.0,0.00267,23.1,0.16
215,3,28.82,22.04,-0.02,5.1,0.00222,19.0,0.82
215,4,28.82,23.32,0.134,10.5,0.00136,19.5,0.11
215,5,28.82,19.67,-0.183,14.9,0.00144,21.9,0.72
215,6,28.82,21.87,-0.049,5.8,0.00135,19.8,0.57
215,7,28.82,20.21,-0.194,16.1,0.00181,21.0,0.62
215,8,28.82,21.77,-0.002,5.0,0.00247,20.9,0.32
216,1,30.23,21.13,-0.06,6.1,0.00215,20.9,0.59
216,2,30.23,20.43,-0.161,12.8,0.00266,20.2,0.87
216,3,30.23,22.54,0.086,7.3,0.00207,18.2,0.84
216,4,30.23,22.11,-0.004,5.0,0.00185,21.2,0.74
216,5,30.23,21.67,-0.109,8.7,0.00238,16.2,0.73
216,6,30.23,21.1,-0.061,6.1,0.00226,16.3,0.23
216,7,30.23,22.7,0.071,6.6,0.00256,22.1,0.64
216,8,30.23,21.3,-0.097,7.9,0.00191,20.2,0.68
217,1,29.14,23.85,0.218,18.8,0.00151,23.1,0.16
217,2,29.14,22.19,-0.006,5.0,0.00247,17.6,0.62
217,3,29.14,22.14,-0.006,5.0,0.00143,17.6,0.73
217,4,29.14,21.26,-0.061,6.2,0.00267,23.5,0.72
217,5,29.14,23.07,0.118,9.3,0.00208,23.6,0.52
217,6,29.14,20.47,-0.161,12.8,0.00242,23.5,0.1
217,7,29.14,22.43,0.054,5.9,0.00251,18.9,0.84
217,8,29.14,20.94,-0.1,8.1,0.00264,18.2,0.39
218,1,31.26,20.71,-0.096,7.8,0.00172,20.7,0.8
218,2,31.26,21.22,-0.099,8.0,0.00226,21.6,0.17
218,3,31.26,19.77,-0.238,21.2,0.00232,19.7,0.27
218,4,31.26,19.92,-0.284,27.2,0.00133,17.4,0.56
218,5,31.26,21.01,-0.125,9.8,0.00196,16.8,0.38
218,6,31.26,21.6,-0.088,7.4,0.00172,20.0,0.12
218,7,31.26,21.28,-0.046,5.7,0.00243,18.0,0.14
218,8,31.26,21.5,-0.028,5.2,0.00244,16.5,0.95
219,1,30.51,20.01,-0.188,15.5,0.00145,21.1,0.8
219,2,30.51,19.91,-0.21,17.8,0.0027,22.9,0.84
219,3,30.51,22.06,-0.01,5.0,0.00135,23.3,0.91
219,4,30.51,21.39,-0.056,6.0,0.00153,23.7,0.46
219,5,30.51,21.31,-0.064,6.3,0.00217,16.3,0.29
219,6,30.51,20.98,-0.116,9.1,0.00225,16.6,0.76
219,7,30.51,22.19,-0.026,5.2,0.00175,19.7,0.01
219,8,30.51,20.3,-0.144,11.3,0.00148,23.2,0.63
220,1,29.82,20.27,-0.204,17.2,0.00169,19.1,0.74
220,2,29.82,20.45,-0.16,12.7,0.0025,20.8,0.01
220,3,29.82,22.25,0.022,5.1,0.00241,21.4,0.55
220,4,29.82,23.85,0.201,16.9,0.00195,19.3,0.26
220,5,29.82,20.61,-0.124,9.7,0.0021,19.6,0.31
220,6,29.82,19.76,-0.238,21.2,0.00126,21.5,0.04
220,7,29.82,19.29,-0.252,23.0,0.00139,19.6,0.65
220,8,29.82,20.39,-0.171,13.7,0.00229,16.8,0.23
221,1,32.73,19.85,-0.233,20.5,0.00246,18.5,0.94
221,2,32.73,21.23,-0.074,6.7,0.00274,20.6,0.32
221,3,32.73,22.76,0.103,8.3,0.00245,20.8,0.99
221,4,32.73,21.61,-0.024,5.2,0.00149,21.5,0.78
221,5,32.73,22.72,0.088,7.4,0.00165,20.9,0.54
221,6,32.73,20.79,-0.143,11.2,0.00217,21.6,0.27
221,7,32.73,21.67,-0.049,5.8,0.00191,22.9,0.33
221,8,32.73,21.84,-0.024,5.2,0.00254,16.9,0.35
222,1,30.9,23.26,0.131,10.2,0.0019,18.4,0.3
222,2,30.9,23.32,0.138,10.8,0.00194,22.8,0.0
222,3,30.9,19.59,-0.273,25.7,0.00146,23.5,0.51
222,4,30.9,21.82,-0.016,5.1,0.00127,19.3,0.73
222,5,30.9,18.28,-0.39,42.5,0.00184,18.3,0.72
222,6,30.9,21.33,-0.049,5.8,0.00273,16.6,0.98
222,7,30.9,20.12,-0.175,14.1,0.00178,18.8,0.82
222,8,30.9,21.53,0.001,5.0,0.00187,16.1,0.22
223,1,31.34,21.94,0.018,5.1,0.00208,22.6,0.56
223,2,31.34,22.6,0.047,5.7,0.00145,19.9,0.53
223,3,31.34,21.24,-0.144,11.3,0.00236,17.7,0.62
223,4,31.34,21.86,0.019,5.1,0.00134,19.7,0.49
223,5,31.34,22.8,0.058,6.0,0.00139,16.7,0.58
223,6,31.34,21.83,-0.031,5.3,0.00274,16.2,0.43
223,7,31.34,21.17,-0.063,6.3,0.00166,19.7,0.57
223,8,31.34,21.58,-0.082,7.1,0.00262,16.4,0.59
224,1,30.18,21.36,-0.059,6.1,0.00172,19.2,0.99
224,2,30.18,23.42,0.129,10.0,0.00146,19.1,0.25
224,3,30.18,22.28,0.012,5.0,0.0021,19.1,0.9
224,4,30.18,21.64,-0.056,6.0,0.00146,18.3,0.35
224,5,30.18,21.57,-0.089,7.5,0.00191,22.8,0.23
224,6,30.18,22.28,0.053,5.9,0.00215,23.7,0.86
224,7,30.18,23.15,0.132,10.3,0.00131,19.1,0.13
224,8,30.18,22.78,0.089,7.5,0.00243,22.0,0.83
225,1,31.01,21.88,-0.033,5.3,0.0014,20.0,0.59
225,2,31.01,20.32,-0.187,15.4,0.00133,18.6,0.75
225,3,31.01,22.12,0.027,5.2,0.00174,20.8,0.25
225,4,31.01,23.74,0.175,14.1,0.00231,20.0,0.15
225,5,31.01,20.76,-0.133,10.4,0.00266,19.7,0.1
225,6,31.01,22.37,0.064,6.3,0.00227,16.6,0.47
225,7,31.01,20.57,-0.166,13.3,0.0018,20.8,0.6
225,8,31.01,20.14,-0.174,14.0,0.00278,17.9,0.09
226,1,32.93,19.86,-0.271,25.4,0.00234,22.6,0.26
226,2,32.93,22.21,0.03,5.3,0.00216,18.3,0.51
226,3,32.93,20.79,-0.197,16.4,0.00246,22.1,0.48
226,4,32.93,21.06,-0.106,8.5,0.00163,16.4,0.8
226,5,32.93,20.56,-0.11,8.7,0.00209,17.1,0.23
226,6,32.93,22.52,0.05,5.8,0.00265,23.6,0.13
226,7,32.93,24.31,0.186,15.2,0.00166,16.7,0.68
226,8,32.93,20.73,-0.17,13.7,0.00253,18.0,0.14
227,1,30.33,20.66,-0.151,11.9,0.00151,23.7,0.71
227,2,30.33,23.39,0.157,12.4,0.00248,22.1,0.17
227,3,30.33,22.25,0.031,5.3,0.00251,18.7,0.07
227,4,30.33,22.97,0.079,6.9,0.00242,19.7,0.04
227,5,30.33,21.6,-0.036,5.4,0.00216,22.4,0.5
227,6,30.33,23.63,0.146,11.5,0.00199,20.6,0.54
227,7,30.33,21.65,-0.027,5.2,0.00189,19.6,0.75
227,8,30.33,20.16,-0.182,14.8,0.00182,17.5,0.71
228,1,27.88,21.38,-0.073,6.7,0.00196,16.8,0.55
228,2,27.88,22.58,0.095,7.8,0.0016,17.0,0.16
228,3,27.88,18.27,-0.368,39.2,0.00236,17.2,0.07
228,4,27.88,22.07,0.019,5.1,0.00175,17.6,0.56
228,5,27.88,22.07,-0.012,5.0,0.00208,18.3,0.33
228,6,27.88,19.98,-0.225,19.6,0.00195,21.0,0.43
228,7,27.88,21.26,-0.064,6.3,0.0023,20.8,0.07
228,8,27.88,20.74,-0.108,8.6,0.00201,21.6,0.9
229,1,29.26,22.08,-0.012,5.0,0.00206,22.5,0.65
229,2,29.26,22.44,0.074,6.7,0.0025,16.2,0.88
229,3,29.26,20.11,-0.147,11.5,0.00269,19.0,0.27
229,4,29.26,23.37,0.149,11.7,0.00263,17.1,0.02
229,5,29.26,23.24,0.099,8.0,0.00259,21.2,0.16
229,6,29.26,24.05,0.218,18.8,0.00245,18.5,0.11
229,7,29.26,21.29,-0.038,5.5,0.00232,16.2,0.63
229,8,29.26,21.24,-0.04,5.5,0.00251,17.3,0.28
230,1,27.01,21.25,-0.057,6.0,0.00229,21.6,0.39
230,2,27.01,20.4,-0.192,15.9,0.00216,16.4,0.68
230,3,27.01,19.56,-0.252,22.9,0.00231,20.2,0.05
230,4,27.01,21.78,-0.026,5.2,0.00167,16.8,0.5
230,5,27.01,21.88,-0.023,5.2,0.00147,21.2,0.64
230,6,27.01,21.91,0.017,5.1,0.00146,16.1,0.1
230,7,27.01,22.26,0.013,5.1,0.00241,18.6,0.49
230,8,27.01,23.83,0.153,12.0,0.0021,20.0,0.06
231,1,29.21,23.1,0.095,7.8,0.00127,21.2,0.91
231,2,29.21,23.03,0.098,8.0,0.00194,21.4,0.4
231,3,29.21,22.34,0.063,6.2,0.00159,21.8,0.44
231,4,29.21,23.5,0.137,10.7,0.00252,18.8,0.89
231,5,29.21,20.92,-0.155,12.3,0.00256,19.6,0.76
231,6,29.21,21.04,-0.08,7.0,0.00222,19.5,0.65
231,7,29.21,20.45,-0.136,10.6,0.00158,18.4,0.36
231,8,29.21,19.89,-0.273,25.7,0.0017,19.6,0.05
232,1,26.73,22.64,0.1,8.1,0.00131,19.4,0.94
232,2,26.73,20.38,-0.11,8.7,0.00235,17.0,0.93
232,3,26.73,23.06,0.095,7.8,0.00188,19.5,0.7
232,4,26.73,21.19,-0.035,5.4,0.00276,21.0,0.56
232,5,26.73,21.31,-0.064,6.3,0.0013,17.0,0.45
232,6,26.73,20.51,-0.119,9.3,0.00177,23.0,0.22
232,7,26.73,20.49,-0.177,14.3,0.00145,17.2,0.88
232,8,26.73,20.48,-0.149,11.7,0.00219,16.9,0.72
233,1,26.8,21.31,-0.074,6.7,0.00219,18.5,0.25
233,2,26.8,19.41,-0.281,26.7,0.00243,19.6,0.92
233,3,26.8,21.92,0.018,5.1,0.00207,18.1,0.89
233,4,26.8,22.0,-0.007,5.0,0.00168,18.5,0.78
233,5,26.8,21.2,-0.045,5.6,0.00255,21.9,0.28
233,6,26.8,21.66,-0.065,6.3,0.00146,18.4,0.02
233,7,26.8,22.81,0.068,6.5,0.00265,21.5,0.99
233,8,26.8,20.94,-0.122,9.6,0.00259,19.1,0.47
234,1,26.06,21.45,-0.071,6.6,0.00136,23.3,0.03
234,2,26.06,21.34,-0.04,5.5,0.0024,17.8,0.34
234,3,26.06,20.44,-0.17,13.6,0.00202,22.3,0.37
234,4,26.06,20.94,-0.101,8.1,0.00162,17.4,0.46
234,5,26.06,19.82,-0.254,23.2,0.00147,17.6,0.24
234,6,26.06,20.5,-0.114,9.0,0.00183,20.4,0.3
234,7,26.06,22.57,-0.009,5.0,0.00233,17.2,0.85
234,8,26.06,22.08,0.048,5.7,0.00145,22.7,0.62
235,1,29.47,22.35,0.068,6.4,0.00269,18.1,0.5
235,2,29.47,20.97,-0.043,5.6,0.00216,23.1,0.31
235,3,29.47,21.65,-0.024,5.2,0.00152,17.5,0.02
235,4,29.47,20.33,-0.151,11.9,0.00136,17.3,0.7
235,5,29.47,20.35,-0.157,12.5,0.00145,20.9,0.24
235,6,29.47,23.94,0.24,21.5,0.00238,22.6,0.83
235,7,29.47,23.88,0.179,14.5,0.00151,19.2,0.86
235,8,29.47,23.28,0.129,10.1,0.00135,23.6,0.3
236,1,27.22,21.59,-0.041,5.5,0.0014,22.0,0.18
236,2,27.22,21.8,-0.003,5.0,0.00212,18.3,0.86
236,3,27.22,22.11,-0.014,5.1,0.00266,23.2,0.87
236,4,27.22,18.45,-0.337,34.7,0.00179,22.9,0.97
236,5,27.22,21.68,-0.049,5.7,0.00251,19.4,0.81
236,6,27.22,21.15,-0.039,5.5,0.00131,22.1,0.9
236,7,27.22,20.38,-0.164,13.1,0.00224,21.8,0.01
236,8,27.22,22.41,0.043,5.6,0.00137,21.0,0.32
237,1,27.21,22.07,-0.001,5.0,0.00156,18.5,0.13
237,2,27.21,20.87,-0.126,9.9,0.00209,16.8,0.5
237,3,27.21,21.54,-0.047,5.7,0.00211,22.3,0.17
237,4,27.21,20.5,-0.169,13.6,0.00135,16.8,0.07
237,5,27.21,23.13,0.155,12.2,0.00271,20.6,0.36
237,6,27.21,20.13,-0.213,18.2,0.00232,18.7,0.16
237,7,27.21,21.38,-0.073,6.6,0.00222,20.5,0.51
237,8,27.21,23.79,0.186,15.2,0.00276,18.1,0.51
238,1,26.82,19.48,-0.276,26.1,0.00273,23.9,0.45
238,2,26.82,20.67,-0.121,9.5,0.00155,19.6,0.99
238,3,26.82,21.83,-0.043,5.6,0.00188,19.4,0.32
238,4,26.82,20.96,-0.075,6.8,0.0013,21.9,0.07
238,5,26.82,20.8,-0.053,5.9,0.00217,17.3,0.91
238,6,26.82,19.8,-0.228,19.9,0.00261,19.2,0.66
238,7,26.82,20.45,-0.148,11.6,0.00192,17.7,0.61
238,8,26.82,22.41,0.01,5.0,0.00275,23.3,0.74
239,1,27.61,22.83,0.105,8.4,0.00131,16.5,0.88
239,2,27.61,21.98,-0.002,5.0,0.00152,18.4,0.51
239,3,27.61,18.98,-0.34,35.1,0.00248,16.8,0.77
239,4,27.61,22.17,0.006,5.0,0.00136,21.5,0.81
239,5,27.61,21.2,-0.106,8.5,0.00211,23.3,0.22
239,6,27.61,22.95,0.107,8.5,0.00221,21.7,0.35
239,7,27.61,24.65,0.197,16.4,0.00257,17.6,0.21
239,8,27.61,21.2,-0.033,5.3,0.00253,23.1,0.35
240,1,30.75,21.62,-0.066,6.4,0.00147,21.3,0.84
240,2,30.75,23.32,0.12,9.4,0.00262,20.0,0.49
240,3,30.75,22.44,0.027,5.2,0.00199,17.1,0.95
240,4,30.75,22.71,0.054,5.9,0.0021,21.6,0.02
240,5,30.75,23.34,0.098,7.9,0.00197,16.8,0.52
240,6,30.75,20.95,-0.092,7.6,0.00268,22.6,0.22
240,7,30.75,19.29,-0.26,23.9,0.00236,16.1,0.69
240,8,30.75,22.11,-0.009,5.0,0.00193,19.3,0.46
241,1,29.85,22.0,-0.027,5.2,0.0015,21.8,0.03
241,2,29.85,22.45,0.038,5.5,0.00231,22.0,0.27
241,3,29.85,22.21,0.093,7.7,0.00133,21.2,0.37
241,4,29.85,21.79,-0.055,6.0,0.00157,18.9,0.44
241,5,29.85,22.06,0.043,5.6,0.00173,23.9,0.72
241,6,29.85,22.43,0.036,5.4,0.00155,18.2,0.88
241,7,29.85,23.21,0.078,6.9,0.00232,23.2,0.0
241,8,29.85,21.75,0.02,5.1,0.00152,17.3,0.72
242,1,31.52,22.62,0.061,6.2,0.00177,18.8,0.73
242,2,31.52,19.52,-0.249,22.6,0.00174,17.3,0.39
242,3,31.52,22.41,0.046,5.7,0.00198,23.1,0.46
242,4,31.52,18.84,-0.298,29.2,0.0019,22.5,0.83
242,5,31.52,19.07,-0.28,26.6,0.00255,16.4,0.69
242,6,31.52,22.23,0.036,5.4,0.00185,17.5,0.17
242,7,31.52,20.71,-0.152,12.0,0.00211,17.4,0.02
242,8,31.52,21.13,-0.064,6.3,0.00201,21.1,0.09
243,1,29.81,20.65,-0.176,14.2,0.00185,20.7,0.78
243,2,29.81,21.47,-0.073,6.7,0.00181,17.1,0.18
243,3,29.81,20.85,-0.111,8.8,0.00273,17.3,0.35
243,4,29.81,22.82,0.067,6.4,0.00265,20.9,0.95
243,5,29.81,22.19,0.03,5.3,0.00166,22.6,0.31
243,6,29.81,21.25,-0.059,6.1,0.00255,21.7,0.7
243,7,29.81,21.56,-0.04,5.5,0.00277,20.3,0.06
243,8,29.81,21.23,-0.13,10.1,0.00139,17.9,0.18
244,1,30.35,21.33,-0.066,6.3,0.00163,20.2,0.12
244,2,30.35,20.5,-0.141,11.0,0.00234,22.0,0.96
244,3,30.35,21.2,-0.15,11.8,0.00271,17.5,0.75
244,4,30.35,23.2,0.102,8.2,0.0017,20.8,0.51
244,5,30.35,21.84,-0.024,5.2,0.00258,19.8,0.78
244,6,30.35,21.98,0.009,5.0,0.00215,18.2,0.76
244,7,30.35,19.71,-0.299,29.3,0.00274,18.2,0.3
244,8,30.35,21.21,-0.096,7.8,0.00267,18.1,0.4
245,1,30.85,22.8,0.096,7.8,0.0027,21.2,0.79
245,2,30.85,22.02,0.021,5.1,0.00155,19.7,0.66
245,3,30.85,21.62,-0.025,5.2,0.00141,18.1,0.5
245,4,30.85,21.94,-0.012,5.0,0.00161,17.7,0.86
245,5,30.85,21.47,-0.09,7.5,0.00216,19.6,0.38
245,6,30.85,22.75,0.042,5.6,0.00172,20.8,0.45
245,7,30.85,21.08,-0.041,5.5,0.0015,22.1,0.95
245,8,30.85,21.53,0.003,5.0,0.00243,21.4,0.83
246,1,32.16,18.24,-0.354,37.2,0.00193,22.3,0.86
246,2,32.16,19.96,-0.154,12.2,0.00205,20.3,0.17
246,3,32.16,20.58,-0.177,14.3,0.00224,21.8,0.72
246,4,32.16,20.34,-0.117,9.2,0.00183,23.9,0.89
246,5,32.16,24.56,0.282,27.0,0.00168,19.3,0.15
246,6,32.16,20.22,-0.179,14.5,0.00217,20.1,0.53
246,7,32.16,20.74,-0.135,10.5,0.00146,19.6,0.35
246,8,32.16,20.47,-0.134,10.5,0.00239,23.4,0.23
247,1,30.17,21.71,-0.004,5.0,0.00241,21.7,0.86
247,2,30.17,21.89,-0.022,5.1,0.0023,18.6,0.21
247,3,30.17,22.37,0.026,5.2,0.00134,18.5,0.19
247,4,30.17,20.7,-0.182,14.8,0.00203,19.1,0.37
247,5,30.17,19.51,-0.251,22.8,0.00251,19.7,0.06
247,6,30.17,21.6,-0.069,6.5,0.0016,20.8,0.87
247,7,30.17,20.4,-0.173,13.9,0.00148,21.2,0.09
247,8,30.17,23.16,0.082,7.1,0.00143,20.5,0.31
248,1,31.31,21.51,-0.04,5.5,0.00254,22.1,0.27
248,2,31.31,21.69,-0.016,5.1,0.00267,17.6,0.61
248,3,31.31,22.2,0.013,5.1,0.00255,18.7,0.74
248,4,31.31,20.87,-0.187,15.4,0.0024,19.3,0.35
248,5,31.31,22.72,0.07,6.5,0.00219,22.7,0.26
248,6,31.31,21.6,-0.013,5.1,0.00134,20.5,0.21
248,7,31.31,21.08,-0.134,10.5,0.00143,21.7,0.86
248,8,31.31,20.4,-0.147,11.5,0.00213,18.1,0.59
249,1,30.28,19.97,-0.186,15.2,0.00211,16.9,0.64
249,2,30.28,20.49,-0.148,11.6,0.00221,17.4,0.61
249,3,30.28,19.47,-0.25,22.7,0.00159,23.0,0.67
249,4,30.28,22.5,0.129,10.1,0.0025,22.5,0.05
249,5,30.28,23.09,0.091,7.6,0.00208,16.6,0.96
249,6,30.28,21.17,-0.089,7.4,0.00147,18.8,0.98
249,7,30.28,20.2,-0.164,13.0,0.00272,16.8,0.01
249,8,30.28,22.57,0.089,7.4,0.00148,20.5,0.89
250,1,30.57,21.8,-0.092,7.6,0.00144,17.7,0.04
250,2,30.57,24.64,0.258,23.8,0.0014,23.8,0.19
250,3,30.57,21.53,0.001,5.0,0.00159,16.7,0.23
250,4,30.57,21.28,-0.135,10.6,0.00234,19.9,0.57
250,5,30.57,20.63,-0.142,11.1,0.00217,22.8,0.89
250,6,30.57,22.26,0.057,6.0,0.00205,17.7,0.99
250,7,30.57,20.9,-0.112,8.9,0.00238,17.0,0.48
250,8,30.57,21.72,-0.064,6.3,0.00227,16.3,0.15
251,1,27.59,19.85,-0.212,18.1,0.00269,20.0,0.19
251,2,27.59,19.96,-0.182,14.9,0.0014,22.2,0.05
251,3,27.59,20.38,-0.099,8.0,0.00259,18.5,0.93
