day_of_week,hour,zone,occupied,n_occupants,CO2_ppm
5,4,4,0,0,382.0
5,4,5,0,0,400.0
5,4,6,0,0,378.0
5,4,7,0,0,402.0
5,4,8,0,0,409.0
5,5,1,0,0,405.0
5,5,2,0,0,393.0
5,5,3,0,0,402.0
5,5,4,0,0,384.0
5,5,5,0,0,404.0
5,5,6,0,0,391.0
5,5,7,0,0,392.0
5,5,8,0,0,397.0
5,6,1,0,0,388.0
5,6,2,0,0,395.0
5,6,3,0,0,404.0
5,6,4,0,0,388.0
5,6,5,0,0,407.0
5,6,6,0,0,405.0
5,6,7,0,0,426.0
5,6,8,0,0,375.0
5,7,1,0,0,392.0
5,7,2,0,0,407.0
5,7,3,1,0,401.0
5,7,4,0,0,412.0
5,7,5,0,0,391.0
5,7,6,0,0,413.0
5,7,7,0,0,418.0
5,7,8,0,0,396.0
5,8,1,0,0,399.0
5,8,2,0,0,404.0
5,8,3,0,0,380.0
5,8,4,0,0,376.0
5,8,5,0,0,405.0
5,8,6,0,0,387.0
5,8,7,0,0,417.0
5,8,8,0,0,414.0
5,9,1,0,0,413.0
5,9,2,0,0,405.0
5,9,3,0,0,398.0
5,9,4,0,0,390.0
5,9,5,0,0,400.0
5,9,6,0,0,404.0
5,9,7,0,0,398.0
5,9,8,0,0,390.0
5,10,1,0,0,401.0
5,10,2,0,0,391.0
5,10,3,0,0,397.0
5,10,4,0,0,401.0
5,10,5,0,0,407.0
5,10,6,0,0,398.0
5,10,7,1,0,396.0
5,10,8,0,0,383.0
5,11,1,0,0,408.0
5,11,2,0,0,387.0
5,11,3,0,0,409.0
5,11,4,0,0,388.0
5,11,5,0,0,402.0
5,11,6,0,0,414.0
5,11,7,0,0,409.0
5,11,8,0,0,398.0
5,12,1,0,0,402.0
5,12,2,0,0,396.0
5,12,3,0,0,401.0
5,12,4,0,0,404.0
5,12,5,0,0,391.0
5,12,6,0,0,394.0
5,12,7,0,0,387.0
5,12,8,0,0,404.0
5,13,1,0,0,412.0
5,13,2,0,0,386.0
5,13,3,0,0,401.0
5,13,4,0,0,402.0
5,13,5,0,0,418.0
5,13,6,0,0,401.0
5,13,7,0,0,391.0
5,13,8,0,0,404.0
5,14,1,1,0,414.0
5,14,2,0,0,416.0
5,14,3,0,0,394.0
5,14,4,0,0,414.0
5,14,5,0,0,392.0
5,14,6,0,0,399.0
5,14,7,0,0,382.0
5,14,8,0,0,404.0
5,15,1,0,0,405.0
5,15,2,1,0,398.0
5,15,3,0,0,412.0
5,15,4,0,0,409.0
5,15,5,0,0,403.0
5,15,6,0,0,395.0
5,15,7,0,0,394.0
5,15,8,0,0,393.0
5,16,1,0,0,382.0
5,16,2,0,0,403.0
5,16,3,0,0,406.0
5,16,4,0,0,373.0
5,16,5,0,0,411.0
5,16,6,0,0,400.0
5,16,7,0,0,392.0
5,16,8,0,0,398.0
5,17,1,0,0,406.0
5,17,2,0,0,405.0
5,17,3,0,0,401.0
5,17,4,0,0,394.0
5,17,5,0,0,400.0
5,17,6,0,0,405.0
5,17,7,0,0,400.0
5,17,8,0,0,398.0
5,18,1,0,0,389.0
5,18,2,0,0,404.0
5,18,3,0,0,402.0
5,18,4,0,0,399.0
5,18,5,0,0,395.0
5,18,6,0,0,417.0
5,18,7,0,0,404.0
5,18,8,0,0,396.0
5,19,1,0,0,393.0
5,19,2,0,0,393.0
5,19,3,0,0,396.0
5,19,4,0,0,389.0
5,19,5,0,0,404.0
5,19,6,0,0,409.0
5,19,7,0,0,409.0
5,19,8,0,0,397.0
5,20,1,0,0,427.0
5,20,2,0,0,406.0
5,20,3,0,0,414.0
5,20,4,0,0,407.0
5,20,5,0,0,401.0
5,20,6,0,0,395.0
5,20,7,0,0,391.0
5,20,8,0,0,401.0
5,21,1,0,0,410.0
5,21,2,0,0,390.0
5,21,3,0,0,403.0
5,21,4,0,0,414.0
5,21,5,0,0,400.0
5,21,6,0,0,387.0
5,21,7,0,0,408.0
5,21,8,0,0,393.0
5,22,1,0,0,406.0
5,22,2,0,0,418.0
5,22,3,1,0,398.0
5,22,4,0,0,407.0
5,22,5,0,0,411.0
5,22,6,0,0,387.0
5,22,7,0,0,399.0
5,22,8,0,0,391.0
5,23,1,0,0,406.0
5,23,2,0,0,401.0
5,23,3,0,0,397.0
5,23,4,0,0,396.0
5,23,5,0,0,404.0
5,23,6,0,0,403.0
5,23,7,0,0,409.0
5,23,8,0,0,419.0
6,0,1,0,0,410.0
6,0,2,0,0,407.0
6,0,3,0,0,413.0
6,0,4,0,0,381.0
6,0,5,0,0,409.0
6,0,6,0,0,407.0
6,0,7,0,0,396.0
6,0,8,0,0,406.0
6,1,1,0,0,406.0
6,1,2,0,0,404.0
6,1,3,0,0,408.0
6,1,4,0,0,412.0
6,1,5,0,0,405.0
6,1,6,0,0,390.0
6,1,7,0,0,393.0
6,1,8,0,0,405.0
6,2,1,0,0,407.0
6,2,2,0,0,405.0
6,2,3,0,0,389.0
6,2,4,0,0,387.0
6,2,5,0,0,400.0
6,2,6,0,0,406.0
6,2,7,0,0,398.0
6,2,8,0,0,413.0
6,3,1,1,0,405.0
6,3,2,0,0,403.0
6,3,3,0,0,399.0
6,3,4,0,0,378.0
6,3,5,0,0,392.0
6,3,6,0,0,413.0
6,3,7,0,0,405.0
6,3,8,0,0,404.0
6,4,1,0,0,400.0
6,4,2,0,0,395.0
6,4,3,1,0,407.0
6,4,4,0,0,414.0
6,4,5,0,0,408.0
6,4,6,0,0,393.0
6,4,7,0,0,404.0
6,4,8,0,0,386.0
6,5,1,0,0,397.0
6,5,2,0,0,399.0
6,5,3,0,0,394.0
6,5,4,0,0,393.0
6,5,5,0,0,393.0
6,5,6,0,0,402.0
6,5,7,0,0,413.0
6,5,8,0,0,397.0
6,6,1,0,0,393.0
6,6,2,0,0,397.0
6,6,3,0,0,398.0
6,6,4,0,0,394.0
6,6,5,0,0,379.0
6,6,6,0,0,367.0
6,6,7,0,0,398.0
6,6,8,0,0,408.0
6,7,1,0,0,392.0
6,7,2,0,0,413.0
6,7,3,0,0,401.0
6,7,4,0,0,405.0
6,7,5,0,0,384.0
6,7,6,0,0,408.0
6,7,7,0,0,391.0
6,7,8,0,0,393.0
6,8,1,0,0,403.0
6,8,2,0,0,406.0
6,8,3,0,0,396.0
6,8,4,0,0,402.0
6,8,5,0,0,408.0
6,8,6,0,0,392.0
6,8,7,0,0,398.0
6,8,8,0,0,399.0
6,9,1,0,0,417.0
6,9,2,0,0,409.0
6,9,3,0,0,391.0
6,9,4,0,0,397.0
6,9,5,0,0,399.0
6,9,6,0,0,398.0
6,9,7,0,0,431.0
6,9,8,0,0,395.0
6,10,1,0,0,392.0
6,10,2,0,0,412.0
6,10,3,0,0,399.0
6,10,4,0,0,383.0
6,10,5,0,0,402.0
6,10,6,0,0,404.0
6,10,7,1,0,420.0
6,10,8,0,0,411.0
6,11,1,0,0,395.0
6,11,2,0,0,404.0
6,11,3,0,0,387.0
6,11,4,0,0,399.0
6,11,5,1,0,386.0
6,11,6,0,0,402.0
6,11,7,0,0,408.0
6,11,8,0,0,412.0
6,12,1,0,0,398.0
6,12,2,0,0,407.0
6,12,3,1,0,405.0
6,12,4,0,0,400.0
6,12,5,0,0,395.0
6,12,6,0,0,398.0
6,12,7,1,0,389.0
6,12,8,0,0,396.0
6,13,1,0,0,395.0
6,13,2,0,0,409.0
6,13,3,0,0,389.0
6,13,4,0,0,390.0
6,13,5,0,0,403.0
6,13,6,0,0,397.0
6,13,7,0,0,400.0
6,13,8,0,0,407.0
6,14,1,0,0,409.0
6,14,2,0,0,398.0
6,14,3,0,0,371.0
6,14,4,0,0,401.0
6,14,5,0,0,389.0
6,14,6,0,0,396.0
6,14,7,0,0,406.0
6,14,8,0,0,410.0
6,15,1,0,0,386.0
6,15,2,0,0,396.0
6,15,3,0,0,403.0
6,15,4,0,0,386.0
6,15,5,0,0,397.0
6,15,6,0,0,403.0
6,15,7,0,0,394.0
6,15,8,0,0,394.0
6,16,1,0,0,393.0
6,16,2,0,0,407.0
6,16,3,0,0,385.0
6,16,4,0,0,401.0
6,16,5,0,0,401.0
6,16,6,0,0,375.0
6,16,7,0,0,401.0
6,16,8,0,0,407.0
6,17,1,0,0,406.0
6,17,2,0,0,387.0
6,17,3,0,0,391.0
6,17,4,0,0,402.0
6,17,5,0,0,390.0
6,17,6,0,0,404.0
6,17,7,0,0,417.0
6,17,8,0,0,393.0
6,18,1,0,0,405.0
6,18,2,0,0,400.0
6,18,3,0,0,404.0
6,18,4,1,0,400.0
6,18,5,0,0,405.0
6,18,6,0,0,401.0
6,18,7,0,0,415.0
6,18,8,0,0,412.0
6,19,1,0,0,414.0
6,19,2,0,0,400.0
6,19,3,0,0,410.0
6,19,4,0,0,407.0
6,19,5,0,0,388.0
6,19,6,0,0,410.0
6,19,7,0,0,395.0
6,19,8,0,0,395.0
6,20,1,0,0,407.0
6,20,2,0,0,416.0
6,20,3,0,0,396.0
6,20,4,0,0,399.0
6,20,5,0,0,398.0
6,20,6,0,0,404.0
6,20,7,0,0,408.0
6,20,8,0,0,411.0
6,21,1,0,0,409.0
6,21,2,0,0,395.0
6,21,3,0,0,396.0
6,21,4,0,0,394.0
6,21,5,0,0,416.0
6,21,6,0,0,394.0
6,21,7,0,0,406.0
6,21,8,0,0,405.0
6,22,1,0,0,413.0
6,22,2,0,0,409.0
6,22,3,0,0,386.0
6,22,4,0,0,402.0
6,22,5,0,0,400.0
6,22,6,0,0,425.0
6,22,7,0,0,418.0
6,22,8,0,0,393.0
6,23,1,0,0,396.0
6,23,2,0,0,391.0
6,23,3,0,0,390.0
6,23,4,0,0,410.0
6,23,5,0,0,393.0
6,23,6,0,0,391.0
6,23,7,0,0,417.0
6,23,8,0,0,407.0
